,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60
0,24.907797,25.63713,27.264048,21.723429,13.81234,27.014101,20.225418,27.527315,27.691858,22.310587,27.945969,15.998376,28.12631,22.263006,25.766502,22.044546,28.98231,25.811316,19.174557,31.536203,17.878628,22.746798,25.375488,22.678068,34.2604,24.811922,21.0853,23.996561,27.757502,24.995651,19.724995,16.73869,24.035364,30.422213,20.891592,21.245327,19.49152,26.903435,25.088627,29.794132,23.188663,23.377708,21.1087,27.269957,25.622988,21.191967,29.607384,21.239483,23.941565,24.958654,30.213936,23.28802,27.327444,21.447933,24.482895,24.467857,24.569315,17.808403,40.689255,38.53084,16.692402
1,24.741844,25.809351,27.13169,21.718903,13.732065,27.140612,19.909817,27.104794,27.933662,22.102083,28.227173,16.090534,28.329882,22.316755,24.58969,21.963953,29.022223,25.836908,19.354534,31.056236,18.59407,22.740171,25.346077,22.849113,35.196655,24.97628,20.972544,23.875511,28.38933,24.578165,19.15979,17.662361,24.34782,30.839573,21.031607,20.745754,19.454018,26.88716,24.583176,29.938066,23.16962,23.769844,21.60611,27.215229,25.392517,20.889591,29.767658,21.293882,24.219904,26.108482,30.260605,23.015284,27.248184,21.952415,24.02181,24.08575,24.354694,18.592367,41.820538,39.772537,17.740253
2,24.481943,25.770567,26.264692,21.515394,13.375077,27.225334,19.490154,26.771076,28.062794,22.234661,28.00886,16.039871,27.768023,23.00009,24.419083,22.062523,28.788452,25.750055,19.258514,30.753817,18.213211,22.64458,24.891022,22.708017,34.392982,25.375427,20.778236,23.842455,29.01875,23.987642,18.439978,17.945307,24.425354,30.504324,20.781294,20.513977,19.78145,26.733196,24.566002,30.05111,23.444958,23.979433,22.118332,27.225885,26.32839,20.779915,30.091824,21.058786,23.832731,26.280142,30.450321,23.459402,27.568691,21.489552,23.384953,23.205168,23.565096,18.127632,41.307945,39.918114,18.039663
3,24.167831,25.569126,25.60936,21.604385,13.638876,27.532444,19.570484,26.581408,28.747288,22.31514,28.287636,15.928606,27.881979,23.07572,24.21762,22.408955,29.145939,26.239017,19.097254,30.920597,18.978579,22.92041,24.70026,22.926128,35.73369,26.499325,20.560667,24.249702,30.074007,23.60345,17.771673,19.171549,24.291992,30.806658,21.35917,19.743755,20.012772,26.702946,24.828588,30.267342,23.402029,24.827032,22.87368,27.119118,26.258654,19.96576,30.547995,21.229305,24.314253,26.70826,30.824192,23.386091,27.776161,22.202223,22.985136,22.748909,22.618114,18.91278,41.91626,41.04162,19.456865
4,23.972427,25.222897,25.544867,21.247513,13.4415045,27.720964,19.333704,26.653,28.705015,22.329653,28.09394,15.722032,27.442665,23.115278,23.508556,22.32591,28.70231,25.424047,19.35063,30.597311,19.166107,23.238743,24.597742,22.473204,35.120438,25.952276,20.049135,24.21207,30.341751,22.693624,17.303307,18.988678,24.257141,30.040766,21.29666,19.746174,20.156542,27.061533,25.02024,30.448895,24.357723,25.049202,22.9007,27.385311,25.894783,19.948711,30.47545,21.143442,24.010256,26.243732,30.672585,23.294434,28.24152,22.292463,22.560183,22.322845,21.757465,19.084383,41.795357,40.78067,19.251379
5,23.87379,25.394754,24.730394,21.192448,13.813989,27.480808,19.50203,26.196486,29.005669,22.357643,28.067272,16.197985,26.506042,23.914402,23.871883,22.181683,28.560307,26.016245,19.432173,30.823425,19.390682,23.772303,24.444044,22.786148,35.08551,26.118523,20.174881,24.626747,30.47054,22.93261,17.419617,19.937292,23.949162,29.622255,21.47853,19.723589,20.39331,26.868488,25.497948,30.371881,23.964119,25.101292,23.667261,26.606146,26.835592,20.22545,30.507471,21.343739,23.86801,26.388975,30.726389,23.630627,28.06957,22.642103,22.464968,22.159775,21.26506,19.27403,41.715454,41.64371,20.257578
6,24.098848,25.174229,24.793215,21.497534,13.800165,27.718712,19.85239,26.214369,28.357094,22.280819,28.284449,16.096054,26.537457,23.684082,23.696087,22.694733,27.952417,25.654613,19.241156,30.555779,19.442286,23.989944,24.221966,22.94701,34.86265,26.471317,20.165613,24.598448,30.8432,22.338493,17.123142,20.054256,24.733232,29.18745,21.400612,19.8118,20.274559,27.014515,25.173452,30.412064,24.445341,25.442352,23.91525,27.094809,26.598932,20.428421,30.781279,21.283825,24.001423,25.847466,30.941168,23.961996,28.106743,22.62449,22.371058,22.11578,20.733465,19.44262,42.060482,42.03219,20.462742
7,24.070768,25.277935,24.800959,21.505394,13.946211,28.003847,19.67087,26.169899,28.394644,22.355965,28.137918,15.957595,25.69502,23.939104,23.3021,22.697544,27.498207,25.312206,18.87112,29.86012,19.560905,24.284473,23.964912,23.096466,34.176727,26.175344,19.847038,24.818533,30.51923,22.570229,16.570503,19.648966,24.263952,28.125559,21.43324,20.708988,20.236767,27.290934,24.638857,30.449318,25.170124,25.739485,23.64616,27.146881,26.69466,20.760166,30.71016,21.39375,24.131979,25.59697,31.065525,24.171673,27.89806,22.745384,22.025011,21.308186,19.879578,19.518692,41.53984,41.181465,20.05191
8,24.208157,25.253712,23.90052,21.313383,13.572423,27.21007,19.633821,25.859337,28.098543,21.970375,28.35268,15.858829,25.882654,23.932775,23.389416,22.568542,27.316929,25.071854,19.672615,30.198265,19.569036,24.2637,23.91241,22.615368,33.756065,26.85576,20.37484,24.835224,30.579159,22.261168,16.387646,19.520987,24.30221,27.884739,21.195662,20.771927,20.169857,26.83473,24.352163,30.403824,24.995113,25.835928,23.327417,27.181974,27.090998,20.876743,31.235294,21.831615,24.210651,25.613453,31.177567,24.114965,28.316332,22.237526,21.96115,21.126987,19.687168,19.515537,41.687626,41.41921,19.946423
9,24.032282,25.088032,23.776209,21.177715,13.725759,27.42897,20.09652,25.506783,27.926477,22.253572,28.350233,15.357873,25.928782,23.414774,22.996191,22.417788,27.465357,24.939093,19.422682,29.77462,19.896338,24.244934,24.018503,22.817474,33.465023,26.692003,20.40085,24.495031,30.510292,22.26786,16.307507,19.171955,23.881428,27.779993,21.550114,20.885223,20.198502,26.879028,24.420753,30.386795,25.216496,26.032883,23.605268,26.864338,27.23866,20.846996,30.989277,21.550201,23.73569,25.46954,31.325865,24.365614,28.493526,22.204407,21.96832,21.114712,19.180008,19.871162,41.745556,40.881176,19.684473
