Steps,Policy/Extrinsic Value Estimate,Policy/Entropy,Environment/Episode Length,Environment/Cumulative Reward,Policy/Extrinsic Reward,Is Training
83000,-0.72088623,1.3445953,499.0,-1.0399999395012856,-1.0399999395012856,1.0
84000,-0.7796525,1.3305414,499.0,-6.4566661566495895,-6.4566661566495895,1.0
85000,-0.60328466,1.3437265,499.0,1.369999885559082,1.369999885559082,1.0
86000,-0.7283984,1.336976,499.0,-2.5999998450279236,-2.5999998450279236,1.0
87000,-0.67431104,1.3439404,499.0,-11.499999284744263,-11.499999284744263,1.0
88000,-0.59648126,1.3298786,499.0,-5.056666408975919,-5.056666408975919,1.0
89000,-0.3917618,1.3475662,499.0,-0.07999996840953827,-0.07999996840953827,1.0
90000,-0.74151385,1.32117,499.0,-0.14333330591519675,-0.14333330591519675,1.0
91000,-0.9300181,1.3351308,499.0,-6.499999582767487,-6.499999582767487,1.0
92000,-0.8496591,1.3268658,499.0,-6.569999565680821,-6.569999565680821,1.0
93000,-0.66048485,1.3409538,499.0,-7.719999551773071,-7.719999551773071,1.0
94000,-0.517556,1.3266602,499.0,-3.6966664732123413,-3.6966664732123413,1.0
95000,-0.6793536,1.3421851,499.0,-5.929999828338623,-5.929999828338623,1.0
96000,-0.7845474,1.3336961,499.0,-2.776666410577794,-2.776666410577794,1.0
97000,-0.7058852,1.3227334,499.0,-7.00499951839447,-7.00499951839447,1.0
98000,-0.5374507,1.3288289,499.0,-7.459999551375707,-7.459999551375707,1.0
99000,-0.36335704,1.3385917,499.0,-0.6499999752268195,-0.6499999752268195,1.0
100000,-0.546017,1.3075626,499.0,-1.1399999260902405,-1.1399999260902405,1.0
101000,-0.86799186,1.3326745,499.0,0.47499988973140717,0.47499988973140717,1.0
102000,-0.5655131,1.3319347,499.0,-5.389999630550544,-5.389999630550544,1.0
103000,-0.8235125,1.3378351,499.0,-0.949999962002039,-0.949999962002039,1.0
104000,-0.8461618,1.2994046,499.0,-7.566666163504124,-7.566666163504124,1.0
105000,-0.5769637,1.3159157,499.0,0.7049999088048935,0.7049999088048935,1.0
106000,-0.6922291,1.2981496,499.0,-1.1266665682196617,-1.1266665682196617,1.0
107000,-0.7820137,1.3365235,499.0,0.5899999849498272,0.5899999849498272,1.0
108000,-0.89830923,1.305808,499.0,-3.9249997759858766,-3.9249997759858766,1.0
109000,-0.8467729,1.2991629,499.0,0.4999999701976776,0.4999999701976776,1.0
110000,-0.9165767,1.2988771,499.0,-3.0349997083346048,-3.0349997083346048,1.0
111000,-0.86473393,1.3026046,499.0,-5.099999785423279,-5.099999785423279,1.0
112000,-0.52550703,1.3042687,499.0,-4.35833307603995,-4.35833307603995,1.0
113000,-0.3981061,1.310919,499.0,0.9099999591708183,0.9099999591708183,1.0
114000,-0.5537336,1.2629565,499.0,-1.2999999175469081,-1.2999999175469081,1.0
115000,-0.6267901,1.313252,499.0,-1.4650000184774399,-1.4650000184774399,1.0
116000,-0.7687929,1.2692883,499.0,-4.509999806682269,-4.509999806682269,1.0
117000,-0.76335377,1.2653639,499.0,-1.5999998897314072,-1.5999998897314072,1.0
118000,-0.550928,1.2890798,499.0,-1.3216666914522648,-1.3216666914522648,1.0
119000,-0.8571986,1.2829301,499.0,-8.189999341964722,-8.189999341964722,1.0
120000,-0.84119076,1.2719489,499.0,-2.719999797642231,-2.719999797642231,1.0
121000,-0.91158754,1.2835703,499.0,-3.8299999237060547,-3.8299999237060547,1.0
122000,-0.8689715,1.2512734,499.0,-5.046666224797566,-5.046666224797566,1.0
123000,-0.9088249,1.3024374,499.0,-0.3600000739097595,-0.3600000739097595,1.0
124000,-0.7236904,1.2636136,499.0,-3.89166646450758,-3.89166646450758,1.0
125000,-0.481173,1.3048465,499.0,-2.949999730102718,-2.949999730102718,1.0
126000,-0.6305411,1.3002723,499.0,-1.5733332053447764,-1.5733332053447764,1.0
127000,-0.6396771,1.2615229,499.0,-5.454999640583992,-5.454999640583992,1.0
128000,-0.49129713,1.3023388,499.0,2.834999844431877,2.834999844431877,1.0
129000,-0.8036989,1.295197,604.0,1.159999966621399,1.159999966621399,1.0
130000,-0.84429216,1.2473766,499.0,-6.569999478757381,-6.569999478757381,1.0
131000,-0.60507315,1.2638257,499.0,-2.6049998477101326,-2.6049998477101326,1.0
132000,-0.49767548,1.2816812,499.0,-1.232499871402979,-1.232499871402979,1.0
133000,-0.5476319,1.2825011,499.0,2.654999803751707,2.654999803751707,1.0
134000,-0.543185,1.2627513,499.0,1.0199999511241913,1.0199999511241913,1.0
135000,-0.33909476,1.2751211,499.0,3.0199998188763857,3.0199998188763857,1.0
136000,-0.35890716,1.2390695,499.0,2.3549998607486486,2.3549998607486486,1.0
137000,-0.71816206,1.2378695,499.0,-0.41749999672174454,-0.41749999672174454,1.0
138000,-0.5413182,1.2846956,499.0,1.5374999158084393,1.5374999158084393,1.0
139000,-0.4015311,1.2848558,499.0,-3.222499765455723,-3.222499765455723,1.0
140000,-0.49015412,1.2151462,499.0,2.8649997785687447,2.8649997785687447,1.0
141000,-0.7775193,1.2663895,499.0,0.48499998822808266,0.48499998822808266,1.0
142000,-0.5199278,1.2732439,499.0,-3.294999809935689,-3.294999809935689,1.0
143000,-0.35831434,1.2840033,499.0,-3.0174997746944427,-3.0174997746944427,1.0
144000,-0.37848586,1.2483484,499.0,1.9449998531490564,1.9449998531490564,1.0
145000,-0.56484395,1.2220732,499.0,-6.504999451339245,-6.504999451339245,1.0
