역번호,역명,조사일자,호선,구분,혼잡도,시간
150,서울역,평일,1호선,상선,8.2,5:30
150,서울역,평일,1호선,하선,11.8,5:30
151,시청,평일,1호선,상선,7.7,5:30
151,시청,평일,1호선,하선,9.5,5:30
152,종각,평일,1호선,상선,6.3,5:30
152,종각,평일,1호선,하선,11.1,5:30
153,종로3가,평일,1호선,상선,6.3,5:30
153,종로3가,평일,1호선,하선,12.1,5:30
154,종로5가,평일,1호선,상선,5.6,5:30
154,종로5가,평일,1호선,하선,13.4,5:30
155,동대문,평일,1호선,상선,8.5,5:30
155,동대문,평일,1호선,하선,14,5:30
156,신설동,평일,1호선,상선,7.2,5:30
156,신설동,평일,1호선,하선,17.1,5:30
157,제기동,평일,1호선,상선,6.9,5:30
157,제기동,평일,1호선,하선,16.8,5:30
158,청량리,평일,1호선,상선,6.4,5:30
158,청량리,평일,1호선,하선,17.9,5:30
159,동묘앞,평일,1호선,상선,6.9,5:30
159,동묘앞,평일,1호선,하선,13.1,5:30
201,시청,평일,2호선,내선,19.7,5:30
201,시청,평일,2호선,외선,12.5,5:30
202,을지로입구,평일,2호선,내선,15.3,5:30
202,을지로입구,평일,2호선,외선,11.3,5:30
203,을지로3가,평일,2호선,내선,14.7,5:30
203,을지로3가,평일,2호선,외선,15.8,5:30
204,을지로4가,평일,2호선,내선,14.7,5:30
204,을지로4가,평일,2호선,외선,16.6,5:30
205,동대문역사문화공원,평일,2호선,내선,23.8,5:30
205,동대문역사문화공원,평일,2호선,외선,16.6,5:30
206,신당,평일,2호선,내선,19,5:30
206,신당,평일,2호선,외선,24.2,5:30
207,상왕십리,평일,2호선,내선,21,5:30
207,상왕십리,평일,2호선,외선,21.3,5:30
208,왕십리,평일,2호선,내선,18.3,5:30
208,왕십리,평일,2호선,외선,19.4,5:30
209,한양대,평일,2호선,내선,18.2,5:30
209,한양대,평일,2호선,외선,11.9,5:30
210,뚝섬,평일,2호선,내선,17.9,5:30
210,뚝섬,평일,2호선,외선,9.6,5:30
211,성수,평일,2호선,내선,10.7,5:30
211,성수,평일,2호선,외선,8.6,5:30
212,건대입구,평일,2호선,내선,12.1,5:30
212,건대입구,평일,2호선,외선,24.5,5:30
213,구의,평일,2호선,내선,15.7,5:30
213,구의,평일,2호선,외선,21.4,5:30
214,강변,평일,2호선,내선,16.9,5:30
214,강변,평일,2호선,외선,14.9,5:30
215,잠실나루,평일,2호선,내선,17.1,5:30
215,잠실나루,평일,2호선,외선,18.3,5:30
216,잠실,평일,2호선,내선,22.4,5:30
216,잠실,평일,2호선,외선,18.9,5:30
217,신천,평일,2호선,내선,25.4,5:30
217,신천,평일,2호선,외선,16.6,5:30
218,종합운동장,평일,2호선,내선,26.1,5:30
218,종합운동장,평일,2호선,외선,12.2,5:30
219,삼성,평일,2호선,내선,19,5:30
219,삼성,평일,2호선,외선,11.3,5:30
220,선릉,평일,2호선,내선,23.6,5:30
220,선릉,평일,2호선,외선,14.6,5:30
221,역삼,평일,2호선,내선,30,5:30
221,역삼,평일,2호선,외선,37.1,5:30
222,강남,평일,2호선,내선,28.7,5:30
222,강남,평일,2호선,외선,44.4,5:30
223,교대,평일,2호선,내선,26.7,5:30
223,교대,평일,2호선,외선,63.9,5:30
224,서초,평일,2호선,내선,26,5:30
224,서초,평일,2호선,외선,74,5:30
225,방배,평일,2호선,내선,26,5:30
225,방배,평일,2호선,외선,77.7,5:30
226,사당,평일,2호선,내선,20.1,5:30
226,사당,평일,2호선,외선,79.9,5:30
227,낙성대,평일,2호선,내선,26.3,5:30
227,낙성대,평일,2호선,외선,79.3,5:30
228,서울대입구,평일,2호선,내선,19.5,5:30
228,서울대입구,평일,2호선,외선,78.2,5:30
229,봉천,평일,2호선,내선,24,5:30
229,봉천,평일,2호선,외선,73.2,5:30
230,신림,평일,2호선,내선,35.8,5:30
230,신림,평일,2호선,외선,67.3,5:30
231,신대방,평일,2호선,내선,48.1,5:30
231,신대방,평일,2호선,외선,55.4,5:30
232,구로디지털단지,평일,2호선,내선,68.8,5:30
232,구로디지털단지,평일,2호선,외선,49.1,5:30
233,대림,평일,2호선,내선,81,5:30
233,대림,평일,2호선,외선,40.4,5:30
234,신도림,평일,2호선,내선,28.9,5:30
234,신도림,평일,2호선,외선,29.2,5:30
235,문래,평일,2호선,내선,28.9,5:30
235,문래,평일,2호선,외선,30.9,5:30
236,영등포구청,평일,2호선,내선,31.5,5:30
236,영등포구청,평일,2호선,외선,29.7,5:30
237,당산,평일,2호선,내선,27.4,5:30
237,당산,평일,2호선,외선,25.3,5:30
238,합정,평일,2호선,내선,23.7,5:30
238,합정,평일,2호선,외선,25.5,5:30
239,홍대입구,평일,2호선,내선,21.7,5:30
239,홍대입구,평일,2호선,외선,20.5,5:30
240,신촌(지하),평일,2호선,내선,22.6,5:30
240,신촌(지하),평일,2호선,외선,20.5,5:30
241,이대,평일,2호선,내선,20.1,5:30
241,이대,평일,2호선,외선,17.9,5:30
242,아현,평일,2호선,내선,17.5,5:30
242,아현,평일,2호선,외선,17.9,5:30
243,충정로,평일,2호선,내선,17.4,5:30
243,충정로,평일,2호선,외선,12.7,5:30
244,용답,평일,성수지선,내선,21.8,5:30
244,용답,평일,성수지선,외선,3,5:30
245,신답,평일,성수지선,내선,16.8,5:30
245,신답,평일,성수지선,외선,2.9,5:30
246,신설동,평일,성수지선,내선,11.9,5:30
246,신설동,평일,성수지선,외선,0,5:30
247,도림천,평일,신정지선,내선,22.2,5:30
247,도림천,평일,신정지선,외선,60,5:30
248,양천구청,평일,신정지선,내선,23,5:30
248,양천구청,평일,신정지선,외선,59.8,5:30
249,신정네거리,평일,신정지선,내선,19,5:30
249,신정네거리,평일,신정지선,외선,52.2,5:30
250,용두,평일,성수지선,내선,14.6,5:30
250,용두,평일,성수지선,외선,2.9,5:30
260,까치산,평일,신정지선,내선,0,5:30
260,까치산,평일,신정지선,외선,36.6,5:30
309,지축,평일,3호선,상선,20.1,5:30
309,지축,평일,3호선,하선,24.6,5:30
310,구파발,평일,3호선,상선,21.8,5:30
310,구파발,평일,3호선,하선,12.9,5:30
311,연신내,평일,3호선,상선,22.9,5:30
311,연신내,평일,3호선,하선,21.1,5:30
312,불광,평일,3호선,상선,19.7,5:30
312,불광,평일,3호선,하선,28.2,5:30
313,녹번,평일,3호선,상선,14.3,5:30
313,녹번,평일,3호선,하선,34.6,5:30
314,홍제,평일,3호선,상선,14.5,5:30
314,홍제,평일,3호선,하선,39.1,5:30
315,무악재,평일,3호선,상선,14.8,5:30
315,무악재,평일,3호선,하선,40.2,5:30
316,독립문,평일,3호선,상선,14.3,5:30
316,독립문,평일,3호선,하선,28.7,5:30
317,경복궁,평일,3호선,상선,18,5:30
317,경복궁,평일,3호선,하선,30.3,5:30
318,안국,평일,3호선,상선,16.7,5:30
318,안국,평일,3호선,하선,29.8,5:30
319,종로3가,평일,3호선,상선,16.9,5:30
319,종로3가,평일,3호선,하선,25.2,5:30
320,을지로3가,평일,3호선,상선,6.8,5:30
320,을지로3가,평일,3호선,하선,22.2,5:30
321,충무로,평일,3호선,상선,8.4,5:30
321,충무로,평일,3호선,하선,21.3,5:30
322,동대입구,평일,3호선,상선,8.1,5:30
322,동대입구,평일,3호선,하선,20.9,5:30
323,약수,평일,3호선,상선,9.5,5:30
323,약수,평일,3호선,하선,27.2,5:30
324,금호,평일,3호선,상선,9.5,5:30
324,금호,평일,3호선,하선,33.3,5:30
325,옥수,평일,3호선,상선,7.9,5:30
325,옥수,평일,3호선,하선,42.5,5:30
326,압구정,평일,3호선,상선,6.9,5:30
326,압구정,평일,3호선,하선,21.4,5:30
327,신사,평일,3호선,상선,6.4,5:30
327,신사,평일,3호선,하선,21.1,5:30
328,잠원,평일,3호선,상선,6.9,5:30
328,잠원,평일,3호선,하선,21.4,5:30
329,고속터미널,평일,3호선,상선,6.9,5:30
329,고속터미널,평일,3호선,하선,23.8,5:30
330,교대,평일,3호선,상선,7.8,5:30
330,교대,평일,3호선,하선,27.2,5:30
331,남부터미널,평일,3호선,상선,7,5:30
331,남부터미널,평일,3호선,하선,23.7,5:30
332,양재,평일,3호선,상선,8.5,5:30
332,양재,평일,3호선,하선,9.5,5:30
333,매봉,평일,3호선,상선,8,5:30
333,매봉,평일,3호선,하선,9.9,5:30
334,도곡,평일,3호선,상선,7.3,5:30
334,도곡,평일,3호선,하선,10.5,5:30
335,대치,평일,3호선,상선,7.5,5:30
335,대치,평일,3호선,하선,4.9,5:30
336,학여울,평일,3호선,상선,7.3,5:30
336,학여울,평일,3호선,하선,4.9,5:30
337,대청,평일,3호선,상선,7.2,5:30
337,대청,평일,3호선,하선,4.9,5:30
338,일원,평일,3호선,상선,6.8,5:30
338,일원,평일,3호선,하선,3.4,5:30
339,수서,평일,3호선,상선,5.9,5:30
339,수서,평일,3호선,하선,3.6,5:30
340,가락시장,평일,3호선,상선,10.5,5:30
340,가락시장,평일,3호선,하선,0,5:30
341,경찰병원,평일,3호선,상선,7.2,5:30
341,경찰병원,평일,3호선,하선,0,5:30
342,오금,평일,3호선,상선,5.8,5:30
342,오금,평일,3호선,하선,0,5:30
409,당고개,평일,4호선,상선,0,5:30
409,당고개,평일,4호선,하선,5.1,5:30
410,상계,평일,4호선,상선,0,5:30
410,상계,평일,4호선,하선,13.2,5:30
411,노원,평일,4호선,상선,0,5:30
411,노원,평일,4호선,하선,15.1,5:30
412,창동,평일,4호선,상선,0,5:30
412,창동,평일,4호선,하선,20,5:30
413,쌍문,평일,4호선,상선,0,5:30
413,쌍문,평일,4호선,하선,31.3,5:30
414,수유,평일,4호선,상선,30.2,5:30
414,수유,평일,4호선,하선,38.6,5:30
415,미아,평일,4호선,상선,29.2,5:30
415,미아,평일,4호선,하선,46.9,5:30
416,미아삼거리,평일,4호선,상선,27.8,5:30
416,미아삼거리,평일,4호선,하선,53.7,5:30
417,길음,평일,4호선,상선,25.8,5:30
417,길음,평일,4호선,하선,70.2,5:30
418,성신여대입구,평일,4호선,상선,23.5,5:30
418,성신여대입구,평일,4호선,하선,73.8,5:30
419,한성대입구,평일,4호선,상선,24.1,5:30
419,한성대입구,평일,4호선,하선,60.4,5:30
420,혜화,평일,4호선,상선,23.9,5:30
420,혜화,평일,4호선,하선,61.7,5:30
421,동대문,평일,4호선,상선,24,5:30
421,동대문,평일,4호선,하선,64.1,5:30
422,동대문역사문화공원,평일,4호선,상선,17.7,5:30
422,동대문역사문화공원,평일,4호선,하선,49,5:30
423,충무로,평일,4호선,상선,10.8,5:30
423,충무로,평일,4호선,하선,47.2,5:30
424,명동,평일,4호선,상선,9.9,5:30
424,명동,평일,4호선,하선,45.1,5:30
425,회현,평일,4호선,상선,9.7,5:30
425,회현,평일,4호선,하선,23.1,5:30
426,서울역,평일,4호선,상선,9,5:30
426,서울역,평일,4호선,하선,22.4,5:30
427,숙대입구,평일,4호선,상선,15.4,5:30
427,숙대입구,평일,4호선,하선,20.7,5:30
428,삼각지,평일,4호선,상선,14.4,5:30
428,삼각지,평일,4호선,하선,22.4,5:30
429,신용산,평일,4호선,상선,15.9,5:30
429,신용산,평일,4호선,하선,22.2,5:30
430,이촌,평일,4호선,상선,16.4,5:30
430,이촌,평일,4호선,하선,40.5,5:30
431,동작,평일,4호선,상선,17,5:30
431,동작,평일,4호선,하선,0,5:30
432,총신대입구,평일,4호선,상선,18.9,5:30
432,총신대입구,평일,4호선,하선,0,5:30
433,사당,평일,4호선,상선,17,5:30
433,사당,평일,4호선,하선,19.2,5:30
434,남태령,평일,4호선,상선,22.4,5:30
434,남태령,평일,4호선,하선,20.9,5:30
2511,방화,평일,5호선,상선,0,5:30
2511,방화,평일,5호선,하선,2.8,5:30
2512,개화산,평일,5호선,상선,2.8,5:30
2512,개화산,평일,5호선,하선,5.2,5:30
2513,김포공항,평일,5호선,상선,5.4,5:30
2513,김포공항,평일,5호선,하선,10.3,5:30
2514,송정,평일,5호선,상선,23.3,5:30
2514,송정,평일,5호선,하선,15,5:30
2515,마곡,평일,5호선,상선,26.6,5:30
2515,마곡,평일,5호선,하선,16.4,5:30
2516,발산,평일,5호선,상선,30.4,5:30
2516,발산,평일,5호선,하선,17.8,5:30
2517,우장산,평일,5호선,상선,33.6,5:30
2517,우장산,평일,5호선,하선,23.4,5:30
2518,화곡,평일,5호선,상선,32.3,5:30
2518,화곡,평일,5호선,하선,24.7,5:30
2519,까치산,평일,5호선,상선,24.8,5:30
2519,까치산,평일,5호선,하선,24.7,5:30
2520,신정,평일,5호선,상선,19,5:30
2520,신정,평일,5호선,하선,32,5:30
2521,목동,평일,5호선,상선,16.8,5:30
2521,목동,평일,5호선,하선,35.2,5:30
2522,오목교,평일,5호선,상선,15.3,5:30
2522,오목교,평일,5호선,하선,36.7,5:30
2523,양평,평일,5호선,상선,15.4,5:30
2523,양평,평일,5호선,하선,41.1,5:30
2524,영등포구청,평일,5호선,상선,15.6,5:30
2524,영등포구청,평일,5호선,하선,31.8,5:30
2525,영등포시장,평일,5호선,상선,10.3,5:30
2525,영등포시장,평일,5호선,하선,32.5,5:30
2526,신길,평일,5호선,상선,8.9,5:30
2526,신길,평일,5호선,하선,35,5:30
2527,여의도,평일,5호선,상선,7.5,5:30
2527,여의도,평일,5호선,하선,29.9,5:30
2528,여의나루,평일,5호선,상선,12.6,5:30
2528,여의나루,평일,5호선,하선,29.4,5:30
2529,마포,평일,5호선,상선,13.6,5:30
2529,마포,평일,5호선,하선,29.3,5:30
2530,공덕,평일,5호선,상선,12.2,5:30
2530,공덕,평일,5호선,하선,28.3,5:30
2531,애오개,평일,5호선,상선,10.6,5:30
2531,애오개,평일,5호선,하선,21.8,5:30
2532,충정로,평일,5호선,상선,14.6,5:30
2532,충정로,평일,5호선,하선,21.7,5:30
2533,서대문,평일,5호선,상선,13.6,5:30
2533,서대문,평일,5호선,하선,20.3,5:30
2534,광화문,평일,5호선,상선,13.6,5:30
2534,광화문,평일,5호선,하선,18.7,5:30
2535,종로3가,평일,5호선,상선,13.8,5:30
2535,종로3가,평일,5호선,하선,7.2,5:30
2536,을지로4가,평일,5호선,상선,17.4,5:30
2536,을지로4가,평일,5호선,하선,7,5:30
2537,동대문역사문화공원,평일,5호선,상선,17.9,5:30
2537,동대문역사문화공원,평일,5호선,하선,12.2,5:30
2538,청구,평일,5호선,상선,16.3,5:30
2538,청구,평일,5호선,하선,18.1,5:30
2539,신금호,평일,5호선,상선,19.7,5:30
2539,신금호,평일,5호선,하선,20.6,5:30
2540,행당,평일,5호선,상선,18.6,5:30
2540,행당,평일,5호선,하선,24.5,5:30
2541,왕십리,평일,5호선,상선,17.3,5:30
2541,왕십리,평일,5호선,하선,16.7,5:30
2542,마장,평일,5호선,상선,30,5:30
2542,마장,평일,5호선,하선,9.8,5:30
2543,답십리,평일,5호선,상선,26.7,5:30
2543,답십리,평일,5호선,하선,17.3,5:30
2544,장한평,평일,5호선,상선,23.8,5:30
2544,장한평,평일,5호선,하선,21.6,5:30
2545,군자,평일,5호선,상선,22.1,5:30
2545,군자,평일,5호선,하선,19.7,5:30
2546,아차산,평일,5호선,상선,27.8,5:30
2546,아차산,평일,5호선,하선,22.6,5:30
2547,광나루,평일,5호선,상선,24.2,5:30
2547,광나루,평일,5호선,하선,23.5,5:30
2548,천호,평일,5호선,상선,20.7,5:30
2548,천호,평일,5호선,하선,18.9,5:30
2549,강동,평일,5호선,상선,16.9,5:30
2549,강동,평일,5호선,하선,2.6,5:30
2550,길동,평일,5호선,상선,23.9,5:30
2550,길동,평일,5호선,하선,10.3,5:30
2551,굽은다리,평일,5호선,상선,19.9,5:30
2551,굽은다리,평일,5호선,하선,9.7,5:30
2552,명일,평일,5호선,상선,13.2,5:30
2552,명일,평일,5호선,하선,9.2,5:30
2553,고덕,평일,5호선,상선,9.1,5:30
2553,고덕,평일,5호선,하선,6,5:30
2554,상일동,평일,5호선,상선,5.9,5:30
2554,상일동,평일,5호선,하선,0,5:30
2555,둔촌동,평일,5호선,상선,15.6,5:30
2555,둔촌동,평일,5호선,하선,8,5:30
2556,올림픽공원(한국체대),평일,5호선,상선,13,5:30
2556,올림픽공원(한국체대),평일,5호선,하선,8.6,5:30
2557,방이,평일,5호선,상선,15.5,5:30
2557,방이,평일,5호선,하선,8.1,5:30
2558,오금,평일,5호선,상선,13.9,5:30
2558,오금,평일,5호선,하선,3.3,5:30
2559,개롱,평일,5호선,상선,16.7,5:30
2559,개롱,평일,5호선,하선,2.4,5:30
2560,거여,평일,5호선,상선,10.8,5:30
2560,거여,평일,5호선,하선,0.5,5:30
2561,마천,평일,5호선,상선,6.1,5:30
2561,마천,평일,5호선,하선,0,5:30
2611,응암,평일,6호선,상선,11.8,5:30
2611,응암,평일,6호선,하선,22.6,5:30
2612,역촌,평일,6호선,상선,0,5:30
2612,역촌,평일,6호선,하선,9.3,5:30
2613,불광,평일,6호선,상선,0,5:30
2613,불광,평일,6호선,하선,4.1,5:30
2614,독바위,평일,6호선,상선,0,5:30
2614,독바위,평일,6호선,하선,4.8,5:30
2615,연신내,평일,6호선,상선,0,5:30
2615,연신내,평일,6호선,하선,12.8,5:30
2616,구산,평일,6호선,상선,0,5:30
2616,구산,평일,6호선,하선,17.5,5:30
2617,새절,평일,6호선,상선,7.8,5:30
2617,새절,평일,6호선,하선,25.1,5:30
2618,증산,평일,6호선,상선,7,5:30
2618,증산,평일,6호선,하선,30.5,5:30
2619,디지털미디어시티,평일,6호선,상선,6.3,5:30
2619,디지털미디어시티,평일,6호선,하선,26.8,5:30
2620,월드컵경기장,평일,6호선,상선,8.2,5:30
2620,월드컵경기장,평일,6호선,하선,24.6,5:30
2621,마포구청,평일,6호선,상선,8.2,5:30
2621,마포구청,평일,6호선,하선,30.4,5:30
2622,망원,평일,6호선,상선,8,5:30
2622,망원,평일,6호선,하선,33.6,5:30
2623,합정,평일,6호선,상선,7.1,5:30
2623,합정,평일,6호선,하선,18.7,5:30
2624,상수,평일,6호선,상선,5.1,5:30
2624,상수,평일,6호선,하선,19.1,5:30
2625,광흥창,평일,6호선,상선,4.5,5:30
2625,광흥창,평일,6호선,하선,17.6,5:30
2626,대흥,평일,6호선,상선,4,5:30
2626,대흥,평일,6호선,하선,17.8,5:30
2627,공덕,평일,6호선,상선,4.2,5:30
2627,공덕,평일,6호선,하선,13.9,5:30
2628,효창공원앞,평일,6호선,상선,7,5:30
2628,효창공원앞,평일,6호선,하선,12.9,5:30
2629,삼각지,평일,6호선,상선,6.6,5:30
2629,삼각지,평일,6호선,하선,10.4,5:30
2630,녹사평,평일,6호선,상선,7.2,5:30
2630,녹사평,평일,6호선,하선,10.7,5:30
2631,이태원,평일,6호선,상선,7,5:30
2631,이태원,평일,6호선,하선,12.7,5:30
2632,한강진,평일,6호선,상선,7.7,5:30
2632,한강진,평일,6호선,하선,8.8,5:30
2633,버티고개,평일,6호선,상선,9.6,5:30
2633,버티고개,평일,6호선,하선,8.7,5:30
2634,약수,평일,6호선,상선,10,5:30
2634,약수,평일,6호선,하선,5.7,5:30
2635,청구,평일,6호선,상선,14.1,5:30
2635,청구,평일,6호선,하선,5.6,5:30
2636,신당,평일,6호선,상선,14.5,5:30
2636,신당,평일,6호선,하선,9.5,5:30
2637,동묘앞,평일,6호선,상선,17,5:30
2637,동묘앞,평일,6호선,하선,10.4,5:30
2638,창신,평일,6호선,상선,16.6,5:30
2638,창신,평일,6호선,하선,10.4,5:30
2639,보문,평일,6호선,상선,15.3,5:30
2639,보문,평일,6호선,하선,10.3,5:30
2640,안암,평일,6호선,상선,14.4,5:30
2640,안암,평일,6호선,하선,6.9,5:30
2641,고려대,평일,6호선,상선,16.9,5:30
2641,고려대,평일,6호선,하선,7,5:30
2642,월곡,평일,6호선,상선,19.2,5:30
2642,월곡,평일,6호선,하선,7.4,5:30
2643,상월곡,평일,6호선,상선,16.2,5:30
2643,상월곡,평일,6호선,하선,6.6,5:30
2644,돌곶이,평일,6호선,상선,16.2,5:30
2644,돌곶이,평일,6호선,하선,7.9,5:30
2645,석계,평일,6호선,상선,13.1,5:30
2645,석계,평일,6호선,하선,9.4,5:30
2646,태릉입구,평일,6호선,상선,11,5:30
2646,태릉입구,평일,6호선,하선,2.8,5:30
2647,화랑대,평일,6호선,상선,7,5:30
2647,화랑대,평일,6호선,하선,2,5:30
2648,봉화산,평일,6호선,상선,3.4,5:30
2648,봉화산,평일,6호선,하선,0,5:30
2711,장암,평일,7호선,상선,0,5:30
2711,장암,평일,7호선,하선,2.8,5:30
2712,도봉산,평일,7호선,상선,0.3,5:30
2712,도봉산,평일,7호선,하선,12.7,5:30
2713,수락산,평일,7호선,상선,9.3,5:30
2713,수락산,평일,7호선,하선,18.6,5:30
2714,마들,평일,7호선,상선,9.3,5:30
2714,마들,평일,7호선,하선,24.1,5:30
2715,노원,평일,7호선,상선,10.2,5:30
2715,노원,평일,7호선,하선,31.2,5:30
2716,중계,평일,7호선,상선,13.4,5:30
2716,중계,평일,7호선,하선,37.8,5:30
2717,하계,평일,7호선,상선,14,5:30
2717,하계,평일,7호선,하선,43.7,5:30
2718,공릉,평일,7호선,상선,13.7,5:30
2718,공릉,평일,7호선,하선,51.7,5:30
2719,태릉입구,평일,7호선,상선,12.6,5:30
2719,태릉입구,평일,7호선,하선,41,5:30
2720,먹골,평일,7호선,상선,19.6,5:30
2720,먹골,평일,7호선,하선,46.4,5:30
2721,중화,평일,7호선,상선,18.2,5:30
2721,중화,평일,7호선,하선,57,5:30
2722,상봉,평일,7호선,상선,17.2,5:30
2722,상봉,평일,7호선,하선,61.4,5:30
2723,면목,평일,7호선,상선,19.6,5:30
2723,면목,평일,7호선,하선,71.7,5:30
2724,사가정,평일,7호선,상선,17.4,5:30
2724,사가정,평일,7호선,하선,73.1,5:30
2725,용마산,평일,7호선,상선,16.8,5:30
2725,용마산,평일,7호선,하선,76.6,5:30
2726,중곡,평일,7호선,상선,14,5:30
2726,중곡,평일,7호선,하선,81.4,5:30
2727,군자,평일,7호선,상선,18.2,5:30
2727,군자,평일,7호선,하선,85.2,5:30
2728,어린이대공원,평일,7호선,상선,14.6,5:30
2728,어린이대공원,평일,7호선,하선,79.6,5:30
2729,건대입구,평일,7호선,상선,13.5,5:30
2729,건대입구,평일,7호선,하선,44.5,5:30
2730,뚝섬유원지,평일,7호선,상선,10.5,5:30
2730,뚝섬유원지,평일,7호선,하선,43.9,5:30
2731,청담,평일,7호선,상선,9.8,5:30
2731,청담,평일,7호선,하선,29.3,5:30
2732,강남구청,평일,7호선,상선,12.7,5:30
2732,강남구청,평일,7호선,하선,26,5:30
2733,학동,평일,7호선,상선,20.3,5:30
2733,학동,평일,7호선,하선,26.4,5:30
2734,논현,평일,7호선,상선,21.2,5:30
2734,논현,평일,7호선,하선,13.2,5:30
2735,반포,평일,7호선,상선,21,5:30
2735,반포,평일,7호선,하선,13.9,5:30
2736,고속터미널,평일,7호선,상선,19.3,5:30
2736,고속터미널,평일,7호선,하선,14.8,5:30
2737,내방,평일,7호선,상선,28,5:30
2737,내방,평일,7호선,하선,11,5:30
2738,총신대입구,평일,7호선,상선,51.7,5:30
2738,총신대입구,평일,7호선,하선,10.8,5:30
2739,남성,평일,7호선,상선,72.7,5:30
2739,남성,평일,7호선,하선,12.9,5:30
2740,숭실대입구,평일,7호선,상선,61,5:30
2740,숭실대입구,평일,7호선,하선,12.5,5:30
2741,상도,평일,7호선,상선,56.4,5:30
2741,상도,평일,7호선,하선,13.5,5:30
2742,장승배기,평일,7호선,상선,57.1,5:30
2742,장승배기,평일,7호선,하선,15.5,5:30
2743,신대방삼거리,평일,7호선,상선,53.8,5:30
2743,신대방삼거리,평일,7호선,하선,18,5:30
2744,보라매,평일,7호선,상선,44.3,5:30
2744,보라매,평일,7호선,하선,21.5,5:30
2745,신풍,평일,7호선,상선,55.7,5:30
2745,신풍,평일,7호선,하선,17.6,5:30
2746,대림,평일,7호선,상선,69.7,5:30
2746,대림,평일,7호선,하선,23.9,5:30
2747,남구로,평일,7호선,상선,64.4,5:30
2747,남구로,평일,7호선,하선,35.9,5:30
2748,가산디지털단지,평일,7호선,상선,51.3,5:30
2748,가산디지털단지,평일,7호선,하선,31.7,5:30
2749,철산,평일,7호선,상선,59.8,5:30
2749,철산,평일,7호선,하선,29.4,5:30
2750,광명사거리,평일,7호선,상선,53.5,5:30
2750,광명사거리,평일,7호선,하선,28,5:30
2751,천왕,평일,7호선,상선,30,5:30
2751,천왕,평일,7호선,하선,23.5,5:30
2752,온수,평일,7호선,상선,24.8,5:30
2752,온수,평일,7호선,하선,7.8,5:30
2753,까치울,평일,7호선,상선,44.8,5:30
2753,까치울,평일,7호선,하선,8.3,5:30
2754,부천종합운동장,평일,7호선,상선,40.6,5:30
2754,부천종합운동장,평일,7호선,하선,10.1,5:30
2755,춘의,평일,7호선,상선,42,5:30
2755,춘의,평일,7호선,하선,9.5,5:30
2756,신중동,평일,7호선,상선,34.7,5:30
2756,신중동,평일,7호선,하선,9.8,5:30
2757,부천시청,평일,7호선,상선,30.1,5:30
2757,부천시청,평일,7호선,하선,9.4,5:30
2758,상동,평일,7호선,상선,26.4,5:30
2758,상동,평일,7호선,하선,9,5:30
2759,삼산체육관,평일,7호선,상선,23.5,5:30
2759,삼산체육관,평일,7호선,하선,5.6,5:30
2760,굴포천,평일,7호선,상선,23.4,5:30
2760,굴포천,평일,7호선,하선,6.8,5:30
2761,부평구청,평일,7호선,상선,16.1,5:30
2761,부평구청,평일,7호선,하선,0,5:30
2811,암사,평일,8호선,상선,0,5:30
2811,암사,평일,8호선,하선,15.9,5:30
2812,천호,평일,8호선,상선,2.5,5:30
2812,천호,평일,8호선,하선,26.1,5:30
2813,강동구청,평일,8호선,상선,8.6,5:30
2813,강동구청,평일,8호선,하선,28.6,5:30
2814,몽촌토성,평일,8호선,상선,7.9,5:30
2814,몽촌토성,평일,8호선,하선,29.1,5:30
2815,잠실,평일,8호선,상선,7.5,5:30
2815,잠실,평일,8호선,하선,23.4,5:30
2816,석촌,평일,8호선,상선,19.7,5:30
2816,석촌,평일,8호선,하선,25.2,5:30
2817,송파,평일,8호선,상선,24.3,5:30
2817,송파,평일,8호선,하선,26,5:30
2818,가락시장,평일,8호선,상선,22.1,5:30
2818,가락시장,평일,8호선,하선,21.1,5:30
2819,문정,평일,8호선,상선,34.1,5:30
2819,문정,평일,8호선,하선,20.9,5:30
2820,장지,평일,8호선,상선,33.6,5:30
2820,장지,평일,8호선,하선,17.9,5:30
2821,복정,평일,8호선,상선,33.3,5:30
2821,복정,평일,8호선,하선,6.3,5:30
2822,산성,평일,8호선,상선,28.1,5:30
2822,산성,평일,8호선,하선,7.4,5:30
2823,남한산성입구,평일,8호선,상선,24,5:30
2823,남한산성입구,평일,8호선,하선,10.8,5:30
2824,단대오거리,평일,8호선,상선,15.6,5:30
2824,단대오거리,평일,8호선,하선,13.2,5:30
2825,신흥,평일,8호선,상선,7.4,5:30
2825,신흥,평일,8호선,하선,14.7,5:30
2826,수진,평일,8호선,상선,4.9,5:30
2826,수진,평일,8호선,하선,21.1,5:30
2827,모란,평일,8호선,상선,2.5,5:30
2827,모란,평일,8호선,하선,0,5:30
150,서울역,토요일,1호선,상선,8.1,5:30
150,서울역,토요일,1호선,하선,18.3,5:30
151,시청,토요일,1호선,상선,5.9,5:30
151,시청,토요일,1호선,하선,14.8,5:30
152,종각,토요일,1호선,상선,5.5,5:30
152,종각,토요일,1호선,하선,19.5,5:30
153,종로3가,토요일,1호선,상선,5.4,5:30
153,종로3가,토요일,1호선,하선,15.2,5:30
154,종로5가,토요일,1호선,상선,5.3,5:30
154,종로5가,토요일,1호선,하선,16.9,5:30
155,동대문,토요일,1호선,상선,8.2,5:30
155,동대문,토요일,1호선,하선,17.3,5:30
156,신설동,토요일,1호선,상선,7.6,5:30
