역번호,역명,조사일자,호선,구분,혼잡도,시간
2812,천호,평일,8호선,하선,36,18:30
2813,강동구청,평일,8호선,상선,104.3,18:30
2813,강동구청,평일,8호선,하선,41.4,18:30
2814,몽촌토성,평일,8호선,상선,114.9,18:30
2814,몽촌토성,평일,8호선,하선,44.8,18:30
2815,잠실,평일,8호선,상선,111.8,18:30
2815,잠실,평일,8호선,하선,94.4,18:30
2816,석촌,평일,8호선,상선,115.6,18:30
2816,석촌,평일,8호선,하선,103.9,18:30
2817,송파,평일,8호선,상선,124.1,18:30
2817,송파,평일,8호선,하선,95.8,18:30
2818,가락시장,평일,8호선,상선,112.4,18:30
2818,가락시장,평일,8호선,하선,92.3,18:30
2819,문정,평일,8호선,상선,101.9,18:30
2819,문정,평일,8호선,하선,87.7,18:30
2820,장지,평일,8호선,상선,68.4,18:30
2820,장지,평일,8호선,하선,76.8,18:30
2821,복정,평일,8호선,상선,61.9,18:30
2821,복정,평일,8호선,하선,49.9,18:30
2822,산성,평일,8호선,상선,24.2,18:30
2822,산성,평일,8호선,하선,42.2,18:30
2823,남한산성입구,평일,8호선,상선,23.9,18:30
2823,남한산성입구,평일,8호선,하선,27.6,18:30
2824,단대오거리,평일,8호선,상선,19,18:30
2824,단대오거리,평일,8호선,하선,15.7,18:30
2825,신흥,평일,8호선,상선,12.8,18:30
2825,신흥,평일,8호선,하선,11.3,18:30
2826,수진,평일,8호선,상선,12.8,18:30
2826,수진,평일,8호선,하선,6.9,18:30
2827,모란,평일,8호선,상선,14,18:30
2827,모란,평일,8호선,하선,0,18:30
150,서울역,토요일,1호선,상선,23.3,18:30
150,서울역,토요일,1호선,하선,40.2,18:30
151,시청,토요일,1호선,상선,25.6,18:30
151,시청,토요일,1호선,하선,37.5,18:30
152,종각,토요일,1호선,상선,27.5,18:30
152,종각,토요일,1호선,하선,33.9,18:30
153,종로3가,토요일,1호선,상선,30.4,18:30
153,종로3가,토요일,1호선,하선,33.4,18:30
154,종로5가,토요일,1호선,상선,31,18:30
154,종로5가,토요일,1호선,하선,35,18:30
155,동대문,토요일,1호선,상선,30.8,18:30
155,동대문,토요일,1호선,하선,30.7,18:30
156,신설동,토요일,1호선,상선,28.3,18:30
156,신설동,토요일,1호선,하선,22.6,18:30
157,제기동,토요일,1호선,상선,28.3,18:30
157,제기동,토요일,1호선,하선,19.2,18:30
158,청량리,토요일,1호선,상선,25,18:30
158,청량리,토요일,1호선,하선,18.1,18:30
159,동묘앞,토요일,1호선,상선,29.6,18:30
159,동묘앞,토요일,1호선,하선,25.7,18:30
201,시청,토요일,2호선,내선,34.1,18:30
201,시청,토요일,2호선,외선,52.8,18:30
202,을지로입구,토요일,2호선,내선,36.6,18:30
202,을지로입구,토요일,2호선,외선,44.4,18:30
203,을지로3가,토요일,2호선,내선,34.1,18:30
203,을지로3가,토요일,2호선,외선,37.6,18:30
204,을지로4가,토요일,2호선,내선,35.1,18:30
204,을지로4가,토요일,2호선,외선,35.1,18:30
205,동대문역사문화공원,토요일,2호선,내선,41,18:30
205,동대문역사문화공원,토요일,2호선,외선,34.4,18:30
206,신당,토요일,2호선,내선,44.8,18:30
206,신당,토요일,2호선,외선,39.4,18:30
207,상왕십리,토요일,2호선,내선,44.4,18:30
207,상왕십리,토요일,2호선,외선,41.1,18:30
208,왕십리,토요일,2호선,내선,31.7,18:30
208,왕십리,토요일,2호선,외선,40.1,18:30
209,한양대,토요일,2호선,내선,29.9,18:30
209,한양대,토요일,2호선,외선,31,18:30
210,뚝섬,토요일,2호선,내선,30.8,18:30
210,뚝섬,토요일,2호선,외선,30.6,18:30
211,성수,토요일,2호선,내선,32.2,18:30
211,성수,토요일,2호선,외선,29.6,18:30
212,건대입구,토요일,2호선,내선,31.5,18:30
212,건대입구,토요일,2호선,외선,31.3,18:30
213,구의,토요일,2호선,내선,30.6,18:30
213,구의,토요일,2호선,외선,38.6,18:30
214,강변,토요일,2호선,내선,29,18:30
214,강변,토요일,2호선,외선,39.9,18:30
215,잠실나루,토요일,2호선,내선,26.4,18:30
215,잠실나루,토요일,2호선,외선,39,18:30
216,잠실,토요일,2호선,내선,33.2,18:30
216,잠실,토요일,2호선,외선,34.6,18:30
217,신천,토요일,2호선,내선,29.9,18:30
217,신천,토요일,2호선,외선,33.8,18:30
218,종합운동장,토요일,2호선,내선,30.7,18:30
218,종합운동장,토요일,2호선,외선,37.1,18:30
219,삼성,토요일,2호선,내선,39.7,18:30
219,삼성,토요일,2호선,외선,36.8,18:30
220,선릉,토요일,2호선,내선,50.2,18:30
220,선릉,토요일,2호선,외선,30.3,18:30
221,역삼,토요일,2호선,내선,52.8,18:30
221,역삼,토요일,2호선,외선,34.6,18:30
222,강남,토요일,2호선,내선,56,18:30
222,강남,토요일,2호선,외선,34.7,18:30
223,교대,토요일,2호선,내선,59,18:30
223,교대,토요일,2호선,외선,44.6,18:30
224,서초,토요일,2호선,내선,59.2,18:30
224,서초,토요일,2호선,외선,39.7,18:30
225,방배,토요일,2호선,내선,66.6,18:30
225,방배,토요일,2호선,외선,37.6,18:30
226,사당,토요일,2호선,내선,70.1,18:30
226,사당,토요일,2호선,외선,39.3,18:30
227,낙성대,토요일,2호선,내선,74.6,18:30
227,낙성대,토요일,2호선,외선,37.4,18:30
228,서울대입구,토요일,2호선,내선,69.2,18:30
228,서울대입구,토요일,2호선,외선,36.2,18:30
229,봉천,토요일,2호선,내선,68.7,18:30
229,봉천,토요일,2호선,외선,33.8,18:30
230,신림,토요일,2호선,내선,51.8,18:30
230,신림,토요일,2호선,외선,34.5,18:30
231,신대방,토요일,2호선,내선,53.2,18:30
231,신대방,토요일,2호선,외선,39.5,18:30
232,구로디지털단지,토요일,2호선,내선,49.3,18:30
232,구로디지털단지,토요일,2호선,외선,46.5,18:30
233,대림,토요일,2호선,내선,46.6,18:30
233,대림,토요일,2호선,외선,59.9,18:30
234,신도림,토요일,2호선,내선,45.3,18:30
234,신도림,토요일,2호선,외선,47.2,18:30
235,문래,토요일,2호선,내선,45.7,18:30
235,문래,토요일,2호선,외선,47.7,18:30
236,영등포구청,토요일,2호선,내선,44.2,18:30
236,영등포구청,토요일,2호선,외선,48.2,18:30
237,당산,토요일,2호선,내선,49.1,18:30
237,당산,토요일,2호선,외선,49.2,18:30
238,합정,토요일,2호선,내선,38,18:30
238,합정,토요일,2호선,외선,53.4,18:30
239,홍대입구,토요일,2호선,내선,31.6,18:30
239,홍대입구,토요일,2호선,외선,48.6,18:30
240,신촌(지하),토요일,2호선,내선,28.1,18:30
240,신촌(지하),토요일,2호선,외선,49.3,18:30
241,이대,토요일,2호선,내선,30.7,18:30
241,이대,토요일,2호선,외선,50,18:30
242,아현,토요일,2호선,내선,32.7,18:30
242,아현,토요일,2호선,외선,53.2,18:30
243,충정로,토요일,2호선,내선,33.4,18:30
243,충정로,토요일,2호선,외선,54.6,18:30
244,용답,토요일,성수지선,내선,14.3,18:30
244,용답,토요일,성수지선,외선,13.5,18:30
245,신답,토요일,성수지선,내선,13.7,18:30
245,신답,토요일,성수지선,외선,12.9,18:30
246,신설동,토요일,성수지선,내선,12.8,18:30
246,신설동,토요일,성수지선,외선,0,18:30
247,도림천,토요일,신정지선,내선,51.7,18:30
247,도림천,토요일,신정지선,외선,27.3,18:30
248,양천구청,토요일,신정지선,내선,41.1,18:30
248,양천구청,토요일,신정지선,외선,26.5,18:30
249,신정네거리,토요일,신정지선,내선,25.8,18:30
249,신정네거리,토요일,신정지선,외선,21.4,18:30
250,용두,토요일,성수지선,내선,12.8,18:30
250,용두,토요일,성수지선,외선,11.9,18:30
260,까치산,토요일,신정지선,내선,0,18:30
260,까치산,토요일,신정지선,외선,19.3,18:30
309,지축,토요일,3호선,상선,61.6,18:30
309,지축,토요일,3호선,하선,28.3,18:30
310,구파발,토요일,3호선,상선,38.5,18:30
310,구파발,토요일,3호선,하선,20.4,18:30
311,연신내,토요일,3호선,상선,36.8,18:30
311,연신내,토요일,3호선,하선,16.3,18:30
312,불광,토요일,3호선,상선,49.5,18:30
312,불광,토요일,3호선,하선,19.4,18:30
313,녹번,토요일,3호선,상선,50.3,18:30
313,녹번,토요일,3호선,하선,19.7,18:30
314,홍제,토요일,3호선,상선,54.2,18:30
314,홍제,토요일,3호선,하선,23.7,18:30
315,무악재,토요일,3호선,상선,59.1,18:30
315,무악재,토요일,3호선,하선,23.9,18:30
316,독립문,토요일,3호선,상선,55.6,18:30
316,독립문,토요일,3호선,하선,24.7,18:30
317,경복궁,토요일,3호선,상선,57.1,18:30
317,경복궁,토요일,3호선,하선,33.6,18:30
318,안국,토요일,3호선,상선,57.2,18:30
318,안국,토요일,3호선,하선,42.7,18:30
319,종로3가,토요일,3호선,상선,56.7,18:30
319,종로3가,토요일,3호선,하선,39.8,18:30
320,을지로3가,토요일,3호선,상선,51,18:30
320,을지로3가,토요일,3호선,하선,40.7,18:30
321,충무로,토요일,3호선,상선,48.3,18:30
321,충무로,토요일,3호선,하선,40.6,18:30
322,동대입구,토요일,3호선,상선,55.1,18:30
322,동대입구,토요일,3호선,하선,41.5,18:30
323,약수,토요일,3호선,상선,53,18:30
323,약수,토요일,3호선,하선,48,18:30
324,금호,토요일,3호선,상선,58.7,18:30
324,금호,토요일,3호선,하선,47.3,18:30
325,옥수,토요일,3호선,상선,58,18:30
325,옥수,토요일,3호선,하선,49.6,18:30
326,압구정,토요일,3호선,상선,63.6,18:30
326,압구정,토요일,3호선,하선,57.2,18:30
327,신사,토요일,3호선,상선,60,18:30
327,신사,토요일,3호선,하선,58.7,18:30
328,잠원,토요일,3호선,상선,60.5,18:30
328,잠원,토요일,3호선,하선,58.4,18:30
329,고속터미널,토요일,3호선,상선,61.2,18:30
329,고속터미널,토요일,3호선,하선,60.6,18:30
330,교대,토요일,3호선,상선,67.4,18:30
330,교대,토요일,3호선,하선,45.9,18:30
331,남부터미널,토요일,3호선,상선,43.5,18:30
331,남부터미널,토요일,3호선,하선,37.9,18:30
332,양재,토요일,3호선,상선,36.1,18:30
332,양재,토요일,3호선,하선,26.3,18:30
333,매봉,토요일,3호선,상선,19.3,18:30
333,매봉,토요일,3호선,하선,25.1,18:30
334,도곡,토요일,3호선,상선,17.9,18:30
334,도곡,토요일,3호선,하선,22.5,18:30
335,대치,토요일,3호선,상선,15.5,18:30
335,대치,토요일,3호선,하선,20.5,18:30
336,학여울,토요일,3호선,상선,13.1,18:30
336,학여울,토요일,3호선,하선,20.5,18:30
337,대청,토요일,3호선,상선,12.1,18:30
337,대청,토요일,3호선,하선,17.8,18:30
338,일원,토요일,3호선,상선,11.1,18:30
338,일원,토요일,3호선,하선,19.6,18:30
339,수서,토요일,3호선,상선,8.9,18:30
339,수서,토요일,3호선,하선,16.3,18:30
340,가락시장,토요일,3호선,상선,9.3,18:30
340,가락시장,토요일,3호선,하선,11.1,18:30
341,경찰병원,토요일,3호선,상선,5.1,18:30
341,경찰병원,토요일,3호선,하선,7.2,18:30
342,오금,토요일,3호선,상선,3.9,18:30
342,오금,토요일,3호선,하선,0,18:30
409,당고개,토요일,4호선,상선,0,18:30
409,당고개,토요일,4호선,하선,2.9,18:30
410,상계,토요일,4호선,상선,4.7,18:30
410,상계,토요일,4호선,하선,5.8,18:30
411,노원,토요일,4호선,상선,11.4,18:30
411,노원,토요일,4호선,하선,12.5,18:30
412,창동,토요일,4호선,상선,24.2,18:30
412,창동,토요일,4호선,하선,18.9,18:30
413,쌍문,토요일,4호선,상선,36.9,18:30
413,쌍문,토요일,4호선,하선,20.1,18:30
414,수유,토요일,4호선,상선,42.3,18:30
414,수유,토요일,4호선,하선,22.8,18:30
415,미아,토요일,4호선,상선,48.8,18:30
415,미아,토요일,4호선,하선,23.6,18:30
416,미아삼거리,토요일,4호선,상선,51.6,18:30
416,미아삼거리,토요일,4호선,하선,24.1,18:30
417,길음,토요일,4호선,상선,50.1,18:30
417,길음,토요일,4호선,하선,28.3,18:30
418,성신여대입구,토요일,4호선,상선,51.6,18:30
418,성신여대입구,토요일,4호선,하선,35.1,18:30
419,한성대입구,토요일,4호선,상선,63.1,18:30
419,한성대입구,토요일,4호선,하선,37.1,18:30
420,혜화,토요일,4호선,상선,65.2,18:30
420,혜화,토요일,4호선,하선,53.5,18:30
421,동대문,토요일,4호선,상선,75.3,18:30
421,동대문,토요일,4호선,하선,60.2,18:30
422,동대문역사문화공원,토요일,4호선,상선,74.8,18:30
422,동대문역사문화공원,토요일,4호선,하선,48.2,18:30
423,충무로,토요일,4호선,상선,57.1,18:30
423,충무로,토요일,4호선,하선,51,18:30
424,명동,토요일,4호선,상선,51.3,18:30
424,명동,토요일,4호선,하선,49.3,18:30
425,회현,토요일,4호선,상선,47.3,18:30
425,회현,토요일,4호선,하선,52.5,18:30
426,서울역,토요일,4호선,상선,41.7,18:30
426,서울역,토요일,4호선,하선,41.3,18:30
427,숙대입구,토요일,4호선,상선,29.3,18:30
427,숙대입구,토요일,4호선,하선,40.5,18:30
428,삼각지,토요일,4호선,상선,29.4,18:30
428,삼각지,토요일,4호선,하선,44.1,18:30
429,신용산,토요일,4호선,상선,34.8,18:30
429,신용산,토요일,4호선,하선,43.5,18:30
430,이촌,토요일,4호선,상선,38.1,18:30
430,이촌,토요일,4호선,하선,47.5,18:30
431,동작,토요일,4호선,상선,44.9,18:30
431,동작,토요일,4호선,하선,53.4,18:30
432,총신대입구,토요일,4호선,상선,42.5,18:30
432,총신대입구,토요일,4호선,하선,56,18:30
433,사당,토요일,4호선,상선,34.6,18:30
433,사당,토요일,4호선,하선,42.4,18:30
434,남태령,토요일,4호선,상선,93.3,18:30
434,남태령,토요일,4호선,하선,84.5,18:30
2511,방화,토요일,5호선,상선,0,18:30
2511,방화,토요일,5호선,하선,1.6,18:30
2512,개화산,토요일,5호선,상선,3.5,18:30
2512,개화산,토요일,5호선,하선,2.9,18:30
2513,김포공항,토요일,5호선,상선,5.6,18:30
2513,김포공항,토요일,5호선,하선,9.8,18:30
2514,송정,토요일,5호선,상선,10.3,18:30
2514,송정,토요일,5호선,하선,12.8,18:30
2515,마곡,토요일,5호선,상선,13.8,18:30
2515,마곡,토요일,5호선,하선,13.6,18:30
2516,발산,토요일,5호선,상선,15.1,18:30
2516,발산,토요일,5호선,하선,16.8,18:30
2517,우장산,토요일,5호선,상선,19.5,18:30
2517,우장산,토요일,5호선,하선,17.2,18:30
2518,화곡,토요일,5호선,상선,24.8,18:30
2518,화곡,토요일,5호선,하선,20.5,18:30
2519,까치산,토요일,5호선,상선,35.7,18:30
2519,까치산,토요일,5호선,하선,18,18:30
2520,신정,토요일,5호선,상선,38.4,18:30
2520,신정,토요일,5호선,하선,22.4,18:30
2521,목동,토요일,5호선,상선,41.7,18:30
2521,목동,토요일,5호선,하선,24.2,18:30
2522,오목교,토요일,5호선,상선,48.4,18:30
2522,오목교,토요일,5호선,하선,27.5,18:30
2523,양평,토요일,5호선,상선,51.6,18:30
2523,양평,토요일,5호선,하선,29.4,18:30
2524,영등포구청,토요일,5호선,상선,53.2,18:30
2524,영등포구청,토요일,5호선,하선,19,18:30
2525,영등포시장,토요일,5호선,상선,41.2,18:30
2525,영등포시장,토요일,5호선,하선,20.9,18:30
2526,신길,토요일,5호선,상선,38.2,18:30
2526,신길,토요일,5호선,하선,23.7,18:30
2527,여의도,토요일,5호선,상선,40.5,18:30
2527,여의도,토요일,5호선,하선,31.5,18:30
2528,여의나루,토요일,5호선,상선,37.3,18:30
2528,여의나루,토요일,5호선,하선,31.8,18:30
2529,마포,토요일,5호선,상선,36,18:30
2529,마포,토요일,5호선,하선,30.4,18:30
2530,공덕,토요일,5호선,상선,36.8,18:30
2530,공덕,토요일,5호선,하선,27.5,18:30
2531,애오개,토요일,5호선,상선,38.6,18:30
2531,애오개,토요일,5호선,하선,26.9,18:30
2532,충정로,토요일,5호선,상선,39,18:30
2532,충정로,토요일,5호선,하선,26.3,18:30
2533,서대문,토요일,5호선,상선,35.6,18:30
2533,서대문,토요일,5호선,하선,26.8,18:30
2534,광화문,토요일,5호선,상선,35.1,18:30
2534,광화문,토요일,5호선,하선,32.8,18:30
2535,종로3가,토요일,5호선,상선,30,18:30
2535,종로3가,토요일,5호선,하선,32.9,18:30
2536,을지로4가,토요일,5호선,상선,24.2,18:30
2536,을지로4가,토요일,5호선,하선,34.3,18:30
2537,동대문역사문화공원,토요일,5호선,상선,21.9,18:30
2537,동대문역사문화공원,토요일,5호선,하선,35.5,18:30
2538,청구,토요일,5호선,상선,22,18:30
2538,청구,토요일,5호선,하선,37.3,18:30
2539,신금호,토요일,5호선,상선,22.8,18:30
2539,신금호,토요일,5호선,하선,39.6,18:30
2540,행당,토요일,5호선,상선,22.9,18:30
2540,행당,토요일,5호선,하선,38.6,18:30
2541,왕십리,토요일,5호선,상선,23.7,18:30
2541,왕십리,토요일,5호선,하선,48,18:30
2542,마장,토요일,5호선,상선,28,18:30
2542,마장,토요일,5호선,하선,46.2,18:30
2543,답십리,토요일,5호선,상선,27.6,18:30
2543,답십리,토요일,5호선,하선,44.2,18:30
2544,장한평,토요일,5호선,상선,28.2,18:30
2544,장한평,토요일,5호선,하선,43.5,18:30
2545,군자,토요일,5호선,상선,27,18:30
2545,군자,토요일,5호선,하선,48.1,18:30
2546,아차산,토요일,5호선,상선,36.5,18:30
2546,아차산,토요일,5호선,하선,47.9,18:30
2547,광나루,토요일,5호선,상선,36.8,18:30
2547,광나루,토요일,5호선,하선,46.6,18:30
2548,천호,토요일,5호선,상선,32.5,18:30
2548,천호,토요일,5호선,하선,42.5,18:30
2549,강동,토요일,5호선,상선,25,18:30
2549,강동,토요일,5호선,하선,27.7,18:30
2550,길동,토요일,5호선,상선,24.9,18:30
2550,길동,토요일,5호선,하선,38.2,18:30
2551,굽은다리,토요일,5호선,상선,19.6,18:30
2551,굽은다리,토요일,5호선,하선,25.5,18:30
2552,명일,토요일,5호선,상선,16.3,18:30
2552,명일,토요일,5호선,하선,17.4,18:30
2553,고덕,토요일,5호선,상선,12.1,18:30
2553,고덕,토요일,5호선,하선,10,18:30
2554,상일동,토요일,5호선,상선,6.6,18:30
2554,상일동,토요일,5호선,하선,0,18:30
2555,둔촌동,토요일,5호선,상선,19.2,18:30
2555,둔촌동,토요일,5호선,하선,27.7,18:30
2556,올림픽공원(한국체대),토요일,5호선,상선,19.5,18:30
2556,올림픽공원(한국체대),토요일,5호선,하선,26.8,18:30
2557,방이,토요일,5호선,상선,15.9,18:30
2557,방이,토요일,5호선,하선,22.4,18:30
2558,오금,토요일,5호선,상선,14.9,18:30
2558,오금,토요일,5호선,하선,20.9,18:30
2559,개롱,토요일,5호선,상선,8.6,18:30
2559,개롱,토요일,5호선,하선,14.6,18:30
2560,거여,토요일,5호선,상선,6.1,18:30
2560,거여,토요일,5호선,하선,6.6,18:30
2561,마천,토요일,5호선,상선,2.7,18:30
2561,마천,토요일,5호선,하선,0,18:30
2611,응암,토요일,6호선,상선,21.6,18:30
2611,응암,토요일,6호선,하선,23.8,18:30
2612,역촌,토요일,6호선,상선,0,18:30
2612,역촌,토요일,6호선,하선,20,18:30
2613,불광,토요일,6호선,상선,0,18:30
2613,불광,토요일,6호선,하선,15.5,18:30
2614,독바위,토요일,6호선,상선,0,18:30
2614,독바위,토요일,6호선,하선,14.4,18:30
2615,연신내,토요일,6호선,상선,0,18:30
2615,연신내,토요일,6호선,하선,24.9,18:30
2616,구산,토요일,6호선,상선,0,18:30
2616,구산,토요일,6호선,하선,23.2,18:30
2617,새절,토요일,6호선,상선,30.6,18:30
2617,새절,토요일,6호선,하선,24.9,18:30
2618,증산,토요일,6호선,상선,35,18:30
2618,증산,토요일,6호선,하선,25.8,18:30
2619,디지털미디어시티,토요일,6호선,상선,36.2,18:30
2619,디지털미디어시티,토요일,6호선,하선,26.4,18:30
2620,월드컵경기장,토요일,6호선,상선,41.6,18:30
2620,월드컵경기장,토요일,6호선,하선,28.6,18:30
2621,마포구청,토요일,6호선,상선,37,18:30
2621,마포구청,토요일,6호선,하선,30.9,18:30
2622,망원,토요일,6호선,상선,39.8,18:30
2622,망원,토요일,6호선,하선,34.7,18:30
2623,합정,토요일,6호선,상선,41.9,18:30
2623,합정,토요일,6호선,하선,26.1,18:30
2624,상수,토요일,6호선,상선,28.9,18:30
2624,상수,토요일,6호선,하선,24.8,18:30
2625,광흥창,토요일,6호선,상선,30.4,18:30
2625,광흥창,토요일,6호선,하선,24.5,18:30
2626,대흥,토요일,6호선,상선,31.1,18:30
2626,대흥,토요일,6호선,하선,24.8,18:30
2627,공덕,토요일,6호선,상선,31.8,18:30
2627,공덕,토요일,6호선,하선,33.1,18:30
2628,효창공원앞,토요일,6호선,상선,38,18:30
2628,효창공원앞,토요일,6호선,하선,36.6,18:30
2629,삼각지,토요일,6호선,상선,38.3,18:30
2629,삼각지,토요일,6호선,하선,38.6,18:30
2630,녹사평,토요일,6호선,상선,34.2,18:30
2630,녹사평,토요일,6호선,하선,35.9,18:30
2631,이태원,토요일,6호선,상선,33.9,18:30
2631,이태원,토요일,6호선,하선,30.5,18:30
2632,한강진,토요일,6호선,상선,39.9,18:30
2632,한강진,토요일,6호선,하선,28.5,18:30
2633,버티고개,토요일,6호선,상선,38.1,18:30
2633,버티고개,토요일,6호선,하선,27.2,18:30
2634,약수,토요일,6호선,상선,36.4,18:30
2634,약수,토요일,6호선,하선,29.6,18:30
2635,청구,토요일,6호선,상선,35.2,18:30
2635,청구,토요일,6호선,하선,29.3,18:30
2636,신당,토요일,6호선,상선,32.2,18:30
2636,신당,토요일,6호선,하선,34.3,18:30
2637,동묘앞,토요일,6호선,상선,32.2,18:30
2637,동묘앞,토요일,6호선,하선,45.3,18:30
2638,창신,토요일,6호선,상선,26.6,18:30
2638,창신,토요일,6호선,하선,44.3,18:30
2639,보문,토요일,6호선,상선,26.1,18:30
2639,보문,토요일,6호선,하선,40.8,18:30
2640,안암,토요일,6호선,상선,23.5,18:30
2640,안암,토요일,6호선,하선,35.1,18:30
2641,고려대,토요일,6호선,상선,19,18:30
2641,고려대,토요일,6호선,하선,31,18:30
2642,월곡,토요일,6호선,상선,16.1,18:30
2642,월곡,토요일,6호선,하선,27.7,18:30
2643,상월곡,토요일,6호선,상선,14,18:30
2643,상월곡,토요일,6호선,하선,25.5,18:30
2644,돌곶이,토요일,6호선,상선,13.9,18:30
2644,돌곶이,토요일,6호선,하선,21.8,18:30
2645,석계,토요일,6호선,상선,13.5,18:30
2645,석계,토요일,6호선,하선,23.2,18:30
2646,태릉입구,토요일,6호선,상선,14.4,18:30
2646,태릉입구,토요일,6호선,하선,10.4,18:30
2647,화랑대,토요일,6호선,상선,5.7,18:30
2647,화랑대,토요일,6호선,하선,5.5,18:30
2648,봉화산,토요일,6호선,상선,3.2,18:30
2648,봉화산,토요일,6호선,하선,0,18:30
2711,장암,토요일,7호선,상선,0,18:30
2711,장암,토요일,7호선,하선,1.2,18:30
2712,도봉산,토요일,7호선,상선,0.6,18:30
2712,도봉산,토요일,7호선,하선,9,18:30
2713,수락산,토요일,7호선,상선,13.6,18:30
2713,수락산,토요일,7호선,하선,12.2,18:30
2714,마들,토요일,7호선,상선,20,18:30
2714,마들,토요일,7호선,하선,15.4,18:30
2715,노원,토요일,7호선,상선,25.7,18:30
2715,노원,토요일,7호선,하선,23.5,18:30
2716,중계,토요일,7호선,상선,34.7,18:30
2716,중계,토요일,7호선,하선,25.8,18:30
2717,하계,토요일,7호선,상선,38.9,18:30
2717,하계,토요일,7호선,하선,27.4,18:30
2718,공릉,토요일,7호선,상선,44.5,18:30
2718,공릉,토요일,7호선,하선,28,18:30
2719,태릉입구,토요일,7호선,상선,47.9,18:30
2719,태릉입구,토요일,7호선,하선,28.3,18:30
2720,먹골,토요일,7호선,상선,53.2,18:30
2720,먹골,토요일,7호선,하선,25.6,18:30
2721,중화,토요일,7호선,상선,56,18:30
2721,중화,토요일,7호선,하선,26.2,18:30
2722,상봉,토요일,7호선,상선,60.1,18:30
2722,상봉,토요일,7호선,하선,29.5,18:30
2723,면목,토요일,7호선,상선,49,18:30
2723,면목,토요일,7호선,하선,36.8,18:30
2724,사가정,토요일,7호선,상선,52.6,18:30
2724,사가정,토요일,7호선,하선,37.3,18:30
2725,용마산,토요일,7호선,상선,56.1,18:30
2725,용마산,토요일,7호선,하선,37.9,18:30
2726,중곡,토요일,7호선,상선,49.8,18:30
2726,중곡,토요일,7호선,하선,39.1,18:30
2727,군자,토요일,7호선,상선,52.2,18:30
2727,군자,토요일,7호선,하선,40.7,18:30
2728,어린이대공원,토요일,7호선,상선,52.6,18:30
2728,어린이대공원,토요일,7호선,하선,42.1,18:30
2729,건대입구,토요일,7호선,상선,53.6,18:30
2729,건대입구,토요일,7호선,하선,32.9,18:30
2730,뚝섬유원지,토요일,7호선,상선,53.2,18:30
2730,뚝섬유원지,토요일,7호선,하선,33.2,18:30
2731,청담,토요일,7호선,상선,53.8,18:30
2731,청담,토요일,7호선,하선,35.1,18:30
2732,강남구청,토요일,7호선,상선,53,18:30
2732,강남구청,토요일,7호선,하선,38.7,18:30
2733,학동,토요일,7호선,상선,49.4,18:30
2733,학동,토요일,7호선,하선,41.9,18:30
2734,논현,토요일,7호선,상선,47.7,18:30
2734,논현,토요일,7호선,하선,41.9,18:30
2735,반포,토요일,7호선,상선,43.2,18:30
2735,반포,토요일,7호선,하선,42,18:30
2736,고속터미널,토요일,7호선,상선,42,18:30
2736,고속터미널,토요일,7호선,하선,64.6,18:30
2737,내방,토요일,7호선,상선,38.5,18:30
2737,내방,토요일,7호선,하선,63.4,18:30
2738,총신대입구,토요일,7호선,상선,40.9,18:30
2738,총신대입구,토요일,7호선,하선,55.5,18:30
2739,남성,토요일,7호선,상선,34.8,18:30
2739,남성,토요일,7호선,하선,51.8,18:30
2740,숭실대입구,토요일,7호선,상선,30.9,18:30
2740,숭실대입구,토요일,7호선,하선,47.3,18:30
2741,상도,토요일,7호선,상선,29.3,18:30
2741,상도,토요일,7호선,하선,43.3,18:30
2742,장승배기,토요일,7호선,상선,27.8,18:30
2742,장승배기,토요일,7호선,하선,40.4,18:30
2743,신대방삼거리,토요일,7호선,상선,23.4,18:30
2743,신대방삼거리,토요일,7호선,하선,36.9,18:30
2744,보라매,토요일,7호선,상선,23.1,18:30
2744,보라매,토요일,7호선,하선,36,18:30
2745,신풍,토요일,7호선,상선,23.1,18:30
2745,신풍,토요일,7호선,하선,35,18:30
2746,대림,토요일,7호선,상선,24.4,18:30
2746,대림,토요일,7호선,하선,41.3,18:30
2747,남구로,토요일,7호선,상선,30.8,18:30
2747,남구로,토요일,7호선,하선,51,18:30
2748,가산디지털단지,토요일,7호선,상선,32.5,18:30
2748,가산디지털단지,토요일,7호선,하선,61.1,18:30
2749,철산,토요일,7호선,상선,28.6,18:30
2749,철산,토요일,7호선,하선,44.2,18:30
2750,광명사거리,토요일,7호선,상선,26.4,18:30
2750,광명사거리,토요일,7호선,하선,33.6,18:30
2751,천왕,토요일,7호선,상선,23.5,18:30
2751,천왕,토요일,7호선,하선,29.9,18:30
2752,온수,토요일,7호선,상선,18.8,18:30
2752,온수,토요일,7호선,하선,32.2,18:30
2753,까치울,토요일,7호선,상선,40.3,18:30
2753,까치울,토요일,7호선,하선,50.2,18:30
2754,부천종합운동장,토요일,7호선,상선,39.2,18:30
2754,부천종합운동장,토요일,7호선,하선,50,18:30
2755,춘의,토요일,7호선,상선,39,18:30
2755,춘의,토요일,7호선,하선,48,18:30
2756,신중동,토요일,7호선,상선,38.1,18:30
2756,신중동,토요일,7호선,하선,43.2,18:30
2757,부천시청,토요일,7호선,상선,32.9,18:30
2757,부천시청,토요일,7호선,하선,47.2,18:30
2758,상동,토요일,7호선,상선,31.4,18:30
2758,상동,토요일,7호선,하선,42.4,18:30
