지점,일시,기온(°C),누적강수량(mm),풍향(deg),풍속(m/s),현지기압(hPa),해면기압(hPa),습도(%),일사(MJ/m^2),일조(Sec)
201,2020-10-01 00:01,16.5,0,67.3,1.7,1006.8,1012.4,82.9,,0
201,2020-10-01 00:02,16.5,0,62.4,2.1,1006.8,1012.4,82.7,,0
201,2020-10-01 00:03,16.5,0,60,2.1,1006.8,1012.4,82.4,,0
201,2020-10-01 00:04,16.5,0,54.9,1.2,1006.8,1012.4,82.1,,0
201,2020-10-01 00:05,16.6,0,71.2,1.5,1006.8,1012.4,81.9,,0
201,2020-10-01 00:06,16.6,0,55.3,1.3,1006.8,1012.4,81.8,,0
201,2020-10-01 00:07,16.5,0,65.1,1.8,1006.8,1012.4,81.9,,0
201,2020-10-01 00:08,16.5,0,64.6,1.5,1006.8,1012.4,81.9,,0
201,2020-10-01 00:09,16.6,0,60.5,1.6,1006.8,1012.4,81.6,,0
201,2020-10-01 00:10,16.5,0,55.9,2,1006.8,1012.4,81.8,,0
201,2020-10-01 00:11,16.5,0,51.9,2.1,1006.7,1012.3,81.8,,0
201,2020-10-01 00:12,16.5,0,44.6,1.6,1006.7,1012.3,81.6,,0
201,2020-10-01 00:13,16.6,0,57.9,1.9,1006.7,1012.3,81.4,,0
201,2020-10-01 00:14,16.6,0,49.6,1.4,1006.7,1012.3,81.4,,0
201,2020-10-01 00:15,16.6,0,55.8,1.7,1006.6,1012.2,81.5,,0
201,2020-10-01 00:16,16.5,0,54.7,1.6,1006.6,1012.2,81.7,,0
201,2020-10-01 00:17,16.5,0,68.9,1.6,1006.6,1012.2,81.7,,0
201,2020-10-01 00:18,16.5,0,73.5,1.7,1006.6,1012.2,81.7,,0
201,2020-10-01 00:19,16.6,0,58.1,2.2,1006.6,1012.2,81.6,,0
201,2020-10-01 00:20,16.5,0,50.1,1.7,1006.6,1012.2,81.8,,0
201,2020-10-01 00:21,16.5,0,81.2,2,1006.6,1012.2,81.9,,0
201,2020-10-01 00:22,16.5,0,96.5,1.1,1006.6,1012.2,81.9,,0
201,2020-10-01 00:23,16.4,0,107.2,1,1006.6,1012.2,82.3,,0
201,2020-10-01 00:24,16.4,0,64.3,1.5,1006.6,1012.2,82.5,,0
201,2020-10-01 00:25,16.4,0,22.5,1.3,1006.6,1012.2,82.1,,0
201,2020-10-01 00:26,16.4,0,75.4,.7,1006.7,1012.3,82.1,,0
201,2020-10-01 00:27,16.4,0,48.6,1.6,1006.7,1012.3,82.2,,0
201,2020-10-01 00:28,16.4,0,55.5,1.2,1006.7,1012.3,82.2,,0
201,2020-10-01 00:29,16.4,0,79.4,1.4,1006.7,1012.3,82.2,,0
201,2020-10-01 00:30,16.5,0,74.2,1.4,1006.8,1012.4,82.1,,0
201,2020-10-01 00:31,16.3,0,94.8,1.5,1006.8,1012.4,82.5,,0
201,2020-10-01 00:32,16.3,0,44.7,1.7,1006.8,1012.4,82.6,,0
201,2020-10-01 00:33,16.3,0,59.2,.8,1006.8,1012.4,82.6,,0
201,2020-10-01 00:34,16.2,0,76.6,1.4,1006.8,1012.5,82.8,,0
201,2020-10-01 00:35,16.3,0,107.3,.7,1006.8,1012.4,82.7,,0
201,2020-10-01 00:36,16.3,0,60.7,1.7,1006.8,1012.4,82.4,,0
201,2020-10-01 00:37,16.4,0,81.1,1,1006.8,1012.4,82.3,,0
201,2020-10-01 00:38,16.3,0,105,1.2,1006.8,1012.4,82.4,,0
201,2020-10-01 00:39,16.3,0,58.4,1.5,1006.8,1012.4,82.6,,0
201,2020-10-01 00:40,16.3,0,94.6,.8,1006.8,1012.4,82.6,,0
