지점,일시,기온(°C),누적강수량(mm),풍향(deg),풍속(m/s),현지기압(hPa),해면기압(hPa),습도(%),일사(MJ/m^2),일조(Sec)
159,2020-07-01 00:01,21,0,228.6,5.9,989.8,997.7,74.3,0,0
159,2020-07-01 00:02,21,0,231.4,6.1,989.8,997.7,74.8,0,0
159,2020-07-01 00:03,21,0,240.8,4.4,989.9,997.8,74.8,0,0
159,2020-07-01 00:04,21,0,222.1,4.9,989.9,997.8,75,0,0
159,2020-07-01 00:05,21,0,239.8,5.6,989.9,997.8,74.6,0,0
159,2020-07-01 00:06,21,0,240.1,6.5,989.9,997.8,74.7,0,0
159,2020-07-01 00:07,20.9,0,251.7,4.6,989.9,997.8,75.4,0,0
159,2020-07-01 00:08,20.9,0,260.5,7.7,989.9,997.8,74.6,0,0
159,2020-07-01 00:09,21,0,236.9,8,989.9,997.8,74.1,0,0
159,2020-07-01 00:10,21,0,225.8,5.8,989.8,997.7,74.7,0,0
159,2020-07-01 00:11,20.9,0,248.2,6.1,989.8,997.7,75.4,0,0
159,2020-07-01 00:12,20.9,0,260.3,5.6,989.8,997.7,75.1,0,0
159,2020-07-01 00:13,20.9,0,249.7,7.4,989.8,997.7,75.6,0,0
159,2020-07-01 00:14,20.9,0,248.2,6.1,989.9,997.8,75.8,0,0
159,2020-07-01 00:15,20.9,0,239,6.1,989.9,997.8,75.6,0,0
159,2020-07-01 00:16,20.9,0,236.8,5.7,989.9,997.8,75,0,0
159,2020-07-01 00:17,21,0,234.8,5.1,989.9,997.8,75,0,0
159,2020-07-01 00:18,21,0,231.5,6.3,989.9,997.8,74.9,0,0
159,2020-07-01 00:19,21,0,227.8,6.9,989.9,997.8,74.9,0,0
159,2020-07-01 00:20,21,0,244.2,4.9,989.9,997.8,75,0,0
159,2020-07-01 00:21,20.9,0,242.5,6.2,989.8,997.7,75.3,0,0
159,2020-07-01 00:22,20.9,0,257.6,5.7,989.9,997.8,75.2,0,0
159,2020-07-01 00:23,20.9,0,252.5,6.2,989.9,997.8,74.7,0,0
159,2020-07-01 00:24,20.9,0,233.7,5,989.9,997.8,74.8,0,0
159,2020-07-01 00:25,20.9,0,219.2,5.1,989.9,997.8,75.4,0,0
159,2020-07-01 00:26,20.9,0,238.2,4,989.9,997.8,75.5,0,0
159,2020-07-01 00:27,20.9,0,254.2,5.2,989.9,997.8,75.6,0,0
159,2020-07-01 00:28,20.8,0,256,5.3,989.9,997.8,76.1,0,0
159,2020-07-01 00:29,20.8,0,255.5,4.9,989.9,997.8,76.4,0,0
159,2020-07-01 00:30,20.8,0,259.3,5.7,990,997.9,75.5,0,0
159,2020-07-01 00:31,20.8,0,249.2,5.1,989.9,997.8,75.7,0,0
159,2020-07-01 00:32,20.9,0,278.3,4.7,989.9,997.8,75.9,0,0
159,2020-07-01 00:33,20.9,0,265.7,5.5,990,997.9,76.2,0,0
159,2020-07-01 00:34,20.8,0,221.8,4,990,997.9,76.7,0,0
159,2020-07-01 00:35,20.8,0,252.6,3,989.9,997.8,75.9,0,0
159,2020-07-01 00:36,20.8,0,247,4.6,989.9,997.8,76.3,0,0
159,2020-07-01 00:37,20.8,0,260.9,5,989.9,997.8,76.4,0,0
159,2020-07-01 00:38,20.8,0,260.7,5.9,989.9,997.8,75.7,0,0
159,2020-07-01 00:39,20.8,0,247.9,5.4,989.9,997.8,75.4,0,0
159,2020-07-01 00:40,20.9,0,243,4.8,989.9,997.8,75.9,0,0
159,2020-07-01 00:41,20.9,0,243.8,4.6,990,997.9,75.7,0,0
159,2020-07-01 00:42,20.9,0,239.6,5.8,990,997.9,75.5,0,0
159,2020-07-01 00:43,20.9,0,231.4,5.4,989.9,997.8,75.7,0,0
159,2020-07-01 00:44,20.9,0,267.6,5.1,990,997.9,76,0,0
159,2020-07-01 00:45,20.9,0,260.3,7.6,990.1,998,75.7,0,0
159,2020-07-01 00:46,20.9,0,247.2,5.8,990.1,998,75.6,0,0
159,2020-07-01 00:47,20.9,0,244.3,4.9,990.1,998,75.8,0,0
159,2020-07-01 00:48,20.9,0,249.7,4.4,990.1,998,75.9,0,0
159,2020-07-01 00:49,20.9,0,257.1,6,990.1,998,76.2,0,0
159,2020-07-01 00:50,20.9,0,254.1,5.3,990.2,998.1,76,0,0
159,2020-07-01 00:51,20.9,0,239.3,5.6,990.2,998.1,75.6,0,0
159,2020-07-01 00:52,20.9,0,245.6,5.6,990.2,998.1,75.4,0,0
159,2020-07-01 00:53,20.9,0,245.9,3.5,990.2,998.1,75.9,0,0
159,2020-07-01 00:54,20.9,0,245.3,4.8,990.2,998.1,76,0,0
159,2020-07-01 00:55,20.8,0,229.4,5.9,990.3,998.3,76.2,0,0
159,2020-07-01 00:56,20.8,0,237.7,4.7,990.3,998.3,76.1,0,0
159,2020-07-01 00:57,20.9,0,244.2,4.8,990.3,998.2,75.7,0,0
159,2020-07-01 00:58,20.8,0,208.3,3.5,990.3,998.3,76.5,0,0
159,2020-07-01 00:59,20.8,0,241.2,2.8,990.3,998.3,77.2,0,0
159,2020-07-01 01:00,20.8,0,247.6,3,990.3,998.3,76.8,0,0
159,2020-07-01 01:01,20.8,0,237.6,5,990.3,998.3,76.5,0,0
159,2020-07-01 01:02,20.8,0,235.1,6.6,990.3,998.3,76.3,0,0
159,2020-07-01 01:03,20.8,0,232.5,3.9,990.3,998.3,76.1,0,0
159,2020-07-01 01:04,20.8,0,198.6,4.6,990.3,998.3,76.5,0,0
159,2020-07-01 01:05,20.8,0,233.6,3.5,990.2,998.1,76.4,0,0
159,2020-07-01 01:06,20.8,0,240.8,4.7,990.2,998.1,76.4,0,0
159,2020-07-01 01:07,20.8,0,247.7,5.3,990.2,998.1,76.8,0,0
159,2020-07-01 01:08,20.8,0,245.5,4.7,990.2,998.1,76.5,0,0
159,2020-07-01 01:09,20.8,0,254.2,5.7,990.2,998.1,76.6,0,0
159,2020-07-01 01:10,20.8,0,264.8,5.2,990.2,998.1,76.9,0,0
159,2020-07-01 01:11,20.8,0,264.8,5.1,990.2,998.1,76.8,0,0
159,2020-07-01 01:12,20.8,0,274.9,5.2,990.2,998.1,77.2,0,0
159,2020-07-01 01:13,20.8,0,269.1,3.5,990.2,998.1,77.1,0,0
159,2020-07-01 01:14,20.8,0,259.7,3.6,990.2,998.1,77.2,0,0
159,2020-07-01 01:15,20.8,0,250.8,3.2,990.2,998.1,77.1,0,0
159,2020-07-01 01:16,20.8,0,243.8,4,990.2,998.1,77.3,0,0
159,2020-07-01 01:17,20.8,0,234,4,990.2,998.1,77.2,0,0
159,2020-07-01 01:18,20.8,0,251,3,990.2,998.1,77.5,0,0
159,2020-07-01 01:19,20.8,0,260.9,5,990.3,998.3,77.4,0,0
159,2020-07-01 01:20,20.8,0,235.1,4.5,990.3,998.3,77.4,0,0
159,2020-07-01 01:21,20.8,0,243.9,5.3,990.3,998.3,76.8,0,0
159,2020-07-01 01:22,20.8,0,228.7,5.7,990.3,998.3,76.6,0,0
159,2020-07-01 01:23,20.9,0,227.5,5.2,990.3,998.2,76.6,0,0
159,2020-07-01 01:24,20.9,0,222.2,5.7,990.3,998.2,76.4,0,0
159,2020-07-01 01:25,20.9,0,233.3,4.9,990.3,998.2,76.4,0,0
159,2020-07-01 01:26,20.9,0,240.7,4.8,990.3,998.2,76.7,0,0
159,2020-07-01 01:27,20.8,0,243.6,2.9,990.3,998.3,76.7,0,0
159,2020-07-01 01:28,20.8,0,250,3.9,990.4,998.4,76.7,0,0
159,2020-07-01 01:29,20.8,0,241.5,3.6,990.4,998.4,76.8,0,0
159,2020-07-01 01:30,20.8,0,229.2,3.9,990.4,998.4,77.2,0,0
159,2020-07-01 01:31,20.8,0,246.2,4.1,990.4,998.4,77.4,0,0
159,2020-07-01 01:32,20.8,0,235.5,4,990.4,998.4,77.2,0,0
159,2020-07-01 01:33,20.8,0,233.2,4.9,990.4,998.4,77.1,0,0
159,2020-07-01 01:34,20.8,0,237.8,4.6,990.4,998.4,77.3,0,0
159,2020-07-01 01:35,20.8,0,235.7,4.7,990.4,998.4,77.5,0,0
159,2020-07-01 01:36,20.8,0,243.6,3.5,990.4,998.4,77.8,0,0
159,2020-07-01 01:37,20.8,0,238.5,3,990.4,998.4,77.7,0,0
159,2020-07-01 01:38,20.8,0,229.2,4.4,990.4,998.4,77.5,0,0
159,2020-07-01 01:39,20.8,0,228.3,4.1,990.4,998.4,77.5,0,0
159,2020-07-01 01:40,20.8,0,229,3.5,990.4,998.4,77.8,0,0
159,2020-07-01 01:41,20.8,0,230.7,3.6,990.4,998.4,77.9,0,0
159,2020-07-01 01:42,20.8,0,237.1,3.2,990.4,998.4,77.7,0,0
159,2020-07-01 01:43,20.8,0,228.5,3.3,990.4,998.4,77.8,0,0
159,2020-07-01 01:44,20.8,0,236.1,4.1,990.5,998.5,78,0,0
159,2020-07-01 01:45,20.8,0,244.9,3.3,990.5,998.5,78,0,0
159,2020-07-01 01:46,20.8,0,231.9,3.2,990.5,998.5,78.1,0,0
159,2020-07-01 01:47,20.7,0,229.9,4.8,990.5,998.5,78.5,0,0
159,2020-07-01 01:48,20.7,0,248.4,3.9,990.6,998.6,78.6,0,0
159,2020-07-01 01:49,20.7,0,242.9,3.7,990.6,998.6,78.5,0,0
159,2020-07-01 01:50,20.7,0,252.7,3.4,990.6,998.6,79,0,0
