Steps,Policy/Entropy,Policy/Extrinsic Value Estimate,Environment/Episode Length,Environment/Cumulative Reward,Policy/Extrinsic Reward,Is Training
387000,0.83115745,0.6491134,499.0,11.739999055862427,11.739999055862427,1.0
388000,0.7903249,0.54756045,499.0,3.3366664250691733,3.3366664250691733,1.0
389000,0.7024903,1.5734682,499.0,11.719999074935913,11.719999074935913,1.0
390000,0.7683808,1.0052946,499.0,11.803332557280859,11.803332557280859,1.0
391000,0.8006841,0.8043337,499.0,-12.41499924659729,-12.41499924659729,1.0
392000,0.80665374,0.98238367,499.0,11.296665847301483,11.296665847301483,1.0
393000,0.80002755,0.4207609,499.0,11.81999921798706,11.81999921798706,1.0
394000,0.87460035,-0.036975794,499.0,2.266666362682978,2.266666362682978,1.0
395000,0.8051503,0.12734553,499.0,-12.324999332427979,-12.324999332427979,1.0
396000,0.7981132,1.3802078,499.0,3.9999998013178506,3.9999998013178506,1.0
397000,0.82757163,0.8835174,499.0,12.25999927520752,12.25999927520752,1.0
398000,0.9041425,0.65320283,552.3333333333334,2.0066665386160216,2.0066665386160216,1.0
399000,0.9197838,1.2598951,499.0,7.684999406337738,7.684999406337738,1.0
400000,0.8173297,1.4019276,499.0,5.219999591509501,5.219999591509501,1.0
401000,0.6685942,1.855037,499.0,11.239999234676361,11.239999234676361,1.0
402000,0.77322584,1.4192965,499.0,11.949999252955118,11.949999252955118,1.0
403000,0.97323,0.6443199,499.0,-11.61499935388565,-11.61499935388565,1.0
404000,0.9572019,0.58357143,499.0,0.9300000158449014,0.9300000158449014,1.0
405000,0.9263519,0.070323676,499.0,-12.25999927520752,-12.25999927520752,1.0
406000,0.89376515,0.7673905,499.0,3.724999566872915,3.724999566872915,1.0
407000,0.94478416,-0.07256894,509.0,None,None,1.0
408000,0.89088374,-0.17919491,499.0,3.9266663591066995,3.9266663591066995,1.0
409000,0.7672687,0.892057,499.0,11.81999933719635,11.81999933719635,1.0
410000,0.75701815,0.9009628,635.6666666666666,3.9883330265680947,3.9883330265680947,1.0
411000,0.8465168,0.9198662,499.0,12.28999936580658,12.28999936580658,1.0
412000,0.80596894,0.63704765,499.0,2.434999853372574,2.434999853372574,1.0
413000,0.73156667,1.2239702,499.0,12.119999170303345,12.119999170303345,1.0
414000,0.7183838,1.4774542,499.0,4.636666377385457,4.636666377385457,1.0
415000,0.81688166,0.1961238,499.0,12.189999222755432,12.189999222755432,1.0
416000,0.88079685,-0.88747174,499.0,-3.483333110809326,-3.483333110809326,1.0
417000,0.8295382,0.34888324,499.0,-10.159999251365662,-10.159999251365662,1.0
418000,0.8353589,0.6281923,499.0,4.299999862909317,4.299999862909317,1.0
419000,0.79666704,0.44796374,539.0,0.3074999526143074,0.3074999526143074,1.0
420000,0.74979746,1.0673602,724.0,5.114999830722809,5.114999830722809,1.0
421000,0.77068555,0.8736304,594.0,10.60499894618988,10.60499894618988,1.0
422000,0.8063448,0.37347564,499.0,5.111666401227315,5.111666401227315,1.0
423000,0.76868665,0.5039757,499.0,12.219999194145203,12.219999194145203,1.0
424000,0.757896,0.6927239,499.0,-0.0549999475479126,-0.0549999475479126,1.0
425000,0.7365919,0.8419906,704.0,-3.279999703168869,-3.279999703168869,1.0
426000,0.734639,0.8735119,499.0,11.664999216794968,11.664999216794968,1.0
427000,0.85990834,0.7077585,499.0,1.507499873638153,1.507499873638153,1.0
428000,0.8718918,1.2955638,499.0,8.859999418258667,8.859999418258667,1.0
429000,0.8760216,1.0816671,499.0,6.559999469667673,6.559999469667673,1.0
430000,0.81494254,0.9372307,499.0,9.279999315738678,9.279999315738678,1.0
431000,0.85075444,-0.4408518,499.0,11.90999948978424,11.90999948978424,1.0
432000,0.8094259,-0.20096341,499.0,-9.599999278783798,-9.599999278783798,1.0
433000,0.71125436,1.162782,689.0,14.894998967647552,14.894998967647552,1.0
434000,0.78995883,0.7009767,499.0,11.734999060630798,11.734999060630798,1.0
435000,0.74529177,0.86757374,555.6666666666666,6.398332854111989,6.398332854111989,1.0
436000,0.74402726,1.0523572,499.0,12.139999270439148,12.139999270439148,1.0
437000,0.8330386,1.077743,499.0,11.769999206066132,11.769999206066132,1.0
438000,0.8920993,0.75924075,499.0,10.199999392032623,10.199999392032623,1.0
439000,0.8509754,0.3328293,499.0,-9.939999401569366,-9.939999401569366,1.0
440000,0.9279811,-0.31134778,814.0,19.219998717308044,19.219998717308044,1.0
441000,0.89239156,0.20211354,499.0,-10.679999113082886,-10.679999113082886,1.0
442000,0.8654812,0.83907986,662.3333333333334,9.219999462366104,9.219999462366104,1.0
443000,0.737649,0.6304244,499.0,-3.3574998155236244,-3.3574998155236244,1.0
444000,0.8448031,0.22942713,499.0,11.984999239444733,11.984999239444733,1.0
445000,0.78818977,0.6001015,499.0,11.06999933719635,11.06999933719635,1.0
446000,0.78401583,0.5289548,629.0,0.9483331441879272,0.9483331441879272,1.0
447000,0.7480833,0.8023299,499.0,-9.324999183416367,-9.324999183416367,1.0
448000,0.7366428,1.023931,499.0,12.284999191761017,12.284999191761017,1.0
449000,0.9193075,0.42537323,694.0,4.709999663755298,4.709999663755298,1.0
450000,0.89179987,0.16691978,499.0,-9.637499377131462,-9.637499377131462,1.0
451000,0.81990707,1.3372481,499.0,11.579999208450317,11.579999208450317,1.0
452000,0.84058887,1.4020793,499.0,1.712499886751175,1.712499886751175,1.0
453000,0.92476624,0.4089297,499.0,7.0349995493888855,7.0349995493888855,1.0
454000,0.7314743,0.72067887,499.0,-1.6150002181529999,-1.6150002181529999,1.0
455000,0.85815066,1.4082319,499.0,8.109999490901828,8.109999490901828,1.0
456000,0.82374454,1.4565239,499.0,6.494999693706632,6.494999693706632,1.0
457000,0.87900084,0.61497164,499.0,11.329999208450317,11.329999208450317,1.0
458000,0.8648191,0.24825364,499.0,-3.57999986410141,-3.57999986410141,1.0
459000,0.9742765,-0.21854733,499.0,-10.994999200105667,-10.994999200105667,1.0
460000,0.88054603,0.7521882,499.0,1.812499776482582,1.812499776482582,1.0
461000,0.7373728,0.95535535,499.0,12.389999270439148,12.389999270439148,1.0
462000,0.7468049,1.1206679,635.6666666666666,5.131666461626689,5.131666461626689,1.0
463000,0.7458067,0.9785419,499.0,12.31999921798706,12.31999921798706,1.0
464000,0.7427285,1.259975,499.0,4.813333014647166,4.813333014647166,1.0
465000,0.861383,0.6777549,499.0,10.869998931884766,10.869998931884766,1.0
466000,0.8887876,0.40734074,499.0,1.9324999749660492,1.9324999749660492,1.0
467000,0.8402571,0.61030465,539.0,9.92749946191907,9.92749946191907,1.0
468000,0.76873595,0.81002533,514.0,-0.20749975740909576,-0.20749975740909576,1.0
469000,0.7840392,0.7374959,499.0,None,None,1.0
470000,0.71165967,1.0308131,609.0,12.459999307990074,12.459999307990074,1.0
471000,0.7514194,1.2145582,None,None,None,1.0
472000,0.7759173,0.88537145,499.0,10.659999231497446,10.659999231497446,1.0
473000,0.7890287,0.34140828,839.0,17.33499877154827,17.33499877154827,1.0
474000,0.71027404,0.9200985,499.0,1.394999901453654,1.394999901453654,1.0
475000,0.69256294,0.8654757,499.0,2.759999990463257,2.759999990463257,1.0
476000,0.69398576,1.3722308,499.0,11.706665948033333,11.706665948033333,1.0
477000,0.79406637,1.0880072,499.0,12.25999915599823,12.25999915599823,1.0
478000,0.81069964,1.080504,499.0,11.97999926408132,11.97999926408132,1.0
479000,0.76951337,1.2418967,499.0,-8.499999582767487,-8.499999582767487,1.0
480000,0.78463155,0.96019226,499.0,12.309999227523804,12.309999227523804,1.0
481000,0.7257968,0.77003425,499.0,8.282499343156815,8.282499343156815,1.0
482000,0.6821558,1.350212,615.6666666666666,6.659999738136928,6.659999738136928,1.0
483000,0.8012708,1.4071225,499.0,9.364999294281006,9.364999294281006,1.0
484000,0.84526044,1.1821249,499.0,9.434999249875546,9.434999249875546,1.0
485000,0.8184339,0.8911799,499.0,11.299998998641968,11.299998998641968,1.0
486000,0.73158455,0.8139008,499.0,8.898332724968592,8.898332724968592,1.0
487000,0.68731564,1.1455901,499.0,-12.374999165534973,-12.374999165534973,1.0
488000,0.68642044,1.5274367,499.0,12.048332571983337,12.048332571983337,1.0
489000,0.6961335,1.1428957,499.0,12.139999270439148,12.139999270439148,1.0
490000,0.81528497,0.40733188,499.0,3.933333079020182,3.933333079020182,1.0
491000,0.76811665,0.6325877,499.0,10.644999384880066,10.644999384880066,1.0
492000,0.7771746,1.3175708,499.0,0.2449997365474701,0.2449997365474701,1.0
493000,0.84220374,1.216773,512.3333333333334,10.579999208450317,10.579999208450317,1.0
494000,1.0044193,0.01615265,929.0,8.469999571641287,8.469999571641287,1.0
495000,0.9860044,-0.92577505,499.0,-8.449999421834946,-8.449999421834946,1.0
496000,0.88484854,0.15553828,499.0,-11.199999332427979,-11.199999332427979,1.0
497000,0.7917288,0.7519676,499.0,-1.8999998271465302,-1.8999998271465302,1.0
498000,0.67664075,1.3046198,499.0,4.036666512489319,4.036666512489319,1.0
499000,0.6492004,1.8026195,499.0,12.28999924659729,12.28999924659729,1.0
500000,0.6604967,1.9628072,552.3333333333334,13.469999223947525,13.469999223947525,1.0
