Steps,Policy/Extrinsic Value Estimate,Policy/Entropy,Environment/Episode Length,Environment/Cumulative Reward,Policy/Extrinsic Reward,Is Training
155000,-0.37392068,1.2110623,None,None,None,1.0
156000,-0.27117497,1.1664433,499.0,0.8837499096989632,0.8837499096989632,1.0
157000,-0.036975306,1.1521399,None,None,None,1.0
158000,-0.1472373,1.1705779,499.0,5.798749562352896,5.798749562352896,1.0
159000,-0.23370436,1.2063236,None,None,None,1.0
160000,-0.42609313,1.2477483,499.0,3.5824997425079346,3.5824997425079346,1.0
161000,-0.80403227,1.2908944,None,None,None,1.0
162000,-0.7458137,1.2503849,499.0,-0.618749980814755,-0.618749980814755,1.0
163000,-0.38476813,1.223269,None,None,None,1.0
164000,-0.35410672,1.2206235,499.0,-2.8112497813999653,-2.8112497813999653,1.0
165000,-0.5093771,1.2420764,None,None,None,1.0
166000,-0.40446466,1.1630121,499.0,-1.2137498743832111,-1.2137498743832111,1.0
167000,-0.027309887,1.0892782,None,None,None,1.0
168000,-0.08935117,1.1338426,499.0,3.5224997475743294,3.5224997475743294,1.0
169000,-0.037338477,1.0910077,None,None,None,1.0
170000,-0.12616077,1.1100476,499.0,6.723749548196793,6.723749548196793,1.0
171000,-0.1217491,1.0573268,None,None,None,1.0
172000,-0.05087221,1.09718,499.0,6.7399993827566504,6.7399993827566504,1.0
173000,-0.2656682,1.1827158,None,None,None,1.0
174000,-0.20370609,1.136568,499.0,1.8712498508393764,1.8712498508393764,1.0
175000,-0.10211147,1.1235907,None,None,None,1.0
176000,-0.19090271,1.1423984,499.0,3.5324997901916504,3.5324997901916504,1.0
177000,-0.38406646,1.1883072,None,None,None,1.0
178000,-0.36616886,1.1533346,499.0,-3.48249988630414,-3.48249988630414,1.0
179000,-0.4034393,1.1431339,None,None,None,1.0
180000,-0.2727902,1.089852,514.0,-4.2837498635053635,-4.2837498635053635,1.0
181000,0.12980324,1.006055,None,None,None,1.0
182000,0.0032700524,1.0252401,499.0,8.821249276399612,8.821249276399612,1.0
183000,-0.20419753,1.1122928,None,None,None,1.0
184000,-0.26018313,1.0799228,499.0,0.9462499395012856,0.9462499395012856,1.0
185000,-0.0476437,1.088875,499.0,None,None,1.0
186000,-0.21463469,1.0796301,499.0,6.13874945230782,6.13874945230782,1.0
187000,-0.08825189,1.0568017,None,None,None,1.0
188000,-0.031663965,0.9916633,499.0,7.096249455586076,7.096249455586076,1.0
189000,-0.31686223,1.0788027,None,None,None,1.0
190000,-0.14423001,0.9965795,499.0,4.707499575801194,4.707499575801194,1.0
191000,0.25756872,0.9340024,None,None,None,1.0
192000,0.16250783,0.91175234,499.0,9.749999150633812,9.749999150633812,1.0
193000,0.17126076,0.97275054,None,None,None,1.0
194000,0.104489826,0.94599473,499.0,8.284999400377274,8.284999400377274,1.0
195000,0.22940074,0.93625945,499.0,None,None,1.0
196000,0.3097119,0.91170806,499.0,8.606249302625656,8.606249302625656,1.0
197000,0.5065665,0.806045,None,None,None,1.0
198000,0.32007778,0.9329399,499.0,9.64374926686287,9.64374926686287,1.0
199000,-0.0006702654,0.98043144,None,None,None,1.0
200000,0.46495795,0.82680374,499.0,3.619999561458826,3.619999561458826,1.0
201000,0.511391,0.8369856,None,None,None,1.0
202000,0.37801957,0.94648594,499.0,10.737499222159386,10.737499222159386,1.0
203000,0.05851387,1.0053205,None,None,None,1.0
204000,0.086731836,1.0069582,499.0,-0.9637499153614044,-0.9637499153614044,1.0
205000,0.074414484,0.96902055,None,None,None,1.0
206000,0.18994494,1.0185726,499.0,7.014999378472567,7.014999378472567,1.0
207000,-0.24860758,1.2087555,None,None,None,1.0
208000,-0.019021116,0.99307853,499.0,-7.249999508261681,-7.249999508261681,1.0
209000,0.51466215,0.8861149,None,None,None,1.0
210000,0.22876218,0.9072378,499.0,2.254999816417694,2.254999816417694,1.0
211000,0.2680519,0.85977477,None,None,None,1.0
212000,0.38326454,0.9677075,499.0,2.8912498205900192,2.8912498205900192,1.0
213000,0.1393995,1.0161636,None,None,None,1.0
214000,0.043659545,1.0426921,499.0,3.4599997317418456,3.4599997317418456,1.0
215000,-0.18020064,1.0924945,None,None,None,1.0
216000,0.08640395,0.96499985,499.0,-0.4387499336153269,-0.4387499336153269,1.0
217000,0.1586488,1.0105591,None,None,None,1.0
218000,0.08223699,0.9567831,499.0,2.0574997887015343,2.0574997887015343,1.0
219000,0.3746476,0.8820317,None,None,None,1.0
220000,0.2630427,1.0164917,499.0,5.766249481588602,5.766249481588602,1.0
221000,0.4015286,0.93563443,None,None,None,1.0
222000,0.45405677,0.85287476,499.0,4.561249630525708,4.561249630525708,1.0
223000,0.7017018,0.80312055,None,None,None,1.0
224000,0.70708776,0.8288579,499.0,10.692499220371246,10.692499220371246,1.0
225000,0.5302378,0.866089,None,None,None,1.0
226000,0.5419316,0.8163333,499.0,6.202499598264694,6.202499598264694,1.0
227000,0.8673144,0.75652987,None,None,None,1.0
228000,0.82187015,0.78821814,499.0,10.702499315142632,10.702499315142632,1.0
229000,0.5023823,0.8432972,None,None,None,1.0
230000,0.642424,0.8385325,499.0,3.9024995639920235,3.9024995639920235,1.0
231000,0.4282652,0.8708251,None,None,None,1.0
232000,0.7021624,0.85536826,499.0,4.752499602735043,4.752499602735043,1.0
233000,0.5107296,0.83999467,None,None,None,1.0
234000,0.5672067,0.8522148,499.0,4.383749574422836,4.383749574422836,1.0
235000,0.6969652,0.81486815,None,None,None,1.0
236000,0.7628692,0.8482271,499.0,7.463749434798956,7.463749434798956,1.0
237000,0.7035861,0.8307462,None,None,None,1.0
238000,0.7379051,0.8556748,499.0,4.636249665170908,4.636249665170908,1.0
239000,0.46000087,0.96704197,None,None,None,1.0
240000,0.23307653,1.0379636,499.0,2.3574997782707214,2.3574997782707214,1.0
241000,0.18535805,0.94031155,None,None,None,1.0
242000,0.5297527,0.8123367,499.0,3.508749596774578,3.508749596774578,1.0
243000,0.53760356,0.89484525,None,None,None,1.0
244000,0.44218823,0.88792354,499.0,6.151249594986439,6.151249594986439,1.0
245000,0.8165503,0.7979324,None,None,None,1.0
246000,0.7188401,0.89734703,499.0,3.93124970048666,3.93124970048666,1.0
247000,0.28705317,0.88247925,None,None,None,1.0
248000,0.8255074,0.7721044,499.0,3.716249583289027,3.716249583289027,1.0
249000,0.6894083,0.8609854,None,None,None,1.0
250000,0.69534844,0.8559339,499.0,4.224999770522118,4.224999770522118,1.0
251000,0.5854499,0.98721063,None,None,None,1.0
252000,0.45673054,0.89062047,499.0,6.182499600574374,6.182499600574374,1.0
253000,0.8866211,0.8282859,None,None,None,1.0
254000,0.8509908,0.85543096,499.0,5.514999680221081,5.514999680221081,1.0
255000,0.80033886,0.83917093,None,None,None,1.0
256000,0.7793926,0.89183646,499.0,4.64749963581562,4.64749963581562,1.0
257000,0.30784303,0.9639388,499.0,None,None,1.0
258000,0.7145082,0.73052824,499.0,-0.8837500028312206,-0.8837500028312206,1.0
259000,1.1051904,0.7545496,None,None,None,1.0
260000,0.72592306,0.94111353,499.0,9.77499920129776,9.77499920129776,1.0
261000,0.08543819,1.1057143,None,None,None,1.0
262000,0.27609366,0.8602468,499.0,-1.4937499314546585,-1.4937499314546585,1.0
263000,0.70662856,0.817129,None,None,None,1.0
264000,1.2374157,0.71390355,499.0,6.6874993443489075,6.6874993443489075,1.0
265000,1.0317962,0.8194819,None,None,None,1.0
266000,0.911789,0.83652556,499.0,7.912499399855733,7.912499399855733,1.0
267000,0.69823754,0.80462056,499.0,None,None,1.0
268000,0.9198165,0.75604737,499.0,4.398749750107527,4.398749750107527,1.0
269000,0.8173388,0.787858,None,None,None,1.0
270000,0.9388198,0.8360328,499.0,6.369999326765537,6.369999326765537,1.0
271000,0.40977937,0.8819988,None,None,None,1.0
272000,0.6972518,0.8246063,499.0,6.169999605976045,6.169999605976045,1.0
273000,0.96368754,0.7552087,None,None,None,1.0
274000,0.65375185,0.8430641,499.0,11.222499161958694,11.222499161958694,1.0
275000,0.56841314,0.8371656,None,None,None,1.0
276000,0.8332685,0.8304519,499.0,5.029999517835677,5.029999517835677,1.0
277000,0.4173009,0.9870022,None,None,None,1.0
278000,0.48877606,0.89809537,499.0,3.4987497832626104,3.4987497832626104,1.0
279000,0.9186641,0.73975676,None,None,None,1.0
280000,1.2162648,0.7162558,499.0,9.124999281018972,9.124999281018972,1.0
281000,0.8421735,0.795052,None,None,None,1.0
282000,0.87994504,0.7966215,499.0,9.522499233484268,9.522499233484268,1.0
283000,0.87156606,0.8509638,None,None,None,1.0
284000,0.74050856,0.8845516,499.0,5.6812494695186615,5.6812494695186615,1.0
285000,0.3768098,1.00755,None,None,None,1.0
286000,0.5685141,0.8297092,499.0,3.729999653995037,3.729999653995037,1.0
287000,0.7662547,0.81456316,None,None,None,1.0
288000,1.0528742,0.6967902,531.5,4.624999776482582,4.624999776482582,1.0
289000,1.4849246,0.6444131,None,14.209999203681946,14.209999203681946,1.0
290000,1.2227718,0.74886185,499.0,10.279999335606893,10.279999335606893,1.0
291000,0.26370776,0.9628521,499.0,9.329999387264252,9.329999387264252,1.0
292000,0.39194137,0.79886574,499.0,4.326666372517745,4.326666372517745,1.0
293000,0.69290817,0.9526359,499.0,10.309999346733093,10.309999346733093,1.0
294000,0.6675302,0.8965272,499.0,0.6083333604037762,0.6083333604037762,1.0
295000,0.82675016,0.8398671,499.0,11.009999394416809,11.009999394416809,1.0
296000,0.7259547,0.8691256,499.0,3.713333030541738,3.713333030541738,1.0
297000,0.70723426,0.83533007,499.0,-9.779999494552612,-9.779999494552612,1.0
298000,0.74179417,0.86964375,499.0,3.848333070675532,3.848333070675532,1.0
299000,0.5882843,0.95474046,None,11.429999113082886,11.429999113082886,1.0
300000,0.52302974,0.87822324,499.0,-2.7716665863990784,-2.7716665863990784,1.0
301000,0.8320743,0.7107084,499.0,7.079999506473541,7.079999506473541,1.0
302000,1.0495267,0.6945466,499.0,9.09749922156334,9.09749922156334,1.0
303000,0.9915457,0.6852107,599.0,12.367499023675919,12.367499023675919,1.0
304000,1.1405771,0.7621359,499.0,8.6324992030859,8.6324992030859,1.0
305000,0.5369675,1.0095928,499.0,11.764999091625214,11.764999091625214,1.0
306000,0.6963179,0.90293276,499.0,-5.11249964684248,-5.11249964684248,1.0
307000,1.133567,0.7747768,499.0,7.804999403655529,7.804999403655529,1.0
308000,0.5032201,0.8285631,499.0,11.679999470710754,11.679999470710754,1.0
309000,0.71300477,0.75403047,759.0,5.911666164795558,5.911666164795558,1.0
310000,0.81918675,0.7505327,499.0,2.134999394416809,2.134999394416809,1.0
311000,1.3234867,0.70296574,499.0,5.469999502102534,5.469999502102534,1.0
312000,0.97412974,0.78478247,499.0,11.169999241828918,11.169999241828918,1.0
313000,0.9784881,0.8071941,499.0,10.604999125003815,10.604999125003815,1.0
314000,1.0864769,0.71946895,579.0,5.292499527335167,5.292499527335167,1.0
315000,1.0479088,0.75995916,499.0,11.409999251365662,11.409999251365662,1.0
316000,1.1066062,0.7254405,499.0,12.054999113082886,12.054999113082886,1.0
317000,1.4614882,0.6577567,739.0,14.36749891936779,14.36749891936779,1.0
318000,1.5757729,0.6397561,499.0,11.569999396800995,11.569999396800995,1.0
319000,1.3672924,0.7858725,499.0,11.042499244213104,11.042499244213104,1.0
320000,1.0107092,0.8042886,499.0,11.844999372959137,11.844999372959137,1.0
321000,1.2767636,0.66840595,499.0,3.547499917447567,3.547499917447567,1.0
322000,1.3798368,0.7031778,499.0,7.509999357163906,7.509999357163906,1.0
323000,1.0486248,0.77010995,499.0,11.684999167919159,11.684999167919159,1.0
324000,1.0745423,0.7917291,499.0,9.172499433159828,9.172499433159828,1.0
325000,0.95860946,0.8005623,499.0,0.15249977260828018,0.15249977260828018,1.0
326000,1.0497015,0.77618164,499.0,11.929999232292175,11.929999232292175,1.0
327000,1.5529437,0.66008025,499.0,2.647499918937683,2.647499918937683,1.0
328000,1.5966232,0.68755364,499.0,10.98249939084053,10.98249939084053,1.0
329000,1.0069299,0.7943064,499.0,11.212499126791954,11.212499126791954,1.0
330000,1.1168584,0.7534266,499.0,4.234999679028988,4.234999679028988,1.0
331000,1.296036,0.74550253,499.0,10.664999127388,10.664999127388,1.0
332000,1.426106,0.6827274,499.0,10.859999179840088,10.859999179840088,1.0
333000,1.010327,0.8732887,499.0,6.029999241232872,6.029999241232872,1.0
334000,0.91235596,0.81939346,499.0,-5.515000090003014,-5.515000090003014,1.0
335000,1.3239815,0.68062174,499.0,2.2224998623132706,2.2224998623132706,1.0
336000,0.8237404,0.7665117,699.0,16.53499922901392,16.53499922901392,1.0
337000,1.0526966,0.8195249,499.0,8.159999579191208,8.159999579191208,1.0
338000,0.84064174,0.8178984,499.0,5.614998936653137,5.614998936653137,1.0
339000,1.3520863,0.69973665,None,3.9974994882941246,3.9974994882941246,1.0
340000,1.4404441,0.65691316,879.0,16.324999004602432,16.324999004602432,1.0
341000,1.1657152,0.7613657,499.0,11.794999182224274,11.794999182224274,1.0
342000,1.3561306,0.7453069,499.0,4.2074998170137405,4.2074998170137405,1.0
343000,1.5228987,0.63903826,514.0,10.48249925673008,10.48249925673008,1.0
344000,1.6866282,0.647723,499.0,9.614999204874039,9.614999204874039,1.0
345000,0.6876857,0.70287514,499.0,9.77166610956192,9.77166610956192,1.0
346000,0.7471558,0.7890443,499.0,7.519999384880066,7.519999384880066,1.0
347000,0.8946547,0.8757192,572.3333333333334,3.364999500413736,3.364999500413736,1.0
348000,1.4296249,0.7189537,499.0,9.964999556541443,9.964999556541443,1.0
349000,1.1289883,0.7072456,612.3333333333334,9.099999189376831,9.099999189376831,1.0
350000,1.25629,0.655702,499.0,5.472499303519726,5.472499303519726,1.0
351000,1.5411608,0.6665045,499.0,9.124999403953552,9.124999403953552,1.0
352000,1.6715373,0.6280675,589.0,12.533332316825787,12.533332316825787,1.0
353000,1.3393728,0.68363726,499.0,12.019999384880066,12.019999384880066,1.0
354000,0.85302943,0.831736,499.0,10.674999251961708,10.674999251961708,1.0
355000,0.7751543,0.83502996,544.0,5.222499594092369,5.222499594092369,1.0
356000,1.0511799,0.81472266,519.0,10.33749908208847,10.33749908208847,1.0
357000,1.189955,0.6966465,499.0,1.8924999833106995,1.8924999833106995,1.0
358000,1.2481449,0.7970336,499.0,10.234999239444733,10.234999239444733,1.0
359000,1.0258657,0.8234917,499.0,1.3525000177323818,1.3525000177323818,1.0
360000,0.84300053,0.80805975,499.0,9.467499278485775,9.467499278485775,1.0
361000,1.1174765,0.691564,499.0,0.2499997317790985,0.2499997317790985,1.0
362000,1.1685575,0.6949337,499.0,8.372499287128448,8.372499287128448,1.0
363000,1.1206206,0.7090746,499.0,8.537499189376831,8.537499189376831,1.0
364000,1.1704105,0.79315233,499.0,10.002499058842659,10.002499058842659,1.0
365000,0.9968054,0.784371,499.0,1.6999999433755875,1.6999999433755875,1.0
366000,1.137278,0.7189076,499.0,11.487499177455902,11.487499177455902,1.0
367000,1.165037,0.68405867,499.0,10.462499171495438,10.462499171495438,1.0
368000,1.6665606,0.63596773,499.0,9.6374990940094,9.6374990940094,1.0
369000,1.6501238,0.6460121,499.0,10.987499386072159,10.987499386072159,1.0
370000,1.5288392,0.6698865,569.0,11.919999241828918,11.919999241828918,1.0
371000,1.4901062,0.7754057,499.0,11.891665875911713,11.891665875911713,1.0
372000,1.0207258,0.8124202,559.0,7.294998586177826,7.294998586177826,1.0
373000,1.0074837,0.8507089,499.0,5.142499573528767,5.142499573528767,1.0
374000,0.75515944,0.93703383,499.0,10.884999245405197,10.884999245405197,1.0
375000,0.71133345,0.8387729,715.6666666666666,-0.6683332591007153,-0.6683332591007153,1.0
376000,0.724893,0.8016769,None,None,None,1.0
377000,0.9809047,0.7961859,621.5,-1.5574999824166298,-1.5574999824166298,1.0
378000,0.6839205,0.85656285,None,None,None,1.0
379000,0.6971885,0.89576447,499.0,3.454999804496765,3.454999804496765,1.0
380000,0.9408606,0.7810098,569.0,-3.5349999219179153,-3.5349999219179153,1.0
381000,1.4846795,0.6907399,499.0,9.047499306499958,9.047499306499958,1.0
382000,1.3108087,0.771773,629.0,10.859999418258667,10.859999418258667,1.0
383000,1.0724267,0.82932484,499.0,10.537499219179153,10.537499219179153,1.0
384000,1.0320153,0.706986,499.0,6.984999477863312,6.984999477863312,1.0
385000,1.7133762,0.6336531,499.0,12.09999930858612,12.09999930858612,1.0
386000,1.7468395,0.63930213,582.3333333333334,12.01333256562551,12.01333256562551,1.0
387000,1.7643969,0.6500669,499.0,10.95499911904335,10.95499911904335,1.0
388000,1.594601,0.6298803,499.0,12.076665957768759,12.076665957768759,1.0
389000,1.3665946,0.67903966,499.0,10.89499905705452,10.89499905705452,1.0
390000,1.532797,0.66510874,499.0,11.234999120235443,11.234999120235443,1.0
391000,1.5135875,0.69452417,499.0,11.044999152421951,11.044999152421951,1.0
392000,1.4874623,0.66342676,499.0,11.303332726160685,11.303332726160685,1.0
393000,1.0938417,0.69936055,499.0,12.06999933719635,12.06999933719635,1.0
394000,1.2504573,0.7475639,499.0,9.334999283154806,9.334999283154806,1.0
