0.28895184135977336,0/226/337/0/231/333/0/231/333/0/220/335/0/204/316/0/193/300/0/206/315/0/220/326/0/229/329/0/239/330/0/247/347/0/247/347/0/242/323/0/236/323/0/233/326/0/229/324/0/235/337/0/237/332/0/237/335/0/244/319/0/244/319/0/246/328/0/250/330/0/251/338/1/248/345/1/250/348/1/244/337/1/245/330/1/246/326/1/246/326/1/244/322/1/244/318/1/245/318/1/256/356/1/257/356/1/258/351/1/250/351/1/249/343/1/249/343/1/252/348/1/255/351/1/260/348/1/260/347/1/257/343/1/254/339/1/256/340/1/255/343/1/255/343/1/256/359/1/258/354/1/258/387/1/259/393/1/262/401/1/271/415/1/269/408/1/269/407/1/269/407/1/268/401/1/267/404/1/263/412/1/263/418/1/262/442/1/262/441/1/262/428/1/258/429/1/258/429/1/254/423/1/252/424/1/251/425/1/251/426/1/251/436/1/252/436/1/250/425/1/250/425/1/250/425/1/258/423/1/258/424/1/263/434/1/264/435/1/264/439/1/261/439/1/261/439/1/259/439/1/259/439/2/259/423/2/252/420/2/250/418/2/245/421/2/215/411/2/254/408/2/260/406/2/261/403/2/261/403/2/263/398/2/258/394/2/259/397/2/262/406/2/277/422/2/271/417/2/271/422/2/289/415/2/289/415
0.1813031161473088,2/340/366/2/354/366/2/359/363/2/362/361/2/359/362/2/353/361/2/357/362/2/320/341/2/320/341/2/368/379/2/371/391/2/364/390/2/347/383/2/346/382/2/354/371/2/363/314/2/364/299/2/364/299/2/374/318/2/382/318/2/383/318/2/385/324/2/386/326/2/391/317/2/389/318/2/395/310/2/395/310/2/382/325/2/378/337/2/371/331/2/370/331/2/382/334/2/386/340/2/392/340/2/389/344/2/389/344/2/397/342/2/375/343/2/392/345/2/363/335/2/375/332/2/385/330/3/364/326/3/376/328/3/376/328/3/315/288/3/351/319/3/327/300/3/378/367/3/365/353/3/384/377/3/377/341/3/378/339/3/378/339/3/388/350/3/379/333/3/382/329/3/389/316/3/341/284/3/344/285/3/356/291/3/326/272/3/326/272/3/358/258
0.0821529745042493,3/419/216/3/439/208/3/439/208/3/438/220/3/432/177/3/432/178/3/438/179/3/438/179/3/432/160/3/439/169/3/435/161/3/407/156/3/405/155/3/405/155/3/403/155/3/401/156/3/401/156/3/395/160/3/391/154/3/391/154/3/391/154/3/390/154/3/393/164/3/396/174/3/399/181/3/399/181/3/428/167/3/443/148/3/446/138
0.0453257790368272,3/512/107/3/485/102/3/484/101/3/517/107/3/507/107/3/507/107/3/524/101/3/530/97/3/549/99/4/535/98/4/516/105/4/503/113/4/496/117/4/492/121/4/499/124/4/516/120
0.0339943342776204,4/664/106/4/701/101/4/705/101/4/708/101/4/719/98/4/725/100/4/727/102/4/723/101/4/730/95/4/738/90/4/743/88/4/764/90
0.09348441926345609,4/857/115/4/858/116/4/866/119/4/880/124/4/880/124/4/898/83/4/898/84/4/900/78/4/904/93/4/904/100/4/904/107/4/900/109/4/900/112/4/894/118/4/886/115/4/896/117/4/897/120/4/915/116/4/914/117/4/913/111/4/913/107/4/913/104/4/909/94/4/908/97/4/907/93/4/908/92/4/909/92/4/918/94/4/918/98/4/917/102/4/915/104/4/905/113/4/878/131
0.10198300283286119,4/787/200/4/779/206/4/778/207/4/752/228/4/748/230/4/745/231/4/745/230/4/744/228/5/742/229/5/744/236/5/743/241/5/743/241/5/743/237/5/743/235/5/742/230/5/738/231/5/723/249/5/710/272/5/708/277/5/704/277/5/703/276/5/704/277/5/700/281/5/695/280/5/694/276/5/696/274/5/699/279/5/698/290/5/698/291/5/697/289/5/693/286/5/695/291/5/694/295/5/686/307/5/667/332/5/658/347
0.16147308781869688,5/628/391/5/608/422/5/609/423/5/609/421/5/609/420/5/607/425/5/600/424/5/597/414/5/597/412/5/598/414/5/606/424/5/605/418/5/601/418/5/599/418/5/602/422/5/598/421/5/614/453/5/602/435/5/623/432/5/630/434/5/642/437/5/639/438/5/659/434/5/671/418/5/679/430/5/671/413/5/667/418/5/666/415/5/646/410/5/659/415/5/610/407/5/628/403/6/651/405/6/669/411/6/702/417/6/704/417/6/702/419/6/705/419/6/701/419/6/696/417/6/692/421/6/690/422/6/682/423/6/603/418/6/632/422/6/636/418/6/626/400/6/637/404/6/646/410/6/666/415/6/675/416/6/677/416/6/673/419/6/664/450/6/616/482/6/592/496/6/591/495
0.0821529745042493,6/486/461/6/501/481/6/518/487/6/447/483/6/467/485/6/462/520/6/494/507/6/501/507/6/507/507/6/512/529/6/516/531/6/506/523/6/512/529/6/515/524/6/522/529/6/513/548/6/512/553/6/512/566/6/518/561/6/523/557/6/522/548/6/519/545/6/480/546/6/454/545/7/485/591/7/497/591/7/497/602/7/515/610/7/505/608
0.014164305949008499,6/410/567/6/393/574/6/385/577/7/387/592/7/387/592
