발생일시,관할해경서,발생해역,발생유형,발생원인,기상특보,사고선박수,구조인원,부상인원,사망인원,실종인원,위도,경도,선종1,톤수1,선종2,톤수2,선종3,톤수3
2010-05-17 06:40,군산,항계내,침수,정비불량,양호,1,2,0,0,0,35|34|45,126|34|30,어선,1.44,,,,
2010-05-17 02:50,포항,영해-EEZ,기관고장,정비불량,양호,1,5,0,0,0,36|06|00,129|38|00,어선,9.77,,,,
2010-05-17 02:40,서귀포,공해,기관고장,정비불량,양호,1,8,0,0,0,28|55|00,124|55|00,어선,29,,,,
2010-05-16 19:15,통영,영해,침수,정비불량,양호,1,3,0,0,0,35|04|51,128|41|02,어선,4.96,,,,
2010-05-16 14:05,통영,영해,충돌,운항부주의,양호,1,0,0,0,0,34|31|00,128|07|00,어선,23,,,,
2010-05-16 10:25,여수,협수로,침수,정비불량,양호,1,4,0,0,0,34|33|34,127|41|56,기타,2.57,,,,
2010-05-16 08:20,목포,항계내,기타,기타,양호,1,0,0,0,0,34|48|21,126|21|42,어선,7,,,,
2010-05-16 06:30,태안,항계내,침수,기타,양호,1,0,0,0,0,36|54|45,126|12|55,어선,3.42,,,,
2010-05-15 17:10,서귀포,공해,기관고장,정비불량,양호,1,8,0,0,0,30|47|00,127|51|00,어선,29,,,,
2010-05-15 12:20,제주,영해,기관고장,정비불량,양호,1,1,0,0,0,33|31|00,126|53|00,어선,1.38,,,,
2010-05-15 08:33,부산,항계내,기관고장,정비불량,양호,1,1,0,0,0,35|09|00,129|11|30,어선,2.42,,,,
2010-05-14 13:20,완도,항계내,기관고장,정비불량,양호,1,1,0,0,0,34|21|96,126|48|96,기타,0.8,,,,
2010-05-14 08:30,여수,협수로,기타,기타,양호,1,2,0,0,0,34|28|25,127|48|40,예부선,49,,,,
2010-05-13 15:23,부산,항계내,침수,정비불량,양호,1,1,0,0,0,35|06|39,129|08|84,어선,3.54,,,,
2010-05-13 13:50,통영,영해,좌초,운항부주의,양호,1,4,0,0,0,35|03|31,128|39|97,낚시어선,6.67,,,,
2010-05-13 12:40,목포,항계내,기관고장,정비불량,양호,1,2,0,0,0,34|47|13,126|21|51,어선,12,,,,
2010-05-13 04:20,통영,항계내,화재,화기취급부주의,양호,1,0,0,0,0,34|45|00,128|18|00,예부선,1,,,,
2010-05-12 17:00,포항,영해,추진기장애,정비불량,양호,1,2,0,0,0,36|07|37,129|26|20,어선,3.19,,,,
2010-05-12 02:10,서귀포,공해,기관고장,정비불량,양호,1,10,0,0,0,31|49|00,127|20|00,어선,67,,,,
2010-05-11 21:25,목포,영해,좌초,운항부주의,양호,1,7,0,0,0,34|29|21,126|05|15,기타,350,,,,
2010-05-11 15:50,제주,영해,기관고장,정비불량,양호,1,1,0,0,0,33|31|00,126|53|00,어선,1.95,,,,
2010-05-11 12:22,제주,영해,추진기장애,운항부주의,양호,1,7,0,0,0,33|56|00,126|19|00,낚시어선,9.77,,,,
2010-05-11 11:40,포항,영해-EEZ,기관고장,정비불량,양호,1,10,0,0,0,36|02|00,130|08|00,어선,39,,,,
2010-05-11 11:20,속초,항계내,충돌,운항부주의,황천5급,2,3,0,0,0,38|12|36,128|36|2,예부선,25,어선,4,,
2010-05-11 09:39,동해,영해,기관고장,기타,양호,1,2,0,0,0,37|11|00,129|25|00,어선,4.05,,,,
2010-05-11 08:15,서귀포,항계내,기관고장,정비불량,양호,1,1,0,0,0,33|31|30,126|57|30,어선,3.13,,,,
2010-05-10 20:12,부산,항계내,기관고장,기타,양호,1,2,0,0,0,35|08|50,129|10|10,어선,1.33,,,,
2010-05-10 17:20,제주,영해,기관고장,정비불량,양호,1,1,0,0,0,33|34|00,126|48|40,어선,3.23,,,,
2010-05-10 06:00,목포,항계내,전복,관리소홀,양호,1,0,0,0,0,34|59|12,126|12|53,기타,1,,,,
2010-05-09 20:15,포항,항계내,화재,화기취급부주의,양호,1,0,0,0,0,36|40|77,129|77|18,어선,62,,,,
2010-05-09 16:04,인천,항계내,추진기장애,운항부주의,양호,1,2,0,0,0,37|24|19,126|25|30,어선,7.93,,,,
2010-05-09 10:00,통영,영해,기관고장,정비불량,양호,1,1,0,0,0,35|03|40,128|39|70,낚시어선,0.4,,,,
2010-05-09 06:39,태안,영해,기관고장,기타,양호,1,10,0,0,0,36|54|58,126|12|01,낚시어선,4.36,,,,
2010-05-09 04:10,여수,항계내,침수,관리소홀,양호,1,0,0,0,0,34|43|26,127|42|54,어선,2.32,,,,
2010-05-09 01:40,울산,외국해역,충돌,운항부주의,양호,2,16,0,0,0,35|19|50,131|27|20,어선,29,어선,65.85,,
2010-05-08 15:00,서귀포,공해,기관고장,정비불량,양호,1,8,0,0,0,30|40|00,127|41|00,어선,29,,,,
2010-05-08 14:40,부산,항계내,충돌,정비불량,양호,1,1,0,0,0,35|05|00,128|50|18,어선,1.05,,,,
2010-05-08 12:45,울산,영해,기관고장,정비불량,양호,1,5,0,0,0,35|15|85,129|21|7,기타,50,,,,
2010-05-08 09:55,부산,항계내,기관고장,정비불량,양호,1,1,0,0,0,35|05|60,129|07|20,어선,1.09,,,,
2010-05-08 08:55,인천,항계내,기관고장,정비불량,양호,1,11,0,0,0,37|09|00,126|22|00,낚시어선,7.93,,,,
2010-05-07 16:00,통영,영해,표류,운항부주의,양호,1,3,0,0,0,35|04|53,128|39|72,기타,0.1,,,,
2010-05-07 15:01,부산,항계내,침수,정비불량,양호,1,1,0,0,0,35|09|26,129|12|14,어선,1.72,,,,
2010-05-06 23:55,인천,항계내,좌주,운항부주의,양호,1,0,0,0,0,37|15|19,126|07|18,어선,4.1,,,,
2010-05-05 13:30,군산,영해,침수,기타,양호,1,7,0,0,0,35|55|64,126|02|32,어선,24,,,,
2010-05-05 05:30,부산,항계내,추진기장애,기타,저시정,1,8,0,0,0,35|03|32,128|45|37,낚시어선,4.82,,,,
2010-05-05 05:25,여수,영해-EEZ,충돌,운항부주의,저시정,2,33,0,0,0,33|52|54,127|31|25,예부선,381,어선,81,,
2010-05-04 22:03,서귀포,항계내,화재,화기취급부주의,양호,4,0,0,0,0,33|28|00,126|55|30,어선,36,어선,29,어선,36
2010-05-04 21:40,서귀포,영해,기관고장,정비불량,양호,1,5,0,0,0,33|20|00,127|17|00,어선,6.01,,,,
2010-05-04 16:45,울산,영해,충돌,운항부주의,양호,2,26,1,0,1,35|13|14,129|13|54,화물선,1477,화물선,4699,,
2010-05-04 16:20,제주,영해,기관고장,정비불량,양호,1,1,0,0,0,33|32|00,126|35|00,어선,1.08,,,,
2010-05-04 12:40,여수,항계내,침수,관리소홀,양호,1,0,0,0,0,34|44|20,127|44|70,어선,1.75,,,,
2010-05-04 12:00,포항,영해,표류,기타,양호,1,0,0,0,1,35|59|10,129|35|98,어선,2.99,,,,
2010-05-04 06:18,목포,영해,충돌,운항부주의,양호,2,19,0,0,0,34|56|00,125|40|00,화물선,998,화물선,2742,,
2010-05-03 19:20,여수,항계내,침수,관리소홀,양호,1,1,0,0,0,34|01|90,127|18|60,어선,1.13,,,,
2010-05-03 18:40,목포,항계내,침수,운항부주의,양호,1,1,0,0,0,35|24|00,126|21|00,어선,6.5,,,,
2010-05-03 16:42,통영,항계내,좌초,운항부주의,양호,1,3,0,0,0,35|05|40,128|42|27,기타,0.47,,,,
2010-05-03 13:35,울산,영해,충돌,운항부주의,양호,2,29,0,0,0,35|11|00,129|19|50,어선,77,화물선,22624,,
2010-05-03 06:08,목포,항계내,침수,관리소홀,양호,1,0,0,0,0,34|48|21,126|21|42,어선,0.8,,,,
2010-05-02 14:23,부산,영해,추진기장애,기타,양호,1,2,0,0,0,34|52|05,128|51|20,어선,4.99,,,,
2010-05-02 12:38,군산,항계내,침수,정비불량,양호,1,5,0,0,0,35|49|60,126|24|17,모터보트,0.7,,,,
2010-05-02 11:30,여수,협수로,기관고장,정비불량,양호,1,1,0,0,0,34|43|00,127|41|00,기타,0.3,,,,
2010-05-02 03:20,목포,영해,충돌,운항부주의,양호,2,17,0,0,0,34|25|00,125|44|00,어선,7.93,어선,38,,
2010-05-02 02:50,목포,영해,충돌,운항부주의,양호,2,7,0,0,1,35|16|09,125|58|04,어선,9.77,예부선,67,,
2010-05-01 21:40,포항,항계내,충돌,운항부주의,양호,2,6,0,0,0,36|01|45,129|24|90,화물선,220,기타,29,,
2010-05-01 19:00,여수,협수로,기관고장,정비불량,양호,1,2,0,0,0,34|34|40,127|43|50,어선,0.32,,,,
2010-05-01 13:55,인천,항계내,기관고장,정비불량,양호,1,4,0,0,0,37|23|00,126|33|00,어선,29,,,,
2010-05-01 12:26,인천,영해,기관고장,정비불량,양호,1,2,0,0,0,37|06|54,126|06|41,어선,4.5,,,,
2010-04-30 07:25,제주,영해-EEZ,추진기장애,운항부주의,양호,1,12,0,0,0,32|55|00,125|09|00,어선,26,,,,
2010-04-30 00:00,군산,항계내,침수,관리소홀,양호,1,0,0,0,0,35|59|35,126|42|50,어선,15,,,,
2010-04-29 19:05,통영,항계내,좌초,운항부주의,양호,1,0,0,0,0,34|45|13,128|24|32,어선,1.85,,,,
2010-04-29 15:30,태안,영해,기관고장,정비불량,양호,1,1,0,0,0,36|17|00,126|17|60,어선,4.99,,,,
2010-04-29 03:20,통영,항계내,침수,관리소홀,양호,1,0,0,0,0,34|55|68,128|04|83,낚시어선,5.48,,,,
2010-04-28 19:25,울산,항계내,충돌,기상악화,풍랑주의보,2,28,0,0,0,35|31|07,129|23|37,화물선,4382,화물선,3015,,
2010-04-28 18:50,속초,항계내,화재,기타,황천4급,2,0,0,0,0,38|18|8,128|32|58,어선,7.93,어선,8.55,,
2010-04-28 16:20,군산,항계내,침수,기상악화,풍랑주의보,1,0,0,0,0,36|00|10,126|43|10,어선,0.99,,,,
2010-04-28 15:35,여수,협수로,좌초,기타,양호,1,3,0,0,0,34|40|58,127|44|58,어선,2.88,,,,
2010-04-28 14:50,포항,EEZ 30마일 이내,타기고장,정비불량,풍랑주의보,1,9,0,0,0,35|47|52,131|53|45,어선,29,,,,
2010-04-28 08:50,통영,항계내,전복,기타,양호,1,8,0,0,0,34|41|92,128|02|50,어선,7.93,,,,
2010-04-28 05:50,서귀포,항계내,전복,기타,황천4급,1,0,0,0,0,33|13|15,126|18|15,요트,1.92,,,,
2010-04-28 03:20,목포,영해,충돌,운항부주의,풍랑주의보,2,18,0,0,0,34|14|48,126|12|19,화물선,498,어선,132,,
2010-04-27 18:35,군산,항계내,침수,기상악화,풍랑주의보,2,0,0,0,0,35|59|30,126|41|58,예부선,29,예부선,406,,
2010-04-27 13:55,군산,항계내,침수,기상악화,황천5급,1,2,0,0,0,35|50|84,126|06|99,기타,457,,,,
2010-04-27 11:35,목포,항계내,표류,관리소홀,양호,1,0,0,0,0,34|47|00,126|26|00,어선,10,,,,
2010-04-27 04:20,목포,항계내,화재,화기취급부주의,양호,2,0,0,0,0,34|22|00,126|18|00,어선,6.34,어선,9.77,,
2010-04-26 15:30,부산,항계내,기관고장,정비불량,양호,1,2,0,0,0,35|07|20,129|10|08,요트,5,,,,
2010-04-26 13:23,통영,항계내,표류,연료고갈,양호,1,1,0,0,0,34|50|05,128|25|02,어선,2.61,,,,
2010-04-26 12:17,동해,영해,좌초,운항부주의,양호,1,7,0,0,0,37|17|00,129|20|00,낚시어선,2.6,,,,
2010-04-26 11:40,울산,영해,충돌,운항부주의,양호,2,23,0,0,0,35|28|00,129|33|00,어선,12,화물선,6182,,
2010-04-25 15:45,통영,항계내,기관고장,기타,양호,1,10,0,0,0,35|07|33,128|36|53,기타,2,,,,
2010-04-25 09:19,동해,영해,침수,기타,양호,1,1,0,0,0,37|17|00,129|20|00,어선,3.28,,,,
2010-04-25 07:45,군산,영해,표류,정비불량,양호,1,22,0,0,0,35|50|84,126|06|99,낚시어선,9.77,,,,
2010-04-24 19:06,부산,항계내,기관고장,정비불량,양호,1,4,0,0,0,35|05|56,129|07|40,모터보트,3,,,,
2010-04-24 13:40,포항,영해,추진기장애,운항부주의,양호,1,2,0,0,0,36|19|20,129|24|10,어선,3.43,,,,
2010-04-24 10:50,군산,영해,표류,운항부주의,양호,1,4,0,0,0,36|01|09,126|21|60,어선,13,,,,
2010-04-24 05:00,울산,영해-EEZ,충돌,운항부주의,양호,2,29,0,0,0,35|20|60,129|45|00,어선,15,화물선,12413,,
2010-04-24 04:39,포항,영해,충돌,운항부주의,양호,2,15,0,0,0,36|10|42,129|38|12,화물선,3407,어선,7.93,,
2010-04-23 12:06,인천,협수로,좌주,운항부주의,양호,1,21,0,0,0,37|09|00,126|13|00,화물선,16472,,,,
2010-04-22 10:10,울산,항계내,전복,기상악화,풍랑주의보,1,20,14,1,0,35|26|00,129|29|00,예부선,1644,,,,
2010-04-22 07:45,속초,협수로,좌초,운항부주의,양호,1,10,0,0,0,38|12|14,128|35|34,어선,79,,,,
2010-04-22 07:14,울산,항계내,전복,기상악화,풍랑주의보,1,1,1,0,0,35|27|70,129|21|23,기타,1,,,,
2010-04-22 06:00,울산,항계내,표류,기상악화,풍랑주의보,1,2,0,0,0,35|27|17,129|20|54,예부선,44,,,,
2010-04-22 05:50,태안,항계내,침수,관리소홀,양호,2,0,0,0,0,36|37|24,126|17|38,어선,1.21,어선,1.21,,
2010-04-21 20:28,통영,항계내,화재,관리소홀,황천5급,1,1,1,0,0,34|57|00,127|59|60,기타,1,,,,
2010-04-21 19:31,울산,영해,기관고장,기타,풍랑주의보,1,15,0,0,0,35|12|00,129|17|50,화물선,9526,,,,
2010-04-21 18:40,서귀포,EEZ 30마일 이내,좌초,운항부주의,황천5급,1,22,0,0,0,32|07|00,125|10|00,화물선,50905,,,,
2010-04-21 17:35,제주,영해-EEZ,좌초,기상악화,풍랑주의보,1,5,0,0,0,33|31|00,127|21|00,예부선,828,,,,
2010-04-21 15:50,인천,협수로,기관고장,정비불량,양호,1,3,0,0,0,37|21|43,126|21|60,어선,7,,,,
2010-04-21 10:00,태안,영해,충돌,운항부주의,양호,2,6,0,0,0,36|35|00,126|09|00,어선,13,어선,1.68,,
2010-04-21 10:00,서귀포,EEZ 30마일 이내,기관고장,정비불량,황천5급,1,5,0,0,0,32|13|30,127|04|30,어선,7.93,,,,
2010-04-21 08:00,태안,영해,충돌,운항부주의,저시정,2,7,0,0,0,36|17|85,126|21|61,어선,7.93,예부선,942,,
2010-04-20 22:15,여수,영해,충돌,운항부주의,양호,2,40,0,0,0,33|56|00,127|45|00,화물선,770,화물선,35838,,
2010-04-20 19:49,통영,영해,타기고장,정비불량,양호,1,4,0,0,0,34|49|00,128|10|00,어선,7.31,,,,
2010-04-20 12:35,부산,항계내,기관고장,정비불량,황천5급,1,3,0,0,0,35|09|14,129|08|30,모터보트,0.64,,,,
2010-04-20 09:00,통영,영해,침수,정비불량,양호,1,1,0,0,0,34|50|42,128|19|06,어선,2,,,,
2010-04-19 18:30,목포,협수로,충돌,운항부주의,양호,2,17,6,4,0,34|21|90,126|05|00,어선,29,유조선,1587,,
2010-04-19 12:00,통영,영해,화재,관리소홀,양호,1,7,0,0,0,34|45|05,128|24|47,기타,2,,,,
2010-04-19 09:26,통영,영해,기관고장,정비불량,양호,1,8,0,0,0,34|32|08,128|36|31,어선,9.77,,,,
2010-04-18 15:40,통영,영해,기관고장,정비불량,양호,1,6,0,0,0,34|42|92,128|26|01,어선,7.93,,,,
2010-04-18 07:10,포항,항계내,충돌,운항부주의,양호,2,3,0,0,0,36|01|89,129|23|03,어선,2.78,어선,2.11,,
2010-04-18 05:30,여수,항계내,충돌,운항부주의,양호,2,1,0,0,0,34|31|20,127|08|30,어선,4.98,기타,5,,
2010-04-18 04:13,군산,항계내,침수,기타,양호,1,0,0,0,0,35|37|25,126|28|00,어선,6.67,,,,
2010-04-17 21:50,인천,영해-EEZ,기관고장,정비불량,양호,1,4,0,0,0,37|17|00,126|17|00,어선,9.77,,,,
2010-04-17 20:30,여수,항계내,좌초,기타,양호,1,1,0,0,0,34|44|50,127|39|19,어선,1.9,,,,
2010-04-17 14:41,동해,영해-EEZ,기관고장,운항부주의,양호,1,2,0,0,0,37|10|15,130|20|68,어선,9.16,,,,
2010-04-17 10:37,통영,영해,기관고장,정비불량,양호,1,2,0,0,0,35|02|23,128|41|45,어선,4.03,,,,
2010-04-17 03:30,울산,영해-EEZ,추진기장애,운항부주의,양호,1,16,0,0,0,35|09|86,130|00|00,어선,28,,,,
2010-04-16 18:45,여수,항계내,기관고장,정비불량,양호,1,1,0,0,0,34|30|29,127|11|57,낚시어선,9.77,,,,
2010-04-16 12:47,태안,항계내,화재,화기취급부주의,양호,1,1,0,0,0,36|26|27,126|31|04,어선,7.31,,,,
2010-04-16 02:30,제주,영해,좌초,운항부주의,양호,1,10,0,0,0,33|24|00,126|14|59,어선,39,,,,
2010-04-15 20:28,목포,영해,기타,기타,양호,1,0,0,2,2,34|15|20,126|12|80,기타,0,,,,
2010-04-15 19:00,인천,영해,추진기장애,운항부주의,양호,1,4,0,0,0,37|10|29,126|24|32,어선,7.93,,,,
2010-04-15 18:07,통영,항계내,기관고장,정비불량,양호,1,2,0,0,0,35|04|27,128|28|28,모터보트,1.9,,,,
2010-04-15 14:35,군산,영해,표류,기타,양호,1,1,0,0,0,35|54|20,126|24|15,어선,7.31,,,,
2010-04-15 09:00,여수,항계내,기관고장,정비불량,양호,1,1,0,0,0,34|30|25,127|11|72,어선,2.63,,,,
2010-04-14 21:05,통영,항계내,표류,정비불량,양호,1,2,0,0,0,35|04|54,128|43|36,모터보트,0.05,,,,
2010-04-13 09:30,서귀포,공해,침수,정비불량,풍랑주의보,1,8,0,0,0,31|58|00,127|41|00,어선,1300,,,,
2010-04-12 23:50,인천,항계내,화재,관리소홀,황천5급,1,1,0,0,0,37|34|43,126|34|25,어선,6.67,,,,
2010-04-12 06:30,여수,영해,기관고장,정비불량,풍랑주의보,1,6,0,0,0,34|07|59,127|55|85,어선,29,,,,
2010-04-11 18:55,통영,영해,타기고장,정비불량,양호,1,2,0,0,0,34|43|24,128|09|38,어선,4.34,,,,
2010-04-11 12:30,부산,항계내,기관고장,정비불량,양호,1,10,0,0,0,35|08|46,129|07|52,요트,3,,,,
2010-04-11 07:05,통영,영해,타기고장,정비불량,양호,1,11,0,0,0,34|36|81,128|26|20,낚시어선,9.77,,,,
2010-04-10 20:00,동해,영해,기관고장,기타,양호,1,2,2,0,0,37|14|00,129|27|50,어선,4.05,,,,
2010-04-10 15:50,여수,협수로,기관고장,정비불량,양호,1,66,0,0,0,34|38|40,127|42|03,여객선,24,,,,
2010-04-10 14:15,여수,협수로,기관고장,정비불량,양호,1,6,0,0,0,34|43|00,127|41|00,기타,2.57,,,,
2010-04-09 16:30,군산,영해,표류,연료고갈,양호,1,4,0,0,0,35|56|70,126|27|80,모터보트,1.2,,,,
2010-04-09 14:53,통영,영해,표류,운항부주의,양호,1,1,0,0,0,34|45|60,128|17|90,어선,4.86,,,,
2010-04-09 14:05,통영,영해,기관고장,정비불량,양호,1,2,0,0,0,34|35|43,128|12|43,어선,1.98,,,,
2010-04-09 12:45,인천,협수로,기관고장,정비불량,양호,1,1,0,0,0,37|24|00,126|00|00,기타,5.83,,,,
2010-04-09 08:40,태안,영해,추진기장애,운항부주의,양호,1,2,0,0,0,36|33|00,126|09|90,어선,2.23,,,,
2010-04-09 06:47,태안,영해,기관고장,정비불량,양호,1,2,0,0,0,36|30|43,126|09|13,어선,3.23,,,,
2010-04-09 06:10,제주,영해,기타,정비불량,양호,1,4,0,0,0,33|43|00,126|21|00,어선,15,,,,
2010-04-08 23:10,제주,영해,기타,운항부주의,양호,,,,,,33|33|00,126|39|00,,,,,,
2010-04-08 17:44,통영,항계내,기관고장,운항부주의,양호,1,2,0,0,0,34|54|09,128|10|03,어선,4.95,,,,
2010-04-08 15:42,통영,영해,표류,정비불량,양호,1,2,0,0,0,34|03|00,128|35|00,모터보트,0.05,,,,
2010-04-08 12:29,인천,영해,기관고장,정비불량,양호,1,5,0,0,0,37|7|0,126|4|00,어선,9,,,,
2010-04-08 09:50,군산,항계내,좌초,운항부주의,양호,1,3,0,0,0,35|58|9,126|38|5,예부선,79,,,,
2010-04-07 13:05,여수,협수로,기관고장,정비불량,양호,1,2,0,0,0,34|27|07,127|20|05,어선,4.97,,,,
2010-04-07 12:30,포항,EEZ 30마일 이내,추진기장애,정비불량,황천4급,1,11,0,0,0,35|48|00,131|44|00,어선,79,,,,
2010-04-07 11:45,태안,영해,기관고장,정비불량,양호,1,1,0,0,0,36|30|00,126|09|00,어선,1.67,,,,
2010-04-07 04:00,통영,영해,좌초,운항부주의,양호,1,2,0,0,0,35|02|44,128|40|51,예부선,24,,,,
2010-04-07 00:30,서귀포,영해,좌초,운항부주의,풍랑주의보,1,11,0,0,0,33|27|00,126|56|00,어선,18,,,,
2010-04-05 15:13,여수,항계내,화재,운항부주의,양호,1,0,0,0,0,34|24|34,127|6|58,어선,9.77,,,,
2010-04-05 07:21,목포,영해,기관고장,운항부주의,양호,1,5,0,0,0,34|22|30,126|06|30,어선,7.97,,,,
2010-04-05 03:55,포항,영해,충돌,운항부주의,양호,2,25,0,0,0,37|06|00,129|34|00,어선,6.07,화물선,19891,,
2010-04-04 17:09,통영,영해,표류,관리소홀,양호,1,0,0,0,0,34|36|50,128|10|00,기타,1,,,,
2010-04-04 16:00,목포,영해,기관고장,정비불량,양호,1,7,0,0,0,33|47|50,125|27|10,어선,24,,,,
2010-04-04 14:20,통영,항계내,기관고장,정비불량,양호,1,2,0,0,0,35|07|44,128|40|11,어선,0.5,,,,
2010-04-04 07:05,동해,영해,침수,기타,양호,1,0,0,0,0,37|23|30,129|22|96,어선,2,,,,
2010-04-04 06:30,동해,영해,침수,정비불량,양호,1,3,0,0,0,37|50|00,128|55|00,어선,3.77,,,,
2010-04-03 22:30,목포,항계내,기타,기타,양호,1,2,0,0,0,35|02|80,126|97|20,예부선,49,,,,
2010-04-03 20:40,서귀포,영해,추진기장애,정비불량,양호,1,4,0,0,0,33|10|00,126|25|00,어선,6.67,,,,
2010-04-03 07:30,통영,영해,타기고장,정비불량,양호,1,17,0,0,0,34|38|18,128|27|77,낚시어선,9.77,,,,
2010-04-02 20:30,인천,영해-EEZ,충돌,운항부주의,양호,1,0,0,2,7,37|46|00,124|01|00,어선,99.48,,,,
2010-04-02 16:50,통영,영해,표류,정비불량,양호,1,2,0,0,0,34|56|56,127|57|49,어선,0.82,,,,
2010-04-02 13:13,군산,영해,표류,정비불량,양호,1,1,0,0,0,36|04|98,126|27|77,어선,1.5,,,,
2010-04-01 18:53,제주,영해,추진기장애,운항부주의,풍랑주의보,1,12,0,0,0,33 |54|00,126|09|00,어선,79,,,,
2010-04-01 13:40,동해,영해,기관고장,기타,양호,1,4,0,0,0,37|13|00,129|37|00,어선,29,,,,
2010-04-01 13:35,통영,영해,충돌,운항부주의,양호,1,3,0,0,0,34|41|40,128|39|97,어선,6.67,,,,
2010-04-01 09:30,부산,항계내,화재,화기취급부주의,풍랑주의보,1,1,1,0,0,35|05|80,129|04|10,예부선,400,,,,
2010-04-01 08:50,목포,영해,화재,화기취급부주의,양호,1,8,0,0,0,34|12|83,126|07|30,어선,69,,,,
2010-04-01 03:50,서귀포,공해,충돌,운항부주의,황천4급,1,8,0,0,0,31|41|00,127|22|00,어선,29,,,,
2010-04-01 00:20,목포,영해,기관고장,정비불량,양호,1,12,0,0,0,33|55|00,125|23|00,어선,29,,,,
2010-03-31 15:26,통영,항계내,기타,관리소홀,양호,1,0,0,0,0,34|50|27,128|26|16,어선,68,,,,
2010-03-31 13:42,부산,항계내,추진기장애,기타,황천5급,1,2,0,0,0,35|02|58,128|53|00,모터보트,5,,,,
2010-03-31 06:50,통영,항계내,전복,관리소홀,양호,1,0,0,0,0,34|50|66,128|25|47,어선,4.97,,,,
2010-03-30 16:08,여수,항계내,좌초,운항부주의,양호,1,3,0,0,0,34|55|35,127|46|86,어선,1.16,,,,
2010-03-30 12:09,목포,협수로,기관고장,정비불량,양호,1,2,0,0,0,34|34|58,126|11|12,어선,1.5,,,,
2010-03-30 10:30,통영,항계내,표류,관리소홀,양호,1,0,0,0,0,35|03|40,128|40|10,기타,0.34,,,,
2010-03-30 05:30,여수,항계내,기타,기타,양호,1,0,0,0,0,34|31|30,127|07|60,어선,4.51,,,,
2010-03-29 17:40,통영,영해,좌초,운항부주의,양호,1,3,0,0,0,34|56|30,127|57|25,어선,1.28,,,,
2010-03-29 16:10,통영,항계내,충돌,운항부주의,양호,1,1,0,0,0,34|58|48,128|31|00,어선,3.09,,,,
2010-03-29 15:55,포항,영해,기관고장,정비불량,양호,1,2,0,0,0,37|06|60,129|28|30,어선,4.03,,,,
2010-03-29 12:26,속초,영해,좌초,기타,양호,1,3,0,0,0,38|25|60,128|27|45,어선,5.98,,,,
2010-03-29 11:16,포항,영해,전복,운항부주의,양호,1,2,0,0,0,36|57|20,129|25|52,어선,0.75,,,,
2010-03-29 10:15,속초,항계내,화재,화기취급부주의,양호,1,2,0,0,0,38|11|53,128|35|3,어선,72,,,,
2010-03-29 09:55,태안,영해,좌초,운항부주의,양호,1,2,0,0,0,37|04|27,126|29|16,어선,1.49,,,,
2010-03-29 09:30,울산,영해-EEZ,타기고장,정비불량,양호,1,5,0,0,0,35|16|7,130|2|73,어선,9.77,,,,
2010-03-29 07:20,목포,항계내,좌주,운항부주의,양호,1,3,0,0,0,34|44|37,125|52|32,어선,4.99,,,,
2010-03-29 04:18,부산,항계내,기관고장,정비불량,양호,1,3,0,0,0,35|07|30,129|14|80,어선,1.79,,,,
2010-03-28 17:00,여수,협수로,기관고장,기타,양호,1,1,0,0,0,34|35|30,127|40|30,어선,1.92,,,,
2010-03-28 16:50,서귀포,EEZ 30마일 이내,충돌,운항부주의,양호,1,8,0,0,0,32|12|00,127|13|00,어선,29,,,,
2010-03-28 16:00,통영,항계내,침수,정비불량,양호,1,2,0,0,0,34|50|10,128|24|51,어선,0.73,,,,
2010-03-28 14:00,포항,영해,기관고장,정비불량,양호,1,3,0,0,0,36|21|48,129|43|87,어선,5.7,,,,
2010-03-28 08:30,여수,항계내,좌주,운항부주의,양호,1,2,0,0,0,34|43|50,127|19|20,어선,0.3,,,,
2010-03-28 00:32,부산,항계내,기타,운항부주의,양호,2,14,0,0,0,35|03|00,129|03|20,예부선,115,화물선,1243,,
2010-03-27 17:00,포항,영해,침수,기타,양호,1,4,0,0,0,37|00|00,129|35|00,어선,10,,,,
2010-03-27 14:24,부산,영해,기관고장,정비불량,양호,1,2,0,0,0,35|09|42,129|11|59,낚시어선,1.54,,,,
2010-03-27 14:05,태안,항계내,추진기장애,운항부주의,양호,1,98,0,0,0,36|20|14,126|30|71,유도선,29,,,,
2010-03-26 21:30,인천,영해,침수,기타,황천5급,1,58,0,46,0,37|55|00,124|37|12,기타,1200,,,,
2010-03-26 19:18,서귀포,영해-EEZ,표류,운항부주의,황천5급,1,0,0,0,0,32|11|00,125|33|00,어선,4.07,,,,
2010-03-26 14:59,통영,영해,좌초,운항부주의,양호,1,1,0,0,0,35|03|00,128|34|62,어선,0.46,,,,
2010-03-26 14:00,목포,영해,기관고장,정비불량,양호,1,2,0,0,0,35|01|69,126|02|03,어선,4.95,,,,
2010-03-26 11:50,여수,협수로,좌초,운항부주의,양호,1,2,0,0,0,34|26|50,127|09|03,어선,2.5,,,,
2010-03-26 08:10,통영,영해,침수,기상악화,양호,1,1,0,0,0,34|54|03,128|43|95,어선,1.98,,,,
2010-03-25 19:10,통영,협수로,좌초,운항부주의,양호,1,2,0,0,0,34|48|55,128|27|29,어선,1.51,,,,
2010-03-25 19:00,태안,영해,표류,관리소홀,양호,1,0,0,0,0,36|24|46,126|26|87,어선,4.99,,,,
2010-03-25 17:36,부산,항계내,침수,정비불량,양호,1,1,0,0,0,35|04|50,129|01|55,기타,2.25,,,,
