발생일시,관할해경서,발생해역,위도,경도,기상상태,발생원인,발생유형,사고선박수,발생인원,구조,부상,사망,실종,선 종,톤수
2019-10-25 07:48,인천,항계 내,37 | 19 | 40,126 | 28 | 5,양호,정비불량,기관손상,1,44,44,0,0,0,유도선,26
2019-10-25 07:47,여수,영해,34 | 14 | 13,127 | 14 | 53,양호,정비불량,화재,1,2,2,0,0,0,어선,4.99
2019-10-25 06:45,태안,영해,36 | 28 | 60,126 | 15 | 0,양호,정비불량,기관손상,1,2,2,0,0,0,어선,3.06
2019-10-24 18:58,목포,영해,34 | 45 | 26,126 | 18 | 23,양호,정비불량,기관손상,1,2,2,0,0,0,모터보트,1.69
2019-10-24 16:22,군산,영해,35 | 49 | 54,126 | 25 | 59,양호,운항부주의,부유물감김,1,21,21,0,0,0,낚시어선,9.16
2019-10-24 15:26,인천,영해,37 | 30 | 10,126 | 27 | 33,양호,운항부주의,부유물감김,1,10,10,0,0,0,낚시어선,6.03
2019-10-24 14:16,목포,영해,34 | 11 | 24,125 | 14 | 45,양호,정비불량,기관손상,1,12,12,0,0,0,어선,39
2019-10-24 13:52,목포,항계 내,34 | 36 | 32,126 | 2 | 18,양호,운항부주의,좌초/좌주,1,10,10,0,0,0,여객선,400
2019-10-24 14:23,보령,영해,36 | 29 | 48,126 | 25 | 6,양호,정비불량,기관손상,1,2,2,0,0,0,모터보트,1
2019-10-24 11:58,보령,영해,36 | 25 | 54,126 | 29 | 12,양호,정비불량,기관손상,1,1,1,0,0,0,고무보트,0.1
2019-10-24 11:12,평택,영해,37 | 2 | 24,126 | 26 | 30,양호,정비불량,추진기손상,1,2,2,0,0,0,고무보트,0.15
2019-10-24 10:37,보령,영해,36 | 20 | 26,126 | 23 | 26,양호,정비불량,기관손상,1,18,18,0,0,0,낚시어선,7.93
2019-10-24 09:01,완도,항계 내,34 | 16 | 12,126 | 33 | 46,양호,운항부주의,부유물감김,1,2,2,0,0,0,어선,4.97
2019-10-24 07:23,목포,영해,34 | 13 | 33,125 | 48 | 28,양호,정비불량,기관손상,1,1,1,0,0,0,어선,2.21
2019-10-24 05:00,서귀포,영해,33 | 22 | 60,127 | 0 | 0,풍랑주의보,기상악화,작업 중 인명사상,1,1,1,1,0,0,어선,26
2019-10-24 04:24,태안,영해,36 | 58 | 8,126 | 9 | 0,양호,정비불량,기관손상,1,1,1,0,0,0,어선,6.04
2019-10-24 03:36,제주,영해,33 | 31 | 0,126 | 21 | 0,황천5급,정비불량,기관손상,1,4,4,0,0,0,어선,3.3
2019-10-24 03:20,속초,항계 내,38 | 12 | 6,128 | 35 | 45,양호,운항부주의,충돌,1,7,7,0,0,0,어선,9.77
2019-10-24 03:20,속초,항계 내,38 | 12 | 6,128 | 35 | 45,양호,운항부주의,충돌,1,2,2,0,0,0,어선,6.67
2019-10-24 06:00,목포,항계 내,34 | 47 | 4,126 | 24 | 10,양호,관리소홀,기타,1,0,0,0,0,0,어선,9.77
2019-10-23 23:08,목포,영해,34 | 11 | 8,126 | 5 | 30,양호,운항부주의,부유물감김,1,5,5,0,0,0,어선,12
2019-10-23 19:53,포항,영해,0 | 0 | 0,0 | 0 | 0,양호,연료고갈,운항저해,1,1,1,0,0,0,요트,7.12
2019-10-23 19:35,제주,영해,33 | 22 | 0,126 | 4 | 60,양호,정비불량,기관손상,1,2,2,0,0,0,모터보트,2.8
2019-10-23 18:25,평택,영해,37 | 6 | 32,126 | 32 | 38,양호,안전부주의,부유물감김,1,2,2,0,0,0,모터보트,5.7
2019-10-23 15:02,완도,항계 내,34 | 10 | 41,126 | 21 | 28,양호,운항부주의,부유물감김,1,1,1,0,0,0,어선,1.49
2019-10-23 13:55,통영,항계 내,34 | 47 | 21,128 | 23 | 21,양호,관리소홀,침수,1,0,0,0,0,0,어선,7.93
2019-10-23 10:07,속초,영해,37 | 52 | 0,128 | 49 | 60,양호,운항부주의,충돌,1,1,1,0,0,0,어선,1.83
2019-10-23 10:07,속초,영해,37 | 52 | 0,128 | 49 | 60,양호,운항부주의,충돌,1,0,0,0,0,0,어선,2.43
2019-10-23 08:57,동해,영해,37 | 13 | 49,129 | 24 | 58,양호,기타 ,침수,1,1,1,0,0,0,어선,6.67
2019-10-23 09:11,보령,영해,36 | 16 | 44,126 | 14 | 4,양호,정비불량,기관손상,1,14,14,0,0,0,낚시어선,5.6
2019-10-23 08:04,동해,영해,37 | 17 | 14,129 | 31 | 3,양호,정비불량,기관손상,1,3,3,0,0,0,어선,9.16
2019-10-23 07:47,여수,영해,34 | 35 | 8,127 | 48 | 33,양호,정비불량,기관손상,1,2,2,0,0,0,어선,4.99
2019-10-23 06:11,울진,영해,37 | 2 | 47,129 | 25 | 27,양호,안전부주의,작업 중 인명사상,1,3,3,3,0,0,어선,51
2019-10-23 06:49,서귀포,영해,33 | 13 | 0,126 | 39 | 0,양호,운항부주의,전복,1,1,1,0,0,0,어선,0.82
2019-10-22 22:16,목포,영해,35 | 11 | 20,125 | 42 | 0,양호,운항부주의,부유물감김,1,4,4,0,0,0,어선,79
2019-10-22 20:08,목포,영해,35 | 0 | 55,125 | 42 | 11,양호,운항부주의,충돌,1,2,2,0,0,0,어선,5.6
2019-10-22 20:08,목포,영해,35 | 0 | 55,125 | 42 | 11,양호,운항부주의,충돌,1,13,13,0,0,0,어선,89
2019-10-22 18:31,제주,항계 내,33 | 25 | 0,126 | 15 | 0,양호,운항부주의,접촉,1,11,11,0,0,0,어선,39
2019-10-22 18:31,제주,항계 내,33 | 25 | 0,126 | 15 | 0,양호,운항부주의,접촉,1,11,11,0,0,0,어선,139
2019-10-22 20:00,서귀포,공해,29 | 58 | 60,126 | 22 | 0,풍랑주의보,운항부주의,부유물감김,1,9,9,0,0,0,어선,42
2019-10-22 15:35,통영,영해,34 | 45 | 47,128 | 11 | 12,양호,운항부주의,부유물감김,1,2,2,0,0,0,어선,4.79
2019-10-22 13:38,태안,영해,36 | 25 | 13,126 | 24 | 32,양호,정비불량,추진기손상,1,1,1,0,0,0,고무보트,0
2019-10-22 13:23,통영,협수로,34 | 48 | 24,128 | 14 | 45,양호,정비불량,키손상,1,14,14,0,0,0,여객선,381
2019-10-22 11:59,창원,영해,34 | 59 | 28,128 | 39 | 3,양호,정비불량,기관손상,1,3,3,0,0,0,모터보트,1.86
2019-10-22 10:30,창원,항계 내,35 | 4 | 23,128 | 27 | 7,양호,운항부주의,충돌,1,2,2,0,0,0,어선,2
2019-10-22 10:30,창원,항계 내,35 | 4 | 23,128 | 27 | 7,양호,운항부주의,충돌,1,3,3,0,0,0,모터보트,0.86
2019-10-22 11:25,포항,영해,36 | 2 | 9,129 | 23 | 20,양호,정비불량,기관손상,1,16,16,0,0,0,유도선,21
2019-10-22 09:11,보령,영해,36 | 30 | 51,126 | 26 | 3,양호,운항부주의,충돌,1,2,2,2,0,0,고무보트,0.1
2019-10-22 07:30,동해,공해,39 | 6 | 0,134 | 10 | 0,양호,정비불량,기관손상,1,8,8,0,0,0,어선,45
2019-10-21 21:48,태안,영해,0 | 0 | 0,0 | 0 | 0,양호,관리소홀,기타,1,0,0,0,0,0,어선,1.64
2019-10-22 09:11,보령,영해,36 | 30 | 51,126 | 26 | 3,양호,운항부주의,충돌,1,3,3,0,0,0,어선,7.93
2019-10-21 15:08,울진,영해,36 | 25 | 60,129 | 25 | 60,양호,안전부주의,화재,1,4,4,0,0,0,어선,7.93
2019-10-21 15:55,인천,항계 내,37 | 24 | 23,126 | 35 | 6,양호,운항부주의,부유물감김,1,22,22,0,0,0,낚시어선,9.77
2019-10-21 12:58,태안,영해,36 | 36 | 20,126 | 16 | 37,양호,운항부주의,추진기손상,1,3,3,0,0,0,고무보트,0
2019-10-21 07:37,인천,항계 내,37 | 30 | 6,126 | 35 | 48,양호,정비불량,침수,1,7,7,0,0,0,어선,7.93
2019-10-21 02:33,군산,영해,35 | 47 | 21,126 | 28 | 18,양호,적재불량,전복,1,1,1,0,0,0,예부선,740
2019-10-21 00:29,여수,영해,34 | 28 | 21,127 | 46 | 26,양호,운항부주의,운항저해,1,22,22,0,0,0,낚시어선,8.55
2019-10-20 20:40,평택,영해,37 | 6 | 15,126 | 35 | 44,양호,정비불량,키손상,1,22,22,0,0,0,화물선,28755
2019-10-20 20:22,여수,영해,34 | 28 | 13,127 | 26 | 44,양호,운항부주의,부유물감김,1,1,1,0,0,0,어선,2.99
2019-10-20 16:28,군산,영해,35 | 49 | 11,126 | 22 | 13,양호,운항부주의,부유물감김,1,12,12,0,0,0,모터보트,4.9
2019-10-20 17:44,포항,영해,0 | 0 | 0,0 | 0 | 0,양호,운항부주의,부유물감김,1,3,3,0,0,0,고무보트,2.8
2019-10-20 15:30,목포,영해,34 | 48 | 22,126 | 21 | 10,양호,연료고갈,운항저해,1,3,3,0,0,0,어선,0.81
2019-08-13 18:23,보령,영해,36 | 19 | 59,126 | 48 | 4,양호,정비불량,기관손상,1,14,14,0,0,0,어선,29
2019-10-20 12:51,태안,영해,36 | 36 | 0,126 | 1 | 60,양호,운항부주의,기관손상,1,1,1,0,0,0,어선,2.74
2019-10-20 11:18,인천,영해,37 | 18 | 51,126 | 22 | 14,양호,정비불량,추진기손상,1,5,5,0,0,0,모터보트,2.67
2019-10-20 09:04,통영,협수로,34 | 51 | 47,128 | 28 | 26,양호,정비불량,기관손상,1,18,18,0,0,0,어선,9.77
2019-10-20 09:24,태안,영해,36 | 36 | 53,126 | 14 | 36,양호,정비불량,추진기손상,1,4,4,0,0,0,고무보트,0
2019-10-20 09:08,군산,영해,35 | 50 | 6,126 | 26 | 12,양호,운항부주의,부유물감김,1,13,13,0,0,0,낚시어선,7.93
2019-10-20 08:35,통영,영해,34 | 33 | 34,128 | 20 | 55,양호,정비불량,기관손상,1,1,1,0,0,0,어선,3.01
2019-10-20 07:45,태안,영해,36 | 30 | 0,126 | 7 | 60,양호,정비불량,기관손상,1,1,1,0,0,0,고무보트,1.42
2019-10-20 05:22,여수,영해,34 | 12 | 34,127 | 50 | 44,양호,운항부주의,부유물감김,1,22,22,0,0,0,낚시어선,9.77
2019-10-19 19:38,포항,영해,35 | 58 | 0,129 | 33 | 0,황천6급,정비불량,기관손상,1,2,2,0,0,0,어선,7.93
2019-10-19 16:56,통영,협수로,34 | 42 | 34,128 | 1 | 12,양호,안전부주의,작업 중 인명사상,1,1,1,1,0,0,어선,7.93
2019-10-19 15:50,창원,협수로,34 | 4 | 30,128 | 28 | 49,양호,운항부주의,접촉,1,1,1,0,0,0,예부선,141
2019-10-19 15:40,창원,영해,35 | 0 | 15,128 | 36 | 55,양호,정비불량,기관손상,1,5,5,0,0,0,어선,1.14
2019-10-19 15:37,통영,항계 내,34 | 55 | 36,128 | 4 | 53,양호,기타 ,화재,1,0,0,0,0,0,어선,139
2019-10-19 15:37,목포,영해,34 | 21 | 29,126 | 7 | 16,양호,정비불량,기관손상,1,2,2,0,0,0,어선,9.77
2019-10-19 15:28,평택,영해,37 | 5 | 29,126 | 34 | 23,양호,정비불량,추진기손상,1,5,5,0,0,0,모터보트,3.1
2019-10-19 15:21,목포,영해,34 | 40 | 21,126 | 10 | 2,양호,정비불량,키손상,1,55,55,0,0,0,여객선,120
2019-10-19 15:00,포항,영해,36 | 4 | 60,129 | 34 | 0,황천6급,운항부주의,부유물감김,1,5,5,0,0,0,어선,29
2019-10-19 14:01,창원,영해,34 | 59 | 43,128 | 39 | 32,양호,정비불량,기관손상,1,2,2,0,0,0,어선,2.88
2019-10-19 13:05,속초,영해,38 | 3 | 41,128 | 40 | 59,황천6급,기상악화,전복,1,4,4,0,0,0,고무보트,0.77
2019-10-19 11:57,창원,영해,35 | 6 | 24,128 | 32 | 1,양호,정비불량,기관손상,1,2,2,0,0,0,어선,2.09
2019-10-19 11:48,부안,영해,35 | 39 | 11,126 | 7 | 18,양호,정비불량,운항저해,1,5,5,0,0,0,모터보트,1.2
2019-10-19 11:42,속초,영해,38 | 10 | 60,128 | 36 | 0,양호,정비불량,추진기손상,1,1,1,0,0,0,요트,1.8
2019-10-19 11:00,보령,영해,36 | 28 | 0,126 | 27 | 21,양호,정비불량,기관손상,1,1,1,0,0,0,모터보트,1
2019-10-19 10:14,울진,영해,36 | 37 | 0,129 | 36 | 0,양호,정비불량,키손상,1,6,6,0,0,0,어선,38
2019-10-19 10:58,목포,영해,34 | 52 | 19,126 | 12 | 6,양호,관리소홀,침수,1,48,48,0,0,0,여객선,170
2019-10-19 10:32,창원,영해,35 | 2 | 46,128 | 32 | 36,양호,정비불량,기관손상,1,3,3,0,0,0,어선,1.35
2019-10-19 07:37,여수,영해,34 | 27 | 54,127 | 27 | 12,양호,정비불량,기관손상,1,2,2,0,0,0,예부선,50.19
2019-10-18 18:05,평택,영해,37 | 0 | 37,126 | 11 | 51,양호,정비불량,기관손상,1,16,16,0,0,0,화물선,2692
2019-10-18 17:18,울산,항계 내,35 | 29 | 4,129 | 23 | 29,풍랑주의보,정비불량,기관손상,1,2,2,0,0,0,기타,10
2019-10-19 03:36,동해,영해,37 | 39 | 0,129 | 4 | 60,양호,기타 ,침수,1,1,1,0,0,0,어선,5.6
2019-10-18 16:30,제주,항계 내,33 | 57 | 0,126 | 16 | 60,양호,정비불량,화재,1,4,4,0,0,0,어선,9.77
2019-10-18 20:18,목포,영해,35 | 16 | 60,125 | 43 | 0,양호,운항부주의,부유물감김,1,12,12,0,0,0,어선,55
2019-10-18 16:32,인천,영해-EEZ,37 | 19 | 28,125 | 46 | 36,양호,안전부주의,작업 중 인명사상,1,2,2,2,0,0,어선,9.77
2019-10-18 13:26,태안,영해,36 | 46 | 60,125 | 37 | 60,양호,정비불량,기관손상,1,10,10,0,0,0,어선,20
2019-10-18 06:53,목포,영해,34 | 25 | 13,125 | 45 | 38,양호,운항부주의,충돌,1,7,7,0,0,0,어선,24
2019-10-18 09:49,동해,영해,37 | 29 | 6,130 | 47 | 58,양호,운항부주의,부유물감김,1,18,18,0,0,0,모터보트,4.97
2019-10-18 06:53,목포,영해,34 | 25 | 13,125 | 45 | 38,양호,운항부주의,충돌,1,8,8,6,0,0,어선,9.77
2019-10-18 03:30,서귀포,영해,33 | 22 | 60,125 | 58 | 0,황천5급,안전부주의,작업 중 인명사상,1,1,1,1,0,0,어선,199
2019-10-18 05:19,완도,항계 내,34 | 3 | 28,126 | 30 | 33,양호,운항부주의,부유물감김,1,2,2,0,0,0,어선,4.96
2019-10-18 04:32,통영,영해,34 | 23 | 58,128 | 20 | 14,황천5급,운항부주의,부유물감김,1,22,22,0,0,0,낚시어선,9.77
2019-10-17 23:43,보령,영해,36 | 24 | 59,126 | 27 | 48,양호,관리소홀,기타,1,1,1,0,0,0,모터보트,0.87
2019-10-17 20:22,창원,영해,34 | 53 | 46,128 | 44 | 52,양호,운항부주의,부유물감김,1,1,1,0,0,0,어선,5.5
2019-10-17 17:48,부산,항계 내,35 | 6 | 11,129 | 3 | 59,양호,정비불량,기관손상,1,4,4,0,0,0,유조선,204
2019-10-17 15:37,완도,항계 내,34 | 23 | 5,126 | 43 | 38,양호,안전부주의,화재,1,1,1,0,0,0,어선,0.8
2019-10-17 13:27,여수,항계 내,34 | 40 | 60,127 | 42 | 0,양호,운항부주의,충돌,1,19,19,0,0,0,낚시어선,9.77
2019-10-17 14:45,속초,영해,38 | 2 | 38,128 | 42 | 22,양호,정비불량,추진기손상,1,3,3,0,0,0,어선,3.5
2019-10-17 13:27,여수,항계 내,34 | 40 | 60,127 | 42 | 0,양호,운항부주의,충돌,1,2,2,0,0,0,어선,3.71
2019-10-17 12:33,부안,영해,35 | 39 | 45,126 | 28 | 40,저시정,운항부주의,추진기손상,1,1,1,0,0,0,모터보트,0.5
2019-10-17 11:23,인천,항계 내,37 | 27 | 11,126 | 36 | 43,양호,관리소홀,해양오염,1,0,0,0,0,0,예부선,70
2019-10-17 11:05,포항,영해,35 | 15 | 0,129 | 22 | 60,양호,운항부주의,부유물감김,1,1,1,0,0,0,어선,4.26
2019-10-17 10:29,군산,영해,35 | 49 | 37,126 | 26 | 23,양호,정비불량,추진기손상,1,3,3,0,0,0,모터보트,1
2019-10-17 08:09,목포,영해,34 | 46 | 60,126 | 18 | 0,양호,정비불량,기관손상,1,3,3,0,0,0,모터보트,1.7
2019-10-17 07:36,완도,항계 내,34 | 12 | 53,126 | 48 | 57,양호,정비불량,기관손상,1,4,4,0,0,0,낚시어선,2.82
2019-10-17 06:54,평택,영해,37 | 6 | 37,126 | 28 | 1,양호,운항부주의,추진기손상,1,8,8,0,0,0,낚시어선,9.77
2019-10-17 06:30,목포,영해,34 | 43 | 6,126 | 14 | 9,양호,관리소홀,기타,1,0,0,0,0,0,기타,0
2019-10-16 23:20,동해,공해,38 | 20 | 8,132 | 49 | 45,양호,운항부주의,충돌,1,12,12,0,0,0,어선,48
2019-10-16 23:20,동해,공해,38 | 20 | 8,132 | 49 | 45,양호,운항부주의,충돌,1,7,7,0,0,0,요트,90
2019-10-17 06:20,인천,항계 내,37 | 27 | 32,126 | 35 | 55,양호,관리소홀,해양오염,1,0,0,0,0,0,예부선,140
2019-10-17 05:00,서귀포,공해,30 | 10 | 60,126 | 19 | 0,양호,정비불량,키손상,1,9,9,0,0,0,어선,44
2019-10-16 20:55,목포,영해,34 | 58 | 40,125 | 54 | 21,양호,운항부주의,좌초/좌주,1,13,13,0,0,0,어선,29
2019-10-16 19:10,통영,영해,34 | 41 | 13,128 | 16 | 28,양호,운항부주의,좌초/좌주,1,4,3,2,1,0,모터보트,4.13
2019-10-16 19:00,창원,협수로,34 | 48 | 2,128 | 44 | 13,양호,운항부주의,부유물감김,1,8,8,0,0,0,어선,3
2019-10-16 15:26,제주,영해,33 | 19 | 60,126 | 7 | 60,양호,정비불량,기관손상,1,3,3,0,0,0,어선,4.35
2019-10-16 17:09,목포,영해,34 | 46 | 27,126 | 23 | 35,양호,운항부주의,부유물감김,1,2,2,0,0,0,요트,8
2019-10-16 17:05,여수,영해,34 | 5 | 26,127 | 46 | 40,양호,정비불량,화재,1,22,22,0,0,0,낚시어선,9.77
2019-10-16 15:02,제주,항계 내,33 | 22 | 60,126 | 13 | 0,양호,운항부주의,좌초/좌주,1,7,7,0,0,0,어선,9.77
2019-10-16 14:29,인천,영해,37 | 19 | 18,126 | 14 | 57,양호,정비불량,추진기손상,1,2,2,0,0,0,모터보트,1.02
2019-10-16 13:50,통영,협수로,34 | 50 | 22,128 | 10 | 11,양호,운항부주의,좌초/좌주,1,3,3,1,0,0,어선,4.71
2019-10-16 04:09,태안,영해,36 | 56 | 6,126 | 5 | 1,양호,운항부주의,부유물감김,1,3,3,0,0,0,예부선,60
2019-10-15 16:46,통영,협수로,34 | 53 | 59,128 | 28 | 42,양호,정비불량,기관손상,1,2,2,0,0,0,모터보트,3.98
2019-10-16 12:08,목포,영해,34 | 45 | 0,125 | 24 | 0,양호,정비불량,기관손상,1,1,1,0,0,0,어선,1.95
2019-10-16 06:00,통영,영해,34 | 42 | 48,128 | 43 | 22,양호,운항부주의,부유물감김,1,3,3,0,0,0,어선,4.4
2019-10-15 11:35,여수,항계 내,34 | 26 | 25,127 | 42 | 59,양호,정비불량,기관손상,1,1,1,0,0,0,모터보트,0.97
2019-10-15 11:21,완도,항계 내,34 | 10 | 60,126 | 31 | 0,양호,운항부주의,부유물감김,1,4,4,0,0,0,관공선,18
2019-10-15 09:26,동해,항계 내,37 | 18 | 38,129 | 17 | 37,양호,기타 ,전복,1,0,0,0,0,0,어선,1.04
2019-10-15 07:48,보령,영해,36 | 24 | 20,126 | 28 | 7,양호,운항부주의,부유물감김,1,9,9,0,0,0,낚시어선,6
2019-10-15 04:37,여수,항계 내,34 | 35 | 26,127 | 43 | 60,양호,정비불량,침수,1,0,0,0,0,0,어선,4.9
2019-10-14 22:55,통영,협수로,34 | 56 | 29,128 | 2 | 6,양호,운항부주의,접촉,1,2,2,0,0,0,예부선,20
2019-10-14 20:02,통영,항계 내,34 | 55 | 28,128 | 3 | 52,양호,관리소홀,해양오염,1,0,0,0,0,0,어선,39
2019-10-14 19:24,통영,협수로,34 | 53 | 3,128 | 28 | 23,양호,운항부주의,접촉,1,3,3,0,0,0,예부선,94
2019-10-14 16:39,통영,영해,34 | 26 | 34,128 | 22 | 1,양호,운항부주의,전복,1,2,2,1,0,0,어선,9.77
2019-10-14 13:17,울산,항계 내,35 | 29 | 53,129 | 23 | 53,황천5급,관리소홀,해양오염,1,0,0,0,0,0,유조선,499
2019-10-14 13:08,목포,영해,35 | 4 | 16,126 | 7 | 49,양호,기상악화,운항저해,1,2,2,0,0,0,어선,0.7
2019-10-14 10:40,서귀포,영해-EEZ,32 | 58 | 0,126 | 18 | 0,황천4급,운항부주의,부유물감김,1,10,10,0,0,0,어선,29
2019-10-14 12:59,통영,협수로,34 | 56 | 43,128 | 0 | 59,양호,관리소홀,운항저해,1,5,5,0,0,0,낚시어선,6.62
2019-10-14 12:57,완도,항계 내,34 | 21 | 51,126 | 56 | 8,양호,운항부주의,부유물감김,1,1,1,0,0,0,모터보트,1.94
2019-10-13 13:56,평택,영해,37 | 3 | 19,126 | 27 | 12,양호,운항부주의,충돌,1,14,14,1,0,0,낚시어선,4.97
2019-10-13 13:56,평택,영해,37 | 3 | 19,126 | 27 | 12,양호,운항부주의,충돌,1,4,4,2,0,0,고무보트,0.8
2019-10-14 09:58,창원,항계 내,34 | 59 | 42,128 | 34 | 49,양호,관리소홀,침수,1,0,0,0,0,0,요트,17
2019-10-13 17:38,군산,영해,35 | 48 | 51,126 | 26 | 34,양호,운항부주의,부유물감김,1,3,3,0,0,0,모터보트,1
2019-10-13 13:45,목포,영해,34 | 47 | 44,126 | 17 | 39,양호,정비불량,기관손상,1,1,1,0,0,0,어선,1.55
2019-10-13 13:02,보령,영해,36 | 20 | 15,126 | 23 | 7,양호,정비불량,기관손상,1,12,12,0,0,0,낚시어선,7.93
2019-10-13 09:26,군산,영해,36 | 5 | 35,126 | 25 | 48,양호,정비불량,추진기손상,1,2,2,0,0,0,고무보트,1
2019-10-13 07:48,평택,영해,37 | 9 | 39,126 | 35 | 12,양호,관리소홀,운항저해,1,0,0,0,0,0,모터보트,2.97
2019-10-13 07:11,보령,영해,36 | 18 | 50,126 | 29 | 21,양호,정비불량,추진기손상,1,10,10,0,0,0,낚시어선,4.03
2019-10-13 06:20,평택,영해,37 | 10 | 31,126 | 27 | 15,양호,정비불량,기관손상,1,2,2,0,0,0,어선,4.97
2019-10-13 07:05,제주,영해-EEZ,33 | 12 | 0,125 | 36 | 0,황천4급,정비불량,기관손상,1,8,8,0,0,0,어선,29
2019-10-13 06:38,평택,영해,37 | 6 | 24,126 | 36 | 54,양호,관리소홀,운항저해,1,0,0,0,0,0,어선,0.67
2019-10-13 06:02,부산,항계 내,0 | 0 | 0,0 | 0 | 0,양호,관리소홀,운항저해,1,0,0,0,0,0,예부선,395
2019-10-13 06:01,속초,항계 내,38 | 7 | 22,128 | 37 | 56,풍랑경보,기타 ,침수,1,0,0,0,0,0,어선,2.32
2019-10-13 02:22,목포,영해,34 | 21 | 20,125 | 55 | 54,저시정,운항부주의,좌초/좌주,1,13,13,0,0,0,어선,79
2019-10-13 00:15,동해,항계 내,37 | 13 | 33,129 | 20 | 39,양호,관리소홀,운항저해,1,0,0,0,0,0,어선,1.26
2019-10-12 15:25,완도,항계 내,34 | 28 | 27,126 | 59 | 9,양호,정비불량,기관손상,1,1,1,0,0,0,어선,1.93
2019-10-12 12:31,보령,영해,36 | 21 | 30,126 | 27 | 36,양호,정비불량,추진기손상,1,9,9,0,0,0,낚시어선,4.99
2019-10-12 11:23,평택,영해,37 | 5 | 59,126 | 26 | 39,양호,정비불량,기관손상,1,14,14,0,0,0,낚시어선,7.93
2019-10-12 08:50,평택,영해,37 | 2 | 48,126 | 39 | 15,양호,운항부주의,좌초/좌주,1,13,13,0,0,0,낚시어선,7.93
2019-10-12 09:37,창원,협수로,35 | 8 | 32,128 | 36 | 11,양호,정비불량,기관손상,1,1,1,0,0,0,어선,1.59
2019-10-12 09:33,보령,영해,36 | 31 | 6,126 | 27 | 19,양호,정비불량,추진기손상,1,2,2,0,0,0,고무보트,0.1
2019-10-12 07:00,제주,항계 내,33 | 30 | 0,126 | 28 | 0,풍랑주의보,관리소홀,침수,1,0,0,0,0,0,어선,4.15
2019-10-11 20:58,목포,영해,35 | 22 | 60,125 | 54 | 0,저시정,운항부주의,부유물감김,1,3,3,0,0,0,어선,40
2019-10-12 05:41,동해,항계 내,37 | 10 | 31,129 | 20 | 35,양호,기타 ,침수,1,0,0,0,0,0,어선,3.3
2019-10-12 04:33,완도,항계 내,34 | 13 | 33,126 | 46 | 5,양호,정비불량,기관손상,1,1,1,0,0,0,어선,2.75
2019-10-11 14:50,속초,항계 내,37 | 53 | 15,128 | 49 | 49,양호,운항부주의,충돌,1,0,0,0,0,0,예부선,43
2019-10-11 19:50,목포,영해,34 | 34 | 0,126 | 13 | 0,양호,운항부주의,부유물감김,1,1,1,0,0,0,기타,4
2019-10-11 14:50,속초,항계 내,37 | 53 | 15,128 | 49 | 49,양호,운항부주의,충돌,1,3,3,2,0,0,어선,16
2019-10-11 12:26,완도,항계 내,34 | 17 | 18,126 | 34 | 50,양호,정비불량,기관손상,1,2,2,0,0,0,어선,2.48
2019-10-11 12:25,제주,영해,33 | 28 | 60,126 | 25 | 60,양호,정비불량,기관손상,1,3,3,0,0,0,모터보트,1
2019-10-11 08:29,통영,항계 내,34 | 54 | 41,128 | 0 | 8,양호,운항부주의,부유물감김,1,2,2,0,0,0,모터보트,0.65
2019-10-11 02:46,포항,영해-EEZ,36 | 37 | 0,130 | 4 | 60,황천6급,정비불량,기관손상,1,5,5,0,0,0,어선,40
2019-10-11 01:59,서귀포,영해,33 | 13 | 27,126 | 33 | 9,양호,운항부주의,침수,1,3,3,0,0,0,어선,9.77
2019-10-10 19:12,인천,영해,37 | 32 | 39,126 | 4 | 36,양호,안전부주의,작업 중 인명사상,1,3,3,3,0,0,어선,9.77
2019-10-10 14:45,동해,공해,37 | 25 | 0,133 | 22 | 60,양호,운항부주의,부유물감김,1,14,14,0,0,0,어선,89
2019-10-10 17:44,보령,영해,36 | 12 | 16,125 | 55 | 29,양호,정비불량,추진기손상,1,1,1,0,0,0,어선,3.81
2019-10-10 17:19,창원,영해,35 | 4 | 37,128 | 42 | 31,양호,정비불량,기관손상,1,2,2,0,0,0,어선,2.82
2019-10-10 14:10,부산,영해,34 | 58 | 39,128 | 59 | 31,양호,정비불량,기관손상,1,1,1,0,0,0,모터보트,0.2
2019-10-10 13:03,목포,영해,34 | 9 | 29,125 | 57 | 3,양호,정비불량,기관손상,1,4,4,0,0,0,낚시어선,9.77
2019-10-10 11:48,군산,영해,36 | 5 | 21,126 | 28 | 0,양호,정비불량,운항저해,1,3,3,0,0,0,고무보트,0.5
2019-10-10 08:47,포항,영해,36 | 2 | 59,129 | 30 | 7,양호,정비불량,운항저해,1,2,2,0,0,0,모터보트,1.29
2019-10-09 20:28,포항,영해-EEZ,36 | 19 | 60,130 | 13 | 60,양호,정비불량,기관손상,1,5,5,0,0,0,어선,9.77
2019-10-10 08:33,목포,영해,34 | 41 | 48,125 | 27 | 8,양호,운항부주의,전복,1,2,2,0,0,0,모터보트,1
2019-10-10 06:35,창원,영해,34 | 59 | 38,128 | 48 | 28,양호,정비불량,기관손상,1,1,1,0,0,0,어선,1.07
2019-10-09 17:32,목포,영해,34 | 0 | 0,125 | 45 | 0,양호,화기취급부주의,화재,1,12,12,1,0,0,어선,39
2019-10-09 16:06,창원,영해,35 | 4 | 14,128 | 26 | 27,양호,운항부주의,충돌,1,1,1,1,0,0,모터보트,1.24
