f_01,f_03
0.9652513014230152,0.8434356090969609
0.9923963901003312,0.92572690658066
0.9942883409819924,0.9436165171132888
0.9930692364567036,0.931376833743956
0.8525188541651998,0.9493560987061751
0.9999532226507306,0.9682821732904596
0.999148893363654,0.9684316175505056
0.25728865848927873,0.12335618598420718
0.8173243240480135,0.8326082788931893
0.7683993880944027,0.7001999873144105
0.4549001009426262,0.31828877945834283
0.9998267550234534,0.9682755364529824
0.999469776334828,0.96826543809969
0.9817197012499486,0.94365637059458
0.9834818811554412,0.9481330016847016
0.9616090096453932,0.966093024983024
0.9260156544016136,0.9378395355160076
0.9240222521297196,0.9282818419842566
0.8311454152507276,0.9150752084453132
0.7875339039334059,0.7453130159192377
0.7515700793170237,0.6113218281558461
0.9828583921361584,0.9470803489107176
0.9780820028151284,0.9335572030667604
0.9913942577283414,0.9670428287235868
0.981368714402196,0.9428705088311136
0.9584738542587544,0.9210416975083052
0.9593730282382802,0.9270284706307544
0.9773135884052356,0.9623346643362986
0.8569916367886394,0.909885940368908
0.9566165403163848,0.9522293126778087
0.7793989129908512,0.5394570193073116
0.7570570864983595,0.7333893327866006
0.7062247438481999,0.5266585188903274
0.7009703695873544,0.4772858562809363
0.5917527337743842,0.7705732046113283
0.8663489150451966,0.7777390565601866
0.9266951556798406,0.9452796619662529
0.9755107314955076,0.8860879333563156
0.9635286170320091,0.8628628473226874
0.8629748455527666,0.7637433837601969
0.8658284567544854,0.7317561872373987
0.011279706751350677,0.12314224811038993
0.877439607548649,0.8910799096690969
0.7484077255541091,0.8205974584598505
0.6102960948339866,0.6485913977155503
0.9281632531418464,0.8972583525498703
0.7458247357851351,0.7583769758417556
0.8891490148883141,0.8630709858267717
0.6046926988562986,0.5769813913934754
0.7497888629593414,0.7888952942856019
0.5408697558492421,0.4784496669211434
0.9762438579411448,0.9635612947512191
0.6324432889742606,0.5501193212111353
0.8383563727049441,0.7195800704008151
0.8626352998659566,0.730615805324542
0.9135388212455198,0.7911104032601635
0.8416674736161285,0.7551592989251117
0.985553394367004,0.9232503993469314
0.988194421805922,0.9296745859251608
0.8833960881211959,0.7977393279491811
0.9875997105012544,0.9273430754142346
0.967783306292489,0.8746316037379677
0.9868834865926472,0.9227254302735558
0.9681543302419132,0.8766943693538032
0.9486705395096924,0.8333335009867994
0.9849667123702266,0.916430783854002
0.9537916344931738,0.8452624326652527
0.9840733976153776,0.9133626171132592
0.9791835370543156,0.8956946154543327
0.9338310282548692,0.8127533221622402
0.8290025665815286,0.8586620232793428
0.7753998836449605,0.8273249550104409
0.8878224189078483,0.9563616778439534
0.8442069532166709,0.9020692673133266
0.8291587522928134,0.7603489602353516
0.7402433299840108,0.8706783935376068
0.8119060482244573,0.9334187624342468
0.8422201214745071,0.9323837415560852
0.8067279282765314,0.8714602500653845
0.8368735186770864,0.9024409840950541
0.5211362970433049,0.5886138157047581
0.8088506313398982,0.8786068930968522
0.7410038235901739,0.5907822907572826
0.8955972483730645,0.9290365996753512
0.5864600213767663,0.7979532276402724
0.5315346124414629,0.6136830736643961
0.6988471119471664,0.7431575594532458
0.6206279333497038,0.5698205865131488
0.698760260394554,0.8254474065174424
0.8978110225952922,0.9319810989958742
0.922548403947198,0.9558452475959844
0.9383937969955632,0.9591792949321244
0.9504510325063034,0.9650559916342932
0.7813378341180675,0.740447492629641
0.8432507904407545,0.7681286254467036
0.9003101507040812,0.9179744322918484
0.957372030675139,0.9571412271313214
0.9409020515098668,0.9378455392058964
0.9259482492057978,0.9022818346091396
0.8562218600487292,0.762381373510782
0.961759275851912,0.9323218750564328
0.821280747426812,0.8254389172057633
0.9473690923824678,0.8848289640821924
0.9144238535161038,0.8378096946144095
0.9267805484542933,0.9044021639827424
0.8841842261762959,0.8962412463759457
0.9052183605243151,0.9286610098136092
0.9561699854151118,0.8809928465467831
0.9106807734292309,0.8447272913815342
0.9544174020998304,0.8842848398224101
0.9137668005431188,0.8487649394157821
0.9801188549753644,0.9208359077382312
0.7716291832211866,0.5865616470619643
0.6056662946340303,0.4102582759998011
0.8828552913283667,0.7198799499864273
0.8054804438852168,0.6521233720840236
0.8000873530829551,0.6540187687011675
0.9663717153861601,0.8948304054085521
0.9396749900127948,0.8685370806177297
0.8061308539923648,0.7689130352836555
0.7214973072643005,0.7171553110081844
0.7148229752207358,0.6934124584703663
0.5193389859017892,0.4861915017366898
0.9913983447183936,0.9525172396212344
0.983782485904586,0.9628540594901726
0.9290557601434994,0.8912108939061313
0.9144315693675298,0.8759136353054979
0.8361580422415862,0.8122730093051875
0.9086042931383128,0.8819579249704879
0.999809068845263,0.9976770910947156
0.9997084854883159,0.9966245173432091
0.9998577872134068,0.9983308305125794
0.8934063926407751,0.9633205655203876
0.7231527793557764,0.676785603468736
0.6769858021582393,0.4610298063755735
0.7132227799711157,0.8216553558899291
0.06503627269979373,0.5042326871863063
0.7586476851577688,0.6630044372173112
0.8688071732534641,0.8207774674933246
0.9442702135535488,0.9720694670243428
0.9374305935052208,0.9526060607633048
0.9779194515264172,0.9030925669937304
