id,duration,length,f_00,f_01,f_02,f_03,f_04,f_05,f_06,f_07,f_08,f_09,f_10,f_11
105.0,0.0,0.0,0.25573319829270047,0.7768917775511646,0.8745774516451219,0.474784562046605,0.42857142857142855,0.0,0.9298941798941797,0.5760076090545724,0.22310845133162535,0.1254224719700839,0.5252154379533949,0.2634148236692975
106.0,0.0,86.95401083331349,0.31389712797511393,0.7542947884946514,0.8534211131224323,0.6959539148832261,0.8571428571428571,0.0,0.8465608465608463,0.4072933012468879,0.24570541466341334,0.14657883382676015,0.30404608511677395,0.2364820087436634
107.0,0.0,43.73785545725808,0.35115387397815223,0.7028818974775,0.8760276136676789,0.4601885620107167,0.42857142857142855,0.0,0.9285714285714285,0.41247200337378453,0.29711824166936646,0.12397233034910077,0.5398114379892833,0.2802827608547113
108.0,1.0,153.0522786501397,0.154452723721334,0.6975675138163855,0.8741673669954515,0.4038817009145329,0.14285714285714285,0.0,0.9365079365079365,0.4937896492834778,0.30243272256562714,0.12583254020120285,0.5961182990854671,0.29562257381188234
109.0,1.0,70.83078426785913,0.1280474571366562,0.58710252018333,0.9346700788899547,0.7383601169229556,0.2857142857142857,0.0,0.9338624338624336,0.6080001548737833,0.4128977096612607,0.065329811193205,0.26163988307704444,0.1902263568088513
110.0,1.0,170.29973576021783,0.3099905953845041,0.8648348222053759,0.9870149538087112,0.7465323849149078,0.2857142857142857,0.0,0.5,0.4663035125770052,0.1351653326228699,0.01298494286780215,0.253467615085092,0.08745566219414155
111.0,2.0,45.69463863518345,0.37032482095058966,0.9258702679725803,0.9641565591225765,0.9376034168988203,0.7142857142857142,0.0,0.40079365079365076,0.12872360903433322,0.07412994533948226,0.03584336316767481,0.062396583101179584,0.05199747631736981
112.0,0.0,0.0,0.24206033422556608,0.9752433589714169,0.9999512333437393,0.8700984401619816,0.0,0.0,0.5,0.6735244147299927,0.024756704841253273,4.8658895721057134e-05,0.1299015598380185,0.014492150792721635
113.0,1.0,32.2490309931942,0.2848875063300296,0.9631243986215745,0.9999281420180073,0.8436114811014894,0.0,0.0,0.5,0.5955974927166424,0.03687570715185889,7.171388880653786e-05,0.15638851889851035,0.018276323117013396
114.0,1.0,225.41073621280773,0.4967807277725529,0.8614222179842315,0.9979194746399933,0.7305710742898097,0.5714285714285714,0.0,0.9722222222222222,0.38530859371304826,0.13857780251127574,0.0020804257694556788,0.26942892571019006,0.04198136788648262
115.0,2.0,26.87005768508881,0.5311437459306951,0.864308419840577,0.9974475385926418,0.6940914003918307,0.5714285714285714,0.0,0.9841269841269841,0.4071890254325191,0.135691667891127,0.002552329964016867,0.30590859960816924,0.04538048146632567
116.0,2.0,141.19844191774922,0.7183679374954787,0.0,0.9293012169717526,0.0,0.7142857142857142,0.0,0.0,0.13370970889228506,1.0,0.07069869954493446,1.0000000000000002,0.272190774901184
117.0,3.0,79.39773296511683,0.8176228025754178,0.8760521798020742,0.9304891797187546,0.8757915201374931,0.8571428571428571,0.0,0.5119047619047619,0.2099826382968989,0.12394792081834365,0.06951070575931183,0.12420847986250687,0.0923331770153806
118.0,3.0,26.925824035672523,0.7818852636909498,0.7455466445293968,0.9129866754526399,0.7954100827142112,0.8571428571428571,0.0,0.6468253968253967,0.20223524227737488,0.2544533873990459,0.08701317626382798,0.20458991728578876,0.1313473366385119
119.0,4.0,65.94694837519019,0.8642118208782463,0.6058576621174789,0.9658729148185413,0.5992464395529278,0.8571428571428571,0.0,0.19047619047619047,0.16703858007139594,0.39414233715662467,0.034126966069707367,0.4007535604470722,0.11389124807436608
120.0,4.0,155.24174696260025,0.9035665195688345,0.9273551323498945,0.9932085971144968,0.8828377012971098,0.8571428571428571,0.0,0.8373015873015872,0.17843963343311398,0.07264489814443778,0.0067913214072557225,0.11716229870288988,0.025326995807638333
121.0,5.0,95.96353474106714,0.8454749330825434,0.7429341548315556,0.9037588957736683,0.7244509752455329,0.8571428571428571,0.0,0.40079365079365076,0.22895389579062286,0.25706585255486336,0.09624099317172939,0.27554902475446696,0.1469165846888861
122.0,4.0,152.26621424334422,0.75692686102872,0.8878953184819665,0.9927550682407562,0.8438488518491634,0.8571428571428571,0.0,0.7142857142857142,0.2675201517411091,0.11210476332940829,0.007244824190929511,0.15615114815083642,0.03377298247919452
123.0,6.0,186.68154702594467,0.6275048831657383,0.6001902706161764,0.9569203779771857,0.5175790862855155,0.5714285714285714,0.0,0.01984126984126984,0.37666741756985866,0.39980978929106115,0.043079524662027927,0.4824209137144846,0.13050502486886556
124.0,6.0,64.4980619863884,0.5765752730955652,0.7469435556925046,0.9862630804767827,0.7592554728498387,0.8571428571428571,0.0,0.1349206349206349,0.12432520458628793,0.25305648851231566,0.013736823503648953,0.2407445271501613,0.06373620704748391
125.0,8.0,33.60059523282288,0.5710048469941401,0.5356384155935086,0.9830607676001824,0.4052089642338893,0.2857142857142857,0.0,0.011904761904761904,0.30594102652719524,0.464361579524954,0.016939137825123133,0.5947910357661107,0.12274640843665928
126.0,7.0,297.2541000558277,0.8292700571511248,0.975984858341429,0.998996973755651,0.9584526339236021,0.8571428571428571,0.64,0.5714285714285714,0.29109264554120795,0.024015209173235935,0.0010028799504629832,0.04154736607639791,0.007399169901033824
127.0,5.0,233.07724041613326,0.5260797222021267,0.6282577959556155,0.9997165830595613,0.48694434279438226,0.42857142857142855,0.0,1.0,0.41508230859613293,0.37174220464414903,0.0002833192992809995,0.5130556572056177,0.08875734403597454
128.0,9.0,112.29425630903835,0.5005425739709181,0.8365225813445294,0.9988773477168607,0.6802051952901839,0.42857142857142855,0.0,0.9960317460317459,0.4287472800841773,0.16347749254907556,0.0011225631720235664,0.3197948047098161,0.048422666979497986
129.0,10.0,46.01086828130936,0.531650148303552,0.8610787943983573,0.9974753964292138,0.6927908562734827,0.42857142857142855,0.0,0.992063492063492,0.34882167229807404,0.13892123217367952,0.002524519685997462,0.30720914372651725,0.045839447995594224
130.0,9.0,53.009433122794285,0.5936482673804528,0.9125636770662329,0.9972849418924135,0.7617816852668257,0.7142857142857142,0.0,0.9166666666666666,0.1383587162811284,0.08743634523650298,0.0027149630261258232,0.23821831473317442,0.03394810623682682
131.0,7.0,143.17821063276355,0.4329016855964697,0.8398714978299469,0.9997356285132415,0.720781388117303,0.7142857142857142,0.0,0.8888888888888888,0.38635571868145224,0.16012860064926432,0.00026426684263848626,0.279218611882697,0.04357058809262939
132.0,11.0,167.6305461424021,0.3948491644360847,0.9854007175509281,0.9999809545463201,0.9124802300014307,0.0,0.0,0.5,0.3774871046676186,0.014599331011045023,1.8963508746714554e-05,0.08751976999856927,0.009499360466922244
133.0,7.0,104.13932974625868,0.26311220429718585,0.9880719077580149,0.9999984557740258,0.9198066686052813,0.0,0.0,0.5,0.5769988892645849,0.011928179981904187,1.401342267388617e-06,0.0801933313947186,0.008519677240371719
134.0,12.0,116.70903992407787,0.3662736019677349,0.8820766884230866,0.9998497982869234,0.7693416166530375,0.14285714285714285,0.0,0.5,0.5368795396552782,0.11792338206959971,0.0001500671476333971,0.23065838334696254,0.03427927496499131
135.0,8.0,107.8702924812944,0.3204080156261303,0.9874704043470082,0.9999986616708225,0.9171477065087537,0.0,0.0,0.5,0.7093751656808497,0.01252963702122668,1.2489355857483759e-06,0.08285229349124633,0.008826880821699735
136.0,10.0,58.69412236331676,0.34131519930550525,0.9674276800336938,0.9999240240820764,0.8570331135946085,0.0,0.0,0.5,0.47008769068009604,0.032572338199721156,7.583890297481493e-05,0.14296688640539132,0.01658404818098635
137.0,8.0,59.09314681077663,0.2783766186790132,0.9867460005553015,0.9999967056512553,0.9118815310629471,0.0,0.0,0.5,0.6608604580612135,0.013254059060622967,3.2128981854149397e-06,0.08811846893705264,0.0093841490502109
138.0,13.0,70.2922470831599,0.3656225132026333,0.9678029413905778,0.9999203694139378,0.859385586620496,0.0,0.0,0.5,0.6023893900898817,0.03219715490477054,7.95133994515617e-05,0.1406144133795038,0.01633360591486162
139.0,14.0,24.69817807045693,0.36424799247630757,0.948096629281165,0.9998922130270109,0.8099348528922651,0.0,0.0,0.5,0.41584292806486756,0.051903430486194724,0.00010768956230278466,0.1900651471077348,0.023050576379715436
140.0,9.0,75.66372975210777,0.2784489618751356,0.9848073351493016,0.9999858445952379,0.9047028260293648,0.0,0.0,0.5,0.717541127899126,0.015192730448744324,1.4057014215280408e-05,0.0952971739706352,0.010260382674449358
141.0,15.0,93.50935782048771,0.3998408449685307,0.953276211502788,0.9998909776462315,0.8235391566414572,0.0,0.0,0.5,0.5934740279525178,0.0467238241836903,0.00010890218546640436,0.17646084335854284,0.021238959614841832
142.0,13.0,96.40020746865642,0.27295087896983283,0.9839038179840363,0.9999813663399131,0.9012037471998977,0.0,0.0,0.5,0.6760070700762072,0.016096200005081156,1.8548003809977703e-05,0.09879625280010225,0.010681972735399746
143.0,15.0,25.079872407968914,0.29950083194675536,0.9789581110776056,0.9999516142528129,0.8810543434068139,0.0,0.0,0.5,0.6413152876043556,0.0210419468580536,4.830360016285886e-05,0.11894565659318611,0.013084095219404953
144.0,14.0,49.72926703662542,0.31570570787817404,0.9330876382507347,0.999889227523461,0.7864642679741112,0.0,0.0,0.5,0.5059973992643936,0.0669124535513881,0.0001106769388715011,0.21353573202588885,0.026874981983207258
145.0,0.0,0.0,0.31990161325327343,0.8270619468400677,0.957129816198627,0.8388206676554042,0.8571428571428571,0.06666666666666667,0.44973544973544965,0.5304540375749317,0.17293811429994102,0.04287009156083973,0.16117933234459592,0.08358304250622742
146.0,1.0,50.56678751908213,0.374159010345077,0.7728470759061967,0.9183639791395002,0.8030824299966748,0.7142857142857142,0.0,0.5767195767195767,0.45816042944036206,0.2271530064127392,0.0816359285010746,0.19691757000332522,0.1332138287768444
147.0,1.0,216.13421755936747,0.36019677349345275,0.8865535716528485,0.9733226315316248,0.9502418588161232,0.8571428571428571,0.0,0.4246031746031746,0.40401037302362675,0.11344649300793032,0.026677267950478707,0.04975814118387674,0.0436306938653385
148.0,1.0,135.0,0.4480937567821745,0.8424399804364151,0.9693021980288087,0.8883242903327191,0.8571428571428571,0.0,0.4907407407407408,0.35189398097560365,0.1575600328388517,0.030697715358100612,0.11167570966728106,0.0625500693140284
149.0,1.0,165.3027525481654,0.6670766114446933,0.8272199163243386,0.9692858601180032,0.7266999171795038,0.5714285714285714,0.0,0.40079365079365076,0.3741590452559235,0.1727801692124331,0.030714017239081334,0.27330008282049617,0.0885378926540513
150.0,2.0,111.36426715962351,0.7905664472256384,0.737289004653241,0.9579613818856565,0.8525246903929522,0.8571428571428571,0.0,0.4841269841269841,0.32123066580107473,0.26271101459279983,0.042038541208205,0.14747530960704786,0.0927731858847444
151.0,2.0,87.00574693662483,0.6905158069883525,0.8097701717764196,0.588787303550289,0.9240767001465131,0.8571428571428571,0.0,0.5462962962962963,0.14708372005947679,0.1902298761465386,0.41121264684147807,0.07592329985348685,0.4256172004457388
152.0,3.0,155.7080601638849,0.7379729436446504,0.8404304573945145,0.7503078224024745,0.9228963146105058,0.8571428571428571,0.0,0.40079365079365076,0.1952602352541568,0.15956960453665534,0.24969210703758307,0.07710368538949391,0.26718273197299586
153.0,2.0,122.18837915284742,0.7189466830644577,0.8045329133170043,0.8077239971890724,0.8534163556299481,0.8571428571428571,0.0,0.6388888888888888,0.3388497585706909,0.19546717087712917,0.19227592480321945,0.14658364437005175,0.22735396706155706
154.0,2.0,306.6349621292393,0.4455617449178904,0.8350227918688942,0.9542616223486132,0.8887482132910864,0.8571428571428571,0.0,0.5211640211640212,0.37497175863360843,0.16497720877370947,0.045738301225164396,0.11125178670891347,0.0778673701707442
155.0,3.0,101.40019723846693,0.32221659552919046,0.5156795839897106,0.9854892482515034,0.5308452393607332,0.7142857142857142,0.0,0.19047619047619047,0.5033011874903341,0.4843204709161051,0.014510631121687649,0.4691547606392667,0.14373857546797145
156.0,4.0,62.128898268036274,0.35795413441365836,0.8066798594455693,0.9658533546228699,0.8615667168867527,0.8571428571428571,0.0,0.48544973544973535,0.602681098380711,0.19332016390708734,0.03414654685759834,0.13843328311324724,0.07459775645695617
157.0,3.0,226.71568097509262,0.26665702090718363,0.7380581837399103,0.8550415003215295,0.5333182683026606,0.7142857142857142,0.0,0.6944444444444444,0.4860896283623175,0.26194183555165124,0.14495840523810902,0.46668173169733945,0.23839206907136973
158.0,5.0,86.83317338436964,0.34681328221080804,0.8944171962495568,0.9576003315580822,0.9190790796673804,0.8571428571428571,0.0,0.4722222222222222,0.5689818610680967,0.1055828810703057,0.04239958128777194,0.08092092033261951,0.062232684211547776
159.0,5.0,243.28584011405187,0.3298849743181653,0.5817493605314799,0.7810078995332675,0.769585557724032,0.7142857142857142,0.0,0.5595238095238095,0.550053490852877,0.41825063731587175,0.21899205680903866,0.2304144422759679,0.2951413308626918
160.0,5.0,17.464249196572982,0.3529624538812125,0.526196656948688,0.8206647138000658,0.559435377123513,0.5714285714285714,0.0,0.6296296296296295,0.5552222933771437,0.4738033254172954,0.17933523739813825,0.4405646228764869,0.29576334572001656
161.0,4.0,37.947331922020545,0.31563336468205155,0.6954200067772629,0.9689336736475199,0.7070940510032134,0.7142857142857142,0.0,0.40079365079365076,0.5231680400348729,0.3045800587657595,0.03106622743338324,0.29290594899678657,0.10941810655336257
162.0,3.0,46.09772228646443,0.3366128915575489,0.6163074989717656,0.9581594031297298,0.5094125742032456,0.5714285714285714,0.0,0.2169312169312169,0.464706706672794,0.3836925375018902,0.04184048184753307,0.49058742579675435,0.15958764536288755
163.0,7.0,112.538882169675,0.3751718150907906,0.6953321633064264,0.9285005563938838,0.8009411871183433,0.8571428571428571,0.0,0.5833333333333333,0.48085306855782795,0.3046679266188115,0.07149937052150244,0.1990588128816567,0.13420904461898217
165.0,0.0,0.0,0.5088620415249945,0.8966562536466809,0.5723318668533033,0.9224371224683161,0.7142857142857142,0.0,0.5529100529100529,0.4158647071906534,0.10334375064344906,0.42766813714719415,0.07756287753168382,0.4032487746963486
166.0,1.0,44.147480109288225,0.5484337698039499,0.9216761568262022,0.5533156505183792,0.9496528979478731,0.5714285714285714,0.0,0.544973544973545,0.3704623796400812,0.07832377578238654,0.44668430447460994,0.05034710205212689,0.4042488066000879
167.0,1.0,241.96074061715055,0.30622874918613896,0.9377025176714262,0.6051049747007091,0.9534551992685318,0.7142857142857142,0.0,0.4841269841269841,0.4284628315019434,0.062297432956807564,0.3948949426898801,0.04654480073146805,0.35550303454768034
168.0,1.0,75.05997601918081,0.3515879331548867,0.9498974570144365,0.6033757504549604,0.9601572551720448,0.7142857142857142,0.0,0.45634920634920634,0.5152439581075217,0.05010254798781622,0.3966242186341418,0.03984274482795517,0.3514166564671718
169.0,2.0,246.33716731342025,0.13564349272950868,0.7788528427983534,0.6791194167920528,0.7040033658318395,0.7142857142857142,0.0,0.3664021164021163,0.8053647926572228,0.2211471057452317,0.32088055276676547,0.2959966341681604,0.40700722073528683
170.0,2.0,37.65634076752546,0.1678362150039788,0.8414728974725003,0.6141063193776849,0.7355722061199645,0.5714285714285714,0.0,0.376984126984127,0.7624155866383523,0.15852707916441244,0.3858936277298142,0.26442779388003546,0.4330845019538696
171.0,4.0,347.5413644445795,0.5116834261737684,0.8991839239132144,0.5715918222923362,0.906463273888108,0.7142857142857142,0.0,0.5224867724867724,0.38786889494255705,0.10081605613909111,0.42840813032995073,0.09353672611189183,0.4070840949973205
172.0,6.0,22.803508501982762,0.5071981480141793,0.9568974988388541,0.5765183355328498,0.9511308927697653,0.5714285714285714,0.0,0.5066137566137566,0.39047233644041535,0.0431024895064777,0.42348158556586857,0.04886910723023473,0.37366348569407765
173.0,6.0,188.66372200293304,0.723287274831802,0.9402394185747482,0.5054059367248712,0.9291252005030175,0.7142857142857142,0.0,0.6124338624338624,0.29468939116783865,0.059760532203621666,0.4945940244827487,0.07087479949698262,0.44313975495871216
174.0,7.0,61.326992425847855,0.7886855241264561,0.9251148311945774,0.5027846234287497,0.8885667118786993,0.5714285714285714,0.0,0.6362433862433863,0.31565817948067554,0.07488518209598201,0.497215338118895,0.11143328812130078,0.46025365251652733
175.0,7.0,96.42095207992918,0.9056644722563842,0.8545921076714151,0.466571083059544,0.7290177749967957,0.5714285714285714,0.0,0.6904761904761905,0.30869948480268006,0.14540790632302605,0.5334288831855573,0.27098222500320424,0.5524225509003484
176.0,5.0,340.6537831875642,0.610648918469218,0.9613348500679983,0.4870499284680556,0.9228257592015339,0.7142857142857142,0.0,0.4087301587301587,0.2548025062274001,0.038665153172388736,0.5129500762999872,0.0771742407984658,0.4532568642815126
177.0,9.0,193.644003263721,0.7542501627721911,0.8192519379764618,0.5114788215594857,0.8009315055158481,0.7142857142857142,0.0,0.5873015873015872,0.2970772413195334,0.18074798857056593,0.48852113886038717,0.19906849448415181,0.5083517543547025
178.0,10.0,263.1539473388153,0.40721985097301594,0.9467803185264734,0.5931472093964019,0.8686626535485826,0.7142857142857142,0.0,0.4126984126984127,0.4064171864141374,0.05321965824577797,0.4068527816091827,0.13133734645141734,0.3838536127294054
179.0,11.0,157.08914666519772,0.2087824640092599,0.9134588171542544,0.5899336751443898,0.8150397105100012,0.7142857142857142,0.0,0.40079365079365076,0.6693121338109488,0.08654118081404259,0.4100662750986752,0.18496028948999874,0.4104550357384528
180.0,13.0,41.303752856126756,0.24126455906821967,0.9259566360047757,0.5789948930861633,0.8909848332683061,0.7142857142857142,0.29333333333333333,0.4616402116402115,0.5248814412589479,0.07404337367749046,0.4210050585758309,0.1090151667316937,0.3964604946981157
181.0,13.0,81.30190649671138,0.302105187007162,0.8828738276816921,0.5801216633052333,0.8816777465158916,0.7142857142857142,0.0,0.33201058201058203,0.5621589449399501,0.1171261453085132,0.4198783190951248,0.1183222534841083,0.4113962178136871
182.0,15.0,27.459060435491967,0.3344425956738769,0.9041481896428842,0.6117528984035427,0.9186507396699704,0.7142857142857142,0.0,0.503968253968254,0.5338946994667634,0.09585180289691841,0.3882470490092314,0.08134926033002957,0.3693024501148571
183.0,13.0,81.8413098624405,0.23641756492801844,0.9556817252047964,0.5584075812452338,0.8642877682213765,0.5714285714285714,0.0,0.41666666666666663,0.5558878766606307,0.04431828257851617,0.441592373087253,0.13571223177862346,0.41084128726803126
184.0,15.0,48.25971404805461,0.2312088548072054,0.9096729879254248,0.5675962920070619,0.8229288568452409,0.7142857142857142,0.0,0.38624338624338617,0.5571097076163362,0.09032700494134052,0.43240369201803064,0.1770711431547591,0.4281013412551205
185.0,16.0,72.56721022610694,0.2023439195543659,0.9539091259050323,0.5652970630697693,0.868042109152243,0.5714285714285714,0.0,0.4179894179894179,0.6452774385636161,0.04609084763099646,0.4347028903690452,0.13195789084775686,0.4047653108380024
186.0,0.0,0.0,0.071692107357303,0.9127942600803249,0.9740174714509113,0.8275335768462324,0.0,0.0,0.5,0.8575745269584879,0.08720575735857436,0.025982342493879013,0.17246642315376756,0.10654832621412358
187.0,0.0,167.35590817177626,0.23185994357230708,0.9799041111207714,0.9947748540457835,0.909726632434604,0.0,0.0,0.5,0.6598799024207168,0.020095862734294354,0.0052249829435561945,0.09027336756539604,0.04091745055417961
188.0,0.0,232.94849216082085,0.3586052231787601,0.7690333108928464,0.47838867382476624,0.5285048516115469,0.8571428571428571,0.0,0.5462962962962963,0.4631881076293597,0.23096662487590258,0.5216112291183636,0.471495148388453,0.5446204069856451
189.0,0.0,90.13878188659972,0.3043478260869565,0.6011749856815387,0.6282849390036815,0.32744035760757295,0.8571428571428571,0.0,0.7592592592592591,0.13517453109432187,0.3988249767343185,0.37171494449558445,0.6725596423924272,0.5939072295950104
190.0,0.0,232.1249663435624,0.5573319829270056,0.8815297152732653,0.46149968024330446,0.6805471917975676,0.7142857142857142,0.0,0.13359788359788358,0.34706538379549434,0.11847027592795474,0.5385001837112244,0.3194528082024323,0.45846338830818323
191.0,0.0,63.06346010171026,0.47630760326991245,0.8032711815983293,0.5911682735158083,0.6032744659880077,0.5714285714285714,0.0,0.015873015873015872,0.448583663851733,0.19672879277777025,0.40883161479806324,0.39672553401199223,0.44195965090871625
192.0,1.0,15.811388300841898,0.45568979237502716,0.7978164971355151,0.5509475285129641,0.6054360636901214,0.5714285714285714,0.0,0.03571428571428571,0.44960717276808515,0.20218350130518517,0.4490523444284777,0.39456393630987846,0.4657286284196366
193.0,1.0,469.2206304074875,0.0599725095854734,0.9659999675647375,0.9927985536441857,0.8800687584204283,0.0,0.0,0.5,0.9153169291784627,0.03400000912558014,0.007201264864899798,0.11993124157957163,0.05776331321244499
194.0,1.0,30.0,0.09947189466830644,0.9389983429970501,0.9840985904031465,0.8500826383995874,0.0,0.0,0.5,0.7123553860548036,0.061001636972768836,0.01590126135436303,0.14991736160041247,0.08325350172705007
195.0,1.0,125.60254774486064,0.25255009766331477,0.803929019939273,0.4856289008422091,0.7364667832684803,0.8571428571428571,0.0,0.20634920634920634,0.688294511858294,0.1960709788631722,0.5143710011617513,0.26353321673151964,0.4529282690042762
