id,duration,length,f_00,f_01,f_02,f_03,f_04,f_05,f_06,f_07,f_08,f_09,f_10,f_11
75.0,0.0,0.0,0.11603848658033707,0.9648667575260479,0.986085443015567,0.8214557628062731,0.0,0.0,0.5,0.5649604224886414,0.035133238607136415,0.013914446575129311,0.17854423719372695,0.06680798930139836
76.0,0.0,144.90341610879992,0.10844245098748458,0.9923218660860187,0.9990414474637039,0.9153045530466848,0.0,0.0,0.5,0.7876643031548712,0.007678077531925487,0.0009584710941405455,0.08469544695331511,0.020768594742386765
77.0,2.0,273.40263349134,0.3929682413369021,0.9942354246477025,0.9999054933703877,0.9357066898180961,0.0,0.0,0.5,0.5133933923892298,0.005764570784805716,9.435814861416052e-05,0.06429331018190386,0.013870742858413245
78.0,2.0,141.67568598739868,0.2678145120451421,0.993002396917138,0.9995346732398176,0.9217479905113424,0.0,0.0,0.5,0.5854362105905068,0.006997565519389343,0.00046526306412302844,0.07825200948865774,0.018368340732960595
79.0,4.0,214.4621178670023,0.2680315416335094,0.8508468103272413,0.7102180277622304,0.9422523733283752,0.2857142857142857,0.0,0.40079365079365076,0.5892895209186303,0.14915313759953158,0.2897819068780935,0.05774762667162479,0.3183634441997893
80.0,0.0,0.0,0.16052955219561602,0.9999650040586756,0.9967805359202475,0.9638365414973937,0.0,0.0,0.5,0.7320819942287516,3.5057751593086074e-05,0.0032193361202292464,0.036163458502606056,0.004628608333705623
81.0,0.0,71.1125867902441,0.24531577805107432,0.9991514886505237,0.9969113009757307,0.9640069746226763,0.0,0.0,0.5,0.6146208991171093,0.0008485971356421793,0.003088589990291612,0.035993025377323476,0.004586112672864679
82.0,0.0,226.88322987827902,0.4156116617232149,0.2488185821376082,0.9225297243064748,0.0002439846163360404,0.8571428571428571,0.0,0.8955026455026454,0.49389755495214416,0.751181432587709,0.07747016220405599,0.9997560153836639,0.314807388677041
83.0,0.0,90.44335243676012,0.5351226217174274,0.815250328894783,0.6580109080951997,0.8091077761755028,0.8571428571428571,0.0,0.40079365079365076,0.4982761491953712,0.18474971935249598,0.3419890024326717,0.19089222382449705,0.3829191798303021
84.0,0.0,157.68639763784319,0.33321276133979605,0.7657666287726876,0.8471588958885589,0.6581032548902526,0.8571428571428571,1.0,0.6309523809523809,0.6066160804305315,0.23423344093351392,0.1528410518729402,0.3418967451097474,0.22585218557014416
85.0,1.0,49.648766349225646,0.3923171525718006,0.44868691448101566,0.9092592227964618,0.22255410288367153,0.8571428571428571,0.0,0.8597883597883595,0.605166118631998,0.5513131120726967,0.09074067573029958,0.7774458971163283,0.2694176089007073
86.0,1.0,209.77368757782762,0.1589380018809231,0.9998370920640791,0.9967586696804549,0.9638289725418994,0.0,0.0,0.5,0.7049334339719603,0.00016298873885419452,0.0032412131724414996,0.03617102745810059,0.004668318204584352
87.0,1.0,49.49747468305833,0.22021268899659976,0.999476036376757,0.9968096291375987,0.9638174559141528,0.0,0.0,0.5,0.6297348424434243,0.0005240359423759996,0.003190257311881805,0.036182544085847146,0.004668709063902152
88.0,0.0,0.0,0.33133183824061346,0.981523240414435,0.9976456216057541,0.9357521405658717,0.0,0.0,0.5,0.704050829399708,0.01847684998635471,0.0023542834718963943,0.06424785943412835,0.016039513844029202
89.0,1.0,23.53720459187964,0.3221442523330681,0.9833055459055908,0.9983178231722609,0.940857497086028,0.0,0.0,0.5,0.6702302669570844,0.01669450009364662,0.001682073376424811,0.059142502913971925,0.01390212418648838
90.0,1.0,223.70739817896055,0.34551110468060475,0.9611828676942469,0.8050183691547673,0.9613399358222874,0.8571428571428571,0.0,0.5198412698412698,0.39373543245974096,0.03881719528631039,0.19498157377816852,0.03866006417771244,0.19687922414174738
91.0,2.0,35.0,0.3394342762063228,0.925183006214767,0.8430515636427627,0.9291183536182284,0.8571428571428571,0.0,0.5370370370370371,0.5584651832075459,0.07481701683479258,0.15694835376699728,0.0708816463817715,0.17660801855760783
92.0,2.0,34.205262752974136,0.37133762569630313,0.9231668376021269,0.8082558286145374,0.9182183191933107,0.8571428571428571,0.0,0.5198412698412698,0.43139872365523235,0.07683324141916646,0.1917440521294029,0.08178168080668904,0.21212830509288344
93.0,2.0,41.10960958218893,0.3481154597410114,0.8292292686543306,0.8511686330527943,0.9031568653254363,0.8571428571428571,0.0,0.42195767195767186,0.4501966391069062,0.17077078042023533,0.14883130389373841,0.09684313467456361,0.197757287641873
94.0,3.0,161.01242188104618,0.5331693554221225,0.7851196769740485,0.8046397661252879,0.70955223294875,0.5714285714285714,0.0,0.20238095238095238,0.5336290601295263,0.21488036949007028,0.19536015626707626,0.29044776705124997,0.2928958584491438
95.0,3.0,95.29428104561156,0.6596976054402083,0.7487451150482427,0.9332186094227397,0.5567425038645646,0.5714285714285714,0.0,0.07407407407407407,0.4843240892310582,0.25125489268207435,0.06678129217302335,0.44325749613543547,0.2128169115184846
96.0,3.0,313.517144666763,0.31751428778123414,0.9826749361141165,0.9982997351386849,0.9396570033229883,0.0,0.0,0.5,0.6720541037482756,0.01732510862843002,0.0017001487496925967,0.06034299667701155,0.014324432861809951
97.0,4.0,52.038447325030745,0.37640164942487153,0.9778439963852974,0.9981641212136432,0.9242345842275619,0.0,0.0,0.5,0.6614456895700206,0.022156027342047736,0.0018357502355676749,0.07576541577243824,0.01886333525567552
98.0,3.0,117.38824472663352,0.2626781451204514,0.9913082885143443,0.9985442067000576,0.9624231358050719,0.0,0.0,0.5,0.7725561895945495,0.008691785272406693,0.001455688686830123,0.03757686419492803,0.007217200123447682
99.0,4.0,55.54277630799527,0.3336468205165304,0.9811682449998789,0.9976283777490438,0.934855907573408,0.0,0.0,0.5,0.6749541923387193,0.018831842331475175,0.0023715473028353444,0.06514409242659196,0.0163301710977029
100.0,0.0,0.0,0.13282210808073502,0.9580119061801491,0.9656428663277662,0.9099613245777083,0.0,0.0,0.5,0.7375529546244012,0.041988138322186896,0.03435703312103745,0.0900386754222916,0.03961359465894605
101.0,0.0,15.297058540778355,0.152137741445417,0.9589213494873949,0.9651981910162768,0.9167889167067178,0.0,0.0,0.5,0.6963161598693429,0.0410786743394609,0.03480170025433516,0.08321108329328211,0.03831889709727583
102.0,0.0,66.46803743153548,0.17593865296968814,0.9770668060326175,0.9728021038402896,0.9570537280364373,0.0,0.0,0.40079365079365076,0.7176257145038197,0.022933221306844827,0.027197813210564213,0.04294627196356267,0.01772641047172856
103.0,0.0,145.24806367039804,0.11227664038197198,0.8553706759130741,0.7958280009237272,0.8972387847252332,0.42857142857142855,0.0,0.21560846560846564,0.6770961913588788,0.14462936251485775,0.20417192261165923,0.10276121527476673,0.23062687978224083
104.0,0.0,118.53269591129698,0.23533241698618237,0.9561333801409131,0.9506865847960745,0.9455291190303505,0.14285714285714285,0.0,0.5,0.7301909501352616,0.04386664474031886,0.04931328467878261,0.05447088096964932,0.04662727183168596
