,pow,ymdhms,temprt,rain,humdt,sunshine,cloud,visiblt,sample,name,fullday,year,month,season
4900,0,2020032704,13.3,0.0,100.0,0.0,9.0,16.0,train,PV,20200327,2020,3,spring
4901,0,2020032705,13.4,0.0,100.0,0.0,8.0,26.0,train,PV,20200327,2020,3,spring
4902,200,2020032706,13.4,0.1,100.0,0.0,9.0,36.0,train,PV,20200327,2020,3,spring
4903,10200,2020032707,13.6,0.0,100.0,0.0,9.0,45.0,train,PV,20200327,2020,3,spring
4904,14200,2020032708,14.8,0.0,100.0,0.0,10.0,1038.0,train,PV,20200327,2020,3,spring
4905,9800,2020032709,15.0,0.6,100.0,0.0,10.0,1983.0,train,PV,20200327,2020,3,spring
4906,14600,2020032710,14.6,0.0,98.0,0.0,10.0,378.0,train,PV,20200327,2020,3,spring
4907,24400,2020032711,14.5,0.0,95.0,0.0,8.0,885.0,train,PV,20200327,2020,3,spring
4908,51600,2020032712,14.9,0.0,88.0,0.4,8.0,1859.0,train,PV,20200327,2020,3,spring
4909,35800,2020032713,14.0,0.0,86.0,0.1,9.0,1789.0,train,PV,20200327,2020,3,spring
4910,46800,2020032714,13.2,0.0,85.0,0.0,10.0,1535.0,train,PV,20200327,2020,3,spring
4911,94800,2020032715,12.6,0.0,83.0,0.0,9.0,1190.0,train,PV,20200327,2020,3,spring
4912,52800,2020032716,11.2,0.0,85.0,0.0,10.0,944.0,train,PV,20200327,2020,3,spring
4913,31200,2020032717,10.7,0.0,78.0,0.1,4.0,1498.0,train,PV,20200327,2020,3,spring
4914,2600,2020032718,10.2,0.0,68.0,0.9,0.0,1651.0,train,PV,20200327,2020,3,spring
4915,0,2020032719,8.4,0.0,70.0,0.4,0.0,1800.0,train,PV,20200327,2020,3,spring
4916,0,2020032720,7.0,0.0,72.0,0.0,0.0,1708.0,train,PV,20200327,2020,3,spring
4917,0,2020032721,5.6,0.0,74.0,0.0,0.0,1555.0,train,PV,20200327,2020,3,spring
4918,0,2020032722,4.8,0.0,76.0,0.0,6.0,1471.0,train,PV,20200327,2020,3,spring
4919,0,2020032723,4.3,0.0,74.0,0.0,8.0,1439.0,train,PV,20200327,2020,3,spring
4920,0,2020033000,7.6,0.0,85.0,0.0,10.0,1667.0,train,PV,20200330,2020,3,spring
4921,0,2020033001,7.1,0.0,88.0,0.0,8.0,1417.0,train,PV,20200330,2020,3,spring
4922,0,2020033002,6.9,0.0,90.0,0.0,10.0,1407.0,train,PV,20200330,2020,3,spring
4923,0,2020033003,6.7,0.0,91.0,0.0,10.0,1325.0,train,PV,20200330,2020,3,spring
4924,0,2020033004,6.5,0.0,91.0,0.0,10.0,1457.0,train,PV,20200330,2020,3,spring
4925,0,2020033005,6.3,0.0,92.0,0.0,10.0,1208.0,train,PV,20200330,2020,3,spring
4926,2200,2020033006,5.7,0.0,93.0,0.0,8.0,1073.0,train,PV,20200330,2020,3,spring
4927,21200,2020033007,5.2,0.0,94.0,0.0,8.0,844.0,train,PV,20200330,2020,3,spring
4928,69600,2020033008,7.6,0.0,85.0,0.6,6.0,1081.0,train,PV,20200330,2020,3,spring
4929,101200,2020033009,10.9,0.0,63.0,1.0,6.0,1366.0,train,PV,20200330,2020,3,spring
4930,120000,2020033010,13.3,0.0,58.0,1.0,7.0,1745.0,train,PV,20200330,2020,3,spring
4931,134200,2020033011,13.9,0.0,48.0,1.0,7.0,1755.0,train,PV,20200330,2020,3,spring
4932,133200,2020033012,15.4,0.0,43.0,1.0,6.0,1874.0,train,PV,20200330,2020,3,spring
4933,101000,2020033013,16.4,0.0,38.0,1.0,7.0,1837.0,train,PV,20200330,2020,3,spring
4934,114000,2020033014,17.3,0.0,35.0,1.0,7.0,1986.0,train,PV,20200330,2020,3,spring
4935,100800,2020033015,16.8,0.0,42.0,1.0,6.0,1736.0,train,PV,20200330,2020,3,spring
4936,67400,2020033016,16.3,0.0,46.0,1.0,7.0,1670.0,train,PV,20200330,2020,3,spring
4937,27200,2020033017,15.5,0.0,49.0,1.0,6.0,1649.0,train,PV,20200330,2020,3,spring
4938,3400,2020033018,13.8,0.0,53.0,1.0,3.0,1940.0,train,PV,20200330,2020,3,spring
4939,0,2020033019,11.9,0.0,57.0,0.2,7.0,1896.0,train,PV,20200330,2020,3,spring
4940,0,2020033020,10.6,0.0,64.0,0.0,5.0,1678.0,train,PV,20200330,2020,3,spring
4941,0,2020033021,8.6,0.0,75.0,0.0,5.0,1387.0,train,PV,20200330,2020,3,spring
4942,0,2020033022,7.2,0.0,83.0,0.0,5.0,1099.0,train,PV,20200330,2020,3,spring
4943,0,2020033023,6.1,0.0,88.0,0.0,5.0,1084.0,train,PV,20200330,2020,3,spring
4944,0,2020033100,4.8,0.0,93.0,0.0,0.0,1030.0,train,PV,20200331,2020,3,spring
4945,0,2020033101,4.2,0.0,95.0,0.0,0.0,898.0,train,PV,20200331,2020,3,spring
4946,0,2020033102,3.4,0.0,97.0,0.0,0.0,773.0,train,PV,20200331,2020,3,spring
4947,0,2020033103,2.7,0.0,98.0,0.0,0.0,615.0,train,PV,20200331,2020,3,spring
4948,0,2020033104,2.4,0.0,99.0,0.0,0.0,595.0,train,PV,20200331,2020,3,spring
4949,0,2020033105,1.8,0.0,99.0,0.0,0.0,568.0,train,PV,20200331,2020,3,spring
4950,2200,2020033106,1.8,0.0,99.0,0.0,0.0,523.0,train,PV,20200331,2020,3,spring
4951,21800,2020033107,1.8,0.0,100.0,0.2,4.0,472.0,train,PV,20200331,2020,3,spring
4952,71600,2020033108,4.6,0.0,92.0,1.0,0.0,1143.0,train,PV,20200331,2020,3,spring
4953,112600,2020033109,10.7,0.0,73.0,1.0,0.0,1583.0,train,PV,20200331,2020,3,spring
4954,140800,2020033110,14.6,0.0,57.0,1.0,0.0,1512.0,train,PV,20200331,2020,3,spring
4955,142800,2020033111,17.0,0.0,43.0,1.0,0.0,1731.0,train,PV,20200331,2020,3,spring
4956,134000,2020033112,17.9,0.0,35.0,1.0,3.0,1633.0,train,PV,20200331,2020,3,spring
4957,130800,2020033113,18.3,0.0,32.0,1.0,7.0,1824.0,train,PV,20200331,2020,3,spring
4958,121200,2020033114,18.9,0.0,34.0,1.0,7.0,1717.0,train,PV,20200331,2020,3,spring
4959,104600,2020033115,19.0,0.0,34.0,1.0,4.0,1794.0,train,PV,20200331,2020,3,spring
4960,62200,2020033116,18.1,0.0,38.0,1.0,5.0,1561.0,train,PV,20200331,2020,3,spring
4961,27800,2020033117,17.0,0.0,40.0,1.0,7.0,1889.0,train,PV,20200331,2020,3,spring
4962,2800,2020033118,15.5,0.0,43.0,1.0,5.0,1861.0,train,PV,20200331,2020,3,spring
4963,0,2020033119,13.7,0.0,47.0,0.0,6.0,1977.0,train,PV,20200331,2020,3,spring
4964,0,2020033120,11.8,0.0,57.0,0.0,5.0,1899.0,train,PV,20200331,2020,3,spring
4965,0,2020033121,9.4,0.0,70.0,0.0,4.0,1521.0,train,PV,20200331,2020,3,spring
4966,0,2020033122,8.7,0.0,75.0,0.0,10.0,1510.0,train,PV,20200331,2020,3,spring
4967,0,2020033123,8.5,0.0,78.0,0.0,10.0,1354.0,train,PV,20200331,2020,3,spring
4968,0,2020040100,8.7,0.0,77.0,0.0,10.0,1439.0,train,PV,20200401,2020,4,spring
4969,0,2020040101,9.3,0.0,74.0,0.0,10.0,1481.0,train,PV,20200401,2020,4,spring
4970,0,2020040102,11.2,0.0,36.0,0.0,10.0,1961.0,train,PV,20200401,2020,4,spring
4971,0,2020040103,8.5,0.0,66.0,0.0,10.0,1357.0,train,PV,20200401,2020,4,spring
4972,0,2020040104,7.1,0.0,83.0,0.0,10.0,1147.0,train,PV,20200401,2020,4,spring
4973,0,2020040105,6.6,0.7,93.0,0.0,10.0,624.0,train,PV,20200401,2020,4,spring
4974,400,2020040106,7.7,0.2,64.0,0.0,10.0,1670.0,train,PV,20200401,2020,4,spring
4975,9000,2020040107,6.6,0.0,88.0,0.0,10.0,1202.0,train,PV,20200401,2020,4,spring
4976,29600,2020040108,8.8,0.0,61.0,0.0,10.0,1626.0,train,PV,20200401,2020,4,spring
4977,31400,2020040109,9.9,0.0,60.0,0.0,10.0,1444.0,train,PV,20200401,2020,4,spring
4978,59000,2020040110,10.3,0.0,58.0,0.0,10.0,1280.0,train,PV,20200401,2020,4,spring
4979,141000,2020040111,12.3,0.0,48.0,0.2,10.0,1166.0,train,PV,20200401,2020,4,spring
4980,130200,2020040112,14.6,0.0,42.0,0.9,5.0,859.0,train,PV,20200401,2020,4,spring
4981,140000,2020040113,16.6,0.0,38.0,1.0,0.0,723.0,train,PV,20200401,2020,4,spring
4982,126000,2020040114,17.5,0.0,35.0,1.0,0.0,650.0,train,PV,20200401,2020,4,spring
4983,101800,2020040115,17.9,0.0,35.0,1.0,0.0,753.0,train,PV,20200401,2020,4,spring
4984,61000,2020040116,16.6,0.0,37.0,1.0,0.0,836.0,train,PV,20200401,2020,4,spring
4985,28800,2020040117,15.1,0.0,38.0,1.0,0.0,938.0,train,PV,20200401,2020,4,spring
4986,3800,2020040118,13.3,0.0,40.0,1.0,0.0,986.0,train,PV,20200401,2020,4,spring
4987,0,2020040119,10.6,0.0,32.0,0.2,0.0,1794.0,train,PV,20200401,2020,4,spring
4988,0,2020040120,8.0,0.0,38.0,0.0,0.0,1950.0,train,PV,20200401,2020,4,spring
4989,0,2020040121,6.2,0.0,36.0,0.0,0.0,1952.0,train,PV,20200401,2020,4,spring
4990,0,2020040122,5.6,0.0,47.0,0.0,0.0,1793.0,train,PV,20200401,2020,4,spring
4991,0,2020040123,5.2,0.0,54.0,0.0,0.0,1746.0,train,PV,20200401,2020,4,spring
4992,0,2020040200,5.3,0.0,56.0,0.0,0.0,1621.0,train,PV,20200402,2020,4,spring
4993,0,2020040201,4.8,0.0,63.0,0.0,0.0,1512.0,train,PV,20200402,2020,4,spring
4994,0,2020040202,4.5,0.0,67.0,0.0,0.0,1407.0,train,PV,20200402,2020,4,spring
4995,0,2020040203,2.6,0.0,76.0,0.0,0.0,1357.0,train,PV,20200402,2020,4,spring
4996,0,2020040204,2.0,0.0,82.0,0.0,6.0,1274.0,train,PV,20200402,2020,4,spring
4997,0,2020040205,4.5,0.0,73.0,0.0,6.0,1303.0,train,PV,20200402,2020,4,spring
4998,2400,2020040206,4.5,0.0,74.0,0.0,0.0,1278.0,train,PV,20200402,2020,4,spring
4999,24200,2020040207,2.4,0.0,84.0,0.0,0.0,827.0,train,PV,20200402,2020,4,spring
5000,65600,2020040208,6.0,0.0,68.0,0.9,2.0,1181.0,train,PV,20200402,2020,4,spring
5001,110400,2020040209,8.1,0.0,59.0,1.0,0.0,1395.0,train,PV,20200402,2020,4,spring
5002,124400,2020040210,10.2,0.0,52.0,1.0,3.0,1457.0,train,PV,20200402,2020,4,spring
5003,150600,2020040211,13.3,0.0,42.0,1.0,0.0,1660.0,train,PV,20200402,2020,4,spring
5004,156200,2020040212,14.6,0.0,29.0,1.0,2.0,1833.0,train,PV,20200402,2020,4,spring
5005,135000,2020040213,16.1,0.0,32.0,1.0,0.0,1752.0,train,PV,20200402,2020,4,spring
5006,126800,2020040214,16.3,0.0,31.0,1.0,0.0,1773.0,train,PV,20200402,2020,4,spring
5007,92400,2020040215,17.3,0.0,26.0,1.0,0.0,1751.0,train,PV,20200402,2020,4,spring
5008,53200,2020040216,16.4,0.0,31.0,1.0,6.0,1712.0,train,PV,20200402,2020,4,spring
5009,16800,2020040217,15.2,0.0,34.0,0.8,6.0,1809.0,train,PV,20200402,2020,4,spring
5010,3000,2020040218,14.0,0.0,37.0,0.5,5.0,1890.0,train,PV,20200402,2020,4,spring
5011,0,2020040219,12.2,0.0,42.0,0.0,7.0,1741.0,train,PV,20200402,2020,4,spring
5012,0,2020040220,10.2,0.0,51.0,0.0,4.0,1602.0,train,PV,20200402,2020,4,spring
5013,0,2020040221,10.1,0.0,40.0,0.0,7.0,1663.0,train,PV,20200402,2020,4,spring
5014,0,2020040222,8.7,0.0,39.0,0.0,8.0,1746.0,train,PV,20200402,2020,4,spring
5015,0,2020040223,6.7,0.0,46.0,0.0,8.0,1666.0,train,PV,20200402,2020,4,spring
5016,0,2020040300,5.1,0.0,49.0,0.0,5.0,1710.0,train,PV,20200403,2020,4,spring
5017,0,2020040301,3.8,0.0,65.0,0.0,3.0,1391.0,train,PV,20200403,2020,4,spring
5018,0,2020040302,7.1,0.0,33.0,0.0,1.0,1552.0,train,PV,20200403,2020,4,spring
5019,0,2020040303,7.5,0.0,32.0,0.0,7.0,1361.0,train,PV,20200403,2020,4,spring
5020,0,2020040304,6.9,0.0,32.0,0.0,7.0,1481.0,train,PV,20200403,2020,4,spring
5021,0,2020040305,6.3,0.0,33.0,0.0,1.0,1520.0,train,PV,20200403,2020,4,spring
5022,2800,2020040306,5.9,0.0,36.0,0.0,0.0,1553.0,train,PV,20200403,2020,4,spring
5023,27400,2020040307,7.0,0.0,33.0,0.1,0.0,1422.0,train,PV,20200403,2020,4,spring
5024,63800,2020040308,9.1,0.0,29.0,1.0,1.0,1555.0,train,PV,20200403,2020,4,spring
5025,111800,2020040309,11.2,0.0,25.0,1.0,0.0,1678.0,train,PV,20200403,2020,4,spring
5026,138400,2020040310,12.5,0.0,24.0,1.0,0.0,1517.0,train,PV,20200403,2020,4,spring
5027,143200,2020040311,15.0,0.0,21.0,1.0,0.0,1808.0,train,PV,20200403,2020,4,spring
5028,161000,2020040312,16.4,0.0,17.0,1.0,0.0,1863.0,train,PV,20200403,2020,4,spring
5029,155000,2020040313,17.3,0.0,19.0,1.0,0.0,1538.0,train,PV,20200403,2020,4,spring
5030,139800,2020040314,18.0,0.0,22.0,1.0,0.0,1743.0,train,PV,20200403,2020,4,spring
5031,101200,2020040315,18.0,0.0,25.0,1.0,0.0,1655.0,train,PV,20200403,2020,4,spring
5032,73600,2020040316,18.4,0.0,27.0,1.0,0.0,1649.0,train,PV,20200403,2020,4,spring
5033,28800,2020040317,17.1,0.0,28.0,1.0,0.0,1517.0,train,PV,20200403,2020,4,spring
5034,3400,2020040318,15.6,0.0,34.0,1.0,0.0,1203.0,train,PV,20200403,2020,4,spring
5035,0,2020040319,13.4,0.0,35.0,0.5,0.0,1256.0,train,PV,20200403,2020,4,spring
5036,0,2020040320,11.9,0.0,39.0,0.0,0.0,1205.0,train,PV,20200403,2020,4,spring
5037,0,2020040321,10.7,0.0,42.0,0.0,0.0,1181.0,train,PV,20200403,2020,4,spring
5038,0,2020040322,9.5,0.0,41.0,0.0,0.0,1240.0,train,PV,20200403,2020,4,spring
5039,0,2020040323,8.4,0.0,42.0,0.0,0.0,1239.0,train,PV,20200403,2020,4,spring
5040,0,2020040400,8.1,0.0,41.0,0.0,0.0,1223.0,train,PV,20200404,2020,4,spring
5041,0,2020040401,7.7,0.0,41.0,0.0,0.0,1178.0,train,PV,20200404,2020,4,spring
5042,0,2020040402,7.0,0.0,44.0,0.0,0.0,1134.0,train,PV,20200404,2020,4,spring
5043,0,2020040403,5.9,0.0,46.0,0.0,0.0,1120.0,train,PV,20200404,2020,4,spring
5044,0,2020040404,2.7,0.0,66.0,0.0,0.0,900.0,train,PV,20200404,2020,4,spring
5045,0,2020040405,1.9,0.0,69.0,0.0,0.0,825.0,train,PV,20200404,2020,4,spring
5046,2800,2020040406,0.8,0.0,78.0,0.0,0.0,708.0,train,PV,20200404,2020,4,spring
5047,26000,2020040407,1.5,0.0,76.0,0.2,0.0,643.0,train,PV,20200404,2020,4,spring
5048,73800,2020040408,5.8,0.0,65.0,1.0,0.0,634.0,train,PV,20200404,2020,4,spring
5049,105400,2020040409,10.7,0.0,44.0,1.0,0.0,1038.0,train,PV,20200404,2020,4,spring
5050,143600,2020040410,12.1,0.0,40.0,1.0,0.0,1172.0,train,PV,20200404,2020,4,spring
5051,160000,2020040411,14.5,0.0,47.0,1.0,0.0,952.0,train,PV,20200404,2020,4,spring
5052,166600,2020040412,16.2,0.0,41.0,1.0,0.0,1028.0,train,PV,20200404,2020,4,spring
5053,143600,2020040413,16.9,0.0,36.0,1.0,0.0,950.0,train,PV,20200404,2020,4,spring
5054,145400,2020040414,17.9,0.0,25.0,1.0,0.0,1135.0,train,PV,20200404,2020,4,spring
5055,116800,2020040415,17.4,0.0,18.0,1.0,0.0,1344.0,train,PV,20200404,2020,4,spring
5056,73400,2020040416,15.2,0.0,24.0,1.0,0.0,1452.0,train,PV,20200404,2020,4,spring
5057,35400,2020040417,13.9,0.0,27.0,1.0,0.0,1390.0,train,PV,20200404,2020,4,spring
5058,2600,2020040418,11.2,0.0,24.0,1.0,0.0,1501.0,train,PV,20200404,2020,4,spring
5059,0,2020040419,8.2,0.0,31.0,0.6,0.0,1983.0,train,PV,20200404,2020,4,spring
5060,0,2020040420,6.2,0.0,40.0,0.0,0.0,1866.0,train,PV,20200404,2020,4,spring
5061,0,2020040421,5.2,0.0,50.0,0.0,0.0,1777.0,train,PV,20200404,2020,4,spring
5062,0,2020040422,4.6,0.0,54.0,0.0,0.0,1791.0,train,PV,20200404,2020,4,spring
5063,0,2020040423,4.4,0.0,54.0,0.0,0.0,1792.0,train,PV,20200404,2020,4,spring
5064,0,2020040500,3.8,0.0,55.0,0.0,0.0,1749.0,train,PV,20200405,2020,4,spring
5065,0,2020040501,3.6,0.0,54.0,0.0,0.0,1913.0,train,PV,20200405,2020,4,spring
5066,0,2020040502,3.3,0.0,52.0,0.0,0.0,1969.0,train,PV,20200405,2020,4,spring
5067,0,2020040503,3.1,0.0,50.0,0.0,0.0,1958.0,train,PV,20200405,2020,4,spring
5068,0,2020040504,2.7,0.0,50.0,0.0,0.0,1922.0,train,PV,20200405,2020,4,spring
5069,0,2020040505,2.6,0.0,49.0,0.0,0.0,1985.0,train,PV,20200405,2020,4,spring
5070,2400,2020040506,2.4,0.0,49.0,0.0,0.0,1945.0,train,PV,20200405,2020,4,spring
5071,26600,2020040507,2.6,0.0,49.0,0.3,0.0,1891.0,train,PV,20200405,2020,4,spring
5072,83600,2020040508,5.0,0.0,42.0,1.0,0.0,1870.0,train,PV,20200405,2020,4,spring
5073,125800,2020040509,6.7,0.0,36.0,1.0,0.0,1911.0,train,PV,20200405,2020,4,spring
5074,135200,2020040510,8.7,0.0,27.0,1.0,0.0,1947.0,train,PV,20200405,2020,4,spring
5075,167000,2020040511,9.7,0.0,23.0,1.0,0.0,1882.0,train,PV,20200405,2020,4,spring
5076,172600,2020040512,11.4,0.0,25.0,1.0,0.0,1810.0,train,PV,20200405,2020,4,spring
5077,166800,2020040513,12.5,0.0,18.0,1.0,0.0,1919.0,train,PV,20200405,2020,4,spring
5078,137200,2020040514,14.5,0.0,15.0,1.0,0.0,1709.0,train,PV,20200405,2020,4,spring
5079,123000,2020040515,15.2,0.0,15.0,1.0,0.0,1836.0,train,PV,20200405,2020,4,spring
5080,82800,2020040516,15.1,0.0,12.0,1.0,0.0,1773.0,train,PV,20200405,2020,4,spring
5081,32200,2020040517,14.2,0.0,14.0,1.0,0.0,1906.0,train,PV,20200405,2020,4,spring
5082,2800,2020040518,12.3,0.0,19.0,1.0,0.0,1437.0,train,PV,20200405,2020,4,spring
5083,0,2020040519,10.0,0.0,29.0,0.5,0.0,1047.0,train,PV,20200405,2020,4,spring
5084,0,2020040520,8.2,0.0,31.0,0.0,4.0,1671.0,train,PV,20200405,2020,4,spring
5085,0,2020040521,6.8,0.0,32.0,0.0,6.0,1917.0,train,PV,20200405,2020,4,spring
5086,0,2020040522,5.1,0.0,40.0,0.0,6.0,1948.0,train,PV,20200405,2020,4,spring
5087,0,2020040523,4.2,0.0,46.0,0.0,6.0,1920.0,train,PV,20200405,2020,4,spring
5088,0,2020040600,3.9,0.0,54.0,0.0,6.0,1867.0,train,PV,20200406,2020,4,spring
5089,0,2020040601,3.3,0.0,60.0,0.0,0.0,1783.0,train,PV,20200406,2020,4,spring
5090,0,2020040602,1.9,0.0,68.0,0.0,0.0,1859.0,train,PV,20200406,2020,4,spring
5091,0,2020040603,-0.5,0.0,76.0,0.0,0.0,1709.0,train,PV,20200406,2020,4,spring
5092,0,2020040604,-1.1,0.0,80.0,0.0,0.0,1642.0,train,PV,20200406,2020,4,spring
5093,0,2020040605,-1.6,0.0,84.0,0.0,7.0,1609.0,train,PV,20200406,2020,4,spring
5094,3000,2020040606,-1.4,0.0,82.0,0.0,3.0,1589.0,train,PV,20200406,2020,4,spring
5095,28600,2020040607,-0.5,0.0,81.0,0.3,6.0,1120.0,train,PV,20200406,2020,4,spring
5096,73600,2020040608,2.6,0.0,67.0,1.0,0.0,1424.0,train,PV,20200406,2020,4,spring
5097,120000,2020040609,7.5,0.0,50.0,1.0,0.0,1773.0,train,PV,20200406,2020,4,spring
5098,146200,2020040610,10.2,0.0,41.0,1.0,0.0,1699.0,train,PV,20200406,2020,4,spring
5099,161400,2020040611,12.3,0.0,30.0,1.0,0.0,1724.0,train,PV,20200406,2020,4,spring
5100,151200,2020040612,14.5,0.0,28.0,1.0,5.0,1801.0,train,PV,20200406,2020,4,spring
5101,160800,2020040613,15.8,0.0,19.0,1.0,4.0,1808.0,train,PV,20200406,2020,4,spring
5102,135400,2020040614,17.3,0.0,19.0,1.0,5.0,1823.0,train,PV,20200406,2020,4,spring
5103,76400,2020040615,17.5,0.0,17.0,1.0,5.0,1736.0,train,PV,20200406,2020,4,spring
5104,48600,2020040616,17.1,0.0,17.0,0.9,8.0,1786.0,train,PV,20200406,2020,4,spring
5105,20400,2020040617,16.6,0.0,19.0,0.5,8.0,1772.0,train,PV,20200406,2020,4,spring
5106,3800,2020040618,15.2,0.0,19.0,0.0,8.0,1901.0,train,PV,20200406,2020,4,spring
5107,0,2020040619,12.4,0.0,44.0,0.0,8.0,1690.0,train,PV,20200406,2020,4,spring
5108,0,2020040620,11.6,0.0,38.0,0.0,9.0,1708.0,train,PV,20200406,2020,4,spring
5109,0,2020040621,11.0,0.0,26.0,0.0,10.0,1920.0,train,PV,20200406,2020,4,spring
5110,0,2020040622,10.1,0.0,26.0,0.0,10.0,1844.0,train,PV,20200406,2020,4,spring
5111,0,2020040623,9.2,0.0,29.0,0.0,10.0,1739.0,train,PV,20200406,2020,4,spring
5112,0,2020040700,8.8,0.0,33.0,0.0,10.0,1594.0,train,PV,20200407,2020,4,spring
5113,0,2020040701,8.4,0.0,35.0,0.0,7.0,1555.0,train,PV,20200407,2020,4,spring
5114,0,2020040702,7.9,0.0,38.0,0.0,7.0,1487.0,train,PV,20200407,2020,4,spring
5115,0,2020040703,7.3,0.0,39.0,0.0,7.0,1530.0,train,PV,20200407,2020,4,spring
5116,0,2020040704,7.0,0.0,38.0,0.0,6.0,1560.0,train,PV,20200407,2020,4,spring
5117,0,2020040705,7.0,0.0,35.0,0.0,6.0,1644.0,train,PV,20200407,2020,4,spring
5118,3000,2020040706,6.7,0.0,31.0,0.0,0.0,1801.0,train,PV,20200407,2020,4,spring
5119,27400,2020040707,7.3,0.0,25.0,0.3,0.0,1916.0,train,PV,20200407,2020,4,spring
5120,73000,2020040708,8.6,0.0,22.0,1.0,0.0,1892.0,train,PV,20200407,2020,4,spring
5121,109800,2020040709,10.8,0.0,28.0,1.0,0.0,1795.0,train,PV,20200407,2020,4,spring
5122,130400,2020040710,12.1,0.0,18.0,1.0,0.0,1744.0,train,PV,20200407,2020,4,spring
5123,155600,2020040711,14.6,0.0,24.0,1.0,0.0,1291.0,train,PV,20200407,2020,4,spring
5124,156400,2020040712,17.2,0.0,25.0,1.0,0.0,1291.0,train,PV,20200407,2020,4,spring
5125,137800,2020040713,18.2,0.0,25.0,1.0,0.0,1031.0,train,PV,20200407,2020,4,spring
5126,129400,2020040714,19.1,0.0,26.0,1.0,0.0,1062.0,train,PV,20200407,2020,4,spring
5127,102800,2020040715,19.4,0.0,25.0,1.0,0.0,1013.0,train,PV,20200407,2020,4,spring
5128,64400,2020040716,19.2,0.0,25.0,1.0,0.0,945.0,train,PV,20200407,2020,4,spring
5129,24000,2020040717,18.2,0.0,24.0,1.0,0.0,1070.0,train,PV,20200407,2020,4,spring
5130,4400,2020040718,17.2,0.0,26.0,1.0,0.0,1158.0,train,PV,20200407,2020,4,spring
5131,0,2020040719,14.8,0.0,32.0,0.2,0.0,1189.0,train,PV,20200407,2020,4,spring
5132,0,2020040720,12.5,0.0,48.0,0.0,0.0,1414.0,train,PV,20200407,2020,4,spring
5133,0,2020040721,10.2,0.0,58.0,0.0,0.0,1277.0,train,PV,20200407,2020,4,spring
5134,0,2020040722,8.2,0.0,67.0,0.0,0.0,867.0,train,PV,20200407,2020,4,spring
5135,0,2020040723,10.5,0.0,68.0,0.0,0.0,1100.0,train,PV,20200407,2020,4,spring
5136,0,2020040800,9.4,0.0,74.0,0.0,0.0,959.0,train,PV,20200408,2020,4,spring
5137,0,2020040801,8.7,0.0,79.0,0.0,5.0,866.0,train,PV,20200408,2020,4,spring
5138,0,2020040802,8.2,0.0,84.0,0.0,3.0,698.0,train,PV,20200408,2020,4,spring
5139,0,2020040803,7.7,0.0,86.0,0.0,1.0,584.0,train,PV,20200408,2020,4,spring
5140,0,2020040804,7.3,0.0,81.0,0.0,0.0,695.0,train,PV,20200408,2020,4,spring
5141,0,2020040805,7.1,0.0,64.0,0.0,0.0,1217.0,train,PV,20200408,2020,4,spring
5142,3800,2020040806,6.5,0.0,54.0,0.0,0.0,1831.0,train,PV,20200408,2020,4,spring
5143,25800,2020040807,6.7,0.0,52.0,0.3,0.0,1692.0,train,PV,20200408,2020,4,spring
5144,70400,2020040808,8.1,0.0,46.0,1.0,0.0,1841.0,train,PV,20200408,2020,4,spring
5145,110200,2020040809,10.3,0.0,37.0,1.0,0.0,1788.0,train,PV,20200408,2020,4,spring
5146,139800,2020040810,11.8,0.0,30.0,1.0,0.0,1731.0,train,PV,20200408,2020,4,spring
5147,139600,2020040811,12.3,0.0,28.0,1.0,0.0,1664.0,train,PV,20200408,2020,4,spring
5148,159400,2020040812,14.5,0.0,22.0,1.0,0.0,1837.0,train,PV,20200408,2020,4,spring
5149,152200,2020040813,15.3,0.0,19.0,1.0,0.0,1756.0,train,PV,20200408,2020,4,spring
5150,133600,2020040814,16.2,0.0,20.0,1.0,0.0,1793.0,train,PV,20200408,2020,4,spring
5151,102000,2020040815,17.2,0.0,19.0,1.0,0.0,1998.0,train,PV,20200408,2020,4,spring
5152,70600,2020040816,16.5,0.0,20.0,1.0,0.0,1844.0,train,PV,20200408,2020,4,spring
5153,27600,2020040817,15.5,0.0,19.0,1.0,0.0,1982.0,train,PV,20200408,2020,4,spring
5154,4000,2020040818,13.2,0.0,18.0,1.0,0.0,1950.0,train,PV,20200408,2020,4,spring
5155,0,2020040819,11.1,0.0,21.0,0.2,3.0,1945.0,train,PV,20200408,2020,4,spring
5156,0,2020040820,10.0,0.0,19.0,0.0,5.0,1963.0,train,PV,20200408,2020,4,spring
5157,0,2020040821,8.6,0.0,21.0,0.0,4.0,2000.0,train,PV,20200408,2020,4,spring
5158,0,2020040822,8.3,0.0,21.0,0.0,2.0,2000.0,train,PV,20200408,2020,4,spring
5159,0,2020040823,7.7,0.0,24.0,0.0,0.0,2000.0,train,PV,20200408,2020,4,spring
5160,0,2020040900,6.0,0.0,32.0,0.0,0.0,1998.0,train,PV,20200409,2020,4,spring
5161,0,2020040901,4.1,0.0,41.0,0.0,0.0,1975.0,train,PV,20200409,2020,4,spring
5162,0,2020040902,3.1,0.0,47.0,0.0,0.0,1542.0,train,PV,20200409,2020,4,spring
5163,0,2020040903,2.2,0.0,55.0,0.0,0.0,1933.0,train,PV,20200409,2020,4,spring
5164,0,2020040904,4.3,0.0,50.0,0.0,0.0,1963.0,train,PV,20200409,2020,4,spring
5165,0,2020040905,3.4,0.0,56.0,0.0,1.0,1960.0,train,PV,20200409,2020,4,spring
