,pow,ymdhms,temprt,rain,humdt,sunshine,cloud,visiblt,sample,name,fullday,year,month,season
0,0,2019082000,21.5,0.0,99.0,0.0,5.0,229.0,train,PV,20190820,2019,8,summer
1,0,2019082001,21.5,0.0,98.0,0.0,7.0,225.0,train,PV,20190820,2019,8,summer
2,0,2019082002,21.1,0.0,99.0,0.0,6.0,179.0,train,PV,20190820,2019,8,summer
3,0,2019082003,20.4,0.0,99.0,0.0,3.0,167.0,train,PV,20190820,2019,8,summer
4,0,2019082004,20.2,0.0,99.0,0.0,2.0,179.0,train,PV,20190820,2019,8,summer
5,0,2019082005,20.1,0.0,99.0,0.0,1.0,168.0,train,PV,20190820,2019,8,summer
6,2800,2019082006,19.8,0.0,99.0,0.0,0.0,156.0,train,PV,20190820,2019,8,summer
7,13600,2019082007,20.2,0.0,99.0,0.0,2.0,155.0,train,PV,20190820,2019,8,summer
8,33700,2019082008,23.2,0.0,90.0,0.4,3.0,239.0,train,PV,20190820,2019,8,summer
9,42400,2019082009,26.0,0.0,78.0,0.7,0.0,509.0,train,PV,20190820,2019,8,summer
10,30200,2019082010,28.1,0.0,66.0,1.0,2.0,759.0,train,PV,20190820,2019,8,summer
11,42500,2019082011,28.3,0.0,64.0,0.9,6.0,783.0,train,PV,20190820,2019,8,summer
12,62400,2019082012,29.4,0.0,63.0,1.0,7.0,867.0,train,PV,20190820,2019,8,summer
13,37700,2019082013,29.9,0.0,63.0,0.7,8.0,795.0,train,PV,20190820,2019,8,summer
14,33000,2019082014,30.0,0.0,62.0,0.5,9.0,784.0,train,PV,20190820,2019,8,summer
15,42900,2019082015,28.5,0.0,65.0,0.3,10.0,7220.0,train,PV,20190820,2019,8,summer
16,33400,2019082016,28.7,0.0,63.0,0.3,8.0,749.0,train,PV,20190820,2019,8,summer
17,12900,2019082017,29.1,0.0,64.0,0.9,4.0,773.0,train,PV,20190820,2019,8,summer
18,2200,2019082018,28.1,0.0,68.0,0.8,4.0,802.0,train,PV,20190820,2019,8,summer
19,0,2019082019,26.7,0.0,72.0,0.0,5.0,828.0,train,PV,20190820,2019,8,summer
20,0,2019082020,25.3,0.0,80.0,0.0,6.0,703.0,train,PV,20190820,2019,8,summer
21,0,2019082021,24.5,0.0,84.0,0.0,6.0,652.0,train,PV,20190820,2019,8,summer
22,0,2019082022,24.6,0.0,84.0,0.0,8.0,572.0,train,PV,20190820,2019,8,summer
23,0,2019082023,24.3,0.0,85.0,0.0,8.0,662.0,train,PV,20190820,2019,8,summer
24,0,2019082100,24.3,0.0,85.0,0.0,8.0,676.0,train,PV,20190821,2019,8,summer
25,0,2019082101,23.9,0.0,88.0,0.0,7.0,627.0,train,PV,20190821,2019,8,summer
26,0,2019082102,23.6,0.0,91.0,0.0,9.0,542.0,train,PV,20190821,2019,8,summer
27,0,2019082103,23.6,0.0,89.0,0.0,5.0,619.0,train,PV,20190821,2019,8,summer
28,0,2019082104,23.2,0.0,93.0,0.0,3.0,470.0,train,PV,20190821,2019,8,summer
29,0,2019082105,23.1,0.0,95.0,0.0,6.0,432.0,train,PV,20190821,2019,8,summer
30,800,2019082106,23.1,0.0,94.0,0.0,7.0,456.0,train,PV,20190821,2019,8,summer
31,4000,2019082107,23.5,0.0,92.0,0.0,6.0,525.0,train,PV,20190821,2019,8,summer
32,9300,2019082108,24.3,0.0,86.0,0.0,4.0,788.0,train,PV,20190821,2019,8,summer
33,11900,2019082109,24.0,0.0,88.0,0.0,8.0,575.0,train,PV,20190821,2019,8,summer
34,12700,2019082110,25.7,0.0,81.0,0.0,9.0,1182.0,train,PV,20190821,2019,8,summer
35,21400,2019082111,25.6,0.0,80.0,0.0,10.0,1000.0,train,PV,20190821,2019,8,summer
36,28100,2019082112,26.1,0.0,78.0,0.0,10.0,994.0,train,PV,20190821,2019,8,summer
37,22700,2019082113,26.4,0.0,80.0,0.0,10.0,833.0,train,PV,20190821,2019,8,summer
38,11700,2019082114,27.4,0.0,78.0,0.2,8.0,792.0,train,PV,20190821,2019,8,summer
39,17000,2019082115,26.9,0.0,80.0,0.0,9.0,764.0,train,PV,20190821,2019,8,summer
40,6600,2019082116,27.2,0.0,79.0,0.0,9.0,741.0,train,PV,20190821,2019,8,summer
41,6600,2019082117,27.0,0.0,81.0,0.1,8.0,1239.0,train,PV,20190821,2019,8,summer
42,600,2019082118,26.4,0.0,85.0,0.0,10.0,1694.0,train,PV,20190821,2019,8,summer
43,0,2019082119,25.6,0.0,91.0,0.0,9.0,954.0,train,PV,20190821,2019,8,summer
44,0,2019082120,25.4,0.0,93.0,0.0,8.0,953.0,train,PV,20190821,2019,8,summer
45,0,2019082121,24.9,0.2,97.0,0.0,10.0,718.0,train,PV,20190821,2019,8,summer
46,0,2019082122,25.0,0.2,97.0,0.0,10.0,631.0,train,PV,20190821,2019,8,summer
47,0,2019082123,24.9,5.3,98.0,0.0,10.0,1259.0,train,PV,20190821,2019,8,summer
48,0,2019082200,25.1,1.5,97.0,0.0,8.0,881.0,train,PV,20190822,2019,8,summer
49,0,2019082201,24.8,3.4,98.0,0.0,8.0,293.0,train,PV,20190822,2019,8,summer
50,0,2019082202,24.8,4.2,94.0,0.0,10.0,1414.0,train,PV,20190822,2019,8,summer
51,0,2019082203,24.3,6.1,98.0,0.0,10.0,182.0,train,PV,20190822,2019,8,summer
52,0,2019082204,24.3,2.7,98.0,0.0,10.0,1754.0,train,PV,20190822,2019,8,summer
53,0,2019082205,24.2,9.2,98.0,0.0,10.0,82.0,train,PV,20190822,2019,8,summer
54,1200,2019082206,24.5,2.3,97.0,0.0,10.0,1887.0,train,PV,20190822,2019,8,summer
55,600,2019082207,24.4,2.3,98.0,0.0,10.0,681.0,train,PV,20190822,2019,8,summer
56,0,2019082208,24.5,10.2,98.0,0.0,10.0,119.0,train,PV,20190822,2019,8,summer
57,800,2019082209,25.0,3.7,95.0,0.0,10.0,848.0,train,PV,20190822,2019,8,summer
58,1500,2019082210,25.1,0.2,95.0,0.0,10.0,1108.0,train,PV,20190822,2019,8,summer
59,20300,2019082211,25.3,0.1,94.0,0.0,10.0,1426.0,train,PV,20190822,2019,8,summer
60,48700,2019082212,25.8,0.0,90.0,0.0,10.0,1897.0,train,PV,20190822,2019,8,summer
61,58100,2019082213,27.2,0.0,77.0,0.8,9.0,1338.0,train,PV,20190822,2019,8,summer
62,44800,2019082214,29.4,0.0,70.0,1.0,7.0,1537.0,train,PV,20190822,2019,8,summer
63,40400,2019082215,29.7,0.0,64.0,1.0,6.0,1214.0,train,PV,20190822,2019,8,summer
64,30900,2019082216,29.9,0.0,60.0,0.9,3.0,1092.0,train,PV,20190822,2019,8,summer
65,14900,2019082217,29.6,0.0,61.0,1.0,5.0,1016.0,train,PV,20190822,2019,8,summer
66,1200,2019082218,27.4,0.0,74.0,0.7,5.0,1021.0,train,PV,20190822,2019,8,summer
67,0,2019082219,25.8,0.0,85.0,0.0,9.0,748.0,train,PV,20190822,2019,8,summer
68,0,2019082220,26.1,0.0,75.0,0.0,9.0,793.0,train,PV,20190822,2019,8,summer
69,0,2019082221,24.9,0.0,81.0,0.0,5.0,629.0,train,PV,20190822,2019,8,summer
70,0,2019082222,23.2,0.0,93.0,0.0,7.0,396.0,train,PV,20190822,2019,8,summer
71,0,2019082223,23.2,0.0,92.0,0.0,8.0,391.0,train,PV,20190822,2019,8,summer
72,0,2019082300,22.7,0.0,95.0,0.0,9.0,331.0,train,PV,20190823,2019,8,summer
73,0,2019082301,22.3,0.0,98.0,0.0,9.0,202.0,train,PV,20190823,2019,8,summer
74,0,2019082302,22.0,0.0,98.0,0.0,8.0,172.0,train,PV,20190823,2019,8,summer
75,0,2019082303,22.7,0.0,95.0,0.0,1.0,289.0,train,PV,20190823,2019,8,summer
76,0,2019082304,22.8,0.0,93.0,0.0,8.0,363.0,train,PV,20190823,2019,8,summer
77,0,2019082305,21.8,0.0,96.0,0.0,9.0,286.0,train,PV,20190823,2019,8,summer
78,1700,2019082306,21.7,0.0,97.0,0.0,8.0,220.0,train,PV,20190823,2019,8,summer
79,6500,2019082307,22.2,0.0,94.0,0.0,10.0,380.0,train,PV,20190823,2019,8,summer
80,6100,2019082308,23.5,0.0,86.0,0.0,10.0,512.0,train,PV,20190823,2019,8,summer
81,19200,2019082309,23.8,0.0,83.0,0.0,9.0,637.0,train,PV,20190823,2019,8,summer
82,18700,2019082310,24.2,0.0,79.0,0.0,10.0,896.0,train,PV,20190823,2019,8,summer
83,18200,2019082311,24.3,0.0,77.0,0.0,10.0,1015.0,train,PV,20190823,2019,8,summer
84,27200,2019082312,24.5,0.0,75.0,0.0,10.0,1241.0,train,PV,20190823,2019,8,summer
85,54100,2019082313,26.0,0.0,68.0,0.1,9.0,1407.0,train,PV,20190823,2019,8,summer
86,49400,2019082314,26.9,0.0,63.0,0.7,8.0,1648.0,train,PV,20190823,2019,8,summer
87,32600,2019082315,27.6,0.0,61.0,0.9,9.0,1415.0,train,PV,20190823,2019,8,summer
88,30600,2019082316,27.6,0.0,57.0,0.8,9.0,1509.0,train,PV,20190823,2019,8,summer
89,15800,2019082317,26.7,0.0,57.0,0.8,5.0,1539.0,train,PV,20190823,2019,8,summer
90,2000,2019082318,25.8,0.0,64.0,0.9,5.0,1578.0,train,PV,20190823,2019,8,summer
91,100,2019082319,22.3,0.0,86.0,0.2,5.0,1089.0,train,PV,20190823,2019,8,summer
92,0,2019082320,20.9,0.0,94.0,0.0,7.0,743.0,train,PV,20190823,2019,8,summer
93,0,2019082321,20.4,0.0,96.0,0.0,6.0,615.0,train,PV,20190823,2019,8,summer
94,0,2019082322,20.1,0.0,97.0,0.0,3.0,474.0,train,PV,20190823,2019,8,summer
95,0,2019082323,19.7,0.0,98.0,0.0,2.0,407.0,train,PV,20190823,2019,8,summer
96,0,2019082400,19.2,0.0,98.0,0.0,2.0,296.0,train,PV,20190824,2019,8,summer
97,0,2019082401,18.6,0.0,98.0,0.0,0.0,247.0,train,PV,20190824,2019,8,summer
98,0,2019082402,18.2,0.0,98.0,0.0,5.0,212.0,train,PV,20190824,2019,8,summer
99,0,2019082403,17.9,0.0,98.0,0.0,1.0,57.0,train,PV,20190824,2019,8,summer
100,0,2019082404,17.7,0.0,98.0,0.0,1.0,121.0,train,PV,20190824,2019,8,summer
101,0,2019082405,17.5,0.0,98.0,0.0,4.0,8.0,train,PV,20190824,2019,8,summer
102,1500,2019082406,16.9,0.0,98.0,0.0,2.0,10.0,train,PV,20190824,2019,8,summer
103,16300,2019082407,17.7,0.0,98.0,0.0,3.0,5.0,train,PV,20190824,2019,8,summer
104,22300,2019082408,18.8,0.0,98.0,0.0,6.0,95.0,train,PV,20190824,2019,8,summer
105,23500,2019082409,21.1,0.0,97.0,0.2,10.0,859.0,train,PV,20190824,2019,8,summer
106,37900,2019082410,24.2,0.0,73.0,0.5,9.0,1694.0,train,PV,20190824,2019,8,summer
107,38000,2019082411,25.1,0.0,69.0,0.3,9.0,1608.0,train,PV,20190824,2019,8,summer
108,35300,2019082412,25.1,0.0,66.0,0.3,9.0,1800.0,train,PV,20190824,2019,8,summer
109,39400,2019082413,25.7,0.0,66.0,0.0,10.0,1648.0,train,PV,20190824,2019,8,summer
110,44500,2019082414,27.0,0.0,64.0,0.3,9.0,1601.0,train,PV,20190824,2019,8,summer
111,28100,2019082415,26.1,0.0,64.0,0.2,9.0,1553.0,train,PV,20190824,2019,8,summer
112,18300,2019082416,26.3,0.0,63.0,0.3,10.0,1595.0,train,PV,20190824,2019,8,summer
113,7700,2019082417,25.7,0.0,74.0,0.0,10.0,1497.0,train,PV,20190824,2019,8,summer
114,1200,2019082418,24.7,0.0,73.0,0.0,9.0,1569.0,train,PV,20190824,2019,8,summer
115,0,2019082419,23.7,0.0,70.0,0.0,10.0,1755.0,train,PV,20190824,2019,8,summer
116,0,2019082420,22.1,0.0,82.0,0.0,10.0,1512.0,train,PV,20190824,2019,8,summer
117,0,2019082421,21.3,0.0,86.0,0.0,9.0,1435.0,train,PV,20190824,2019,8,summer
118,0,2019082422,20.0,0.0,93.0,0.0,8.0,1220.0,train,PV,20190824,2019,8,summer
119,0,2019082423,19.5,0.0,95.0,0.0,8.0,978.0,train,PV,20190824,2019,8,summer
120,0,2019082500,19.0,0.0,96.0,0.0,5.0,976.0,train,PV,20190825,2019,8,summer
121,0,2019082501,18.4,0.0,98.0,0.0,6.0,674.0,train,PV,20190825,2019,8,summer
122,0,2019082502,18.1,0.0,98.0,0.0,5.0,577.0,train,PV,20190825,2019,8,summer
123,0,2019082503,17.9,0.0,98.0,0.0,4.0,583.0,train,PV,20190825,2019,8,summer
124,0,2019082504,17.9,0.0,98.0,0.0,8.0,580.0,train,PV,20190825,2019,8,summer
125,0,2019082505,18.0,0.0,98.0,0.0,10.0,508.0,train,PV,20190825,2019,8,summer
126,1600,2019082506,18.2,0.0,98.0,0.0,10.0,458.0,train,PV,20190825,2019,8,summer
127,6600,2019082507,18.9,0.0,98.0,0.0,10.0,523.0,train,PV,20190825,2019,8,summer
128,21900,2019082508,20.5,0.0,97.0,0.0,10.0,600.0,train,PV,20190825,2019,8,summer
129,21500,2019082509,22.3,0.0,85.0,0.0,10.0,1243.0,train,PV,20190825,2019,8,summer
130,25700,2019082510,23.7,0.0,75.0,0.3,9.0,1379.0,train,PV,20190825,2019,8,summer
131,15000,2019082511,23.8,0.0,76.0,0.0,10.0,1376.0,train,PV,20190825,2019,8,summer
132,29300,2019082512,23.6,0.0,78.0,0.0,10.0,1495.0,train,PV,20190825,2019,8,summer
133,28300,2019082513,24.6,0.0,77.0,0.0,10.0,1363.0,train,PV,20190825,2019,8,summer
134,32300,2019082514,25.2,0.0,68.0,0.1,10.0,1517.0,train,PV,20190825,2019,8,summer
135,26100,2019082515,26.3,0.0,56.0,0.6,0.0,1786.0,train,PV,20190825,2019,8,summer
136,29600,2019082516,26.3,0.0,55.0,0.7,8.0,1928.0,train,PV,20190825,2019,8,summer
137,13400,2019082517,26.3,0.0,56.0,1.0,8.0,1593.0,train,PV,20190825,2019,8,summer
138,3400,2019082518,25.5,0.0,64.0,0.2,8.0,1991.0,train,PV,20190825,2019,8,summer
139,0,2019082519,22.9,0.0,78.0,0.3,9.0,588.0,train,PV,20190825,2019,8,summer
140,0,2019082520,21.3,0.0,87.0,0.0,7.0,1610.0,train,PV,20190825,2019,8,summer
141,0,2019082521,20.6,0.0,88.0,0.0,8.0,1545.0,train,PV,20190825,2019,8,summer
142,0,2019082522,19.5,0.0,96.0,0.0,3.0,1140.0,train,PV,20190825,2019,8,summer
143,0,2019082523,18.9,0.0,96.0,0.0,8.0,1091.0,train,PV,20190825,2019,8,summer
144,0,2019082600,18.7,0.0,98.0,0.0,7.0,972.0,train,PV,20190826,2019,8,summer
145,0,2019082601,18.6,0.0,97.0,0.0,8.0,848.0,train,PV,20190826,2019,8,summer
146,0,2019082602,18.5,0.0,98.0,0.0,6.0,866.0,train,PV,20190826,2019,8,summer
147,0,2019082603,18.2,0.0,98.0,0.0,8.0,629.0,train,PV,20190826,2019,8,summer
148,0,2019082604,17.8,0.0,98.0,0.0,6.0,499.0,train,PV,20190826,2019,8,summer
149,0,2019082605,17.9,0.0,98.0,0.0,7.0,541.0,train,PV,20190826,2019,8,summer
150,2500,2019082606,18.0,0.0,98.0,0.0,10.0,571.0,train,PV,20190826,2019,8,summer
151,16100,2019082607,18.6,0.0,97.0,0.3,7.0,769.0,train,PV,20190826,2019,8,summer
152,32700,2019082608,21.3,0.0,88.0,0.7,5.0,1258.0,train,PV,20190826,2019,8,summer
153,54000,2019082609,23.7,0.0,72.0,0.9,6.0,1854.0,train,PV,20190826,2019,8,summer
154,67100,2019082610,25.6,0.0,66.0,1.0,0.0,1574.0,train,PV,20190826,2019,8,summer
155,65000,2019082611,27.3,0.0,61.0,1.0,2.0,1546.0,train,PV,20190826,2019,8,summer
156,57800,2019082612,27.2,0.0,57.0,0.6,6.0,1733.0,train,PV,20190826,2019,8,summer
157,53100,2019082613,26.1,0.0,65.0,0.7,7.0,1593.0,train,PV,20190826,2019,8,summer
158,46100,2019082614,27.2,0.0,65.0,0.8,6.0,1684.0,train,PV,20190826,2019,8,summer
159,17600,2019082615,26.5,0.0,68.0,1.0,8.0,1452.0,train,PV,20190826,2019,8,summer
160,11800,2019082616,25.1,0.0,74.0,0.6,5.0,1197.0,train,PV,20190826,2019,8,summer
161,7500,2019082617,24.1,0.0,79.0,0.0,7.0,1152.0,train,PV,20190826,2019,8,summer
162,1600,2019082618,23.5,0.0,76.0,0.0,8.0,1380.0,train,PV,20190826,2019,8,summer
163,0,2019082619,23.1,0.0,78.0,0.0,9.0,1365.0,train,PV,20190826,2019,8,summer
164,0,2019082620,23.0,0.0,76.0,0.0,8.0,1375.0,train,PV,20190826,2019,8,summer
165,0,2019082621,22.4,0.0,82.0,0.0,9.0,1239.0,train,PV,20190826,2019,8,summer
166,0,2019082622,22.3,0.0,84.0,0.0,10.0,1173.0,train,PV,20190826,2019,8,summer
167,0,2019082623,22.0,0.0,85.0,0.0,9.0,1107.0,train,PV,20190826,2019,8,summer
168,0,2019082700,21.3,0.0,87.0,0.0,9.0,724.0,train,PV,20190827,2019,8,summer
169,0,2019082701,20.1,0.5,97.0,0.0,8.0,382.0,train,PV,20190827,2019,8,summer
170,0,2019082702,20.2,0.0,98.0,0.0,9.0,326.0,train,PV,20190827,2019,8,summer
171,0,2019082703,20.2,0.0,98.0,0.0,5.0,265.0,train,PV,20190827,2019,8,summer
172,0,2019082704,20.3,0.0,98.0,0.0,6.0,340.0,train,PV,20190827,2019,8,summer
173,0,2019082705,20.3,0.1,97.0,0.0,10.0,383.0,train,PV,20190827,2019,8,summer
174,700,2019082706,20.2,1.6,98.0,0.0,10.0,219.0,train,PV,20190827,2019,8,summer
175,1000,2019082707,20.3,1.4,98.0,0.0,10.0,264.0,train,PV,20190827,2019,8,summer
176,5700,2019082708,20.6,0.5,98.0,0.0,10.0,234.0,train,PV,20190827,2019,8,summer
177,6600,2019082709,21.3,0.0,98.0,0.0,10.0,734.0,train,PV,20190827,2019,8,summer
178,2800,2019082710,21.7,0.0,98.0,0.0,10.0,216.0,train,PV,20190827,2019,8,summer
179,600,2019082711,21.8,0.0,98.0,0.0,10.0,259.0,train,PV,20190827,2019,8,summer
180,2300,2019082712,21.8,1.2,98.0,0.0,10.0,668.0,train,PV,20190827,2019,8,summer
181,7300,2019082713,21.9,2.6,98.0,0.0,10.0,353.0,train,PV,20190827,2019,8,summer
182,9600,2019082714,23.2,0.5,95.0,0.0,10.0,1284.0,train,PV,20190827,2019,8,summer
183,6100,2019082715,23.2,0.2,95.0,0.0,10.0,1003.0,train,PV,20190827,2019,8,summer
184,4500,2019082716,23.4,0.0,95.0,0.0,9.0,984.0,train,PV,20190827,2019,8,summer
185,700,2019082717,23.3,0.0,94.0,0.0,10.0,703.0,train,PV,20190827,2019,8,summer
186,200,2019082718,22.9,0.0,98.0,0.0,10.0,197.0,train,PV,20190827,2019,8,summer
187,0,2019082719,22.9,0.0,98.0,0.0,10.0,243.0,train,PV,20190827,2019,8,summer
188,0,2019082720,22.7,0.0,98.0,0.0,10.0,139.0,train,PV,20190827,2019,8,summer
189,0,2019082721,22.7,0.0,98.0,0.0,8.0,142.0,train,PV,20190827,2019,8,summer
190,0,2019082722,22.6,0.0,98.0,0.0,8.0,122.0,train,PV,20190827,2019,8,summer
191,0,2019082723,22.6,0.0,98.0,0.0,5.0,122.0,train,PV,20190827,2019,8,summer
192,0,2019082800,22.6,0.0,98.0,0.0,7.0,64.0,train,PV,20190828,2019,8,summer
193,0,2019082801,22.5,0.0,98.0,0.0,10.0,60.0,train,PV,20190828,2019,8,summer
194,0,2019082802,22.6,0.0,98.0,0.0,9.0,162.0,train,PV,20190828,2019,8,summer
195,0,2019082803,22.6,0.0,98.0,0.0,10.0,93.0,train,PV,20190828,2019,8,summer
196,0,2019082804,22.6,0.0,98.0,0.0,9.0,744.0,train,PV,20190828,2019,8,summer
197,0,2019082805,22.6,0.0,98.0,0.0,9.0,1475.0,train,PV,20190828,2019,8,summer
198,100,2019082806,22.7,0.0,96.0,0.0,10.0,1527.0,train,PV,20190828,2019,8,summer
199,1900,2019082807,22.4,0.0,96.0,0.0,10.0,1042.0,train,PV,20190828,2019,8,summer
200,4800,2019082808,22.6,0.0,97.0,0.0,10.0,745.0,train,PV,20190828,2019,8,summer
201,12400,2019082809,22.9,0.1,95.0,0.0,10.0,773.0,train,PV,20190828,2019,8,summer
202,20100,2019082810,22.8,0.0,94.0,0.0,10.0,1013.0,train,PV,20190828,2019,8,summer
203,30700,2019082811,24.8,0.0,85.0,0.0,9.0,1467.0,train,PV,20190828,2019,8,summer
204,48200,2019082812,25.2,0.0,72.0,0.0,9.0,1782.0,train,PV,20190828,2019,8,summer
205,23400,2019082813,26.0,0.0,67.0,0.5,9.0,1571.0,train,PV,20190828,2019,8,summer
206,18400,2019082814,26.0,0.0,68.0,0.0,10.0,1720.0,train,PV,20190828,2019,8,summer
207,12800,2019082815,26.6,0.0,68.0,0.0,10.0,1594.0,train,PV,20190828,2019,8,summer
208,3900,2019082816,25.5,0.0,74.0,0.0,10.0,1825.0,train,PV,20190828,2019,8,summer
209,6200,2019082817,24.2,0.0,87.0,0.0,10.0,1393.0,train,PV,20190828,2019,8,summer
210,3500,2019082818,24.7,0.0,86.0,0.2,9.0,1429.0,train,PV,20190828,2019,8,summer
211,0,2019082819,23.8,0.0,91.0,0.2,8.0,1043.0,train,PV,20190828,2019,8,summer
212,0,2019082820,22.6,0.0,96.0,0.0,6.0,653.0,train,PV,20190828,2019,8,summer
213,0,2019082821,21.6,0.0,98.0,0.0,2.0,441.0,train,PV,20190828,2019,8,summer
214,0,2019082822,20.9,0.0,98.0,0.0,5.0,278.0,train,PV,20190828,2019,8,summer
215,0,2019082823,20.2,0.0,98.0,0.0,6.0,262.0,train,PV,20190828,2019,8,summer
216,0,2019082900,20.5,0.0,98.0,0.0,8.0,280.0,train,PV,20190829,2019,8,summer
217,0,2019082901,20.2,0.0,98.0,0.0,9.0,251.0,train,PV,20190829,2019,8,summer
218,0,2019082902,20.1,0.0,98.0,0.0,9.0,235.0,train,PV,20190829,2019,8,summer
219,0,2019082903,20.6,0.0,98.0,0.0,10.0,226.0,train,PV,20190829,2019,8,summer
220,0,2019082904,21.4,0.0,98.0,0.0,10.0,337.0,train,PV,20190829,2019,8,summer
221,0,2019082905,21.3,0.0,96.0,0.0,10.0,375.0,train,PV,20190829,2019,8,summer
222,0,2019082906,21.6,0.0,93.0,0.0,10.0,501.0,train,PV,20190829,2019,8,summer
223,2000,2019082907,21.2,0.0,97.0,0.0,10.0,379.0,train,PV,20190829,2019,8,summer
224,5600,2019082908,21.4,0.0,97.0,0.0,10.0,237.0,train,PV,20190829,2019,8,summer
225,6700,2019082909,21.7,0.0,96.0,0.0,10.0,218.0,train,PV,20190829,2019,8,summer
226,7100,2019082910,22.0,0.0,93.0,0.0,10.0,543.0,train,PV,20190829,2019,8,summer
227,11300,2019082911,22.2,0.0,94.0,0.0,10.0,511.0,train,PV,20190829,2019,8,summer
228,10700,2019082912,23.1,0.0,89.0,0.0,10.0,855.0,train,PV,20190829,2019,8,summer
229,6800,2019082913,22.9,0.0,88.0,0.0,10.0,927.0,train,PV,20190829,2019,8,summer
230,7200,2019082914,22.8,0.0,81.0,0.0,10.0,1250.0,train,PV,20190829,2019,8,summer
231,11700,2019082915,22.3,0.0,82.0,0.0,10.0,1519.0,train,PV,20190829,2019,8,summer
232,6600,2019082916,22.2,0.0,82.0,0.0,10.0,1537.0,train,PV,20190829,2019,8,summer
233,5700,2019082917,22.4,0.0,82.0,0.0,10.0,1482.0,train,PV,20190829,2019,8,summer
234,700,2019082918,21.7,0.0,89.0,0.0,10.0,1230.0,train,PV,20190829,2019,8,summer
235,0,2019082919,21.2,0.0,90.0,0.0,10.0,1131.0,train,PV,20190829,2019,8,summer
236,0,2019082920,20.2,0.0,98.0,0.0,9.0,567.0,train,PV,20190829,2019,8,summer
237,0,2019082921,19.6,0.0,98.0,0.0,9.0,389.0,train,PV,20190829,2019,8,summer
238,0,2019082922,19.0,0.0,98.0,0.0,8.0,334.0,train,PV,20190829,2019,8,summer
239,0,2019082923,18.8,0.0,98.0,0.0,9.0,205.0,train,PV,20190829,2019,8,summer
240,0,2019083000,18.7,0.0,98.0,0.0,7.0,42.0,train,PV,20190830,2019,8,summer
241,0,2019083001,18.4,0.0,98.0,0.0,6.0,14.0,train,PV,20190830,2019,8,summer
242,0,2019083002,18.2,0.0,98.0,0.0,5.0,10.0,train,PV,20190830,2019,8,summer
243,0,2019083003,17.7,0.0,98.0,0.0,7.0,14.0,train,PV,20190830,2019,8,summer
244,0,2019083004,17.6,0.0,98.0,0.0,9.0,79.0,train,PV,20190830,2019,8,summer
245,0,2019083005,17.7,0.0,98.0,0.0,9.0,12.0,train,PV,20190830,2019,8,summer
246,2000,2019083006,17.6,0.0,98.0,0.0,6.0,17.0,train,PV,20190830,2019,8,summer
247,16000,2019083007,17.9,0.0,98.0,0.0,0.0,14.0,train,PV,20190830,2019,8,summer
248,39400,2019083008,19.6,0.0,98.0,0.1,0.0,80.0,train,PV,20190830,2019,8,summer
249,51200,2019083009,23.1,0.0,75.0,1.0,0.0,1731.0,train,PV,20190830,2019,8,summer
250,63900,2019083010,24.1,0.0,64.0,1.0,0.0,1631.0,train,PV,20190830,2019,8,summer
251,65900,2019083011,25.4,0.0,57.0,1.0,0.0,1894.0,train,PV,20190830,2019,8,summer
252,71200,2019083012,26.0,0.0,54.0,0.9,4.0,1963.0,train,PV,20190830,2019,8,summer
253,58800,2019083013,26.7,0.0,47.0,1.0,3.0,1901.0,train,PV,20190830,2019,8,summer
254,64400,2019083014,27.1,0.0,51.0,0.9,2.0,1837.0,train,PV,20190830,2019,8,summer
255,53800,2019083015,26.4,0.0,54.0,0.8,1.0,1786.0,train,PV,20190830,2019,8,summer
256,38600,2019083016,26.7,0.0,52.0,0.9,2.0,1999.0,train,PV,20190830,2019,8,summer
257,12000,2019083017,25.0,0.0,58.0,0.6,7.0,1905.0,train,PV,20190830,2019,8,summer
258,2800,2019083018,24.0,0.0,64.0,0.5,5.0,2000.0,train,PV,20190830,2019,8,summer
259,0,2019083019,23.0,0.0,63.0,0.2,3.0,2000.0,train,PV,20190830,2019,8,summer
260,0,2019083020,19.7,0.0,81.0,0.0,0.0,1963.0,train,PV,20190830,2019,8,summer
261,0,2019083021,18.2,0.0,90.0,0.0,0.0,1610.0,train,PV,20190830,2019,8,summer
262,0,2019083022,17.4,0.0,95.0,0.0,1.0,1361.0,train,PV,20190830,2019,8,summer
263,0,2019083023,16.9,0.0,97.0,0.0,0.0,1029.0,train,PV,20190830,2019,8,summer
264,0,2019083100,16.4,0.0,98.0,0.0,0.0,771.0,train,PV,20190831,2019,8,summer
265,0,2019083101,16.2,0.0,98.0,0.0,4.0,622.0,train,PV,20190831,2019,8,summer
266,0,2019083102,15.8,0.0,98.0,0.0,2.0,573.0,train,PV,20190831,2019,8,summer
267,0,2019083103,15.6,0.0,98.0,0.0,2.0,620.0,train,PV,20190831,2019,8,summer
268,0,2019083104,15.4,0.0,98.0,0.0,4.0,566.0,train,PV,20190831,2019,8,summer
269,0,2019083105,15.2,0.0,98.0,0.0,5.0,617.0,train,PV,20190831,2019,8,summer
270,2800,2019083106,15.3,0.0,98.0,0.0,6.0,532.0,train,PV,20190831,2019,8,summer
271,9600,2019083107,16.0,0.0,98.0,0.1,9.0,599.0,train,PV,20190831,2019,8,summer
272,21100,2019083108,17.9,0.0,95.0,0.0,9.0,851.0,train,PV,20190831,2019,8,summer
273,25400,2019083109,20.3,0.0,88.0,0.0,9.0,1407.0,train,PV,20190831,2019,8,summer
