num,id,lat,long
1,1110016000,37.64454929,126.9154831
2,1230028800,37.51934855,127.1330996
3,1050009600,37.57293864,127.0718871
4,1140023300,37.5274977,126.8336806
5,1020010500,37.53409564,126.96235
6,1230037000,37.5341737,127.1036232
7,1220001800,37.49478581,127.0956299
8,1140031500,37.53332803,126.875507
9,1220010000,37.48444594,127.0956068
10,1140039700,37.54653344,126.8211451
11,1160011800,37.49669109,126.8916976
12,1100005400,37.66923528,127.0498678
13,1220018200,37.49449563,127.0631833
14,1070006300,37.59021399,127.0099629
15,1130012700,37.54902838,126.9392212
16,1220026400,37.50376305,127.0604754
17,1100013600,37.63206272,127.0620926
18,1040007200,37.53517913,127.0762035
19,1130020900,37.56495081,126.9019403
20,1010008100,37.56398132,127.005556
21,1220034600,37.52366707,127.0424604
22,1040015400,37.55979867,127.0724955
23,1130029100,37.58398169,126.8829095
24,1180000300,37.51257861,126.8954114
25,1240006700,37.52781372,127.127355
26,1210007600,37.46683589,127.0416846
27,1100030000,37.65652789,127.0747972
28,1150001200,37.55259729,126.8169194
29,1005002800,37.61483273,127.0648609
30,1120002100,37.59615231,126.9525113
31,1180008500,37.49783594,126.9042071
32,1240014900,37.5466977,127.1496509
33,1150009400,37.53924753,126.8420401
34,1210015800,37.48456746,127.0135491
35,1240023100,37.55639297,127.1529549
36,1180016700,37.51628944,126.8909211
37,1120010300,37.57908089,126.9360392
38,1060003900,37.60359986,127.100661
39,1210024000,37.50280633,126.9795749
40,1150017600,37.56617334,126.8124362
41,1090011200,37.66382724,127.0283288
42,1030004800,37.54077757,127.0439836
43,1180024900,37.5209228,126.9124417
44,1060012100,37.5933449,127.0891583
45,1030013000,37.55368756,127.024715
46,3201507400,37.57151562,126.9138196
47,1000013900,37.57806538,126.9855051
48,1230004300,37.51799983,127.0731686
49,1180033100,37.5282432,126.9179968
50,1200005200,37.48006561,126.9041249
51,1170006100,37.47403541,126.8861461
52,1230012500,37.49671329,127.1541948
53,1180041300,37.53926663,126.8912475
54,1140007000,37.51624213,126.8657579
55,1230020700,37.50762297,127.1102623
56,1050001500,37.58113524,127.0465523
57,1110007900,37.59556218,126.9187044
58,1140015200,37.52231448,126.8709775
59,1020002400,37.51797489,126.9910674
60,1110016100,37.65018909,126.9333244
61,1050009700,37.57501271,127.0537871
62,1230028900,37.51663013,127.0878949
63,1140023400,37.52754287,126.8338039
64,1020010600,37.53456032,126.9622154
65,1230037100,37.53449692,127.1034667
66,1220001900,37.49512144,127.0706383
67,1050017900,37.59069189,127.0538647
68,1220010100,37.48433997,127.0956345
69,1160003700,37.48161969,126.8866724
70,1140039800,37.5465647,126.8212751
71,1160011900,37.49828862,126.8861853
72,1100005500,37.66859102,127.0567308
73,1220018300,37.49453657,127.0633089
74,1070006400,37.59012032,127.0100307
75,1130012800,37.54911827,126.9392976
76,1100013700,37.63279597,127.0830843
77,1220026500,37.5036628,127.0605262
78,1040007300,37.53613586,127.0766308
79,1130021000,37.56501842,126.9020464
80,1010008200,37.56387686,127.0055912
81,1219920010,37.46051483,127.0243514
82,1100021900,37.64395691,127.0713095
83,1220034700,37.52356026,127.0424815
84,1040015500,37.56019462,127.0720491
85,1130029200,37.58423337,126.8834606
86,1180000400,37.51268928,126.8960727
87,1240006800,37.5285364,127.1260554
88,1010016400,37.56705173,126.9784381
89,1210007700,37.46749479,127.041157
90,1219920020,37.46329609,127.0159328
91,1150001300,37.55750439,126.8477674
92,1100030100,37.65699869,127.0661331
93,1120002200,37.59628414,126.9541941
94,1180008600,37.4992875,126.9082443
95,1240015000,37.54680568,127.1496582
96,1005002900,37.56217133,126.9012084
97,1150009500,37.5396251,126.8419604
98,1210015900,37.48446233,127.0135808
99,1219920030,37.46928837,126.9975493
100,1240023200,37.55642217,127.1530862
101,1180016800,37.5159859,126.8881676
102,1120010400,37.57906529,126.9361737
103,1060004000,37.60359231,127.1007966
104,1210024100,37.50290736,126.9806438
105,1030004900,37.54105878,127.0465445
106,1150017700,37.56613681,126.8125336
107,1060012200,37.59352976,127.0905387
108,1180025000,37.52223023,126.9168437
109,1000005800,37.56963544,127.011218
110,1030013100,37.55457873,127.0409426
111,3201507500,37.57145245,126.91393
112,1180033200,37.52745688,126.9143018
113,1000014000,37.57809725,126.98558
114,1230004400,37.51830274,127.0731776
115,1200005300,37.4823063,126.9462988
116,1170006200,37.47406847,126.8862753
117,1230012600,37.4966854,127.1540637
118,1140007100,37.5163188,126.8610428
119,1230020800,37.50755902,127.1103719
120,1050001600,37.58397547,127.0499089
121,1110008000,37.59550683,126.9188211
122,1080008900,37.63625065,127.0355852
123,1020002500,37.51788494,126.9805991
124,1110016200,37.65008147,126.93334
125,1050009800,37.57493571,127.0538832
126,1230029000,37.51652342,127.0879173
127,1140023500,37.52742721,126.8701494
128,1020010700,37.53422225,126.9888062
129,1220002000,37.49516617,127.0707619
130,1050018000,37.59078055,127.0539441
131,1020018900,37.54550013,126.9745845
132,1190002900,37.50425289,126.9494928
133,1220010200,37.48501829,127.0368864
134,1160003800,37.48167798,126.8867866
135,1140039900,37.54590036,126.8819019
136,1160012000,37.49835614,126.8862917
137,1220018400,37.49241696,127.0585127
138,1100005600,37.66924432,127.0566949
139,1010000100,37.56821135,126.9689316
140,1130012900,37.54844093,126.932684
141,1100013800,37.63279809,127.0832204
142,1220026600,37.50535526,127.0573619
143,1130021100,37.56487978,126.9073845
144,1070014700,37.60760529,127.0051984
145,1100022000,37.64444,127.0712288
146,1220034800,37.52460935,127.0499987
147,1040015600,37.56017601,127.0780416
148,1010016500,37.56789282,126.9875655
149,1130029300,37.58412198,126.8859476
150,1240006900,37.52748751,127.1441318
151,1150001400,37.55760658,126.847813
152,1100030200,37.65689622,127.0661771
153,1005003000,37.56225707,126.9011213
154,1210007800,37.46334915,127.0712642
155,1120002300,37.59898645,126.9651803
156,1180008700,37.499395,126.9082596
157,1240015100,37.5464564,127.1261459
