pow
0
0
0
0
0
0
2800
13600
33700
42400
30200
42500
62400
37700
33000
42900
33400
12900
2200
0
0
0
0
0
0
0
0
0
0
0
800
4000
9300
11900
12700
21400
28100
22700
11700
17000
6600
6600
600
0
0
0
0
0
0
0
0
0
0
0
1200
600
0
800
1500
20300
48700
58100
44800
40400
30900
14900
1200
0
0
0
0
0
0
0
0
0
0
0
1700
6500
6100
19200
18700
18200
27200
54100
49400
32600
30600
15800
2000
100
0
0
0
0
0
0
0
0
0
0
1500
16300
22300
23500
37900
38000
35300
39400
44500
28100
18300
7700
1200
0
0
0
0
0
0
0
0
0
0
0
1600
6600
21900
21500
25700
15000
29300
28300
32300
26100
29600
13400
3400
0
0
0
0
0
0
0
0
0
0
0
2500
16100
32700
54000
67100
65000
57800
53100
46100
17600
11800
7500
1600
0
0
0
0
0
0
0
0
0
0
0
700
1000
5700
6600
2800
600
2300
7300
9600
6100
4500
700
200
0
0
0
0
0
0
0
0
0
0
0
100
1900
4800
12400
20100
30700
48200
23400
18400
12800
3900
6200
3500
0
0
0
0
0
0
0
0
0
0
0
0
2000
5600
6700
7100
11300
10700
6800
7200
11700
6600
5700
700
0
0
0
0
0
0
0
0
0
0
0
2000
16000
39400
51200
63900
65900
71200
58800
64400
53800
38600
12000
2800
0
0
0
0
0
0
0
0
0
0
0
2800
9600
21100
25400
43200
50900
53900
59800
32000
42300
29600
8500
2300
0
0
0
0
0
0
0
0
0
0
0
1200
8200
12100
19300
16900
20900
17900
7300
6500
5100
3200
3500
1200
0
0
0
0
0
0
0
0
0
0
0
400
2100
2500
1800
1600
7300
14300
13700
13400
7300
4100
1300
200
0
0
0
0
0
0
0
0
0
0
0
0
800
2100
13000
7000
6900
6700
30200
22700
14600
8200
2700
100
0
0
0
0
0
0
0
0
0
0
0
0
600
1000
2400
10200
7700
5900
5900
8200
8000
10000
4800
600
0
0
0
0
0
0
0
0
0
0
0
400
1000
8000
12100
9500
33100
25700
24500
27400
18900
13200
6000
1500
0
0
0
0
0
0
0
0
0
0
0
1800
10200
6900
16100
27400
26000
12700
18100
18600
13900
5500
2000
400
0
0
0
0
0
0
0
0
0
0
0
0
400
400
1700
5500
5200
6000
3700
5500
2500
2300
2000
500
0
0
0
0
0
0
0
0
0
0
0
2300
7200
18500
29100
35800
32400
21600
19900
12600
14900
11800
5700
300
0
0
0
0
0
0
0
0
0
0
0
900
3600
9400
14800
33800
58200
44200
35400
17900
11700
3900
2300
300
0
0
0
0
0
0
0
0
0
0
0
800
8300
23200
34800
36500
33700
41400
40200
30400
31500
13800
7500
500
0
0
0
0
0
0
0
0
0
0
0
500
3600
23900
49100
22000
29900
21900
37300
16200
9900
4900
5000
700
0
0
0
0
0
0
0
0
0
0
0
1200
12600
36000
53500
58800
71900
72900
63400
53800
49700
18700
8700
500
0
0
0
0
0
0
0
0
0
0
0
1200
13700
32400
51100
63400
70400
59700
68600
60400
28500
20800
10200
600
0
0
0
0
0
0
0
0
0
0
0
800
9100
25800
29300
30400
37200
64700
41000
13700
36400
25200
7400
800
0
0
0
0
0
0
0
0
0
0
0
0
6300
14200
19600
36500
30800
22800
33900
18400
37600
5700
3500
500
0
0
0
0
0
0
0
0
0
0
0
1400
12100
37400
49100
65600
71900
66600
69800
62200
48600
28300
9600
400
0
0
0
0
0
0
0
0
0
0
0
500
6600
31100
46100
55700
73700
74300
70700
57300
49600
31200
8600
500
0
0
0
0
0
0
0
0
0
0
0
1100
13700
32200
53700
66100
66200
61400
39700
23900
33700
26400
8500
800
0
0
0
0
0
0
0
0
0
0
0
300
5900
24400
47100
59100
76400
51300
56300
65800
45600
17900
4700
200
0
0
0
0
0
0
0
0
0
0
0
100
1100
3900
5800
9000
9200
5400
4000
3900
2600
2400
500
0
0
0
0
0
0
0
0
0
0
0
0
0
1100
1500
5800
8500
11300
9600
5700
5700
3500
1900
1400
100
0
0
0
0
0
0
0
0
0
0
0
100
5300
11300
17100
11000
52400
31600
24600
17900
20000
10900
4200
200
0
0
0
0
0
0
0
0
0
0
0
800
12500
35900
53800
65500
66300
73300
55200
47800
28600
21900
7100
300
0
0
0
0
0
0
0
0
0
0
0
1100
11200
29000
40300
60200
63700
54900
39600
38000
31000
17100
4500
200
0
0
0
0
0
0
0
0
0
0
0
1000
11300
34500
50100
58500
71900
53500
49800
38700
20300
15700
5100
