fullday,Unnamed: 0,연료원,지역세부구분,거래일,시간,전력거래량,YMDH,month,fullday,season,year,지점,지점명,기온(°C),강수량(mm),강수량 QC플래그,풍속(m/s),풍향(16방위),습도(%),증기압(hPa),이슬점온도(°C),현지기압(hPa),해면기압(hPa),일조(hr),일사(MJ/m2),적설(cm),3시간신적설(cm),전운량(10분위),중하층운량(10분위),운형(운형약어),최저운고(100m ),시정(10m),지면상태(지면상태코드),현상번호(국내식),지면온도(°C),5cm 지중온도(°C),10cm 지중온도(°C),20cm 지중온도(°C),30cm 지중온도(°C)
20140101,23,태양광,제주도,2014-01-01,23,7.310385,2014010123,1,20140101,winter,2014,184.0,제주,12.5,0.0,0.0,7.1,290.0,57.0,7.1,2.0,1016.8,1019.3,1.0,1.82,0.0,0.0,2.0,2.0,Sc,10.0,2000.0,0.0,42.0,11.8,10.9,9.3,9.0,9.2
20140102,47,태양광,제주도,2014-01-02,23,6.731969,2014010223,1,20140102,winter,2014,184.0,제주,12.4,0.0,0.0,4.2,340.0,71.0,8.5,4.7,1020.2,1022.7,1.0,1.8,0.0,0.0,3.0,3.0,Sc,10.0,2500.0,0.0,42.0,12.1,11.4,9.8,9.3,9.4
20140103,71,태양광,제주도,2014-01-03,23,4.05903,2014010323,1,20140103,winter,2014,184.0,제주,15.2,0.0,0.0,4.4,360.0,69.0,9.5,6.3,1017.4,1019.9,1.0,1.34,0.0,0.0,6.0,1.0,ScCi,10.0,2500.0,0.0,0.0,15.4,11.1,9.7,9.3,9.5
20140104,95,태양광,제주도,2014-01-04,23,8.391329,2014010423,1,20140104,winter,2014,184.0,제주,11.0,0.0,0.0,4.5,360.0,72.0,8.4,4.5,1018.0,1020.5,1.0,1.87,0.0,0.0,10.0,7.0,ScCi,10.0,2500.0,0.0,40.0,11.3,11.8,10.2,9.8,9.8
20140105,119,태양광,제주도,2014-01-05,23,8.457214,2014010523,1,20140105,winter,2014,184.0,제주,9.3,0.0,0.0,6.3,360.0,67.0,5.4,-1.8,1022.9,1025.4,1.0,1.96,0.0,0.0,1.0,1.0,Sc,10.0,3000.0,0.0,0.0,10.3,10.9,9.4,9.6,9.8
20140106,143,태양광,제주도,2014-01-06,23,6.71207,2014010623,1,20140106,winter,2014,184.0,제주,10.3,0.0,0.0,4.1,340.0,58.0,5.8,-0.8,1026.3,1028.8,1.0,1.76,0.0,0.0,4.0,1.0,Sc,10.0,2500.0,0.0,0.0,11.6,10.7,9.0,9.1,9.2
20140107,167,태양광,제주도,2014-01-07,23,5.395507,2014010723,1,20140107,winter,2014,184.0,제주,12.1,0.0,9.0,4.8,160.0,83.0,10.8,8.1,1023.8,1026.4,1.0,1.66,0.0,0.0,10.0,6.0,StNs,10.0,2500.0,0.0,1.0,13.6,10.3,8.9,8.9,9.0
20140108,191,태양광,제주도,2014-01-08,23,0.672412,2014010823,1,20140108,winter,2014,184.0,제주,10.7,13.2,9.0,8.3,360.0,93.0,11.5,9.0,1021.2,1023.8,0.0,0.13,0.0,0.0,10.0,8.0,StNs,10.0,2000.0,2.0,1901.0,9.4,9.5,8.9,9.1,9.2
20140109,215,태양광,제주도,2014-01-09,23,1.953657,2014010923,1,20140109,winter,2014,184.0,제주,4.2,0.1,9.0,9.1,360.0,75.0,5.4,0.0,1029.0,1031.6,0.0,0.53,0.0,0.0,10.0,9.0,StNs,10.0,2000.0,1.0,908.0,4.4,6.4,7.1,8.4,8.8
20140110,239,태양광,제주도,2014-01-10,23,4.330255,2014011023,1,20140110,winter,2014,184.0,제주,5.9,0.1,9.0,5.2,360.0,81.0,6.7,1.2,1031.4,1034.0,0.5,1.35,0.0,0.0,9.0,9.0,Sc,10.0,2000.0,1.0,1908.0,9.6,7.2,6.4,6.9,7.6
20140111,263,태양광,제주도,2014-01-11,23,6.958204,2014011123,1,20140111,winter,2014,184.0,제주,7.2,0.0,0.0,4.9,360.0,67.0,6.3,0.4,1031.9,1034.5,1.0,1.76,0.0,0.0,9.0,9.0,Sc,40.0,2000.0,1.0,0.0,9.0,9.0,7.6,7.6,7.9
20140112,287,태양광,제주도,2014-01-12,23,4.697424,2014011223,1,20140112,winter,2014,184.0,제주,8.8,0.0,0.0,7.4,360.0,67.0,6.5,0.8,1028.4,1031.0,0.4,1.11,0.0,0.0,9.0,8.0,ScAc,10.0,2000.0,1.0,40.0,9.6,7.9,6.9,7.5,7.9
20140113,311,태양광,제주도,2014-01-13,23,8.295381,2014011323,1,20140113,winter,2014,184.0,제주,4.2,0.0,0.0,5.2,360.0,66.0,5.0,-2.6,1029.7,1032.3,0.8,1.72,0.0,0.0,9.0,9.0,ScCi,10.0,2500.0,1.0,0.0,7.8,7.7,6.9,7.4,7.7
20140114,335,태양광,제주도,2014-01-14,23,7.973538,2014011423,1,20140114,winter,2014,184.0,제주,5.8,0.0,0.0,5.4,360.0,63.0,4.2,-5.0,1029.8,1032.4,1.0,2.08,0.0,0.0,5.0,5.0,ScCi,10.0,2500.0,0.0,0.0,6.8,7.6,6.6,7.0,7.6
20140115,359,태양광,제주도,2014-01-15,23,6.960663,2014011523,1,20140115,winter,2014,184.0,제주,6.2,0.0,0.0,6.6,360.0,62.0,5.0,-2.7,1031.6,1034.2,0.6,1.58,0.0,0.0,7.0,7.0,Sc,10.0,2500.0,0.0,0.0,8.7,7.6,6.6,6.9,7.2
20140116,383,태양광,제주도,2014-01-16,23,6.649363,2014011623,1,20140116,winter,2014,184.0,제주,7.0,0.0,0.0,3.6,360.0,63.0,5.4,-1.6,1028.8,1031.4,0.9,1.64,0.0,0.0,8.0,8.0,ScCi,10.0,2000.0,0.0,0.0,11.2,9.0,7.2,7.2,7.5
20140117,407,태양광,제주도,2014-01-17,23,6.464472,2014011723,1,20140117,winter,2014,184.0,제주,9.0,0.0,0.0,4.3,360.0,61.0,6.1,0.0,1026.1,1028.7,1.0,1.78,0.0,0.0,8.0,8.0,ScCi,10.0,1800.0,0.0,0.0,11.0,9.7,7.8,7.6,7.8
20140118,431,태양광,제주도,2014-01-18,23,2.755474,2014011823,1,20140118,winter,2014,184.0,제주,7.6,0.0,9.0,8.3,360.0,71.0,6.9,1.7,1028.8,1031.4,0.1,0.67,0.0,0.0,10.0,9.0,StNs,10.0,1800.0,0.0,401901.0,7.3,7.3,7.2,7.6,7.9
20140119,455,태양광,제주도,2014-01-19,23,8.375243,2014011923,1,20140119,winter,2014,184.0,제주,7.0,0.0,9.0,4.3,360.0,71.0,6.1,0.0,1030.3,1032.9,1.0,2.09,0.0,0.0,5.0,5.0,Sc,40.0,3000.0,0.0,0.0,10.6,10.2,8.2,7.9,8.1
20140120,479,태양광,제주도,2014-01-20,23,4.631992,2014012023,1,20140120,winter,2014,184.0,제주,10.3,0.0,9.0,9.7,320.0,67.0,8.1,4.0,1022.1,1024.6,0.9,1.43,0.0,0.0,10.0,9.0,ScAs,10.0,2000.0,0.0,4240.0,11.9,9.5,8.2,8.1,8.5
20140121,503,태양광,제주도,2014-01-21,23,2.847869,2014012123,1,20140121,winter,2014,184.0,제주,4.7,0.2,9.0,10.5,360.0,81.0,5.9,-0.4,1026.1,1028.7,0.1,0.78,0.0,0.0,9.0,9.0,CuSc,8.0,1800.0,1.0,9.0,5.8,7.3,7.5,8.0,8.5
20140122,527,태양광,제주도,2014-01-22,23,6.669528,2014012223,1,20140122,winter,2014,184.0,제주,5.6,0.0,9.0,5.6,360.0,64.0,5.2,-2.1,1027.4,1030.0,0.4,1.57,0.0,0.0,8.0,8.0,Sc,10.0,2000.0,1.0,0.0,10.3,8.1,6.9,7.3,7.8
20140123,551,태양광,제주도,2014-01-23,23,6.372606,2014012323,1,20140123,winter,2014,184.0,제주,8.9,0.0,0.0,2.8,360.0,76.0,7.2,2.3,1026.8,1029.4,1.0,2.11,0.0,0.0,5.0,5.0,ScCi,40.0,2500.0,0.0,0.0,11.5,10.6,8.2,7.7,7.8
20140124,575,태양광,제주도,2014-01-24,23,7.576595,2014012423,1,20140124,winter,2014,184.0,제주,14.4,0.0,0.0,3.9,250.0,79.0,9.7,6.5,1021.8,1024.4,1.0,2.1,0.0,0.0,6.0,3.0,ScCi,10.0,3000.0,0.0,0.0,14.3,12.5,9.6,8.5,8.4
20140125,599,태양광,제주도,2014-01-25,23,5.492478,2014012523,1,20140125,winter,2014,184.0,제주,17.1,0.0,0.0,9.4,360.0,84.0,12.7,10.5,1019.5,1022.0,0.5,1.41,0.0,0.0,9.0,9.0,ScCi,10.0,2000.0,0.0,0.0,16.8,12.4,10.4,9.5,9.3
20140126,623,태양광,제주도,2014-01-26,23,9.478742,2014012623,1,20140126,winter,2014,184.0,제주,8.6,0.0,0.0,4.9,360.0,72.0,7.7,3.2,1026.3,1028.8,1.0,2.24,0.0,0.0,7.0,7.0,ScCi,10.0,3000.0,0.0,0.0,11.6,12.3,10.4,9.6,9.4
20140127,647,태양광,제주도,2014-01-27,23,8.359313,2014012723,1,20140127,winter,2014,184.0,제주,12.8,0.0,0.0,4.4,360.0,69.0,7.1,2.1,1025.4,1028.0,1.0,2.18,0.0,0.0,2.0,2.0,Sc,10.0,3000.0,0.0,0.0,13.9,12.5,10.0,9.3,9.4
20140128,671,태양광,제주도,2014-01-28,23,3.079532,2014012823,1,20140128,winter,2014,184.0,제주,11.9,0.0,9.0,4.3,360.0,72.0,9.7,6.6,1024.2,1026.7,0.2,0.87,0.0,0.0,9.0,9.0,ScCi,10.0,3000.0,0.0,1.0,14.1,10.6,9.2,9.1,9.1
20140129,695,태양광,제주도,2014-01-29,23,9.207558,2014012923,1,20140129,winter,2014,184.0,제주,14.1,0.0,9.0,3.4,340.0,88.0,11.6,9.2,1023.6,1026.2,1.0,2.22,0.0,0.0,10.0,7.0,StNs,40.0,3000.0,0.0,1.0,14.4,12.5,10.0,9.1,9.1
20140130,719,태양광,제주도,2014-01-30,23,2.775469,2014013023,1,20140130,winter,2014,184.0,제주,12.6,6.1,9.0,6.7,320.0,90.0,12.5,10.3,1019.3,1021.8,0.0,0.25,0.0,0.0,10.0,9.0,StNs,10.0,1500.0,1.0,421901.0,11.4,10.7,9.9,9.7,9.6
20140131,743,태양광,제주도,2014-01-31,23,8.750467,2014013123,1,20140131,winter,2014,184.0,제주,16.1,0.0,9.0,3.3,360.0,84.0,8.5,4.7,1022.2,1024.7,1.0,2.08,0.0,0.0,5.0,5.0,Sc,10.0,1800.0,1.0,4219.0,14.0,13.3,10.9,10.0,9.8
20140201,767,태양광,제주도,2014-02-01,23,4.539864,2014020123,2,20140201,winter,2014,184.0,제주,20.2,3.1,9.0,4.3,360.0,91.0,16.9,14.9,1018.1,1020.6,1.0,1.77,0.0,0.0,10.0,9.0,StNs,10.0,2000.0,1.0,1901.0,16.9,13.3,11.6,10.8,10.3
20140202,791,태양광,제주도,2014-02-02,23,5.751793,2014020223,2,20140202,winter,2014,184.0,제주,14.4,0.1,9.0,3.8,290.0,95.0,15.4,13.4,1010.6,1013.1,0.0,0.74,0.0,0.0,10.0,8.0,StNs,10.0,1800.0,1.0,1902.0,15.2,12.8,11.6,11.3,11.0
20140203,815,태양광,제주도,2014-02-03,23,7.89962,2014020323,2,20140203,winter,2014,184.0,제주,9.6,0.1,9.0,6.6,360.0,94.0,10.9,8.2,1018.0,1020.6,1.0,2.13,0.0,0.0,10.0,9.0,StNs,10.0,2500.0,1.0,1902.0,11.4,12.9,11.4,11.3,11.0
20140204,839,태양광,제주도,2014-02-04,23,6.701585,2014020423,2,20140204,winter,2014,184.0,제주,2.3,0.0,9.0,7.9,360.0,68.0,4.7,-3.6,1024.6,1027.2,0.7,2.13,0.0,0.0,9.0,9.0,Sc,10.0,2500.0,1.0,8.0,6.5,8.4,9.3,10.6,10.8
20140205,863,태양광,제주도,2014-02-05,23,3.229905,2014020523,2,20140205,winter,2014,184.0,제주,5.4,0.0,9.0,4.0,360.0,65.0,5.1,-2.4,1025.7,1028.3,0.3,0.91,0.0,0.0,10.0,8.0,ScCi,10.0,2500.0,0.0,0.0,9.4,7.6,7.2,8.6,9.1
20140206,887,태양광,제주도,2014-02-06,23,0.841079,2014020623,2,20140206,winter,2014,184.0,제주,8.5,6.2,9.0,5.8,160.0,92.0,9.0,5.4,1021.9,1024.5,0.0,0.37,0.0,0.0,10.0,8.0,StNs,10.0,2000.0,1.0,1.0,7.4,7.1,6.8,7.7,8.1
20140207,911,태양광,제주도,2014-02-07,23,3.002078,2014020723,2,20140207,winter,2014,184.0,제주,9.5,3.4,9.0,6.6,90.0,90.0,9.6,6.4,1017.2,1019.7,0.1,0.74,0.0,0.0,10.0,9.0,StNs,10.0,1800.0,1.0,1.0,11.2,8.8,8.0,8.1,8.3
20140208,935,태양광,제주도,2014-02-08,23,1.929307,2014020823,2,20140208,winter,2014,184.0,제주,8.6,6.3,9.0,7.2,360.0,91.0,9.3,6.0,1016.4,1018.9,0.0,0.24,0.0,0.0,10.0,8.0,StNs,10.0,1800.0,2.0,1901.0,7.7,8.3,7.8,8.1,8.3
20140209,959,태양광,제주도,2014-02-09,23,2.310006,2014020923,2,20140209,winter,2014,184.0,제주,5.5,0.0,9.0,6.4,360.0,73.0,6.4,0.6,1019.2,1021.8,0.0,0.46,0.0,0.0,10.0,9.0,ScAs,10.0,1800.0,1.0,1.0,6.1,6.8,7.0,7.9,8.0
20140210,983,태양광,제주도,2014-02-10,23,1.674911,2014021023,2,20140210,winter,2014,184.0,제주,6.5,3.7,9.0,6.8,360.0,88.0,7.3,2.4,1020.8,1023.4,0.0,0.16,0.0,0.0,10.0,7.0,StNs,10.0,2000.0,1.0,1.0,4.7,5.6,5.8,7.0,7.5
20140211,1007,태양광,제주도,2014-02-11,23,4.884657,2014021123,2,20140211,winter,2014,184.0,제주,7.9,0.1,9.0,7.8,140.0,76.0,7.3,2.4,1022.0,1024.5,1.0,1.36,0.0,0.0,10.0,8.0,StNs,10.0,2500.0,1.0,1.0,10.7,8.1,7.1,7.1,7.2
20140212,1031,태양광,제주도,2014-02-12,23,6.044628,2014021223,2,20140212,winter,2014,184.0,제주,8.0,0.0,9.0,5.6,250.0,76.0,6.8,1.4,1024.8,1027.3,0.7,1.64,0.0,0.0,10.0,9.0,ScAs,10.0,2500.0,1.0,1.0,11.3,8.5,7.4,7.4,7.7
20140213,1055,태양광,제주도,2014-02-13,23,6.930139,2014021323,2,20140213,winter,2014,184.0,제주,8.9,3.9,9.0,5.8,270.0,87.0,7.8,3.4,1025.9,1028.4,0.7,1.74,0.0,0.0,10.0,9.0,StNs,10.0,2500.0,1.0,1.0,12.6,9.8,8.2,7.9,7.9
20140214,1079,태양광,제주도,2014-02-14,23,6.277513,2014021423,2,20140214,winter,2014,184.0,제주,8.0,0.0,9.0,8.3,140.0,71.0,7.3,2.4,1023.8,1026.3,0.4,1.24,0.0,0.0,9.0,9.0,ScCi,10.0,2000.0,1.0,0.0,11.9,8.7,7.9,8.0,8.1
20140215,1103,태양광,제주도,2014-02-15,23,11.779637,2014021523,2,20140215,winter,2014,184.0,제주,9.5,0.0,0.0,3.8,360.0,68.0,5.7,-0.9,1026.0,1028.6,1.0,2.55,0.0,0.0,6.0,6.0,Sc,10.0,2500.0,1.0,0.0,18.9,11.8,9.4,8.5,8.5
20140216,1127,태양광,제주도,2014-02-16,23,9.015662,2014021623,2,20140216,winter,2014,184.0,제주,13.8,0.0,0.0,5.4,160.0,66.0,7.6,3.0,1026.4,1028.9,1.0,2.25,0.0,0.0,8.0,3.0,ScCi,10.0,2500.0,0.0,0.0,17.8,11.5,9.5,8.8,8.6
20140217,1151,태양광,제주도,2014-02-17,23,0.624079,2014021723,2,20140217,winter,2014,184.0,제주,10.2,8.0,9.0,10.1,110.0,92.0,9.9,6.9,1024.1,1026.6,0.0,0.28,0.0,0.0,10.0,8.0,StScNs,10.0,1800.0,2.0,1.0,9.3,9.2,8.9,8.8,8.8
20140218,1175,태양광,제주도,2014-02-18,23,2.786254,2014021823,2,20140218,winter,2014,184.0,제주,8.7,0.1,9.0,8.6,70.0,81.0,9.0,5.5,1022.4,1024.9,0.0,0.74,0.0,0.0,10.0,9.0,StNs,10.0,1800.0,1.0,1.0,9.9,9.0,8.4,8.6,8.7
20140219,1199,태양광,제주도,2014-02-19,23,5.479775,2014021923,2,20140219,winter,2014,184.0,제주,8.6,0.0,9.0,7.0,340.0,71.0,6.6,1.1,1023.3,1025.9,0.9,1.48,0.0,0.0,10.0,9.0,ScAs,10.0,2000.0,1.0,1.0,14.0,9.4,8.3,8.4,8.7
20140220,1223,태양광,제주도,2014-02-20,23,10.169877,2014022023,2,20140220,winter,2014,184.0,제주,7.4,0.0,9.0,5.9,360.0,63.0,6.2,0.1,1027.5,1030.1,0.6,1.93,0.0,0.0,8.0,8.0,Sc,10.0,2000.0,1.0,0.0,14.2,10.3,8.9,8.6,8.7
20140221,1247,태양광,제주도,2014-02-21,23,11.575233,2014022123,2,20140221,winter,2014,184.0,제주,7.8,0.0,0.0,4.5,360.0,64.0,5.5,-1.5,1028.9,1031.5,1.0,2.8,0.0,0.0,8.0,8.0,Sc,10.0,3000.0,0.0,0.0,21.6,12.3,10.0,9.0,9.1
20140222,1271,태양광,제주도,2014-02-22,23,8.405975,2014022223,2,20140222,winter,2014,184.0,제주,9.9,0.0,0.0,2.8,360.0,70.0,6.4,0.7,1028.8,1031.4,1.0,2.4,0.0,0.0,8.0,4.0,Sc,40.0,2000.0,0.0,0.0,21.6,12.0,9.9,9.1,9.1
20140223,1295,태양광,제주도,2014-02-23,23,9.056984,2014022323,2,20140223,winter,2014,184.0,제주,11.8,0.0,0.0,4.0,360.0,73.0,8.5,4.6,1028.3,1030.9,1.0,2.32,0.0,0.0,4.0,4.0,Sc,10.0,1800.0,0.0,40.0,22.5,12.8,10.5,9.6,9.3
20140224,1319,태양광,제주도,2014-02-24,23,8.828521,2014022423,2,20140224,winter,2014,184.0,제주,13.5,0.0,0.0,3.8,180.0,70.0,8.3,4.3,1027.3,1029.8,1.0,2.52,0.0,0.0,1.0,1.0,Sc,10.0,2000.0,0.0,40.0,25.4,14.3,11.7,10.4,10.1
20140225,1343,태양광,제주도,2014-02-25,23,5.978168,2014022523,2,20140225,winter,2014,184.0,제주,13.8,0.0,9.0,4.8,180.0,73.0,9.3,6.0,1026.6,1029.1,0.3,1.59,0.0,0.0,10.0,4.0,ScCi,10.0,1800.0,0.0,40.0,19.6,12.9,11.2,10.6,10.3
20140226,1367,태양광,제주도,2014-02-26,23,0.582122,2014022623,2,20140226,winter,2014,184.0,제주,12.2,13.9,9.0,5.2,110.0,93.0,12.1,9.8,1022.7,1025.2,0.0,0.29,0.0,0.0,10.0,8.0,StNs,10.0,1100.0,1.0,4001.0,11.0,11.2,10.7,10.5,10.5
20140227,1391,태양광,제주도,2014-02-27,23,10.150777,2014022723,2,20140227,winter,2014,184.0,제주,12.8,0.0,0.0,4.6,360.0,86.0,11.2,8.7,1020.2,1022.7,1.0,2.42,0.0,0.0,9.0,9.0,Sc,40.0,1200.0,1.0,4019.0,16.7,14.7,12.6,11.5,11.2
20140228,1415,태양광,제주도,2014-02-28,23,3.417884,2014022823,2,20140228,winter,2014,184.0,제주,11.3,0.0,9.0,2.7,360.0,85.0,11.3,8.8,1020.6,1023.1,0.0,0.7,0.0,0.0,10.0,6.0,ScCi,10.0,900.0,1.0,4019.0,14.0,11.8,11.2,11.4,11.2
20140301,1439,태양광,제주도,2014-03-01,23,0.822335,2014030123,3,20140301,spring,2014,184.0,제주,11.5,6.6,9.0,6.9,360.0,95.0,12.5,10.3,1016.8,1019.3,0.0,0.25,0.0,0.0,10.0,8.0,StNs,10.0,800.0,1.0,1901.0,11.1,11.1,10.6,10.8,10.9
20140302,1463,태양광,제주도,2014-03-02,23,10.816917,2014030223,3,20140302,spring,2014,184.0,제주,11.5,0.0,9.0,7.5,360.0,82.0,9.1,5.6,1021.4,1023.9,1.0,2.82,0.0,0.0,10.0,9.0,StNs,10.0,3000.0,1.0,19.0,17.0,14.0,11.9,11.2,11.0
20140303,1487,태양광,제주도,2014-03-03,23,12.642261,2014030323,3,20140303,spring,2014,184.0,제주,11.6,0.0,9.0,8.0,360.0,62.0,6.9,1.7,1025.3,1027.8,1.0,2.87,0.0,0.0,8.0,6.0,Sc,10.0,3000.0,1.0,0.0,18.1,14.2,12.1,11.3,11.0
20140304,1511,태양광,제주도,2014-03-04,23,1.533006,2014030423,3,20140304,spring,2014,184.0,제주,11.3,9.1,9.0,6.1,180.0,92.0,11.4,8.9,1023.3,1025.8,0.1,0.45,0.0,0.0,10.0,8.0,StNs,10.0,3000.0,1.0,1901.0,12.0,10.4,10.5,11.1,11.0
20140305,1535,태양광,제주도,2014-03-05,23,13.130511,2014030523,3,20140305,spring,2014,184.0,제주,9.1,0.0,9.0,6.8,360.0,74.0,8.0,3.7,1018.2,1026.9,1.0,2.91,0.0,0.0,9.0,9.0,Sc,10.0,2500.0,1.0,0.0,15.3,13.1,11.2,10.6,10.6
20140306,1559,태양광,제주도,2014-03-06,23,11.216394,2014030623,3,20140306,spring,2014,184.0,제주,8.0,0.0,0.0,7.7,360.0,62.0,5.2,-2.3,1027.9,1030.5,1.0,2.57,0.0,0.0,7.0,6.0,ScCi,10.0,3000.0,1.0,0.0,15.6,11.1,10.0,10.4,10.5
20140307,1583,태양광,제주도,2014-03-07,23,12.588332,2014030723,3,20140307,spring,2014,184.0,제주,7.2,0.0,9.0,5.3,360.0,77.0,6.9,1.7,1030.1,1032.7,1.0,2.81,0.0,0.0,9.0,9.0,ScCi,10.0,3000.0,1.0,1.0,19.3,12.6,10.8,10.1,10.1
20140308,1607,태양광,제주도,2014-03-08,23,8.90889,2014030823,3,20140308,spring,2014,184.0,제주,7.9,0.0,9.0,4.7,360.0,61.0,6.0,-0.3,1027.6,1030.2,1.0,2.22,0.0,0.0,8.0,3.0,ScCi,10.0,2500.0,0.0,0.0,16.7,11.1,9.9,10.0,10.1
20140309,1631,태양광,제주도,2014-03-09,23,7.978213,2014030923,3,20140309,spring,2014,184.0,제주,10.2,0.0,0.0,7.3,340.0,66.0,7.5,2.9,1024.0,1026.6,0.9,2.25,0.0,0.0,7.0,7.0,Sc,10.0,2500.0,0.0,0.0,16.3,11.5,10.0,9.8,9.9
20140310,1655,태양광,제주도,2014-03-10,23,13.339173,2014031023,3,20140310,spring,2014,184.0,제주,7.9,0.0,0.0,6.1,360.0,65.0,5.8,-0.8,1027.1,1029.7,1.0,3.06,0.0,0.0,4.0,4.0,Sc,10.0,2500.0,0.0,0.0,22.9,14.4,11.8,10.5,10.3
20140311,1679,태양광,제주도,2014-03-11,23,12.305559,2014031123,3,20140311,spring,2014,184.0,제주,12.1,0.0,0.0,3.9,360.0,68.0,8.0,3.8,1026.7,1029.3,1.0,2.86,0.0,0.0,0.0,0.0,0,0.0,3000.0,0.0,0.0,25.5,15.3,12.7,11.3,10.8
20140312,1703,태양광,제주도,2014-03-12,23,3.596426,2014031223,3,20140312,spring,2014,184.0,제주,14.8,7.4,9.0,4.5,360.0,97.0,15.0,13.0,1021.5,1024.8,0.0,0.68,0.0,0.0,10.0,9.0,StNs,10.0,3000.0,2.0,1901.0,15.2,12.2,11.2,11.2,10.9
20140313,1727,태양광,제주도,2014-03-13,23,4.312025,2014031323,3,20140313,spring,2014,184.0,제주,12.6,11.7,9.0,7.4,320.0,97.0,14.1,12.1,1016.1,1018.6,0.0,0.63,0.0,0.0,10.0,9.0,StNs,10.0,1500.0,1.0,1901.0,12.0,12.1,11.3,11.2,11.1
20140314,1751,태양광,제주도,2014-03-14,23,8.758653,2014031423,3,20140314,spring,2014,184.0,제주,8.0,0.0,9.0,6.5,320.0,65.0,6.4,0.7,1021.6,1024.2,0.6,2.12,0.0,0.0,9.0,9.0,Sc,10.0,2000.0,1.0,1.0,12.8,10.5,9.6,10.1,10.5
20140315,1775,태양광,제주도,2014-03-15,23,13.205301,2014031523,3,20140315,spring,2014,184.0,제주,15.3,0.0,9.0,7.9,270.0,57.0,8.7,4.9,1022.0,1024.6,1.0,3.0,0.0,0.0,0.0,0.0,0,0.0,2500.0,1.0,0.0,23.1,13.7,11.4,10.4,10.1
20140316,1799,태양광,제주도,2014-03-16,23,12.513266,2014031623,3,20140316,spring,2014,184.0,제주,19.2,0.0,0.0,6.8,360.0,81.0,12.6,10.4,1021.5,1024.0,1.0,3.1,0.0,0.0,0.0,0.0,0,0.0,2500.0,0.0,0.0,28.3,17.5,14.4,12.3,11.7
20140317,1823,태양광,제주도,2014-03-17,23,6.958665,2014031723,3,20140317,spring,2014,184.0,제주,18.0,0.1,9.0,4.9,360.0,83.0,14.2,12.2,1020.7,1023.2,1.0,1.98,0.0,0.0,10.0,9.0,StNs,10.0,2500.0,1.0,1.0,20.9,14.5,13.1,12.3,11.9
20140318,1847,태양광,제주도,2014-03-18,23,10.096856,2014031823,3,20140318,spring,2014,184.0,제주,18.3,0.0,9.0,6.5,360.0,87.0,15.8,13.8,1015.4,1017.9,1.0,2.54,0.0,0.0,9.0,9.0,ScAc,10.0,1800.0,1.0,4219.0,24.4,17.4,15.2,13.7,13.2
20140319,1871,태양광,제주도,2014-03-19,23,4.813275,2014031923,3,20140319,spring,2014,184.0,제주,15.6,0.0,0.0,4.6,270.0,87.0,11.9,9.6,1015.6,1018.1,0.5,1.48,0.0,0.0,10.0,5.0,ScCi,40.0,1500.0,0.0,42.0,18.4,14.4,13.5,13.6,13.2
20140320,1895,태양광,제주도,2014-03-20,23,12.105335,2014032023,3,20140320,spring,2014,184.0,제주,11.4,0.0,9.0,10.2,360.0,80.0,10.6,7.8,1017.4,1019.9,1.0,2.81,0.0,0.0,10.0,10.0,ScAs,30.0,1800.0,0.0,1.0,22.2,15.7,14.0,13.1,12.7
20140321,1919,태양광,제주도,2014-03-21,23,12.7318,2014032123,3,20140321,spring,2014,184.0,제주,10.4,0.0,9.0,8.2,360.0,67.0,6.9,1.7,1022.7,1025.2,1.0,2.56,0.0,0.0,8.0,8.0,Sc,10.0,3000.0,0.0,0.0,23.8,15.5,13.8,13.0,12.7
20140322,1943,태양광,제주도,2014-03-22,23,12.679358,2014032223,3,20140322,spring,2014,184.0,제주,13.9,0.0,0.0,6.3,290.0,68.0,8.8,5.2,1025.2,1027.7,1.0,2.79,0.0,0.0,3.0,0.0,Ci,0.0,3000.0,0.0,0.0,26.1,16.9,14.4,13.0,12.5
20140323,1967,태양광,제주도,2014-03-23,23,13.374034,2014032323,3,20140323,spring,2014,184.0,제주,15.9,0.0,0.0,3.0,360.0,70.0,9.7,6.6,1028.0,1030.5,1.0,2.91,0.0,0.0,0.0,0.0,0,0.0,2000.0,0.0,0.0,29.0,18.8,15.9,13.9,13.3
20140324,1991,태양광,제주도,2014-03-24,23,13.119252,2014032423,3,20140324,spring,2014,184.0,제주,16.2,0.0,0.0,4.1,230.0,71.0,11.4,8.9,1025.7,1028.2,1.0,3.11,0.0,0.0,7.0,7.0,ScAc,40.0,2500.0,0.0,0.0,30.5,18.7,16.2,14.5,13.7
20140325,2015,태양광,제주도,2014-03-25,23,1.043103,2014032523,3,20140325,spring,2014,184.0,제주,17.8,5.3,9.0,4.3,360.0,93.0,16.7,14.7,1017.3,1019.8,0.0,0.52,0.0,0.0,10.0,7.0,StNs,10.0,1800.0,1.0,1901.0,17.3,15.4,15.0,14.4,13.7
20140326,2039,태양광,제주도,2014-03-26,23,5.103096,2014032623,3,20140326,spring,2014,184.0,제주,18.0,0.5,9.0,5.7,290.0,95.0,17.4,15.3,1012.4,1014.9,0.6,1.96,0.0,0.0,10.0,8.0,StNs,10.0,2000.0,1.0,1902.0,21.0,17.5,15.8,14.8,14.3
