fullday,Unnamed: 0,연료원,지역세부구분,거래일,시간,전력거래량,YMDH,month,fullday,season,year,지점,지점명,기온(°C),강수량(mm),강수량 QC플래그,풍속(m/s),풍향(16방위),습도(%),증기압(hPa),이슬점온도(°C),현지기압(hPa),해면기압(hPa),일조(hr),일사(MJ/m2),적설(cm),3시간신적설(cm),전운량(10분위),중하층운량(10분위),운형(운형약어),최저운고(100m ),시정(10m),지면상태(지면상태코드),현상번호(국내식),지면온도(°C),5cm 지중온도(°C),10cm 지중온도(°C),20cm 지중온도(°C),30cm 지중온도(°C)
20170212,27335,태양광,제주도,2017-02-12,23,73.033822,2017021223,2,20170212,winter,2017,184.0,제주,7.0,0.0,9.0,5.5,360.0,65.0,5.3,-1.9,1028.1,1030.7,0.9,2.51,0.0,0.0,9.0,10.0,Sc,13.0,2000.0,0.0,0.0,9.5,7.4,6.6,6.2,6.3
20170213,27359,태양광,제주도,2017-02-13,23,71.677124,2017021323,2,20170213,winter,2017,184.0,제주,10.2,0.0,0.0,4.1,340.0,65.0,6.4,0.6,1030.5,1033.1,1.0,2.4,0.0,0.0,6.0,6.0,Sc,14.0,2000.0,0.0,0.0,11.6,8.5,7.1,6.6,6.4
20170214,27383,태양광,제주도,2017-02-14,23,79.000141,2017021423,2,20170214,winter,2017,184.0,제주,9.7,0.0,0.0,6.7,340.0,73.0,7.7,3.2,1032.6,1035.2,1.0,2.56,0.0,0.0,7.0,9.0,Sc,57.0,2000.0,0.0,19.0,12.1,9.7,8.2,7.4,7.1
20170215,27407,태양광,제주도,2017-02-15,23,73.320239,2017021523,2,20170215,winter,2017,184.0,제주,10.3,0.0,0.0,3.0,360.0,77.0,6.9,1.6,1030.8,1033.4,1.0,2.57,0.0,0.0,2.0,9.0,Ci,62.0,2000.0,0.0,0.0,14.5,10.4,8.7,7.7,7.4
20170216,27431,태양광,제주도,2017-02-16,23,40.68521,2017021623,2,20170216,winter,2017,184.0,제주,18.3,0.0,9.0,8.4,230.0,71.0,13.0,10.9,1024.5,1027.0,1.0,2.48,0.0,0.0,10.0,8.0,StNs,40.0,2000.0,0.0,1.0,16.8,11.4,9.8,8.4,7.9
20170217,27455,태양광,제주도,2017-02-17,23,67.768524,2017021723,2,20170217,winter,2017,184.0,제주,17.0,0.0,9.0,7.8,340.0,93.0,15.1,13.1,1023.8,1026.4,1.0,2.24,0.0,0.0,10.0,8.0,StNs,73.0,2000.0,0.0,1901.0,14.5,12.0,10.7,9.7,9.3
20170218,27479,태양광,제주도,2017-02-18,23,75.407371,2017021823,2,20170218,winter,2017,184.0,제주,6.2,0.0,9.0,6.0,360.0,66.0,5.5,-1.4,1025.7,1028.3,1.0,2.17,0.0,0.0,8.0,8.0,Sc,10.0,2000.0,0.0,0.0,10.8,9.2,9.3,9.5,9.3
20170219,27503,태양광,제주도,2017-02-19,23,71.765052,2017021923,2,20170219,winter,2017,184.0,제주,17.1,0.0,0.0,9.9,360.0,62.0,11.3,8.8,1025.7,1028.3,1.0,2.59,0.0,0.0,6.0,6.0,Ac,42.0,2000.0,0.0,0.0,17.0,10.4,9.1,8.4,8.6
20170220,27527,태양광,제주도,2017-02-20,23,68.34432,2017022023,2,20170220,winter,2017,184.0,제주,17.7,0.5,9.0,12.0,360.0,92.0,15.4,13.4,1025.3,1027.9,0.4,1.71,0.0,0.0,10.0,9.0,StNs,35.0,2000.0,0.0,1901.0,12.8,10.5,9.8,9.1,9.0
20170221,27551,태양광,제주도,2017-02-21,23,64.342541,2017022123,2,20170221,winter,2017,184.0,제주,12.3,0.0,9.0,5.5,360.0,73.0,7.6,3.1,1028.4,1031.0,1.0,2.61,0.0,0.0,7.0,9.0,Sc,71.0,2000.0,0.0,0.0,17.1,11.0,9.6,8.9,8.9
20170222,27575,태양광,제주도,2017-02-22,23,2.618114,2017022223,2,20170222,winter,2017,184.0,제주,14.2,7.0,9.0,7.8,320.0,96.0,15.4,13.4,1021.2,1023.7,0.0,0.34,0.0,0.0,10.0,10.0,StNs,30.0,2000.0,0.0,1901.0,12.6,10.5,10.0,9.3,9.2
20170223,27599,태양광,제주도,2017-02-23,23,56.309451,2017022323,2,20170223,winter,2017,184.0,제주,6.7,0.6,0.0,7.4,360.0,80.0,7.8,3.4,1022.3,1024.9,0.6,2.01,0.0,0.0,10.0,10.0,ScCi,10.0,2000.0,0.0,0.0,11.3,9.4,9.7,9.3,9.3
20170224,27623,태양광,제주도,2017-02-24,23,80.43532,2017022423,2,20170224,winter,2017,184.0,제주,7.2,0.0,0.0,5.2,360.0,64.0,5.4,-1.8,1024.3,1026.9,1.0,2.81,0.0,0.0,8.0,9.0,ScCi,11.0,2000.0,0.0,0.0,15.7,10.5,9.3,8.9,8.9
20170225,27647,태양광,제주도,2017-02-25,23,55.576381,2017022523,2,20170225,winter,2017,184.0,제주,10.5,0.0,0.0,4.9,320.0,68.0,7.6,3.0,1024.2,1026.8,1.0,2.3,0.0,0.0,9.0,10.0,ScCi,13.0,2000.0,0.0,19.0,14.9,10.7,9.7,8.9,8.7
20170226,27671,태양광,제주도,2017-02-26,23,54.978271,2017022623,2,20170226,winter,2017,184.0,제주,10.9,0.0,0.0,3.6,340.0,62.0,6.8,1.5,1024.2,1026.7,1.0,2.11,0.0,0.0,8.0,8.0,ScCi,73.0,2000.0,0.0,0.0,16.0,11.1,9.9,9.1,8.9
20170227,27695,태양광,제주도,2017-02-27,23,65.634099,2017022723,2,20170227,winter,2017,184.0,제주,10.2,0.0,0.0,3.9,360.0,70.0,7.6,3.1,1025.0,1027.6,1.0,2.54,0.0,0.0,9.0,9.0,Sc,50.0,2000.0,0.0,0.0,14.3,10.4,9.7,9.0,9.0
20170228,27719,태양광,제주도,2017-02-28,23,75.128104,2017022823,2,20170228,winter,2017,184.0,제주,12.6,0.0,0.0,2.7,360.0,65.0,6.0,-0.2,1025.0,1027.5,1.0,2.8,0.0,0.0,2.0,9.0,Ci,73.0,2000.0,0.0,0.0,21.2,12.4,10.6,9.3,9.1
20170301,27743,태양광,제주도,2017-03-01,23,57.788422,2017030123,3,20170301,spring,2017,184.0,제주,14.4,1.1,9.0,9.3,290.0,75.0,8.7,5.0,1020.2,1022.7,1.0,2.65,0.0,0.0,10.0,10.0,ScCi,62.0,2000.0,0.0,1.0,19.6,12.5,10.9,9.9,9.5
20170302,27767,태양광,제주도,2017-03-02,23,43.476434,2017030223,3,20170302,spring,2017,184.0,제주,8.4,0.0,9.0,8.3,340.0,70.0,7.7,3.2,1020.0,1022.6,0.2,1.07,0.0,0.0,10.0,10.0,ScAs,11.0,2000.0,0.0,0.0,9.7,10.1,10.4,9.8,9.7
20170303,27791,태양광,제주도,2017-03-03,23,78.124705,2017030323,3,20170303,spring,2017,184.0,제주,10.6,0.0,0.0,4.5,360.0,62.0,6.4,0.7,1020.8,1023.3,1.0,2.9,0.0,0.0,8.0,10.0,Sc,56.0,2000.0,0.0,0.0,21.8,12.0,10.3,9.2,9.1
20170304,27815,태양광,제주도,2017-03-04,23,73.642973,2017030423,3,20170304,spring,2017,184.0,제주,14.0,0.0,0.0,3.2,340.0,75.0,9.5,6.2,1017.5,1020.0,1.0,2.96,0.0,0.0,9.0,9.0,ScCi,66.0,2000.0,0.0,0.0,22.9,13.8,11.8,10.4,10.0
20170305,27839,태양광,제주도,2017-03-05,23,41.714384,2017030523,3,20170305,spring,2017,184.0,제주,13.1,0.0,0.0,3.6,360.0,76.0,9.9,6.8,1016.0,1018.5,1.0,2.46,0.0,0.0,10.0,10.0,ScCi,65.0,2000.0,0.0,0.0,21.4,13.3,11.7,10.6,10.3
20170306,27863,태양광,제주도,2017-03-06,23,83.298546,2017030623,3,20170306,spring,2017,184.0,제주,9.3,0.0,0.0,7.4,360.0,73.0,8.5,4.6,1017.6,1020.1,1.0,3.01,0.0,0.0,10.0,9.0,ScCi,66.0,2000.0,0.0,0.0,20.9,12.6,11.4,10.6,10.4
20170307,27887,태양광,제주도,2017-03-07,23,36.651843,2017030723,3,20170307,spring,2017,184.0,제주,8.1,0.2,9.0,6.9,340.0,80.0,8.0,3.7,1017.7,1020.3,0.2,1.08,0.0,0.0,9.0,9.0,Sc,62.0,2000.0,0.0,1.0,10.6,8.9,10.1,10.5,10.3
20170308,27911,태양광,제주도,2017-03-08,23,48.743801,2017030823,3,20170308,spring,2017,184.0,제주,7.5,0.0,9.0,9.9,340.0,61.0,6.0,-0.3,1017.4,1020.0,0.9,2.27,0.0,0.0,9.0,10.0,Sc,15.0,2000.0,0.0,6.0,16.9,9.7,9.0,9.1,9.3
20170309,27935,태양광,제주도,2017-03-09,23,80.875699,2017030923,3,20170309,spring,2017,184.0,제주,12.7,0.0,9.0,6.9,320.0,53.0,6.3,0.4,1016.4,1018.9,1.0,3.02,0.0,0.0,7.0,7.0,Sc,16.0,2000.0,0.0,0.0,23.0,12.3,10.7,9.7,9.4
20170310,27959,태양광,제주도,2017-03-10,23,81.484282,2017031023,3,20170310,spring,2017,184.0,제주,13.3,0.0,0.0,5.4,340.0,59.0,7.1,2.0,1019.8,1022.3,1.0,2.89,0.0,0.0,5.0,0.0,Ci,0.0,2000.0,0.0,0.0,23.8,13.9,12.0,10.4,10.1
20170311,27983,태양광,제주도,2017-03-11,23,83.390052,2017031123,3,20170311,spring,2017,184.0,제주,14.5,0.0,0.0,3.7,180.0,43.0,6.1,0.0,1022.2,1024.7,1.0,3.05,0.0,0.0,4.0,9.0,Ci,73.0,2000.0,0.0,0.0,27.5,14.6,12.4,10.7,10.3
20170312,28007,태양광,제주도,2017-03-12,23,79.345616,2017031223,3,20170312,spring,2017,184.0,제주,16.5,0.0,0.0,6.0,360.0,72.0,11.4,8.9,1020.8,1023.3,1.0,2.79,0.0,0.0,10.0,10.0,ScAcCi,46.0,2000.0,0.0,0.0,26.2,14.8,12.8,11.3,10.7
20170313,28031,태양광,제주도,2017-03-13,23,29.682877,2017031323,3,20170313,spring,2017,184.0,제주,12.9,0.0,9.0,3.9,360.0,72.0,8.8,5.1,1017.6,1020.1,0.4,1.55,0.0,0.0,10.0,10.0,StNs,50.0,2000.0,0.0,1.0,18.4,13.1,12.3,11.4,11.1
20170314,28055,태양광,제주도,2017-03-14,23,84.502598,2017031423,3,20170314,spring,2017,184.0,제주,11.1,0.0,9.0,6.3,360.0,73.0,8.1,4.0,1020.7,1023.2,1.0,3.09,0.0,0.0,10.0,7.0,ScCi,12.0,2000.0,0.0,0.0,25.4,15.0,13.2,11.8,11.3
20170315,28079,태양광,제주도,2017-03-15,23,93.905587,2017031523,3,20170315,spring,2017,184.0,제주,11.0,0.0,0.0,5.2,360.0,60.0,6.4,0.6,1022.5,1025.0,1.0,3.08,0.0,0.0,4.0,9.0,ScCi,75.0,2000.0,0.0,0.0,27.8,15.4,13.6,11.8,11.4
20170316,28103,태양광,제주도,2017-03-16,23,55.572293,2017031623,3,20170316,spring,2017,184.0,제주,11.1,0.0,0.0,3.6,360.0,71.0,8.8,5.2,1021.0,1023.5,1.0,2.07,0.0,0.0,9.0,10.0,ScAc,58.0,2000.0,0.0,0.0,17.8,12.6,12.2,11.8,11.4
20170317,28127,태양광,제주도,2017-03-17,23,93.431045,2017031723,3,20170317,spring,2017,184.0,제주,12.6,0.0,0.0,3.3,340.0,73.0,7.1,2.1,1022.6,1025.1,1.0,3.18,0.0,0.0,3.0,7.0,Sc,71.0,2000.0,0.0,0.0,28.9,15.5,13.5,11.7,11.3
20170318,28151,태양광,제주도,2017-03-18,23,21.293457,2017031823,3,20170318,spring,2017,184.0,제주,13.7,0.0,9.0,4.7,180.0,73.0,10.1,7.1,1022.6,1025.1,1.0,0.96,0.0,0.0,10.0,10.0,ScCi,70.0,2000.0,0.0,0.0,16.0,12.3,12.2,11.7,11.4
20170319,28175,태양광,제주도,2017-03-19,23,87.330877,2017031923,3,20170319,spring,2017,184.0,제주,15.5,0.0,0.0,6.2,200.0,68.0,9.3,5.9,1024.0,1026.5,1.0,2.97,0.0,0.0,10.0,10.0,ScCi,71.0,2000.0,0.0,0.0,28.1,15.3,13.3,11.8,11.4
20170320,28199,태양광,제주도,2017-03-20,23,6.863742,2017032023,3,20170320,spring,2017,184.0,제주,13.6,6.4,9.0,6.8,140.0,94.0,13.2,11.1,1020.8,1023.3,0.0,0.42,0.0,0.0,10.0,8.0,StNs,46.0,2000.0,0.0,1.0,13.4,12.3,12.5,11.8,11.5
20170321,28223,태양광,제주도,2017-03-21,23,85.49161,2017032123,3,20170321,spring,2017,184.0,제주,10.8,3.2,9.0,9.0,360.0,94.0,11.4,8.9,1020.0,1022.5,1.0,2.8,0.0,0.0,10.0,5.0,StNs,10.0,2000.0,0.0,19.0,20.1,14.1,13.0,11.8,11.7
20170322,28247,태양광,제주도,2017-03-22,23,47.592643,2017032223,3,20170322,spring,2017,184.0,제주,11.6,0.0,9.0,3.0,360.0,67.0,8.5,4.7,1020.2,1022.7,0.8,1.96,0.0,0.0,10.0,10.0,ScAcCi,44.0,2000.0,0.0,0.0,19.0,12.9,12.1,11.7,11.7
20170323,28271,태양광,제주도,2017-03-23,23,33.640199,2017032323,3,20170323,spring,2017,184.0,제주,13.5,4.2,9.0,5.4,360.0,91.0,10.1,7.1,1019.5,1022.0,1.0,1.07,0.0,0.0,10.0,10.0,StNs,26.0,2000.0,0.0,1.0,14.6,12.2,11.6,11.4,11.3
20170324,28295,태양광,제주도,2017-03-24,23,33.798621,2017032423,3,20170324,spring,2017,184.0,제주,14.3,0.0,9.0,4.9,360.0,73.0,10.7,8.0,1019.9,1022.4,0.4,1.36,0.0,0.0,10.0,9.0,ScAs,43.0,2000.0,0.0,1.0,16.9,12.7,11.8,11.3,11.3
20170325,28319,태양광,제주도,2017-03-25,23,19.100049,2017032523,3,20170325,spring,2017,184.0,제주,11.4,1.6,9.0,7.3,360.0,90.0,10.9,8.2,1017.9,1020.4,0.0,0.55,0.0,0.0,10.0,7.0,StNs,13.0,2000.0,0.0,1.0,12.5,11.3,11.4,11.3,11.2
20170326,28343,태양광,제주도,2017-03-26,23,27.057188,2017032623,3,20170326,spring,2017,184.0,제주,10.9,0.0,9.0,5.4,290.0,82.0,8.7,5.0,1019.2,1021.7,0.4,1.45,0.0,0.0,10.0,9.0,StNs,15.0,2000.0,0.0,1.0,12.8,10.9,10.6,11.0,11.0
20170327,28367,태양광,제주도,2017-03-27,23,78.027521,2017032723,3,20170327,spring,2017,184.0,제주,12.3,0.0,9.0,6.8,320.0,72.0,8.4,4.4,1022.2,1024.7,1.0,2.78,0.0,0.0,10.0,9.0,ScAs,11.0,2000.0,0.0,0.0,20.2,13.3,12.0,11.0,10.9
20170328,28391,태양광,제주도,2017-03-28,23,85.323039,2017032823,3,20170328,spring,2017,184.0,제주,14.4,0.0,9.0,4.5,340.0,68.0,9.0,5.5,1023.3,1025.8,1.0,2.91,0.0,0.0,10.0,9.0,StNs,29.0,2000.0,0.0,1.0,24.3,15.0,13.2,11.8,11.5
20170329,28415,태양광,제주도,2017-03-29,23,69.900123,2017032923,3,20170329,spring,2017,184.0,제주,17.3,0.3,9.0,6.6,360.0,90.0,14.5,12.5,1019.6,1022.1,1.0,2.67,0.0,0.0,10.0,9.0,StNs,15.0,2000.0,0.0,19.0,24.3,17.0,14.9,13.2,12.7
20170330,28439,태양광,제주도,2017-03-30,23,86.249046,2017033023,3,20170330,spring,2017,184.0,제주,14.5,0.0,9.0,3.4,360.0,88.0,12.4,10.1,1021.1,1023.6,1.0,3.17,0.0,0.0,10.0,10.0,ScCi,48.0,2000.0,0.0,19.0,29.7,18.1,16.1,14.1,13.7
20170331,28463,태양광,제주도,2017-03-31,23,32.728768,2017033123,3,20170331,spring,2017,184.0,제주,12.8,9.4,9.0,7.4,340.0,90.0,10.9,8.3,1017.0,1019.5,0.1,1.03,0.0,0.0,10.0,10.0,StNs,29.0,2000.0,0.0,1.0,15.6,14.8,15.1,14.1,13.7
20170401,28487,태양광,제주도,2017-04-01,23,74.33062,2017040123,4,20170401,spring,2017,184.0,제주,13.0,0.0,9.0,4.9,340.0,79.0,9.6,6.4,1016.7,1019.2,1.0,2.75,0.0,0.0,9.0,10.0,Sc,7.0,2000.0,0.0,19.0,23.1,15.4,14.1,13.1,13.0
20170402,28511,태양광,제주도,2017-04-02,23,86.007354,2017040223,4,20170402,spring,2017,184.0,제주,15.2,0.0,9.0,4.0,360.0,72.0,8.3,4.3,1019.8,1022.3,1.0,3.17,0.0,0.0,10.0,9.0,ScAs,35.0,2000.0,0.0,1.0,29.2,16.9,15.2,13.7,13.4
20170403,28535,태양광,제주도,2017-04-03,23,91.257023,2017040323,4,20170403,spring,2017,184.0,제주,17.3,0.0,9.0,4.7,340.0,61.0,8.0,3.7,1023.3,1025.8,1.0,3.41,0.0,0.0,4.0,0.0,Ci,0.0,2000.0,0.0,0.0,29.0,17.6,15.6,13.9,13.6
20170404,28559,태양광,제주도,2017-04-04,23,88.334436,2017040423,4,20170404,spring,2017,184.0,제주,17.5,0.0,0.0,3.4,360.0,70.0,11.8,9.4,1024.3,1026.8,1.0,3.16,0.0,0.0,10.0,10.0,Ci,57.0,2000.0,0.0,0.0,30.8,18.2,16.3,14.5,14.1
20170405,28583,태양광,제주도,2017-04-05,23,14.094939,2017040523,4,20170405,spring,2017,184.0,제주,21.8,0.2,9.0,9.3,290.0,72.0,16.0,14.0,1019.0,1021.5,0.0,0.51,0.0,0.0,10.0,10.0,StNs,42.0,2000.0,0.0,1.0,17.2,15.3,15.4,14.6,14.2
20170406,28607,태양광,제주도,2017-04-06,23,5.593695,2017040623,4,20170406,spring,2017,184.0,제주,19.9,3.4,9.0,9.2,360.0,97.0,18.8,16.5,1011.5,1013.9,0.0,0.59,0.0,0.0,10.0,9.0,StNs,16.0,2000.0,0.0,1901.0,18.0,15.8,15.4,14.8,14.5
20170407,28631,태양광,제주도,2017-04-07,23,67.406562,2017040723,4,20170407,spring,2017,184.0,제주,18.7,0.0,9.0,5.0,360.0,98.0,16.7,14.7,1012.4,1014.9,1.0,2.79,0.0,0.0,10.0,10.0,ScCi,66.0,2000.0,0.0,1916.0,26.7,18.4,17.1,15.7,15.2
20170408,28655,태양광,제주도,2017-04-08,23,76.461751,2017040823,4,20170408,spring,2017,184.0,제주,17.4,0.0,9.0,5.0,290.0,97.0,16.9,14.9,1011.5,1013.9,1.0,3.26,0.0,0.0,10.0,10.0,ScAs,72.0,2000.0,0.0,19.0,32.4,20.5,18.6,16.6,16.0
20170409,28679,태양광,제주도,2017-04-09,23,45.124935,2017040923,4,20170409,spring,2017,184.0,제주,15.7,0.0,9.0,4.7,320.0,91.0,14.6,12.6,1011.8,1014.3,0.1,1.68,0.0,0.0,10.0,10.0,StNs,32.0,2000.0,0.0,1.0,21.0,16.8,17.3,16.5,16.1
20170410,28703,태양광,제주도,2017-04-10,23,25.961514,2017041023,4,20170410,spring,2017,184.0,제주,14.4,0.7,9.0,5.0,110.0,96.0,14.1,12.1,1011.9,1014.3,0.0,0.54,0.0,0.0,10.0,9.0,StNs,9.0,2000.0,0.0,1901.0,15.2,15.2,15.8,15.6,15.6
20170411,28727,태양광,제주도,2017-04-11,23,85.479941,2017041123,4,20170411,spring,2017,184.0,제주,14.9,2.1,9.0,6.3,360.0,97.0,14.0,12.0,1011.0,1013.5,0.9,3.16,0.0,0.0,10.0,7.0,StNs,67.0,2000.0,0.0,1901.0,25.9,18.2,16.3,15.2,15.0
20170412,28751,태양광,제주도,2017-04-12,23,92.956717,2017041223,4,20170412,spring,2017,184.0,제주,16.2,0.0,9.0,4.6,340.0,73.0,9.8,6.7,1017.9,1020.4,1.0,3.39,0.0,0.0,9.0,9.0,ScAc,62.0,2000.0,0.0,0.0,32.2,19.7,17.2,15.7,15.3
20170413,28775,태양광,제주도,2017-04-13,23,87.177822,2017041323,4,20170413,spring,2017,184.0,제주,19.5,0.0,0.0,5.2,290.0,47.0,9.0,5.5,1019.3,1021.7,1.0,3.42,0.0,0.0,0.0,0.0,0,0.0,2000.0,0.0,0.0,35.1,19.9,17.4,15.7,15.4
20170414,28799,태양광,제주도,2017-04-14,23,82.489385,2017041423,4,20170414,spring,2017,184.0,제주,23.0,0.0,0.0,9.6,290.0,61.0,12.5,10.3,1016.7,1019.2,1.0,3.44,0.0,0.0,3.0,0.0,Ci,58.0,2000.0,0.0,0.0,35.3,20.9,17.8,16.1,15.8
20170415,28823,태양광,제주도,2017-04-15,23,67.509044,2017041523,4,20170415,spring,2017,184.0,제주,21.4,0.0,9.0,4.7,360.0,98.0,18.3,16.1,1013.8,1016.2,1.0,3.08,0.0,0.0,10.0,9.0,ScCi,50.0,2000.0,0.0,19.0,38.7,24.2,20.1,17.7,17.0
20170416,28847,태양광,제주도,2017-04-16,23,74.422242,2017041623,4,20170416,spring,2017,184.0,제주,20.1,0.0,9.0,4.1,360.0,98.0,18.1,15.9,1013.9,1016.3,1.0,3.32,0.0,0.0,10.0,10.0,ScAs,43.0,2000.0,0.0,1916.0,38.9,25.0,21.4,18.9,18.3
20170417,28871,태양광,제주도,2017-04-17,23,11.469225,2017041723,4,20170417,spring,2017,184.0,제주,21.7,4.9,9.0,8.3,290.0,96.0,22.0,19.0,1008.1,1010.5,0.0,1.12,0.0,0.0,10.0,10.0,StNs,12.0,2000.0,0.0,1901.0,22.0,19.4,20.1,18.9,18.4
20170418,28895,태양광,제주도,2017-04-18,23,79.388107,2017041823,4,20170418,spring,2017,184.0,제주,23.9,0.0,9.0,9.5,340.0,86.0,16.5,14.5,1006.2,1008.6,1.0,3.1,0.0,0.0,8.0,8.0,ScAc,11.0,2000.0,0.0,0.0,28.7,21.7,19.2,17.8,17.7
20170419,28919,태양광,제주도,2017-04-19,23,85.398344,2017041923,4,20170419,spring,2017,184.0,제주,17.4,0.0,0.0,4.3,360.0,79.0,11.3,8.8,1012.4,1014.8,1.0,3.27,0.0,0.0,8.0,0.0,Ci,0.0,2000.0,0.0,42.0,33.8,21.3,19.0,17.8,17.5
20170420,28943,태양광,제주도,2017-04-20,23,28.662968,2017042023,4,20170420,spring,2017,184.0,제주,17.8,0.0,0.0,4.6,360.0,80.0,13.9,11.9,1012.2,1014.6,0.3,1.96,0.0,0.0,10.0,10.0,ScCi,74.0,2000.0,0.0,0.0,28.9,19.0,17.8,17.6,17.5
20170421,28967,태양광,제주도,2017-04-21,23,32.438887,2017042123,4,20170421,spring,2017,184.0,제주,16.4,0.0,9.0,4.4,320.0,95.0,14.2,12.2,1009.9,1012.3,0.4,2.43,0.0,0.0,10.0,10.0,St,65.0,2000.0,0.0,1902.0,30.7,19.5,18.0,17.2,17.0
20170422,28991,태양광,제주도,2017-04-22,23,67.550112,2017042223,4,20170422,spring,2017,184.0,제주,16.9,0.0,9.0,4.9,360.0,84.0,15.1,13.1,1014.5,1017.0,1.0,3.19,0.0,0.0,9.0,9.0,ScCi,67.0,2000.0,0.0,0.0,36.5,22.2,19.5,17.8,17.4
20170423,29015,태양광,제주도,2017-04-23,23,86.075504,2017042323,4,20170423,spring,2017,184.0,제주,17.6,0.0,0.0,3.3,360.0,83.0,14.4,12.4,1017.4,1019.8,1.0,3.42,0.0,0.0,2.0,2.0,Sc,5.0,2000.0,0.0,0.0,39.4,23.2,20.1,18.2,17.8
20170424,29039,태양광,제주도,2017-04-24,23,90.617414,2017042423,4,20170424,spring,2017,184.0,제주,21.1,0.0,0.0,4.2,360.0,64.0,13.6,11.5,1018.2,1020.6,1.0,3.54,0.0,0.0,6.0,1.0,ScCi,10.0,2000.0,0.0,0.0,42.2,23.8,20.7,18.7,18.2
20170425,29063,태양광,제주도,2017-04-25,23,45.381976,2017042523,4,20170425,spring,2017,184.0,제주,21.1,0.0,0.0,2.5,230.0,90.0,17.5,15.4,1017.9,1020.3,0.7,2.03,0.0,0.0,10.0,10.0,ScCi,40.0,2000.0,0.0,0.0,29.4,21.5,19.9,18.7,18.3
20170426,29087,태양광,제주도,2017-04-26,23,42.832468,2017042623,4,20170426,spring,2017,184.0,제주,17.7,1.9,9.0,4.0,360.0,96.0,17.4,15.3,1015.5,1017.9,0.5,2.28,0.0,0.0,10.0,9.0,StNs,74.0,2000.0,0.0,1901.0,27.1,20.4,19.3,18.7,18.4
20170427,29111,태양광,제주도,2017-04-27,23,90.453536,2017042723,4,20170427,spring,2017,184.0,제주,17.4,0.0,9.0,5.2,340.0,60.0,10.1,7.1,1014.2,1016.6,1.0,3.48,0.0,0.0,9.0,10.0,ScAc,68.0,2000.0,0.0,0.0,35.6,22.1,19.8,18.4,18.2
20170428,29135,태양광,제주도,2017-04-28,23,88.388118,2017042823,4,20170428,spring,2017,184.0,제주,21.2,0.0,0.0,6.3,290.0,56.0,12.4,10.1,1011.9,1014.3,1.0,3.47,0.0,0.0,0.0,0.0,0,0.0,2000.0,0.0,0.0,36.7,22.7,20.2,18.5,18.1
20170429,29159,태양광,제주도,2017-04-29,23,85.745368,2017042923,4,20170429,spring,2017,184.0,제주,23.2,0.0,0.0,7.2,340.0,73.0,15.4,13.4,1008.3,1010.7,1.0,3.49,0.0,0.0,0.0,0.0,0,0.0,2000.0,0.0,0.0,41.5,25.2,21.8,19.5,19.0
20170430,29183,태양광,제주도,2017-04-30,23,85.506652,2017043023,4,20170430,spring,2017,184.0,제주,27.1,0.0,0.0,9.3,270.0,41.0,9.6,6.4,1011.0,1013.4,1.0,3.35,0.0,0.0,0.0,0.0,0,0.0,2000.0,0.0,0.0,41.8,25.2,22.2,20.0,19.3
20170501,29207,태양광,제주도,2017-05-01,23,75.473711,2017050123,5,20170501,spring,2017,184.0,제주,23.1,0.0,0.0,6.2,360.0,86.0,16.7,14.7,1016.7,1019.1,1.0,2.96,0.0,0.0,7.0,4.0,ScCi,3.0,2000.0,0.0,1916.0,38.8,24.5,22.3,20.3,19.8
20170502,29231,태양광,제주도,2017-05-02,23,54.083652,2017050223,5,20170502,spring,2017,184.0,제주,21.0,0.0,0.0,5.7,160.0,85.0,16.0,14.0,1019.5,1021.9,0.9,2.38,0.0,0.0,10.0,10.0,Ci,71.0,2000.0,0.0,19.0,32.0,22.5,21.1,20.3,19.9
20170503,29255,태양광,제주도,2017-05-03,23,80.189109,2017050323,5,20170503,spring,2017,184.0,제주,24.6,0.0,0.0,6.8,160.0,79.0,17.3,15.2,1019.5,1021.9,1.0,3.35,0.0,0.0,6.0,4.0,Sc,47.0,2000.0,0.0,0.0,42.9,25.7,22.6,20.5,20.0
20170504,29279,태양광,제주도,2017-05-04,23,63.92284,2017050423,5,20170504,spring,2017,184.0,제주,25.4,1.9,0.0,6.3,290.0,97.0,20.0,17.5,1017.0,1019.4,1.0,3.35,0.0,0.0,10.0,7.0,StNs,45.0,2000.0,0.0,1901.0,44.6,27.1,23.4,21.2,20.6
20170505,29303,태양광,제주도,2017-05-05,23,27.596471,2017050523,5,20170505,spring,2017,184.0,제주,24.2,0.0,0.0,6.1,360.0,95.0,21.0,18.3,1013.3,1015.7,0.5,2.25,0.0,0.0,10.0,10.0,ScAs,19.0,2000.0,0.0,1901.0,29.7,24.7,23.1,21.5,20.9
20170506,29327,태양광,제주도,2017-05-06,23,83.908226,2017050623,5,20170506,spring,2017,184.0,제주,20.3,0.3,0.0,3.7,320.0,95.0,20.1,17.6,1017.1,1019.5,1.0,3.3,0.0,0.0,10.0,10.0,ScAs,48.0,2000.0,0.0,1901.0,37.0,24.2,22.5,21.5,21.0
20170507,29351,태양광,제주도,2017-05-07,23,88.396445,2017050723,5,20170507,spring,2017,184.0,제주,24.3,0.0,0.0,5.0,290.0,44.0,9.0,5.4,1017.1,1019.5,1.0,3.58,0.0,0.0,9.0,9.0,ScCi,48.0,2000.0,0.0,42.0,41.8,25.7,22.9,21.1,20.8
