지점,지점명,일시,기온(°C),기온 QC플래그,강수량(mm),강수량 QC플래그,풍속(m/s),풍속 QC플래그,풍향(16방위),풍향 QC플래그,습도(%),습도 QC플래그,증기압(hPa),이슬점온도(°C),현지기압(hPa),현지기압 QC플래그,해면기압(hPa),해면기압 QC플래그,일조(hr),일조 QC플래그,일사(MJ/m2),적설(cm),3시간신적설(cm),전운량(10분위),중하층운량(10분위),운형(운형약어),최저운고(100m ),시정(10m),지면상태(지면상태코드),현상번호(국내식),지면온도(°C),지면온도 QC플래그,5cm 지중온도(°C),10cm 지중온도(°C),20cm 지중온도(°C),30cm 지중온도(°C)
174,순천,2019-11-18 01:00,18.2,,,9,2,,180,,88,,18.3,16.1,992.6,,1011.7,,,9,,,,10,7,,4,1217,,,16.2,,,,,
174,순천,2019-11-18 02:00,17.5,,,9,4.4,,270,,92,,18.3,16.1,992.4,,1011.6,,,9,,,,10,9,,5,373,,,16.6,,,,,
174,순천,2019-11-18 03:00,14.6,,10.6,,5,,340,,86,,14.2,12.2,994,,1013.5,,,9,,,,10,10,,6,1241,,,14.2,,,,,
174,순천,2019-11-18 04:00,13.3,,,9,3.3,,360,,85,,12.9,10.8,994.6,,1014.1,,,9,,,,10,10,,4,1625,,,13,,,,,
174,순천,2019-11-18 05:00,13.1,,,9,3.1,,340,,84,,12.6,10.4,994.5,,1014.1,,,9,,,,0,0,,,1546,,,12.8,,,,,
174,순천,2019-11-18 06:00,12.8,,.9,,3.7,,340,,83,,12.2,9.9,994.6,,1014.2,,,9,,,,9,6,,4,1846,,,12.4,,,,,
174,순천,2019-11-18 07:00,12.2,,,9,1.8,,320,,80,,11.3,8.8,995.6,,1015.3,,,9,,,,9,7,,8,2000,,,11.9,,,,,
174,순천,2019-11-18 08:00,10.7,,,9,5.7,,340,,77,,9.9,6.8,997.1,,1016.9,,0,,,,,10,10,,8,1796,,,10.9,,,,,
174,순천,2019-11-18 09:00,10.6,,,9,4.6,,320,,74,,9.4,6.1,997,,1016.9,,0,,,,,10,8,,7,1228,,,11.1,,,,,
174,순천,2019-11-18 10:00,10.4,,,9,5.3,,320,,76,,9.5,6.3,997.6,,1017.5,,0,,,,,10,10,,6,1041,,,10.7,,,,,
174,순천,2019-11-18 11:00,10,,,9,5.3,,340,,76,,9.3,5.9,998.3,,1018.2,,0,,,,,9,9,,6,1403,,,10.8,,,,,
174,순천,2019-11-18 12:00,9.4,,,9,3.5,,320,,72,,8.4,4.5,998.1,,1018,,0,,,,,9,9,,7,1038,,,10.9,,,,,
174,순천,2019-11-18 13:00,9.1,,,9,5.3,,360,,64,,7.4,2.6,997.6,,1017.5,,0,,,,,9,8,,8,1046,,,11,,,,,
174,순천,2019-11-18 14:00,9.1,,,9,3.4,,340,,58,,6.7,1.2,998,,1017.9,,0,,,,,10,7,,11,976,,,10.8,,,,,
174,순천,2019-11-18 15:00,8.9,,,9,5.1,,320,,55,,6.2,.3,997.7,,1017.6,,0,,,,,10,1,,12,932,,,10.2,,,,,
174,순천,2019-11-18 16:00,8.2,,,9,4.6,,360,,60,,6.5,.8,998.8,,1018.8,,0,,,,,10,4,,11,973,,,9.2,,,,,
174,순천,2019-11-18 17:00,7.6,,,9,4.8,,340,,57,,6,-.3,999.2,,1019.3,,0,,,,,9,9,,12,989,,,7.6,,,,,
174,순천,2019-11-18 18:00,6.8,,,9,5.5,,340,,61,,6,-.2,999.8,,1020,,0,,,,,10,7,,12,1013,,,6.7,,,,,
174,순천,2019-11-18 19:00,6.3,,,9,4.4,,360,,60,,5.7,-.9,1000.3,,1020.5,,,9,,,,10,8,,12,1112,,,6.4,,,,,
174,순천,2019-11-18 20:00,6,,,9,5.5,,340,,60,,5.6,-1.1,1000.7,,1021,,,9,,,,10,2,,14,1291,,,5.8,,,,,
174,순천,2019-11-18 21:00,5.7,,,9,5.1,,340,,61,,5.6,-1.2,1001.3,,1021.6,,,9,,,,10,8,,12,1452,,,5.5,,,,,
174,순천,2019-11-18 22:00,5.1,,,9,4.3,,340,,61,,5.4,-1.8,1001.4,,1021.8,,,9,,,,8,1,,15,1616,,,4.5,,,,,
174,순천,2019-11-18 23:00,4.6,,,9,3.4,,340,,65,,5.5,-1.4,1001.6,,1022,,,9,,,,3,2,,13,1792,,,4.1,,,,,
174,순천,2019-11-19 00:00,4.4,,,9,2.3,,360,,68,,5.7,-.9,1001.7,,1022.1,,,9,,,,2,2,,,1870,,,4.2,,,,,
174,순천,2019-11-19 01:00,4.5,,,,3.2,,340,,68,,5.7,-.9,1001.5,,1021.9,,,9,,,,1,1,,12,1882,,,4.2,,,,,
174,순천,2019-11-19 02:00,5,,,,2.4,,320,,66,,5.8,-.8,1001.3,,1021.7,,,9,,,,0,0,,,1865,,,5.1,,,,,
174,순천,2019-11-19 03:00,5,,,,2.3,,360,,68,,5.9,-.4,1001.4,,1021.8,,,9,,,,0,0,,,1922,,,4.7,,,,,
174,순천,2019-11-19 04:00,5.2,,,,3.4,,340,,68,,6,-.2,1000.9,,1021.3,,,9,,,,0,0,,,1904,,,4.3,,,,,
174,순천,2019-11-19 05:00,5.3,,,,3.3,,340,,68,,6.1,-.1,1000.9,,1021.3,,,9,,,,9,6,,10,1902,,,4.7,,,,,
174,순천,2019-11-19 06:00,5.4,,,,3,,320,,66,,5.9,-.4,1001.2,,1021.5,,,9,,,,10,9,,10,1894,,,4.6,,,,,
174,순천,2019-11-19 07:00,5.8,,,,3,,340,,65,,6,-.2,1001.7,,1022,,,9,,,,0,0,,,1826,,,5.3,,,,,
174,순천,2019-11-19 08:00,5.4,,,,4.8,,360,,68,,6.1,0,1002.5,,1022.9,,0,,,,,9,9,,8,1683,,,5.4,,,,,
174,순천,2019-11-19 09:00,5,,,,5.1,,320,,67,,5.8,-.6,1003.4,,1023.8,,0,,,,,9,9,,8,1924,,,5.9,,,,,
174,순천,2019-11-19 10:00,5.2,,,,3.6,,340,,64,,5.7,-1,1004.1,,1024.5,,0,,,,,10,7,,8,1840,,,6.8,,,,,
174,순천,2019-11-19 11:00,6,,,,5,,320,,56,,5.2,-2.1,1004.7,,1025.1,,.5,,,,,10,3,,10,1914,,,7.4,,,,,
174,순천,2019-11-19 12:00,5.9,,,,6,,340,,54,,5,-2.7,1004.1,,1024.5,,.8,,,,,9,2,,13,1935,,,7.5,,,,,
174,순천,2019-11-19 13:00,6,,,,5.7,,340,,50,,4.7,-3.6,1003.6,,1023.9,,.7,,,,,9,4,,14,1900,,,7.1,,,,,
174,순천,2019-11-19 14:00,6.3,,,,3.6,,320,,49,,4.7,-3.6,1003.8,,1024.1,,.3,,,,,9,6,,15,1854,,,8.2,,,,,
174,순천,2019-11-19 15:00,7.5,,,,3.6,,340,,46,,4.8,-3.3,1003.8,,1024,,.7,,,,,9,4,,14,1653,,,9.5,,,,,
174,순천,2019-11-19 16:00,6.1,,,,5,,340,,55,,5.2,-2.2,1004.3,,1024.6,,.6,,,,,5,4,,16,1621,,,7.1,,,,,
174,순천,2019-11-19 17:00,5.3,,,,4.4,,340,,60,,5.4,-1.8,1004.6,,1025,,.5,,,,,5,1,,13,1709,,,5,,,,,
174,순천,2019-11-19 18:00,4.7,,,,3.9,,340,,63,,5.4,-1.7,1004.9,,1025.4,,0,,,,,0,0,,,1669,,,3.9,,,,,
174,순천,2019-11-19 19:00,4.7,,,,2.4,,340,,63,,5.4,-1.7,1005.7,,1026.2,,,9,,,,0,0,,,1650,,,3.5,,,,,
174,순천,2019-11-19 20:00,4.4,,,,2.9,,340,,65,,5.4,-1.6,1006.1,,1026.6,,,9,,,,0,0,,,1727,,,3.3,,,,,
174,순천,2019-11-19 21:00,3.1,,,,2.4,,290,,73,,5.6,-1.2,1006.8,,1027.4,,,9,,,,0,0,,,1574,,,2.6,,,,,
174,순천,2019-11-19 22:00,2.8,,,,1.5,,290,,74,,5.6,-1.3,1007.2,,1027.8,,,9,,,,0,0,,,1543,,,2.2,,,,,
174,순천,2019-11-19 23:00,2.7,,,,1.4,,290,,72,,5.4,-1.8,1007.5,,1028.2,,,9,,,,0,0,,,1521,,,1.9,,,,,
174,순천,2019-11-20 00:00,1.8,,,,1.6,,290,,75,,5.2,-2.1,1007.8,,1028.6,,,9,,,,0,0,,,1583,,,1.4,,,,,
174,순천,2019-11-20 01:00,1.7,,,,1.4,,320,,74,,5.1,-2.4,1007.9,,1028.7,,,9,,,,0,0,,,1694,,,1.1,,,,,
174,순천,2019-11-20 02:00,2.4,,,,1.2,,340,,66,,4.8,-3.3,1007.6,,1028.3,,,9,,,,0,0,,,1718,,,1.2,,,,,
174,순천,2019-11-20 03:00,2.7,,,,2.3,,340,,61,,4.5,-4,1007.6,,1028.3,,,9,,,,0,0,,,1910,,,1.3,,,,,
174,순천,2019-11-20 04:00,1.7,,,,.9,,320,,63,,4.3,-4.6,1007.5,,1028.3,,,9,,,,0,0,,,1983,,,.8,,,,,
174,순천,2019-11-20 05:00,1.5,,,,2.5,,340,,63,,4.3,-4.7,1007.8,,1028.6,,,9,,,,0,0,,,1988,,,.6,,,,,
174,순천,2019-11-20 06:00,1.2,,,,1.3,,340,,63,,4.2,-5,1008.5,,1029.3,,,9,,,,0,0,,,1945,,,.4,,,,,
174,순천,2019-11-20 07:00,.6,,,,1,,320,,68,,4.3,-4.6,1008.8,,1029.7,,,9,,,,0,0,,,1936,,,.2,,,,,
174,순천,2019-11-20 08:00,.8,,,,.4,,0,,72,,4.7,-3.6,1009.5,,1030.4,,.4,,,,,0,0,,,1850,,,.5,,,,,
174,순천,2019-11-20 09:00,3.9,,,,2.6,,270,,57,,4.6,-3.8,1010.3,,1030.9,,1,,,,,6,0,,,1960,,,4.3,,,,,
174,순천,2019-11-20 10:00,5.4,,,,3,,270,,51,,4.6,-3.9,1010.9,,1031.4,,1,,,,,1,0,,,1786,,,6.6,,,,,
174,순천,2019-11-20 11:00,6.4,,,,3,,340,,46,,4.4,-4.4,1010.7,,1031.1,,1,,,,,1,0,,,1811,,,8.2,,,,,
174,순천,2019-11-20 12:00,7.6,,,,2.5,,360,,40,,4.2,-5.1,1009.6,,1029.9,,1,,,,,1,0,,,1877,,,9.8,,,,,
174,순천,2019-11-20 13:00,8.8,,,,3,,290,,39,,4.4,-4.4,1008.4,,1028.6,,1,,,,,0,0,,,1921,,,11.1,,,,,
174,순천,2019-11-20 14:00,9.3,,,,3.4,,290,,36,,4.2,-5,1008.2,,1028.3,,1,,,,,0,0,,,1907,,,11.2,,,,,
174,순천,2019-11-20 15:00,9.6,,,,3,,320,,30,,3.6,-7.1,1008,,1028.2,,1,,,,,0,0,,,1817,,,10.7,,,,,
174,순천,2019-11-20 16:00,9.4,,,,2.9,,320,,33,,3.9,-6,1008.3,,1028.4,,1,,,,,0,0,,,1960,,,9.4,,,,,
174,순천,2019-11-20 17:00,7.5,,,,1.7,,320,,32,,3.3,-8.1,1009,,1029.3,,.7,,,,,0,0,,,1865,,,6.2,,,,,
174,순천,2019-11-20 18:00,4.9,,,,.6,,340,,43,,3.7,-6.6,1009,,1029.6,,0,,,,,0,0,,,812,,,3.9,,,,,
174,순천,2019-11-20 19:00,2.3,,,,0,,0,,62,,4.5,-4.2,1009.8,,1030.5,,,9,,,,0,0,,,779,,,2.5,,,,,
174,순천,2019-11-20 20:00,1,,,,0,,0,,69,,4.5,-4,1009.8,,1030.7,,,9,,,,0,0,,,1058,,,1.7,,,,,
174,순천,2019-11-20 21:00,-.1,,,,0,,0,,75,,4.5,-4,1010.5,,1031.5,,,9,,,,0,0,,,1215,,,1,,,,,
174,순천,2019-11-20 22:00,-1,,,,0,,0,,78,,4.4,-4.3,1010.9,,1031.9,,,9,,,,0,0,,,1274,,,.6,,,,,
174,순천,2019-11-20 23:00,-1.8,,,,0,,0,,84,,4.5,-4.1,1011.4,,1032.5,,,9,,,,0,0,,,1232,,,.3,,,,,
174,순천,2019-11-21 00:00,-2.2,,,,0,,0,,84,,4.4,-4.5,1011.3,,1032.4,,,9,,,,0,0,,,1366,,,0,,,,,
174,순천,2019-11-21 01:00,-2.6,,,,0,,0,,87,,4.4,-4.4,1011.4,,1032.6,,,9,,,,0,0,,,1352,,,-.3,,,,,
174,순천,2019-11-21 02:00,-3,,,,0,,0,,88,,4.3,-4.7,1011.1,,1032.3,,,9,,,,0,0,,,1277,,,-.4,,,,,
174,순천,2019-11-21 03:00,-3.4,,,,0,,0,,90,,4.3,-4.8,1011,,1032.2,,,9,,,,0,0,,,1393,,,-.5,,,,,
174,순천,2019-11-21 04:00,-3.6,,,,0,,0,,91,,4.3,-4.8,1010.5,,1031.8,,,9,,,,0,0,,,1282,,,-.6,,,,,
174,순천,2019-11-21 05:00,-3.8,,,,0,,0,,92,,4.2,-4.9,1010.4,,1031.7,,,9,,,,0,0,,,1224,,,-.8,,,,,
174,순천,2019-11-21 06:00,-3.5,,,,0,,0,,91,,4.3,-4.7,1010.2,,1031.4,,,9,,,,0,0,,,1300,,,-.7,,,,,
174,순천,2019-11-21 07:00,-3.8,,,,0,,0,,93,,4.3,-4.7,1010.9,,1032.2,,,9,,,,0,0,,,1079,,,-1.2,,,,,
174,순천,2019-11-21 08:00,-2.3,,,,0,9,0,9,88,,4.5,-4,1011.8,,1033,,.4,,,,,0,0,,,1357,,,-.3,,,,,
174,순천,2019-11-21 09:00,.9,,,,0,9,0,9,77,,5,-2.6,1012.2,,1033.1,,1,,,,,0,0,,,1544,,,.3,,,,,
174,순천,2019-11-21 10:00,6.1,,,,.1,,0,,57,,5.4,-1.7,1011.8,,1032.3,,1,,,,,2,0,,,1538,,,1.3,,,,,
174,순천,2019-11-21 11:00,9.9,,,,.2,,0,,38,,4.6,-3.7,1011,,1031.2,,1,,,,,0,0,,,1724,,,8,,,,,
174,순천,2019-11-21 12:00,12.7,,,,1.7,,180,,25,,3.7,-6.8,1010,,1029.9,,1,,,,,1,1,,,1935,,,11.8,,,,,
174,순천,2019-11-21 13:00,13.8,,,,2.1,,140,,18,,2.8,-10.1,1008.7,,1028.5,,1,,,,,1,0,,,1940,,,13.3,,,,,
174,순천,2019-11-21 14:00,13.5,,,,3,,230,,19,,2.9,-9.7,1008.3,,1028.1,,1,,,,,2,0,,,1938,,,13.9,,,,,
174,순천,2019-11-21 15:00,13.3,,,,2,,180,,32,,4.9,-3,1008.2,,1028,,.9,,,,,7,1,,,1949,,,13.4,,,,,
174,순천,2019-11-21 16:00,12.9,,,,2,,200,,37,,5.5,-1.4,1008.9,,1028.8,,.9,,,,,7,4,,42,1919,,,12.5,,,,,
174,순천,2019-11-21 17:00,11.5,,,,1.2,,180,,41,,5.6,-1.3,1009.4,,1029.4,,.1,,,,,8,7,,42,1985,,,9.5,,,,,
174,순천,2019-11-21 18:00,9.6,,,,0,,0,,45,,5.4,-1.7,1009.9,,1030.1,,0,,,,,7,4,,50,1416,,,7.4,,,,,
174,순천,2019-11-21 19:00,7.9,,,,.2,,0,,55,,5.8,-.6,1010.3,,1030.6,,,9,,,,8,8,,41,1671,,,6.7,,,,,
174,순천,2019-11-21 20:00,6.5,,,,0,,0,,61,,5.9,-.4,1010.5,,1030.9,,,9,,,,9,1,,40,1044,,,6,,,,,
174,순천,2019-11-21 21:00,5.9,,,,0,,0,,67,,6.2,.2,1010.7,,1031.2,,,9,,,,9,8,,42,1178,,,6.2,,,,,
174,순천,2019-11-21 22:00,5,,,,0,,0,,69,,6,-.2,1010.3,,1030.9,,,9,,,,7,5,,40,1225,,,4.9,,,,,
174,순천,2019-11-21 23:00,4.3,,,,0,,0,,73,,6.1,-.1,1009.8,,1030.4,,,9,,,,7,5,,43,1629,,,4.6,,,,,
174,순천,2019-11-22 00:00,3.7,,,,0,,0,,78,,6.2,.2,1009.2,,1029.8,,,9,,,,8,1,,,1435,,,4.1,,,,,
174,순천,2019-11-22 01:00,3.5,,,,0,,0,,80,,6.2,.3,1009,,1029.6,,,9,,,,8,7,,44,1346,,,4.4,,,,,
174,순천,2019-11-22 02:00,3,,,,0,,0,,86,,6.5,.8,1008.6,,1029.3,,,9,,,,9,9,,44,1490,,,3.9,,,,,
174,순천,2019-11-22 03:00,2.4,,,,.1,,0,,88,,6.4,.6,1008.1,,1028.8,,,9,,,,9,3,,47,1508,,,3.7,,,,,
174,순천,2019-11-22 04:00,2.1,,,,.6,,110,,91,,6.4,.7,1007.6,,1028.3,,,9,,,,7,4,,44,1340,,,3.1,,,,,
174,순천,2019-11-22 05:00,2.8,,,,0,,0,,90,,6.7,1.3,1007.8,,1028.5,,,9,,,,9,8,,44,1526,,,3.2,,,,,
174,순천,2019-11-22 06:00,1.8,,,,0,,0,,93,,6.4,.7,1007.5,,1028.2,,,9,,,,0,0,,,1382,,,2.3,,,,,
174,순천,2019-11-22 07:00,1.3,,,,0,,0,,95,,6.3,.5,1007.4,,1028.2,,,9,,,,0,0,,,1205,,,1.9,,,,,
174,순천,2019-11-22 08:00,2.3,,,,0,,0,,94,,6.8,1.4,1008.2,,1028.9,,.4,,,,,0,0,,,1132,,,2.8,,,,,
174,순천,2019-11-22 09:00,6.6,,,,0,,0,,79,,7.7,3.2,1008.1,,1028.5,,1,,,,,0,0,,,814,,,5.8,,,,,
174,순천,2019-11-22 10:00,11.8,,,,.2,,0,,65,,9,5.4,1007.9,,1027.9,,1,,,,,1,0,,,1701,,,9.6,,,,,
174,순천,2019-11-22 11:00,15.5,,,,1.5,,200,,56,,9.8,6.7,1007.6,,1027.3,,1,,,,,1,0,,,1969,,,13.6,,,,,
174,순천,2019-11-22 12:00,16.9,,,,2.2,,140,,51,,9.7,6.6,1006.8,,1026.3,,1,,,,,2,0,,,1803,,,16.3,,,,,
174,순천,2019-11-22 13:00,17.3,,,,3.7,,110,,47,,9.2,5.8,1005.8,,1025.2,,1,,,,,0,0,,,1921,,,17.1,,,,,
174,순천,2019-11-22 14:00,17.6,,,,2.3,,180,,46,,9.2,5.8,1005.3,,1024.7,,1,,,,,0,0,,,1831,,,17.8,,,,,
174,순천,2019-11-22 15:00,17.6,,,,2.8,,180,,44,,8.8,5.1,1005,,1024.4,,1,,,,,0,0,,,1907,,,16.9,,,,,
174,순천,2019-11-22 16:00,16.8,,,,2,,160,,46,,8.7,5,1005.2,,1024.7,,1,,,,,0,0,,,1856,,,15.3,,,,,
174,순천,2019-11-22 17:00,14.7,,,,.9,,140,,56,,9.3,6,1005.1,,1024.8,,.7,,,,,1,0,,,1682,,,11.9,,,,,
174,순천,2019-11-22 18:00,11.7,,,,0,,0,,70,,9.6,6.4,1005.3,,1025.2,,0,,,,,0,0,,,1143,,,9.2,,,,,
174,순천,2019-11-22 19:00,9.6,,,,0,,0,,81,,9.6,6.4,1005.9,,1026,,,9,,,,0,0,,,1032,,,7.8,,,,,
174,순천,2019-11-22 20:00,7.9,,,,0,,0,,88,,9.3,6,1006,,1026.2,,,9,,,,0,0,,,968,,,6.9,,,,,
174,순천,2019-11-22 21:00,6.7,,,,0,,0,,92,,9,5.4,1005.8,,1026.1,,,9,,,,0,0,,,568,,,6,,,,,
174,순천,2019-11-22 22:00,5.7,,,,0,,0,,95,,8.7,4.9,1006,,1026.4,,,9,,,,0,0,,,201,,,5.4,,,,,
174,순천,2019-11-22 23:00,4.8,,,,0,,0,,96,,8.2,4.2,1005.9,,1026.4,,,9,,,,0,0,,,375,,,4.9,,,,,
174,순천,2019-11-23 00:00,4.2,,,,0,,0,,97,,8,3.7,1005.8,,1026.3,,,9,,,,0,0,,,536,,,4.4,,,,,
174,순천,2019-11-23 01:00,3.9,,,,0,,0,,98,,7.9,3.6,1006,,1026.5,,,9,,,,0,0,,,567,,,4.1,,,,,
174,순천,2019-11-23 02:00,3.6,,,,0,,0,,98,,7.7,3.3,1005.3,,1025.8,,,9,,,,1,0,,,614,,,3.7,,,,,
174,순천,2019-11-23 03:00,2.8,,,,0,,0,,98,,7.3,2.5,1005.3,,1025.9,,,9,,,,2,0,,,524,,,3.2,,,,,
174,순천,2019-11-23 04:00,2.4,,,,0,,0,,98,,7.1,2.1,1005.5,,1026.1,,,9,,,,0,0,,,588,,,3,,,,,
174,순천,2019-11-23 05:00,2.1,,,,0,,0,,98,,7,1.8,1005.6,,1026.3,,,9,,,,8,0,,,470,,,2.6,,,,,
174,순천,2019-11-23 06:00,1.9,,,,0,,0,,98,,6.9,1.6,1006.2,,1026.9,,,9,,,,8,0,,,618,,,2.5,,,,,
174,순천,2019-11-23 07:00,1.9,,,,0,,0,,98,,6.9,1.6,1006.5,,1027.2,,,9,,,,10,0,,,458,,,2.2,,,,,
174,순천,2019-11-23 08:00,2.7,,,,0,,0,,98,,7.3,2.4,1006.5,,1027.1,,.4,,,,,10,0,,,265,,,3.2,,,,,
174,순천,2019-11-23 09:00,6.4,,,,0,,0,,90,,8.6,4.8,1006.4,,1026.8,,1,,,,,5,0,,,511,,,6.3,,,,,
174,순천,2019-11-23 10:00,12.3,,,,.2,,0,,72,,10.2,7.3,1006,,1025.9,,1,,,,,5,0,,,1303,,,10.3,,,,,
174,순천,2019-11-23 11:00,16.8,,,,1.6,,160,,56,,10.6,7.9,1004.8,,1024.3,,1,,,,,0,0,,,1782,,,14.4,,,,,
174,순천,2019-11-23 12:00,17.7,,,,2.9,,110,,50,,10.1,7.1,1003.6,,1023,,1,,,,,3,0,,,1936,,,16.8,,,,,
174,순천,2019-11-23 13:00,18.6,,,,2.8,,180,,46,,9.8,6.7,1002.9,,1022.1,,1,,,,,6,0,,,1799,,,18.1,,,,,
174,순천,2019-11-23 14:00,18.1,,,,3.2,,200,,48,,9.9,6.9,1001.9,,1021.2,,1,,,,,6,0,,,1811,,,18.4,,,,,
174,순천,2019-11-23 15:00,18.5,,,,2.7,,230,,46,,9.7,6.6,1001.5,,1020.7,,1,,,,,2,0,,,1934,,,17.7,,,,,
174,순천,2019-11-23 16:00,18,,,,1.6,,200,,48,,9.9,6.8,1002.2,,1021.5,,1,,,,,1,0,,,1957,,,16.1,,,,,
174,순천,2019-11-23 17:00,16.4,,,,2.1,,230,,54,,10,7,1002.3,,1021.8,,.7,,,,,4,0,,,1917,,,12.6,,,,,
174,순천,2019-11-23 18:00,12.3,,,,0,,0,,72,,10.2,7.3,1002.7,,1022.5,,0,,,,,0,0,,,1119,,,9.4,,,,,
174,순천,2019-11-23 19:00,10.6,,,,0,,0,,81,,10.3,7.4,1002.8,,1022.8,,,9,,,,9,3,,69,880,,,8.8,,,,,
174,순천,2019-11-23 20:00,9.4,,,,1.5,,290,,87,,10.2,7.3,1003.2,,1023.2,,,9,,,,9,8,,55,890,,,8.6,,,,,
174,순천,2019-11-23 21:00,9.3,,,,0,,0,,89,,10.4,7.5,1002.9,,1022.9,,,9,,,,10,4,,50,906,,,8.4,,,,,
174,순천,2019-11-23 22:00,9.4,,,,1.4,,320,,90,,10.6,7.8,1002.1,,1022.1,,,9,,,,10,7,,45,878,,,9,,,,,
174,순천,2019-11-23 23:00,9.7,,,,.3,,0,,88,,10.6,7.8,1002.1,,1022.1,,,9,,,,10,8,,36,958,,,9.4,,,,,
174,순천,2019-11-24 00:00,9.8,,0,,.2,,0,,92,,11.1,8.5,1001.8,,1021.8,,,9,,,,9,6,,28,772,,,9.7,,,,,
174,순천,2019-11-24 01:00,9.6,,,9,.9,,290,,96,,11.4,8.9,1001.6,,1021.6,,,9,,,,2,2,,33,398,,,9.9,,,,,
174,순천,2019-11-24 02:00,9.7,,,9,.2,,0,,98,,11.7,9.3,1001.1,,1021.1,,,9,,,,4,2,,17,338,,,9.9,,,,,
174,순천,2019-11-24 03:00,9.8,,.3,,.7,,270,,98,,11.8,9.4,1001.1,,1021.1,,,9,,,,3,3,,14,184,,,10.3,,,,,
174,순천,2019-11-24 04:00,9.9,,,9,.5,,90,,98,,11.9,9.5,1000.5,,1020.5,,,9,,,,5,2,,10,138,,,10.1,,,,,
174,순천,2019-11-24 05:00,9.9,,,9,0,,0,,98,,11.9,9.5,999.8,,1019.8,,,9,,,,9,0,,,140,,,10,,,,,
174,순천,2019-11-24 06:00,10,,.4,,.4,,0,,98,,11.9,9.6,1000,,1020,,,9,,,,7,3,,14,165,,,9.9,,,,,
174,순천,2019-11-24 07:00,10.2,,,9,1,,110,,98,,12.1,9.8,1000.3,,1020.3,,,9,,,,3,3,,10,144,,,10.4,,,,,
174,순천,2019-11-24 08:00,10.3,,,9,1.1,,270,,98,,12.2,9.9,999.5,,1019.4,,0,,,,,7,1,,38,65,,,10.5,,,,,
174,순천,2019-11-24 09:00,12.2,,,9,.5,,290,,98,,13.8,11.8,998.8,,1018.5,,.7,,,,,5,2,,35,359,,,12.7,,,,,
174,순천,2019-11-24 10:00,13.3,,,9,.5,,110,,96,,14.6,12.6,1000,,1019.7,,0,,,,,2,2,,34,506,,,15.1,,,,,
174,순천,2019-11-24 11:00,14.8,,,9,1.2,,140,,89,,14.9,12.9,999.6,,1019.2,,0,,,,,10,9,,34,775,,,18.7,,,,,
174,순천,2019-11-24 12:00,18.6,,,9,1.8,,270,,70,,15,13,998.6,,1017.8,,.4,,,,,8,8,,33,1600,,,20,,,,,
174,순천,2019-11-24 13:00,19.9,,,9,2.9,,290,,56,,12.9,10.8,997.5,,1016.7,,.9,,,,,5,1,,33,1898,,,21.8,,,,,
174,순천,2019-11-24 14:00,20.3,,,9,4.5,,340,,54,,12.8,10.6,997,,1016.1,,1,,,,,6,5,,34,1822,,,21.4,,,,,
174,순천,2019-11-24 15:00,20.7,,,9,2.5,,320,,56,,13.6,11.5,996.5,,1015.6,,.7,,,,,6,6,,34,1786,,,20.4,,,,,
174,순천,2019-11-24 16:00,20.6,,,9,2.9,,320,,49,,11.9,9.5,996.9,,1016,,1,,,,,5,1,,,1743,,,19,,,,,
174,순천,2019-11-24 17:00,18.8,,,9,2.3,,340,,59,,12.8,10.6,997.3,,1016.4,,.5,,,,,4,0,,,1537,,,15.6,,,,,
174,순천,2019-11-24 18:00,17.7,,,9,2.6,,320,,66,,13.3,11.2,997.8,,1017,,0,,,,,6,0,,,1441,,,14.4,,,,,
174,순천,2019-11-24 19:00,17.5,,,9,5.6,,320,,67,,13.3,11.2,998.9,,1018.2,,,9,,,,8,2,,8,1444,,,15.9,,,,,
174,순천,2019-11-24 20:00,15.5,,,9,4.6,,320,,81,,14.2,12.2,999.3,,1018.8,,,9,,,,7,7,,5,1507,,,14.4,,,,,
174,순천,2019-11-24 21:00,13,,,9,5.7,,320,,83,,12.4,10.1,1000.8,,1020.5,,,9,,,,8,8,,4,1640,,,13.1,,,,,
174,순천,2019-11-24 22:00,11.9,,,9,2.6,,340,,78,,10.8,8.1,1001.7,,1021.5,,,9,,,,10,5,,8,1534,,,11.1,,,,,
174,순천,2019-11-24 23:00,11.4,,,9,4.9,,340,,79,,10.6,7.8,1002.6,,1022.5,,,9,,,,9,9,,5,1408,,,11.4,,,,,
174,순천,2019-11-25 00:00,10.8,,,9,3.5,,360,,73,,9.4,6.1,1002.9,,1022.9,,,9,,,,9,9,,,1604,,,10.7,,,,,
174,순천,2019-11-25 01:00,9.6,,,,5.2,,340,,67,,8,3.7,1003.2,,1023.3,,,9,,,,9,9,,7,1527,,,9.5,,,,,
174,순천,2019-11-25 02:00,8.8,,,,6.2,,340,,70,,7.9,3.6,1003,,1023.1,,,9,,,,9,8,,7,1332,,,8.5,,,,,
174,순천,2019-11-25 03:00,7.9,,,,4.6,,320,,70,,7.4,2.7,1002.8,,1022.9,,,9,,,,9,6,,8,1369,,,7.5,,,,,
174,순천,2019-11-25 04:00,6.9,,,,7.9,,320,,68,,6.7,1.3,1002.8,,1023,,,9,,,,10,6,,8,1529,,,6.4,,,,,
174,순천,2019-11-25 05:00,5.9,,,,4.7,,290,,66,,6.1,0,1003.4,,1023.7,,,9,,,,9,1,,,1628,,,5.6,,,,,
