지점,지점명,일시,기온(°C),기온 QC플래그,강수량(mm),강수량 QC플래그,풍속(m/s),풍속 QC플래그,풍향(16방위),풍향 QC플래그,습도(%),습도 QC플래그,증기압(hPa),이슬점온도(°C),현지기압(hPa),현지기압 QC플래그,해면기압(hPa),해면기압 QC플래그,일조(hr),일조 QC플래그,일사(MJ/m2),적설(cm),3시간신적설(cm),전운량(10분위),중하층운량(10분위),운형(운형약어),최저운고(100m ),시정(10m),지면상태(지면상태코드),현상번호(국내식),지면온도(°C),지면온도 QC플래그,5cm 지중온도(°C),10cm 지중온도(°C),20cm 지중온도(°C),30cm 지중온도(°C)
174,순천,2019-08-20 00:00,21.5,,,,.2,,0,,99,,25.3,21.3,991.2,,1010.1,,,9,,,,5,4,,12,229,,,23.1,,,,,
174,순천,2019-08-20 01:00,21.5,,,,.1,,0,,98,,25,21.1,991.1,,1010,,,9,,,,7,7,,14,225,,,22.9,,,,,
174,순천,2019-08-20 02:00,21.1,,,,.4,,0,,99,,24.7,20.9,990.8,,1009.7,,,9,,,,6,2,,14,179,,,22.2,,,,,
174,순천,2019-08-20 03:00,20.4,,,,.3,,0,,99,,23.7,20.2,990.6,,1009.6,,,9,,,,3,0,,,167,,,21.6,,,,,
174,순천,2019-08-20 04:00,20.2,,,,0,,0,,99,,23.4,20,990.9,,1009.9,,,9,,,,2,0,,,179,,,21.2,,,,,
174,순천,2019-08-20 05:00,20.1,,,,.3,,0,,99,,23.2,19.9,991,,1010,,,9,,,,1,1,,13,168,,,21.2,,,,,
174,순천,2019-08-20 06:00,19.8,,,,.3,,0,,99,,22.8,19.6,990.8,,1009.9,,0,,,,,0,0,,,156,,,21.2,,,,,
174,순천,2019-08-20 07:00,20.2,,,,.9,,290,,99,,23.4,20,991.1,,1010.1,,0,,,,,2,2,,,155,,,22.7,,,,,
174,순천,2019-08-20 08:00,23.2,,,,.4,,0,,90,,25.5,21.4,990.9,,1009.6,,.4,,,,,3,2,,11,239,,,26.2,,,,,
174,순천,2019-08-20 09:00,26,,,,.8,,110,,78,,26.1,21.8,990.9,,1009.5,,.7,,,,,0,0,,,509,,,34.2,,,,,
174,순천,2019-08-20 10:00,28.1,,,,2.2,,160,,66,,25,21.1,991,,1009.4,,1,,,,,2,1,,9,759,,,37.9,,,,,
174,순천,2019-08-20 11:00,28.3,,,,3.5,,140,,64,,24.6,20.8,990.8,,1009.2,,.9,,,,,6,4,,14,783,,,41.3,,,,,
174,순천,2019-08-20 12:00,29.4,,,,3,,110,,63,,25.8,21.6,990.3,,1008.6,,1,,,,,7,2,,10,867,,,45.3,,,,,
174,순천,2019-08-20 13:00,29.9,,,,2.7,,180,,63,,26.4,22,990.1,,1008.4,,.7,,,,,8,3,,11,795,,,48.2,,,,,
174,순천,2019-08-20 14:00,30,,,9,2,,180,,62,,26.3,21.9,990,,1008.3,,.5,,,,,9,8,,11,784,,,46,,,,,
174,순천,2019-08-20 15:00,28.5,,,,2.5,,160,,65,,25.2,21.2,989.8,,1008.2,,.3,,,,,10,2,,19,7220,,,36.3,,,,,
174,순천,2019-08-20 16:00,28.7,,,,2.5,,160,,63,,24.7,20.9,989.4,,1007.7,,.3,,,,,8,1,,10,749,,,35.5,,,,,
174,순천,2019-08-20 17:00,29.1,,,,2.3,,160,,64,,25.6,21.5,989.2,,1007.5,,.9,,,,,4,2,,10,773,,,34.6,,,,,
174,순천,2019-08-20 18:00,28.1,,,,2.6,,200,,68,,25.8,21.6,989.6,,1008,,.8,,,,,4,2,,10,802,,,31,,,,,
174,순천,2019-08-20 19:00,26.7,,,,1.6,,160,,72,,25.2,21.2,990,,1008.5,,0,,,,,5,5,,9,828,,,26.9,,,,,
174,순천,2019-08-20 20:00,25.3,,,,.7,,90,,80,,25.6,21.5,990.4,,1009,,0,,,,,6,5,,16,703,,,25.8,,,,,
174,순천,2019-08-20 21:00,24.5,,,,1,,110,,84,,25.8,21.6,990.7,,1009.2,,,9,,,,6,2,,23,652,,,24.9,,,,,
174,순천,2019-08-20 22:00,24.6,,,,.8,,90,,84,,26,21.7,990.6,,1009.3,,,9,,,,8,8,,21,572,,,24.8,,,,,
174,순천,2019-08-20 23:00,24.3,,,,.7,,70,,85,,25.8,21.6,990.3,,1008.9,,,9,,,,8,2,,25,662,,,24.8,,,,,
174,순천,2019-08-21 00:00,24.3,,,,.8,,90,,85,,25.8,21.6,990.2,,1008.8,,,9,,,,8,5,,20,676,,,24.5,,,,,
174,순천,2019-08-21 01:00,23.9,,,,.5,,70,,88,,26,21.7,989.8,,1008.4,,,9,,,,7,6,,13,627,,,24.6,,,,,
174,순천,2019-08-21 02:00,23.6,,,,.2,,0,,91,,26.4,22,989.9,,1008.5,,,9,,,,9,1,,10,542,,,24.6,,,,,
174,순천,2019-08-21 03:00,23.6,,,,.3,,0,,89,,25.8,21.6,989.9,,1008.5,,,9,,,,5,5,,9,619,,,24.5,,,,,
174,순천,2019-08-21 04:00,23.2,,,,.3,,0,,93,,26.3,21.9,989.9,,1008.6,,,9,,,,3,3,,9,470,,,24.3,,,,,
174,순천,2019-08-21 05:00,23.1,,,,.6,,110,,95,,26.8,22.2,989.7,,1008.4,,,9,,,,6,6,,8,432,,,24.4,,,,,
174,순천,2019-08-21 06:00,23.1,,,,.6,,270,,94,,26.4,22,989.8,,1008.5,,0,,,,,7,7,,7,456,,,24.6,,,,,
174,순천,2019-08-21 07:00,23.5,,,,.6,,90,,92,,26.6,22.1,990.2,,1008.8,,0,,,,,6,6,,6,525,,,25.2,,,,,
174,순천,2019-08-21 08:00,24.3,,,,.5,,90,,86,,26.1,21.8,990.4,,1009,,0,,,,,4,4,,6,788,,,26.4,,,,,
174,순천,2019-08-21 09:00,24,,0,,.6,,320,,88,,26.1,21.8,990.8,,1009.4,,0,,,,,8,8,,6,575,,,26.3,,,,,
174,순천,2019-08-21 10:00,25.7,,,9,.8,,70,,81,,26.6,22.1,991.1,,1009.7,,0,,,,,9,9,,6,1182,,,32.7,,,,,
174,순천,2019-08-21 11:00,25.6,,0,,.7,,360,,80,,26.1,21.8,991,,1009.6,,0,,,,,10,10,,6,1000,,,31.1,,,,,
174,순천,2019-08-21 12:00,26.1,,,9,1.2,,180,,78,,26.3,21.9,990.7,,1009.3,,0,,,,,10,9,,6,994,,,34.4,,,,,
174,순천,2019-08-21 13:00,26.4,,,9,1.2,,180,,80,,27.4,22.6,990.2,,1008.7,,0,,,,,10,10,,5,833,,,35.5,,,,,
174,순천,2019-08-21 14:00,27.4,,,9,1.5,,180,,78,,28.4,23.2,989.6,,1008,,.2,,,,,8,8,,4,792,,,38.4,,,,,
174,순천,2019-08-21 15:00,26.9,,,9,1,,160,,80,,28.3,23.1,989.4,,1007.9,,0,,,,,9,9,,5,764,,,32.1,,,,,
174,순천,2019-08-21 16:00,27.2,,,9,1.5,,160,,79,,28.4,23.2,989.2,,1007.7,,0,,,,,9,9,,5,741,,,32.9,,,,,
174,순천,2019-08-21 17:00,27,,,9,1.5,,160,,81,,28.8,23.4,989.4,,1007.9,,.1,,,,,8,8,,5,1239,,,31.5,,,,,
174,순천,2019-08-21 18:00,26.4,,0,,1,,200,,85,,29.1,23.6,989.2,,1007.7,,0,,,,,10,7,,4,1694,,,30,,,,,
174,순천,2019-08-21 19:00,25.6,,,9,.9,,90,,91,,29.8,24,989.5,,1008.1,,0,,,,,9,9,,3,954,,,27.1,,,,,
174,순천,2019-08-21 20:00,25.4,,0,,.9,,110,,93,,30,24.1,989.9,,1008.5,,0,,,,,8,8,,3,953,,,26.3,,,,,
174,순천,2019-08-21 21:00,24.9,,.2,,.9,,50,,97,,30.4,24.3,990.1,,1008.8,,,9,,,,10,9,,3,718,,,26,,,,,
174,순천,2019-08-21 22:00,25,,.2,,.9,,110,,97,,30.6,24.4,990,,1008.7,,,9,,,,10,9,,3,631,,,26,,,,,
174,순천,2019-08-21 23:00,24.9,,5.3,,.6,,110,,98,,30.7,24.5,989.7,,1008.4,,,9,,,,10,9,,3,1259,,,25.8,,,,,
174,순천,2019-08-22 00:00,25.1,,1.5,,.9,,360,,97,,30.7,24.5,989.3,,1007.9,,,9,,,,8,8,,3,881,,,25.7,,,,,
174,순천,2019-08-22 01:00,24.8,,3.4,,.6,,90,,98,,30.6,24.4,988.8,,1007.5,,,9,,,,8,8,,3,293,,,25.8,,,,,
174,순천,2019-08-22 02:00,24.8,,4.2,,2,,140,,94,,29.3,23.7,988.4,,1007.1,,,9,,,,10,10,,4,1414,,,25.2,,,,,
174,순천,2019-08-22 03:00,24.3,,6.1,,.6,,70,,98,,29.7,23.9,988.3,,1006.8,,,9,,,,10,10,,4,182,,,25.3,,,,,
174,순천,2019-08-22 04:00,24.3,,2.7,,1.2,,90,,98,,29.7,23.9,987.9,,1006.4,,,9,,,,10,6,,3,1754,,,25.3,,,,,
174,순천,2019-08-22 05:00,24.2,,9.2,,1.1,,70,,98,,29.5,23.8,987.7,,1006.2,,,9,,,,10,10,,2,82,,,25.4,,,,,
174,순천,2019-08-22 06:00,24.5,,2.3,,1.2,,70,,97,,29.7,23.9,987.6,,1006.1,,0,,,,,10,10,,7,1887,,,25.3,,,,,
174,순천,2019-08-22 07:00,24.4,,2.3,,.7,,160,,98,,29.8,24,987.6,,1006.1,,0,,,,,10,10,,3,681,,,25.6,,,,,
174,순천,2019-08-22 08:00,24.5,,10.2,,1.4,,90,,98,,30,24.1,987,,1005.5,,0,,,,,10,10,,3,119,,,25.4,,,,,
174,순천,2019-08-22 09:00,25,,3.7,,1.7,,110,,95,,30,24.1,986.2,,1004.8,,0,,,,,10,10,,3,848,,,25.6,,,,,
174,순천,2019-08-22 10:00,25.1,,.2,,2.1,,180,,95,,30.2,24.2,986.5,,1005.1,,0,,,,,10,10,,3,1108,,,25.7,,,,,
174,순천,2019-08-22 11:00,25.3,,.1,,1.9,,320,,94,,30.2,24.2,986.9,,1005.5,,0,,,,,10,10,,4,1426,,,26.6,,,,,
174,순천,2019-08-22 12:00,25.8,,,9,3.5,,320,,90,,29.8,24,986.9,,1005.4,,0,,,,,10,9,,4,1897,,,30.3,,,,,
174,순천,2019-08-22 13:00,27.2,,,9,2.6,,340,,77,,27.7,22.8,987.3,,1005.7,,.8,,,,,9,1,,5,1338,,,39,,,,,
174,순천,2019-08-22 14:00,29.4,,,9,1.9,,340,,70,,28.6,23.3,986.9,,1005.1,,1,,,,,7,1,,7,1537,,,41.6,,,,,
174,순천,2019-08-22 15:00,29.7,,,9,2.5,,290,,64,,26.6,22.1,986.5,,1004.8,,1,,,,,6,2,,38,1214,,,40.8,,,,,
174,순천,2019-08-22 16:00,29.9,,,9,2.4,,320,,60,,25.2,21.2,986.4,,1004.7,,.9,,,,,3,1,,37,1092,,,36.9,,,,,
174,순천,2019-08-22 17:00,29.6,,,9,2.3,,320,,61,,25.2,21.2,986.9,,1005.2,,1,,,,,5,0,,,1016,,,32.7,,,,,
174,순천,2019-08-22 18:00,27.4,,,9,1.2,,320,,74,,26.9,22.3,987.2,,1005.6,,.7,,,,,5,0,,,1021,,,28.8,,,,,
174,순천,2019-08-22 19:00,25.8,,,9,1.8,,320,,85,,28.1,23,987.8,,1006.4,,0,,,,,9,4,,11,748,,,27.6,,,,,
174,순천,2019-08-22 20:00,26.1,,,9,2.1,,320,,75,,25.3,21.3,988.7,,1007.2,,0,,,,,9,6,,63,793,,,26.2,,,,,
174,순천,2019-08-22 21:00,24.9,,,9,1.4,,320,,81,,25.5,21.4,989.3,,1008,,,9,,,,5,3,,32,629,,,25.1,,,,,
174,순천,2019-08-22 22:00,23.2,,,9,.7,,250,,93,,26.3,21.9,989.5,,1008.2,,,9,,,,7,4,,66,396,,,24.7,,,,,
174,순천,2019-08-22 23:00,23.2,,,9,.6,,50,,92,,26.1,21.8,989.1,,1007.8,,,9,,,,8,8,,62,391,,,24.5,,,,,
174,순천,2019-08-23 00:00,22.7,,,9,.4,,0,,95,,26.1,21.8,989.2,,1007.9,,,9,,,,9,9,,,331,,,24.4,,,,,
174,순천,2019-08-23 01:00,22.3,,,,.3,,0,,98,,26.3,21.9,989.1,,1007.9,,,9,,,,9,9,,40,202,,,24.1,,,,,
174,순천,2019-08-23 02:00,22,,,,1.3,,270,,98,,25.8,21.6,989.4,,1008.2,,,9,,,,8,1,,7,172,,,23.7,,,,,
174,순천,2019-08-23 03:00,22.7,,,,1.5,,270,,95,,26.1,21.8,989.5,,1008.2,,,9,,,,1,1,,13,289,,,24,,,,,
174,순천,2019-08-23 04:00,22.8,,,,.9,,290,,93,,25.8,21.6,989.3,,1008,,,9,,,,8,6,,39,363,,,23.9,,,,,
174,순천,2019-08-23 05:00,21.8,,,,.7,,340,,96,,25,21.1,989.4,,1008.2,,,9,,,,9,2,,38,286,,,23.3,,,,,
174,순천,2019-08-23 06:00,21.7,,,,.1,,0,,97,,25,21.1,989.7,,1008.5,,0,,,,,8,8,,33,220,,,23.4,,,,,
174,순천,2019-08-23 07:00,22.2,,,,1.3,,270,,94,,25,21.1,990,,1008.8,,0,,,,,10,9,,31,380,,,23.9,,,,,
174,순천,2019-08-23 08:00,23.5,,,,1.7,,340,,86,,24.9,21,990.3,,1008.9,,0,,,,,10,4,,33,512,,,25.3,,,,,
174,순천,2019-08-23 09:00,23.8,,,,1.6,,320,,83,,24.4,20.7,990.5,,1009.1,,0,,,,,9,9,,35,637,,,26.4,,,,,
174,순천,2019-08-23 10:00,24.2,,,,2.6,,340,,79,,23.8,20.3,990.9,,1009.5,,0,,,,,10,5,,46,896,,,27.8,,,,,
174,순천,2019-08-23 11:00,24.3,,,,1.6,,340,,77,,23.4,20,991,,1009.6,,0,,,,,10,9,,43,1015,,,27.4,,,,,
174,순천,2019-08-23 12:00,24.5,,,,1.7,,290,,75,,22.9,19.7,990.6,,1009.1,,0,,,,,10,7,,43,1241,,,29.9,,,,,
174,순천,2019-08-23 13:00,26,,0,,1.8,,290,,68,,22.8,19.6,990.5,,1009.1,,.1,,,,,9,1,,9,1407,,,37.8,,,,,
174,순천,2019-08-23 14:00,26.9,,,9,2.6,,270,,63,,22.2,19.2,990.2,,1008.7,,.7,,,,,8,1,,10,1648,,,37.5,,,,,
174,순천,2019-08-23 15:00,27.6,,,9,1.2,,340,,61,,22.4,19.3,989.7,,1008.1,,.9,,,,,9,6,,11,1415,,,35.8,,,,,
174,순천,2019-08-23 16:00,27.6,,,9,2.8,,320,,57,,21,18.3,989.7,,1008.1,,.8,,,,,9,2,,48,1509,,,34,,,,,
174,순천,2019-08-23 17:00,26.7,,,9,2,,340,,57,,19.9,17.4,989.8,,1008.3,,.8,,,,,5,5,,50,1539,,,29.2,,,,,
174,순천,2019-08-23 18:00,25.8,,,9,.7,,270,,64,,21.2,18.4,989.9,,1008.5,,.9,,,,,5,5,,46,1578,,,27.3,,,,,
174,순천,2019-08-23 19:00,22.3,,,9,.3,,0,,86,,23.1,19.8,990.1,,1008.9,,.2,,,,,5,5,,75,1089,,,24.9,,,,,
174,순천,2019-08-23 20:00,20.9,,,9,0,,0,,94,,23.1,19.8,990.7,,1009.6,,0,,,,,7,0,,,743,,,23.5,,,,,
174,순천,2019-08-23 21:00,20.4,,,9,0,,0,,96,,22.9,19.7,991.3,,1010.3,,,9,,,,6,0,,,615,,,22.6,,,,,
174,순천,2019-08-23 22:00,20.1,,,9,0,,0,,97,,22.8,19.6,991.7,,1010.7,,,9,,,,3,3,,7,474,,,22.8,,,,,
174,순천,2019-08-23 23:00,19.7,,,9,.2,,0,,98,,22.4,19.3,991.9,,1011,,,9,,,,2,2,,8,407,,,21.9,,,,,
174,순천,2019-08-24 00:00,19.2,,,9,0,,0,,98,,21.7,18.8,991.9,,1010.9,,,9,,,,2,1,,,296,,,21.1,,,,,
174,순천,2019-08-24 01:00,18.6,,,,0,,0,,98,,20.9,18.2,991.8,,1010.8,,,9,,,,0,0,,,247,,,20.5,,,,,
174,순천,2019-08-24 02:00,18.2,,,,.6,,340,,98,,20.4,17.8,991.7,,1010.8,,,9,,,,5,1,,,212,,,20,,,,,
174,순천,2019-08-24 03:00,17.9,,,,.3,,0,,98,,20,17.5,991.7,,1010.8,,,9,,,,1,1,,,57,,,20.2,,,,,
174,순천,2019-08-24 04:00,17.7,,,,0,,0,,98,,19.7,17.3,991.8,,1010.9,,,9,,,,1,1,,,121,,,20.4,,,,,
174,순천,2019-08-24 05:00,17.5,,,,0,,0,,98,,19.5,17.1,991.7,,1010.8,,,9,,,,4,4,,,8,,,20.6,,,,,
174,순천,2019-08-24 06:00,16.9,,,,0,,0,,98,,18.8,16.5,992.2,,1011.4,,0,,,,,2,2,,,10,,,20.3,,,,,
174,순천,2019-08-24 07:00,17.7,,,,.4,,0,,98,,19.7,17.3,992.4,,1011.5,,0,,,,,3,3,,,5,,,21.4,,,,,
174,순천,2019-08-24 08:00,18.8,,,,.4,,0,,98,,21.2,18.4,992.4,,1011.4,,0,,,,,6,6,,,95,,,23.5,,,,,
174,순천,2019-08-24 09:00,21.1,,,,.6,,160,,97,,24.1,20.5,992.7,,1011.6,,.2,,,,,10,5,,58,859,,,27.7,,,,,
174,순천,2019-08-24 10:00,24.2,,,,2.9,,250,,73,,22,19,992.9,,1011.5,,.5,,,,,9,1,,56,1694,,,36.1,,,,,
174,순천,2019-08-24 11:00,25.1,,,,1.9,,320,,69,,22,19,993.1,,1011.8,,.3,,,,,9,9,,50,1608,,,33,,,,,
174,순천,2019-08-24 12:00,25.1,,,,3.1,,290,,66,,20.9,18.2,992.6,,1011.3,,.3,,,,,9,2,,9,1800,,,33.1,,,,,
174,순천,2019-08-24 13:00,25.7,,,,2.4,,340,,66,,21.7,18.8,992.3,,1010.9,,0,,,,,10,4,,10,1648,,,32.5,,,,,
174,순천,2019-08-24 14:00,27,,,,1.6,,340,,64,,22.8,19.6,992.1,,1010.6,,.3,,,,,9,5,,9,1601,,,37.5,,,,,
174,순천,2019-08-24 15:00,26.1,,,,2.4,,320,,64,,21.6,18.7,991.5,,1010.1,,.2,,,,,9,0,,,1553,,,32.1,,,,,
174,순천,2019-08-24 16:00,26.3,,,,1.7,,320,,63,,21.4,18.6,991.4,,1010,,.3,,,,,10,1,,16,1595,,,32,,,,,
174,순천,2019-08-24 17:00,25.7,,,,.6,,360,,74,,24.4,20.7,991.5,,1010.1,,0,,,,,10,0,,,1497,,,28.5,,,,,
174,순천,2019-08-24 18:00,24.7,,,,1.6,,340,,73,,22.7,19.5,992.1,,1010.8,,0,,,,,9,9,,9,1569,,,26,,,,,
174,순천,2019-08-24 19:00,23.7,,,,1.4,,290,,70,,20.4,17.8,992.5,,1011.2,,0,,,,,10,1,,19,1755,,,24.3,,,,,
174,순천,2019-08-24 20:00,22.1,,,,.5,,340,,82,,21.7,18.8,993.2,,1012.1,,0,,,,,10,3,,58,1512,,,23.4,,,,,
174,순천,2019-08-24 21:00,21.3,,,,.4,,0,,86,,21.7,18.8,993.1,,1012,,,9,,,,9,5,,40,1435,,,22.9,,,,,
174,순천,2019-08-24 22:00,20,,,,.9,,90,,93,,21.7,18.8,993.1,,1012.2,,,9,,,,8,7,,38,1220,,,21.8,,,,,
174,순천,2019-08-24 23:00,19.5,,,,.5,,70,,95,,21.4,18.6,993.2,,1012.2,,,9,,,,8,0,,,978,,,21.3,,,,,
174,순천,2019-08-25 00:00,19,,,,.6,,360,,96,,21,18.3,993.2,,1012.2,,,9,,,,5,0,,,976,,,20.6,,,,,
174,순천,2019-08-25 01:00,18.4,,,,0,,0,,98,,20.6,18,993.1,,1012.2,,,9,,,,6,1,,71,674,,,20.3,,,,,
174,순천,2019-08-25 02:00,18.1,,,,.3,,0,,98,,20.2,17.7,993.4,,1012.5,,,9,,,,5,5,,71,577,,,20,,,,,
174,순천,2019-08-25 03:00,17.9,,,,0,,0,,98,,20,17.5,993.3,,1012.4,,,9,,,,4,3,,75,583,,,19.8,,,,,
174,순천,2019-08-25 04:00,17.9,,,,.4,,0,,98,,20,17.5,993.2,,1012.3,,,9,,,,8,6,,50,580,,,20,,,,,
174,순천,2019-08-25 05:00,18,,,,.3,,0,,98,,20.1,17.6,993.3,,1012.4,,,9,,,,10,9,,46,508,,,20.3,,,,,
174,순천,2019-08-25 06:00,18.2,,,,.2,,0,,98,,20.4,17.8,993.5,,1012.6,,0,,,,,10,10,,45,458,,,20.5,,,,,
174,순천,2019-08-25 07:00,18.9,,,,0,,0,,98,,21.3,18.5,993.7,,1012.7,,0,,,,,10,10,,40,523,,,21.2,,,,,
174,순천,2019-08-25 08:00,20.5,,,,.8,,320,,97,,23.4,20,994.3,,1013.3,,0,,,,,10,10,,39,600,,,23.6,,,,,
174,순천,2019-08-25 09:00,22.3,,,,1.4,,270,,85,,22.8,19.6,994.7,,1013.6,,0,,,,,10,3,,40,1243,,,27.7,,,,,
174,순천,2019-08-25 10:00,23.7,,,,1.1,,200,,75,,21.8,18.9,995.1,,1013.8,,.3,,,,,9,5,,39,1379,,,30.4,,,,,
174,순천,2019-08-25 11:00,23.8,,,,.8,,200,,76,,22.4,19.3,995.1,,1013.8,,0,,,,,10,9,,37,1376,,,27.9,,,,,
174,순천,2019-08-25 12:00,23.6,,0,,1,,70,,78,,22.7,19.5,994.4,,1013.1,,0,,,,,10,1,,41,1495,,,27.9,,,,,
174,순천,2019-08-25 13:00,24.6,,,9,2,,290,,77,,23.7,20.2,994.6,,1013.4,,0,,,,,10,9,,46,1363,,,33.5,,,,,
174,순천,2019-08-25 14:00,25.2,,,9,1.6,,290,,68,,21.7,18.8,994.6,,1013.3,,.1,,,,,10,5,,30,1517,,,33,,,,,
174,순천,2019-08-25 15:00,26.3,,,9,1.8,,320,,56,,19.1,16.8,994.2,,1012.8,,.6,,,,,0,0,,,1786,,,37.9,,,,,
174,순천,2019-08-25 16:00,26.3,,,9,2.2,,340,,55,,18.8,16.5,993.6,,1012.2,,.7,,,,,8,7,,45,1928,,,35.2,,,,,
174,순천,2019-08-25 17:00,26.3,,,9,2.1,,290,,56,,19.1,16.8,993.8,,1012.4,,1,,,,,8,6,,64,1593,,,30.8,,,,,
174,순천,2019-08-25 18:00,25.5,,,9,1.1,,290,,64,,20.8,18.1,993.8,,1012.5,,.2,,,,,8,8,,31,1991,,,28.1,,,,,
174,순천,2019-08-25 19:00,22.9,,,9,.8,,320,,78,,21.7,18.8,994.1,,1012.9,,.3,,,,,9,4,,31,588,,,24.5,,,,,
174,순천,2019-08-25 20:00,21.3,,,9,1.1,,270,,87,,22,19,994.8,,1013.8,,0,,,,,7,5,,11,1610,,,23.3,,,,,
174,순천,2019-08-25 21:00,20.6,,,9,.8,,290,,88,,21.3,18.5,995,,1014,,,9,,,,8,7,,29,1545,,,22.7,,,,,
174,순천,2019-08-25 22:00,19.5,,,9,.6,,320,,96,,21.7,18.8,995,,1014,,,9,,,,3,0,,,1140,,,21.4,,,,,
174,순천,2019-08-25 23:00,18.9,,,9,0,,0,,96,,20.9,18.2,995,,1014.1,,,9,,,,8,5,,38,1091,,,21.1,,,,,
174,순천,2019-08-26 00:00,18.7,,,9,.1,,0,,98,,21,18.3,994.9,,1014,,,9,,,,7,5,,38,972,,,21,,,,,
174,순천,2019-08-26 01:00,18.6,,,,0,,0,,97,,20.8,18.1,994.7,,1013.8,,,9,,,,8,7,,39,848,,,20.6,,,,,
174,순천,2019-08-26 02:00,18.5,,,,.1,,0,,98,,20.8,18.1,994.3,,1013.4,,,9,,,,6,4,,42,866,,,20.4,,,,,
174,순천,2019-08-26 03:00,18.2,,,,.2,,0,,98,,20.4,17.8,994.1,,1013.2,,,9,,,,8,8,,37,629,,,20.1,,,,,
174,순천,2019-08-26 04:00,17.8,,,,.2,,0,,98,,19.9,17.4,994,,1013.2,,,9,,,,6,2,,61,499,,,19.5,,,,,
174,순천,2019-08-26 05:00,17.9,,,,.2,,0,,98,,20,17.5,994,,1013.1,,,9,,,,7,2,,34,541,,,20,,,,,
174,순천,2019-08-26 06:00,18,,,,.2,,0,,98,,20.1,17.6,994.4,,1013.5,,0,,,,,10,10,,36,571,,,20.1,,,,,
174,순천,2019-08-26 07:00,18.6,,,,.5,,360,,97,,20.8,18.1,994.4,,1013.5,,.3,,,,,7,5,,36,769,,,20.4,,,,,
174,순천,2019-08-26 08:00,21.3,,,,1,,200,,88,,22.2,19.2,994.7,,1013.7,,.7,,,,,5,0,,,1258,,,22.7,,,,,
174,순천,2019-08-26 09:00,23.7,,,,1,,90,,72,,21,18.3,994.1,,1012.8,,.9,,,,,6,0,,,1854,,,29.6,,,,,
174,순천,2019-08-26 10:00,25.6,,,,2.5,,200,,66,,21.6,18.7,993.9,,1012.6,,1,,,,,0,0,,,1574,,,39.7,,,,,
174,순천,2019-08-26 11:00,27.3,,,,2.6,,140,,61,,22.1,19.1,993.8,,1012.3,,1,,,,,2,1,,10,1546,,,43,,,,,
174,순천,2019-08-26 12:00,27.2,,,,2.6,,110,,57,,20.5,17.9,993.4,,1011.9,,.6,,,,,6,2,,11,1733,,,41.4,,,,,
174,순천,2019-08-26 13:00,26.1,,,,4,,200,,65,,21.8,18.9,993.4,,1012,,.7,,,,,7,2,,12,1593,,,35.2,,,,,
174,순천,2019-08-26 14:00,27.2,,,,2.2,,200,,65,,23.4,20,992.5,,1011,,.8,,,,,6,3,,9,1684,,,42.7,,,,,
174,순천,2019-08-26 15:00,26.5,,,,3.7,,200,,68,,23.5,20.1,992,,1010.6,,1,,,,,8,3,,8,1452,,,40.8,,,,,
174,순천,2019-08-26 16:00,25.1,,0,,2.7,,200,,74,,23.5,20.1,992.1,,1010.8,,.6,,,,,5,2,,10,1197,,,33,,,,,
174,순천,2019-08-26 17:00,24.1,,,9,3.2,,180,,79,,23.7,20.2,992.4,,1011,,0,,,,,7,4,,15,1152,,,29.2,,,,,
174,순천,2019-08-26 18:00,23.5,,,9,2.2,,180,,76,,22,19,992.8,,1011.5,,0,,,,,8,1,,8,1380,,,26.2,,,,,
174,순천,2019-08-26 19:00,23.1,,,9,.7,,180,,78,,22,19,993,,1011.7,,0,,,,,9,4,,16,1365,,,24.8,,,,,
174,순천,2019-08-26 20:00,23,,,9,1.6,,200,,76,,21.3,18.5,993.4,,1012.2,,0,,,,,8,6,,11,1375,,,24,,,,,
174,순천,2019-08-26 21:00,22.4,,,9,.5,,140,,82,,22.1,19.1,993.3,,1012.1,,,9,,,,9,9,,9,1239,,,23.8,,,,,
174,순천,2019-08-26 22:00,22.3,,,9,.4,,0,,84,,22.5,19.4,993.4,,1012.2,,,9,,,,10,10,,9,1173,,,23.6,,,,,
174,순천,2019-08-26 23:00,22,,,9,1.2,,90,,85,,22.4,19.3,993.1,,1012,,,9,,,,9,9,,8,1107,,,23.1,,,,,
174,순천,2019-08-27 00:00,21.3,,0,,.6,,360,,87,,22,19,992.8,,1011.7,,,9,,,,9,9,,,724,,,22.8,,,,,
174,순천,2019-08-27 01:00,20.1,,.5,,.4,,0,,97,,22.8,19.6,991.8,,1010.8,,,9,,,,8,8,,8,382,,,22.2,,,,,
174,순천,2019-08-27 02:00,20.2,,0,,.5,,320,,98,,23.1,19.8,991.4,,1010.4,,,9,,,,9,9,,6,326,,,22.3,,,,,
174,순천,2019-08-27 03:00,20.2,,,9,.6,,50,,98,,23.1,19.8,990.3,,1009.3,,,9,,,,5,5,,1,265,,,22.2,,,,,
174,순천,2019-08-27 04:00,20.3,,,9,.3,,0,,98,,23.2,19.9,990,,1009,,,9,,,,6,6,,6,340,,,22.1,,,,,
174,순천,2019-08-27 05:00,20.3,,.1,,.1,,0,,97,,23.1,19.8,989.7,,1008.7,,,9,,,,10,10,,4,383,,,22.2,,,,,
174,순천,2019-08-27 06:00,20.2,,1.6,,.1,,0,,98,,23.1,19.8,989.5,,1008.5,,0,,,,,10,8,,5,219,,,22,,,,,
