201909190000|V10O1610301|00001|00062|-9999|-9999|49|1195|32|-999|-999|00035|
201909190001|V10O1610301|00001|00043|-9999|-9999|50|1195|32|-999|-999|00024|
201909190002|V10O1610301|00001|00056|-9999|-9999|49|1196|32|-999|-999|00032|
201909190003|V10O1610301|00001|00051|-9999|-9999|49|1195|32|-999|-999|00029|
201909190004|V10O1610301|00001|00041|-9999|-9999|49|1195|32|-999|-999|00023|
201909190005|V10O1610301|00001|00030|-9999|-9999|49|1195|32|-999|-999|00017|
201909190006|V10O1610301|00001|00041|-9999|-9999|49|1196|32|-999|-999|00023|
201909190007|V10O1610301|00001|00043|-9999|-9999|49|1195|32|-999|-999|00024|
201909190008|V10O1610301|00001|00035|-9999|-9999|50|1195|32|-999|-999|00020|
201909190009|V10O1610301|00001|00016|-9999|-9999|49|1195|32|-999|-999|00009|
201909190010|V10O1610301|00001|00043|-9999|-9999|49|1195|32|-999|-999|00024|
201909190011|V10O1610301|00001|00052|-9999|-9999|49|1195|32|-999|-999|00030|
201909190012|V10O1610301|00001|00046|-9999|-9999|50|1195|32|-999|-999|00026|
201909190013|V10O1610301|00001|00052|-9999|-9999|50|1195|32|-999|-999|00030|
201909190014|V10O1610301|00001|00051|-9999|-9999|49|1194|32|-999|-999|00029|
201909190015|V10O1610301|00001|00052|-9999|-9999|50|1194|32|-999|-999|00030|
201909190016|V10O1610301|00001|00046|-9999|-9999|50|1194|32|-999|-999|00026|
201909190017|V10O1610301|00001|00040|-9999|-9999|49|1195|32|-999|-999|00023|
201909190018|V10O1610301|00001|00051|-9999|-9999|49|1195|32|-999|-999|00029|
201909190019|V10O1610301|00001|00049|-9999|-9999|49|1195|32|-999|-999|00028|
201909190020|V10O1610301|00001|00028|-9999|-9999|49|1195|32|-999|-999|00016|
201909190021|V10O1610301|00001|00024|-9999|-9999|49|1194|32|-999|-999|00013|
201909190022|V10O1610301|00001|00030|-9999|-9999|49|1193|32|-999|-999|00017|
201909190023|V10O1610301|00001|00030|-9999|-9999|49|1193|32|-999|-999|00017|
201909190024|V10O1610301|00001|00052|-9999|-9999|49|1193|32|-999|-999|00030|
201909190025|V10O1610301|00001|00052|-9999|-9999|49|1193|32|-999|-999|00030|
201909190026|V10O1610301|00001|00054|-9999|-9999|49|1192|32|-999|-999|00031|
201909190027|V10O1610301|00001|00054|-9999|-9999|49|1192|32|-999|-999|00031|
201909190028|V10O1610301|00001|00041|-9999|-9999|50|1192|32|-999|-999|00023|
201909190029|V10O1610301|00001|00035|-9999|-9999|49|1193|32|-999|-999|00020|
201909190030|V10O1610301|00001|00032|-9999|-9999|49|1193|32|-999|-999|00018|
201909190031|V10O1610301|00001|00054|-9999|-9999|49|1193|32|-999|-999|00031|
201909190032|V10O1610301|00001|00038|-9999|-9999|49|1192|32|-999|-999|00022|
201909190033|V10O1610301|00001|00067|-9999|-9999|49|1192|32|-999|-999|00038|
201909190034|V10O1610301|00001|00035|-9999|-9999|49|1192|32|-999|-999|00020|
201909190035|V10O1610301|00001|00014|-9999|-9999|50|1192|32|-999|-999|00008|
201909190036|V10O1610301|00001|00033|-9999|-9999|49|1193|32|-999|-999|00019|
201909190037|V10O1610301|00001|00054|-9999|-9999|49|1192|32|-999|-999|00031|
201909190038|V10O1610301|00001|00036|-9999|-9999|50|1192|33|-999|-999|00020|
201909190039|V10O1610301|00001|00049|-9999|-9999|49|1192|32|-999|-999|00028|
201909190040|V10O1610301|00001|00043|-9999|-9999|49|1192|32|-999|-999|00024|
201909190041|V10O1610301|00001|00046|-9999|-9999|49|1191|33|-999|-999|00026|
201909190042|V10O1610301|00001|00052|-9999|-9999|49|1191|33|-999|-999|00030|
201909190043|V10O1610301|00001|00054|-9999|-9999|49|1191|33|-999|-999|00031|
201909190044|V10O1610301|00001|00008|-9999|-9999|50|1192|33|-999|-999|00004|
201909190045|V10O1610301|00001|00057|-9999|-9999|49|1191|33|-999|-999|00033|
201909190046|V10O1610301|00001|00030|-9999|-9999|49|1191|33|-999|-999|00017|
201909190047|V10O1610301|00001|00032|-9999|-9999|49|1191|33|-999|-999|00018|
201909190048|V10O1610301|00001|00056|-9999|-9999|49|1191|33|-999|-999|00032|
201909190049|V10O1610301|00001|00035|-9999|-9999|49|1191|33|-999|-999|00020|
201909190050|V10O1610301|00001|00040|-9999|-9999|49|1191|33|-999|-999|00023|
201909190051|V10O1610301|00001|00051|-9999|-9999|49|1190|33|-999|-999|00029|
201909190052|V10O1610301|00001|00017|-9999|-9999|49|1190|33|-999|-999|00009|
201909190053|V10O1610301|00001|00057|-9999|-9999|49|1190|33|-999|-999|00033|
201909190054|V10O1610301|00001|00022|-9999|-9999|49|1190|33|-999|-999|00012|
