201909190000|V10O1610308|00001|00022|-9999|-9999|61|1189|36|-999|-999|00015|
201909190001|V10O1610308|00001|00031|-9999|-9999|52|1189|35|-999|-999|00021|
201909190002|V10O1610308|00001|00012|-9999|-9999|58|1188|35|-999|-999|00008|
201909190003|V10O1610308|00001|00027|-9999|-9999|58|1188|36|-999|-999|00018|
201909190004|V10O1610308|00001|00022|-9999|-9999|51|1189|35|-999|-999|00015|
201909190005|V10O1610308|00001|00022|-9999|-9999|62|1188|35|-999|-999|00015|
201909190006|V10O1610308|00001|00023|-9999|-9999|53|1188|35|-999|-999|00016|
201909190007|V10O1610308|00001|00017|-9999|-9999|57|1188|35|-999|-999|00011|
201909190008|V10O1610308|00001|00030|-9999|-9999|61|1188|35|-999|-999|00021|
201909190009|V10O1610308|00001|00023|-9999|-9999|57|1189|35|-999|-999|00016|
201909190010|V10O1610308|00001|00057|-9999|-9999|60|1188|35|-999|-999|00039|
201909190011|V10O1610308|00001|00030|-9999|-9999|54|1188|35|-999|-999|00021|
201909190012|V10O1610308|00001|00047|-9999|-9999|61|1187|35|-999|-999|00032|
201909190013|V10O1610308|00001|00027|-9999|-9999|54|1188|36|-999|-999|00018|
201909190014|V10O1610308|00001|00012|-9999|-9999|58|1188|36|-999|-999|00008|
201909190015|V10O1610308|00001|00035|-9999|-9999|60|1187|36|-999|-999|00024|
201909190016|V10O1610308|00001|00030|-9999|-9999|53|1188|36|-999|-999|00021|
201909190017|V10O1610308|00001|00057|-9999|-9999|61|1187|36|-999|-999|00039|
201909190018|V10O1610308|00001|00013|-9999|-9999|52|1187|36|-999|-999|00009|
201909190019|V10O1610308|00001|00015|-9999|-9999|60|1187|36|-999|-999|00010|
201909190020|V10O1610308|00001|00051|-9999|-9999|56|1186|36|-999|-999|00035|
201909190021|V10O1610308|00001|00022|-9999|-9999|59|1186|37|-999|-999|00015|
201909190022|V10O1610308|00001|00020|-9999|-9999|58|1186|37|-999|-999|00014|
201909190023|V10O1610308|00001|00013|-9999|-9999|53|1186|36|-999|-999|00009|
201909190024|V10O1610308|00001|00027|-9999|-9999|62|1186|37|-999|-999|00018|
201909190025|V10O1610308|00001|00012|-9999|-9999|52|1185|37|-999|-999|00008|
201909190026|V10O1610308|00001|00027|-9999|-9999|62|1185|36|-999|-999|00018|
201909190027|V10O1610308|00001|00034|-9999|-9999|52|1185|36|-999|-999|00023|
201909190028|V10O1610308|00001|00022|-9999|-9999|57|1185|36|-999|-999|00015|
201909190029|V10O1610308|00001|00023|-9999|-9999|56|1185|36|-999|-999|00016|
201909190030|V10O1610308|00001|00040|-9999|-9999|56|1185|37|-999|-999|00028|
201909190031|V10O1610308|00001|00017|-9999|-9999|61|1185|37|-999|-999|00011|
201909190032|V10O1610308|00001|00055|-9999|-9999|52|1184|36|-999|-999|00038|
201909190033|V10O1610308|00001|00051|-9999|-9999|58|1184|37|-999|-999|00035|
201909190034|V10O1610308|00001|00012|-9999|-9999|53|1184|36|-999|-999|00008|
201909190035|V10O1610308|00001|00034|-9999|-9999|60|1184|37|-999|-999|00023|
201909190036|V10O1610308|00001|00030|-9999|-9999|57|1184|37|-999|-999|00021|
201909190037|V10O1610308|00001|00044|-9999|-9999|53|1184|37|-999|-999|00030|
201909190038|V10O1610308|00001|00035|-9999|-9999|58|1184|37|-999|-999|00024|
201909190039|V10O1610308|00001|00020|-9999|-9999|54|1184|37|-999|-999|00014|
201909190040|V10O1610308|00001|00015|-9999|-9999|62|1184|37|-999|-999|00010|
201909190041|V10O1610308|00001|00054|-9999|-9999|55|1184|37|-999|-999|00037|
201909190042|V10O1610308|00001|00027|-9999|-9999|58|1183|37|-999|-999|00018|
201909190043|V10O1610308|00001|00027|-9999|-9999|56|1183|37|-999|-999|00018|
201909190044|V10O1610308|00001|00030|-9999|-9999|55|1183|37|-999|-999|00021|
201909190045|V10O1610308|00001|00035|-9999|-9999|60|1182|37|-999|-999|00024|
201909190046|V10O1610308|00001|00031|-9999|-9999|51|1183|37|-999|-999|00021|
201909190047|V10O1610308|00001|00012|-9999|-9999|61|1182|37|-999|-999|00008|
201909190048|V10O1610308|00001|00021|-9999|-9999|54|1183|37|-999|-999|00014|
201909190049|V10O1610308|00001|00022|-9999|-9999|57|1182|37|-999|-999|00015|
201909190050|V10O1610308|00001|00054|-9999|-9999|55|1182|38|-999|-999|00037|
201909190051|V10O1610308|00001|00015|-9999|-9999|54|1182|37|-999|-999|00010|
201909190052|V10O1610308|00001|00013|-9999|-9999|60|1181|37|-999|-999|00009|
201909190053|V10O1610308|00001|00012|-9999|-9999|52|1181|38|-999|-999|00008|
201909190054|V10O1610308|00001|00064|-9999|-9999|61|1181|38|-999|-999|00044|
201909190055|V10O1610308|00001|00044|-9999|-9999|54|1182|38|-999|-999|00030|
201909190056|V10O1610308|00001|00021|-9999|-9999|58|1181|38|-999|-999|00014|
201909190057|V10O1610308|00001|00044|-9999|-9999|58|1181|38|-999|-999|00030|
201909190058|V10O1610308|00001|00027|-9999|-9999|54|1181|38|-999|-999|00018|
201909190059|V10O1610308|00001|00031|-9999|-9999|60|1181|38|-999|-999|00021|
201909190100|V10O1610308|00001|00020|-9999|-9999|53|1181|38|-999|-999|00014|
