pcd,pcd2,pcds,dointr,doterm,usertype,oseast1m,osnrth1m,osgrdind,oa11,cty,ced,laua,ward,hlthau,nhser,ctry,rgn,pcon,eer,teclec,ttwa,pct,nuts,park,lsoa11,msoa11,wz11,ccg,bua11,buasd11,ru11ind,oac11,lat,long,lep1,lep2,pfa,imd,calncv,stp
"DT1 1AA","DT1  1AA","DT1 1AA","199002","","1","368730","0090722","1","E00104064","E99999999","E99999999","E06000059","E05012698","E18000010","E40000006","E92000001","E12000009","E14001031","E15000009","E24000034","E30000046","E16000142","E05012698","E99999999","E01032643","E02004277","E33046462","E38000045","E34000016","E35999999","C1","5A3",50.715280,-2.444281,"E37000009","","E23000039",21249,"E56000016","E54000041"
"DT1 1AB","DT1  1AB","DT1 1AB","200409","","0","369874","0090687","1","E00104048","E99999999","E99999999","E06000059","E05012696","E18000010","E40000006","E92000001","E12000009","E14001031","E15000009","E24000034","E30000046","E16000142","E05012696","E99999999","E01020518","E02004278","E33049589","E38000045","E34000016","E35999999","C1","7A3",50.715026,-2.428075,"E37000009","","E23000039",13446,"E56000016","E54000041"
"DT1 1AD","DT1  1AD","DT1 1AD","199109","","0","369245","0090319","1","E00104066","E99999999","E99999999","E06000059","E05012696","E18000010","E40000006","E92000001","E12000009","E14001031","E15000009","E24000034","E30000046","E16000142","E05012696","E99999999","E01032645","E02004277","E33046463","E38000045","E34000016","E35999999","C1","7D3",50.711683,-2.436953,"E37000009","","E23000039",10948,"E56000016","E54000041"
"DT1 1AE","DT1  1AE","DT1 1AE","200206","","0","369076","0090500","1","E00104059","E99999999","E99999999","E06000059","E05012698","E18000010","E40000006","E92000001","E12000009","E14001031","E15000009","E24000034","E30000046","E16000142","E05012698","E99999999","E01032644","E02004277","E33046454","E38000045","E34000016","E35999999","C1","7D1",50.713302,-2.439362,"E37000009","","E23000039",12830,"E56000016","E54000041"
"DT1 1AF","DT1  1AF","DT1 1AF","200206","","0","369092","0090468","1","E00104060","E99999999","E99999999","E06000059","E05012698","E18000010","E40000006","E92000001","E12000009","E14001031","E15000009","E24000034","E30000046","E16000142","E05012698","E99999999","E01032644","E02004277","E33046459","E38000045","E34000016","E35999999","C1","7D3",50.713015,-2.439133,"E37000009","","E23000039",12830,"E56000016","E54000041"
"DT1 1AG","DT1  1AG","DT1 1AG","200508","","0","369069","0090409","1","E00104060","E99999999","E99999999","E06000059","E05012698","E18000010","E40000006","E92000001","E12000009","E14001031","E15000009","E24000034","E30000046","E16000142","E05012698","E99999999","E01032644","E02004277","E33046459","E38000045","E34000016","E35999999","C1","7D3",50.712483,-2.439454,"E37000009","","E23000039",12830,"E56000016","E54000041"
"DT1 1AH","DT1  1AH","DT1 1AH","200808","","0","368593","0090782","1","E00104057","E99999999","E99999999","E06000059","E05012698","E18000010","E40000006","E92000001","E12000009","E14001031","E15000009","E24000034","E30000046","E16000142","E05012698","E99999999","E01032643","E02004277","E33046449","E38000045","E34000016","E35999999","C1","5B3",50.715812,-2.446227,"E37000009","","E23000039",21249,"E56000016","E54000041"
"DT1 1AJ","DT1  1AJ","DT1 1AJ","198607","199412","1","374100","0084000","8","E00104164","E99999999","E99999999","E06000059","E05012695","E18000010","E40000006","E92000001","E12000009","E14000936","E15000009","E24000034","E30000046","E16000142","E05012695","E99999999","E01020537","E02004279","E33049598","E38000045","E34999999","E35999999","F1","1B2",50.655097,-2.367748,"E37000009","","E23000039",20455,"E56000016","E54000041"
"DT1 1AL","DT1  1AL","DT1 1AL","200610","","0","370090","0090402","1","E00104050","E99999999","E99999999","E06000059","E05012696","E18000010","E40000006","E92000001","E12000009","E14001031","E15000009","E24000034","E30000046","E16000142","E05012696","E99999999","E01020518","E02004278","E33049589","E38000045","E34000016","E35999999","C1","5B3",50.712465,-2.424990,"E37000009","","E23000039",13446,"E56000016","E54000041"
"DT1 1AN","DT1  1AN","DT1 1AN","198604","","0","369956","0090295","1","E00104055","E99999999","E99999999","E06000059","E05012696","E18000010","E40000006","E92000001","E12000009","E14001031","E15000009","E24000034","E30000046","E16000142","E05012696","E99999999","E01020520","E02004278","E33049591","E38000045","E34000016","E35999999","C1","5B3",50.711505,-2.426882,"E37000009","","E23000039",24095,"E56000016","E54000041"
"DT1 1AP","DT1  1AP","DT1 1AP","200802","","0","369204","0090495","1","E00104060","E99999999","E99999999","E06000059","E05012698","E18000010","E40000006","E92000001","E12000009","E14001031","E15000009","E24000034","E30000046","E16000142","E05012698","E99999999","E01032644","E02004277","E33046460","E38000045","E34000016","E35999999","C1","7D3",50.713264,-2.437549,"E37000009","","E23000039",12830,"E56000016","E54000041"
"DT1 1AQ","DT1  1AQ","DT1 1AQ","200411","","0","369049","0090458","1","E00104060","E99999999","E99999999","E06000059","E05012698","E18000010","E40000006","E92000001","E12000009","E14001031","E15000009","E24000034","E30000046","E16000142","E05012698","E99999999","E01032644","E02004277","E33046456","E38000045","E34000016","E35999999","C1","7D3",50.712923,-2.439741,"E37000009","","E23000039",12830,"E56000016","E54000041"
"DT1 1AR","DT1  1AR","DT1 1AR","198504","199712","1","369481","0090590","6","E00104065","E99999999","E99999999","E06000059","E05012696","E18000010","E40000006","E92000001","E12000009","E14001031","E15000009","E24000034","E30000046","E16000142","E05012696","E99999999","E01032645","E02004277","E33049582","E38000045","E34000016","E35999999","C1","5B2",50.714133,-2.433633,"E37000009","","E23000039",10948,"E56000016","E54000041"
"DT1 1AS","DT1  1AS","DT1 1AS","198504","","0","369577","0090196","1","E00104066","E99999999","E99999999","E06000059","E05012696","E18000010","E40000006","E92000001","E12000009","E14001031","E15000009","E24000034","E30000046","E16000142","E05012696","E99999999","E01032645","E02004277","E33046463","E38000045","E34000016","E35999999","C1","7D3",50.710595,-2.432241,"E37000009","","E23000039",10948,"E56000016","E54000041"
"DT1 1AT","DT1  1AT","DT1 1AT","198504","","0","369753","0090662","1","E00104047","E99999999","E99999999","E06000059","E05012696","E18000010","E40000006","E92000001","E12000009","E14001031","E15000009","E24000034","E30000046","E16000142","E05012696","E99999999","E01020518","E02004278","E33049589","E38000045","E34000016","E35999999","C1","5A3",50.714794,-2.429787,"E37000009","","E23000039",13446,"E56000016","E54000041"
"DT1 1AU","DT1  1AU","DT1 1AU","198504","199412","1","380500","0093500","8","E00103877","E99999999","E99999999","E06000059","E05012728","E18000010","E40000006","E92000001","E12000009","E14000936","E15000009","E24000034","E30000046","E16000142","E05012728","E99999999","E01020490","E02004266","E33049505","E38000045","E34999999","E35999999","F1","1A3",50.740777,-2.277718,"E37000009","","E23000039",18034,"E56000016","E54000041"
"DT1 1AW","DT1  1AW","DT1 1AW","198604","","0","369006","0090416","1","E00104060","E99999999","E99999999","E06000059","E05012698","E18000010","E40000006","E92000001","E12000009","E14001031","E15000009","E24000034","E30000046","E16000142","E05012698","E99999999","E01032644","E02004277","E33046459","E38000045","E34000016","E35999999","C1","7D3",50.712534,-2.440344,"E37000009","","E23000039",12830,"E56000016","E54000041"
"DT1 1AX","DT1  1AX","DT1 1AX","198504","199412","1","366500","0101200","8","E00103988","E99999999","E99999999","E06000059","E05012687","E18000010","E40000006","E92000001","E12000009","E14001031","E15000009","E24000034","E30000046","E16000142","E05012687","E99999999","E01020509","E02004272","E33049550","E38000045","E34001586","E35999999","E1","1B2",50.809376,-2.476824,"E37000009","","E23000039",20827,"E56000016","E54000041"
"DT1 1AY","DT1  1AY","DT1 1AY","198307","","0","369442","0090446","1","E00104063","E99999999","E99999999","E06000059","E05012698","E18000010","E40000006","E92000001","E12000009","E14001031","E15000009","E24000034","E30000046","E16000142","E05012698","E99999999","E01032645","E02004277","E33049582","E38000045","E34000016","E35999999","C1","7D1",50.712836,-2.434174,"E37000009","","E23000039",10948,"E56000016","E54000041"
"DT1 1AZ","DT1  1AZ","DT1 1AZ","198001","","1","369265","0090603","1","E00104060","E99999999","E99999999","E06000059","E05012698","E18000010","E40000006","E92000001","E12000009","E14001031","E15000009","E24000034","E30000046","E16000142","E05012698","E99999999","E01032644","E02004277","E33046460","E38000045","E34000016","E35999999","C1","7D3",50.714229,-2.436692,"E37000009","","E23000039",12830,"E56000016","E54000041"
"DT1 1BA","DT1  1BA","DT1 1BA","198001","","0","369275","0090696","1","E00104060","E99999999","E99999999","E06000059","E05012698","E18000010","E40000006","E92000001","E12000009","E14001031","E15000009","E24000034","E30000046","E16000142","E05012698","E99999999","E01032644","E02004277","E33046458","E38000045","E34000016","E35999999","C1","7D3",50.715075,-2.436560,"E37000009","","E23000039",12830,"E56000016","E54000041"
"DT1 1BB","DT1  1BB","DT1 1BB","198001","199812","1","369285","0090699","1","E00104060","E99999999","E99999999","E06000059","E05012698","E18000010","E40000006","E92000001","E12000009","E14001031","E15000009","E24000034","E30000046","E16000142","E05012698","E99999999","E01032644","E02004277","E33046458","E38000045","E34000016","E35999999","C1","7D3",50.715103,-2.436419,"E37000009","","E23000039",12830,"E56000016","E54000041"
"DT1 1BD","DT1  1BD","DT1 1BD","198001","199606","1","369200","0090600","8","E00104060","E99999999","E99999999","E06000059","E05012698","E18000010","E40000006","E92000001","E12000009","E14001031","E15000009","E24000034","E30000046","E16000142","E05012698","E99999999","E01032644","E02004277","E33046457","E38000045","E34000016","E35999999","C1","7D3",50.714208,-2.437614,"E37000009","","E23000039",12830,"E56000016","E54000041"
"DT1 1BE","DT1  1BE","DT1 1BE","199201","","0","369214","0090671","1","E00104060","E99999999","E99999999","E06000059","E05012698","E18000010","E40000006","E92000001","E12000009","E14001031","E15000009","E24000034","E30000046","E16000142","E05012698","E99999999","E01032644","E02004277","E33046457","E38000045","E34000016","E35999999","C1","7D3",50.714847,-2.437422,"E37000009","","E23000039",12830,"E56000016","E54000041"
"DT1 1BG","DT1  1BG","DT1 1BG","200112","200307","1","368744","0090712","1","E00104064","E99999999","E99999999","E06000059","E05012698","E18000010","E40000006","E92000001","E12000009","E14001031","E15000009","E24000034","E30000046","E16000142","E05012698","E99999999","E01032643","E02004277","E33046462","E38000045","E34000016","E35999999","C1","5A3",50.715191,-2.444082,"E37000009","","E23000039",21249,"E56000016","E54000041"
"DT1 1BH","DT1  1BH","DT1 1BH","200112","200303","1","368744","0090712","1","E00104064","E99999999","E99999999","E06000059","E05012698","E18000010","E40000006","E92000001","E12000009","E14001031","E15000009","E24000034","E30000046","E16000142","E05012698","E99999999","E01032643","E02004277","E33046462","E38000045","E34000016","E35999999","C1","5A3",50.715191,-2.444082,"E37000009","","E23000039",21249,"E56000016","E54000041"
"DT1 1BJ","DT1  1BJ","DT1 1BJ","198001","","1","369249","0090693","1","E00104060","E99999999","E99999999","E06000059","E05012698","E18000010","E40000006","E92000001","E12000009","E14001031","E15000009","E24000034","E30000046","E16000142","E05012698","E99999999","E01032644","E02004277","E33046458","E38000045","E34000016","E35999999","C1","7D3",50.715047,-2.436928,"E37000009","","E23000039",12830,"E56000016","E54000041"
"DT1 1BL","DT1  1BL","DT1 1BL","198001","","0","369265","0090610","1","E00104060","E99999999","E99999999","E06000059","E05012698","E18000010","E40000006","E92000001","E12000009","E14001031","E15000009","E24000034","E30000046","E16000142","E05012698","E99999999","E01032644","E02004277","E33046460","E38000045","E34000016","E35999999","C1","7D3",50.714292,-2.436692,"E37000009","","E23000039",12830,"E56000016","E54000041"
"DT1 1BN","DT1  1BN","DT1 1BN","198001","","0","369300","0090615","1","E00104070","E99999999","E99999999","E06000059","E05012698","E18000010","E40000006","E92000001","E12000009","E14001031","E15000009","E24000034","E30000046","E16000142","E05012698","E99999999","E01032644","E02004277","E33049586","E38000045","E34000016","E35999999","C1","7A2",50.714339,-2.436197,"E37000009","","E23000039",12830,"E56000016","E54000041"
"DT1 1BP","DT1  1BP","DT1 1BP","198001","199212","1","369000","0090600","8","E00104060","E99999999","E99999999","E06000059","E05012698","E18000010","E40000006","E92000001","E12000009","E14001031","E15000009","E24000034","E30000046","E16000142","E05012698","E99999999","E01032644","E02004277","E33046456","E38000045","E34000016","E35999999","C1","7D3",50.714197,-2.440447,"E37000009","","E23000039",12830,"E56000016","E54000041"
"DT1 1BQ","DT1  1BQ","DT1 1BQ","198001","","0","369238","0090661","1","E00104060","E99999999","E99999999","E06000059","E05012698","E18000010","E40000006","E92000001","E12000009","E14001031","E15000009","E24000034","E30000046","E16000142","E05012698","E99999999","E01032644","E02004277","E33046457","E38000045","E34000016","E35999999","C1","7D3",50.714758,-2.437081,"E37000009","","E23000039",12830,"E56000016","E54000041"
"DT1 1BS","DT1  1BS","DT1 1BS","198001","","0","369261","0090506","1","E00104060","E99999999","E99999999","E06000059","E05012698","E18000010","E40000006","E92000001","E12000009","E14001031","E15000009","E24000034","E30000046","E16000142","E05012698","E99999999","E01032644","E02004277","E33046460","E38000045","E34000016","E35999999","C1","7D3",50.713356,-2.436740,"E37000009","","E23000039",12830,"E56000016","E54000041"
"DT1 1BT","DT1  1BT","DT1 1BT","198001","","1","369266","0090567","1","E00104060","E99999999","E99999999","E06000059","E05012698","E18000010","E40000006","E92000001","E12000009","E14001031","E15000009","E24000034","E30000046","E16000142","E05012698","E99999999","E01032644","E02004277","E33046460","E38000045","E34000016","E35999999","C1","7D3",50.713905,-2.436674,"E37000009","","E23000039",12830,"E56000016","E54000041"
"DT1 1BU","DT1  1BU","DT1 1BU","198001","200610","1","369270","0090551","1","E00104060","E99999999","E99999999","E06000059","E05012698","E18000010","E40000006","E92000001","E12000009","E14001031","E15000009","E24000034","E30000046","E16000142","E05012698","E99999999","E01032644","E02004277","E33046460","E38000045","E34000016","E35999999","C1","7D3",50.713771,-2.436619,"E37000009","","E23000039",12830,"E56000016","E54000041"
"DT1 1BW","DT1  1BW","DT1 1BW","200906","","0","369467","0090728","1","E00104065","E99999999","E99999999","E06000059","E05012696","E18000010","E40000006","E92000001","E12000009","E14001031","E15000009","E24000034","E30000046","E16000142","E05012696","E99999999","E01032645","E02004277","E33049582","E38000045","E34000016","E35999999","C1","5B2",50.715373,-2.433843,"E37000009","","E23000039",10948,"E56000016","E54000041"
"DT1 1BX","DT1  1BX","DT1 1BX","198001","199706","1","369200","0090400","8","E00104060","E99999999","E99999999","E06000059","E05012698","E18000010","E40000006","E92000001","E12000009","E14001031","E15000009","E24000034","E30000046","E16000142","E05012698","E99999999","E01032644","E02004277","E33046455","E38000045","E34000016","E35999999","C1","7D3",50.712409,-2.437597,"E37000009","","E23000039",12830,"E56000016","E54000041"
"DT1 1BY","DT1  1BY","DT1 1BY","198001","","0","369225","0090394","1","E00104066","E99999999","E99999999","E06000059","E05012696","E18000010","E40000006","E92000001","E12000009","E14001031","E15000009","E24000034","E30000046","E16000142","E05012696","E99999999","E01032645","E02004277","E33046463","E38000045","E34000016","E35999999","C1","7D3",50.712393,-2.437142,"E37000009","","E23000039",10948,"E56000016","E54000041"
"DT1 1BZ","DT1  1BZ","DT1 1BZ","198001","","0","369278","0090461","1","E00104060","E99999999","E99999999","E06000059","E05012698","E18000010","E40000006","E92000001","E12000009","E14001031","E15000009","E24000034","E30000046","E16000142","E05012698","E99999999","E01032644","E02004277","E33046455","E38000045","E34000016","E35999999","C1","7D3",50.712953,-2.436496,"E37000009","","E23000039",12830,"E56000016","E54000041"
"DT1 1DA","DT1  1DA","DT1 1DA","200602","","0","369257","0090431","1","E00104060","E99999999","E99999999","E06000059","E05012698","E18000010","E40000006","E92000001","E12000009","E14001031","E15000009","E24000034","E30000046","E16000142","E05012698","E99999999","E01032644","E02004277","E33046455","E38000045","E34000016","E35999999","C1","7D3",50.712691,-2.436793,"E37000009","","E23000039",12830,"E56000016","E54000041"
"DT1 1DB","DT1  1DB","DT1 1DB","198001","199501","1","369200","0090300","8","E00104066","E99999999","E99999999","E06000059","E05012696","E18000010","E40000006","E92000001","E12000009","E14001031","E15000009","E24000034","E30000046","E16000142","E05012696","E99999999","E01032645","E02004277","E33046463","E38000045","E34000016","E35999999","C1","7D3",50.711510,-2.437589,"E37000009","","E23000039",10948,"E56000016","E54000041"
"DT1 1DD","DT1  1DD","DT1 1DD","198001","","0","369201","0090383","1","E00104060","E99999999","E99999999","E06000059","E05012698","E18000010","E40000006","E92000001","E12000009","E14001031","E15000009","E24000034","E30000046","E16000142","E05012698","E99999999","E01032644","E02004277","E33046455","E38000045","E34000016","E35999999","C1","7D3",50.712257,-2.437582,"E37000009","","E23000039",12830,"E56000016","E54000041"
"DT1 1DE","DT1  1DE","DT1 1DE","198001","","0","369211","0090424","1","E00104060","E99999999","E99999999","E06000059","E05012698","E18000010","E40000006","E92000001","E12000009","E14001031","E15000009","E24000034","E30000046","E16000142","E05012698","E99999999","E01032644","E02004277","E33046455","E38000045","E34000016","E35999999","C1","7D3",50.712616,-2.437441,"E37000009","","E23000039",12830,"E56000016","E54000041"
"DT1 1DF","DT1  1DF","DT1 1DF","198001","","0","369219","0090462","1","E00104060","E99999999","E99999999","E06000059","E05012698","E18000010","E40000006","E92000001","E12000009","E14001031","E15000009","E24000034","E30000046","E16000142","E05012698","E99999999","E01032644","E02004277","E33046455","E38000045","E34000016","E35999999","C1","7D3",50.712959,-2.437331,"E37000009","","E23000039",12830,"E56000016","E54000041"
"DT1 1DG","DT1  1DG","DT1 1DG","199806","200006","1","369221","0090596","1","E00104060","E99999999","E99999999","E06000059","E05012698","E18000010","E40000006","E92000001","E12000009","E14001031","E15000009","E24000034","E30000046","E16000142","E05012698","E99999999","E01032644","E02004277","E33046457","E38000045","E34000016","E35999999","C1","7D3",50.714173,-2.437316,"E37000009","","E23000039",12830,"E56000016","E54000041"
"DT1 1DH","DT1  1DH","DT1 1DH","198001","","1","369193","0090510","1","E00104060","E99999999","E99999999","E06000059","E05012698","E18000010","E40000006","E92000001","E12000009","E14001031","E15000009","E24000034","E30000046","E16000142","E05012698","E99999999","E01032644","E02004277","E33046460","E38000045","E34000016","E35999999","C1","7D3",50.713398,-2.437706,"E37000009","","E23000039",12830,"E56000016","E54000041"
"DT1 1DJ","DT1  1DJ","DT1 1DJ","199405","201411","1","369168","0090552","1","E00104060","E99999999","E99999999","E06000059","E05012698","E18000010","E40000006","E92000001","E12000009","E14001031","E15000009","E24000034","E30000046","E16000142","E05012698","E99999999","E01032644","E02004277","E33046459","E38000045","E34000016","E35999999","C1","7D3",50.713774,-2.438063,"E37000009","","E23000039",12830,"E56000016","E54000041"
"DT1 1DL","DT1  1DL","DT1 1DL","200907","","0","369213","0090552","1","E00104060","E99999999","E99999999","E06000059","E05012698","E18000010","E40000006","E92000001","E12000009","E14001031","E15000009","E24000034","E30000046","E16000142","E05012698","E99999999","E01032644","E02004277","E33046460","E38000045","E34000016","E35999999","C1","7D3",50.713777,-2.437426,"E37000009","","E23000039",12830,"E56000016","E54000041"
"DT1 1DN","DT1  1DN","DT1 1DN","198704","","0","369771","0090149","1","E00104056","E99999999","E99999999","E06000059","E05012696","E18000010","E40000006","E92000001","E12000009","E14001031","E15000009","E24000034","E30000046","E16000142","E05012696","E99999999","E01020519","E02004278","E33049589","E38000045","E34000016","E35999999","C1","5B3",50.710182,-2.429490,"E37000009","","E23000039",24769,"E56000016","E54000041"
"DT1 1DP","DT1  1DP","DT1 1DP","198001","199612","1","369200","0090600","8","E00104060","E99999999","E99999999","E06000059","E05012698","E18000010","E40000006","E92000001","E12000009","E14001031","E15000009","E24000034","E30000046","E16000142","E05012698","E99999999","E01032644","E02004277","E33046457","E38000045","E34000016","E35999999","C1","7D3",50.714208,-2.437614,"E37000009","","E23000039",12830,"E56000016","E54000041"
"DT1 1DQ","DT1  1DQ","DT1 1DQ","198001","","0","369216","0090572","1","E00104060","E99999999","E99999999","E06000059","E05012698","E18000010","E40000006","E92000001","E12000009","E14001031","E15000009","E24000034","E30000046","E16000142","E05012698","E99999999","E01032644","E02004277","E33046460","E38000045","E34000016","E35999999","C1","7D3",50.713957,-2.437385,"E37000009","","E23000039",12830,"E56000016","E54000041"
"DT1 1DR","DT1  1DR","DT1 1DR","198001","","0","369213","0090480","1","E00104060","E99999999","E99999999","E06000059","E05012698","E18000010","E40000006","E92000001","E12000009","E14001031","E15000009","E24000034","E30000046","E16000142","E05012698","E99999999","E01032644","E02004277","E33046455","E38000045","E34000016","E35999999","C1","7D3",50.713129,-2.437420,"E37000009","","E23000039",12830,"E56000016","E54000041"
"DT1 1DS","DT1  1DS","DT1 1DS","198001","","0","369256","0090387","1","E00104066","E99999999","E99999999","E06000059","E05012696","E18000010","E40000006","E92000001","E12000009","E14001031","E15000009","E24000034","E30000046","E16000142","E05012696","E99999999","E01032645","E02004277","E33046463","E38000045","E34000016","E35999999","C1","7D3",50.712286,-2.436801,"E37000009","","E23000039",10948,"E56000016","E54000041"
"DT1 1DT","DT1  1DT","DT1 1DT","198001","","0","369304","0090328","1","E00104066","E99999999","E99999999","E06000059","E05012696","E18000010","E40000006","E92000001","E12000009","E14001031","E15000009","E24000034","E30000046","E16000142","E05012696","E99999999","E01032645","E02004277","E33046463","E38000045","E34000016","E35999999","C1","7D3",50.711758,-2.436116,"E37000009","","E23000039",10948,"E56000016","E54000041"
"DT1 1DU","DT1  1DU","DT1 1DU","198001","","1","369304","0090328","1","E00104066","E99999999","E99999999","E06000059","E05012696","E18000010","E40000006","E92000001","E12000009","E14001031","E15000009","E24000034","E30000046","E16000142","E05012696","E99999999","E01032645","E02004277","E33046463","E38000045","E34000016","E35999999","C1","7D3",50.711767,-2.436118,"E37000009","","E23000039",10948,"E56000016","E54000041"
"DT1 1DW","DT1  1DW","DT1 1DW","198001","","1","369235","0090593","1","E00104060","E99999999","E99999999","E06000059","E05012698","E18000010","E40000006","E92000001","E12000009","E14001031","E15000009","E24000034","E30000046","E16000142","E05012698","E99999999","E01032644","E02004277","E33046457","E38000045","E34000016","E35999999","C1","7D3",50.714137,-2.437116,"E37000009","","E23000039",12830,"E56000016","E54000041"
"DT1 1DX","DT1  1DX","DT1 1DX","198001","","0","369357","0090330","1","E00104063","E99999999","E99999999","E06000059","E05012698","E18000010","E40000006","E92000001","E12000009","E14001031","E15000009","E24000034","E30000046","E16000142","E05012698","E99999999","E01032645","E02004277","E33049582","E38000045","E34000016","E35999999","C1","7D1",50.711788,-2.435368,"E37000009","","E23000039",10948,"E56000016","E54000041"
"DT1 1DY","DT1  1DY","DT1 1DY","198704","","0","369828","0090197","1","E00104056","E99999999","E99999999","E06000059","E05012696","E18000010","E40000006","E92000001","E12000009","E14001031","E15000009","E24000034","E30000046","E16000142","E05012696","E99999999","E01020519","E02004278","E33049589","E38000045","E34000016","E35999999","C1","5B3",50.710617,-2.428686,"E37000009","","E23000039",24769,"E56000016","E54000041"
"DT1 1DZ","DT1  1DZ","DT1 1DZ","198001","","0","369262","0090415","1","E00104060","E99999999","E99999999","E06000059","E05012698","E18000010","E40000006","E92000001","E12000009","E14001031","E15000009","E24000034","E30000046","E16000142","E05012698","E99999999","E01032644","E02004277","E33046455","E38000045","E34000016","E35999999","C1","7D3",50.712538,-2.436718,"E37000009","","E23000039",12830,"E56000016","E54000041"
"DT1 1EA","DT1  1EA","DT1 1EA","198001","","1","369408","0090334","1","E00104063","E99999999","E99999999","E06000059","E05012698","E18000010","E40000006","E92000001","E12000009","E14001031","E15000009","E24000034","E30000046","E16000142","E05012698","E99999999","E01032645","E02004277","E33049582","E38000045","E34000016","E35999999","C1","7D1",50.711827,-2.434646,"E37000009","","E23000039",10948,"E56000016","E54000041"
"DT1 1EB","DT1  1EB","DT1 1EB","199706","","0","369542","0090379","1","E00104066","E99999999","E99999999","E06000059","E05012696","E18000010","E40000006","E92000001","E12000009","E14001031","E15000009","E24000034","E30000046","E16000142","E05012696","E99999999","E01032645","E02004277","E33046463","E38000045","E34000016","E35999999","C1","7D3",50.712239,-2.432752,"E37000009","","E23000039",10948,"E56000016","E54000041"
"DT1 1ED","DT1  1ED","DT1 1ED","198001","","0","369736","0090493","1","E00104049","E99999999","E99999999","E06000059","E05012696","E18000010","E40000006","E92000001","E12000009","E14001031","E15000009","E24000034","E30000046","E16000142","E05012696","E99999999","E01020519","E02004278","E33049589","E38000045","E34000016","E35999999","C1","5B3",50.713274,-2.430014,"E37000009","","E23000039",24769,"E56000016","E54000041"
"DT1 1EE","DT1  1EE","DT1 1EE","199612","","0","369279","0090420","1","E00104060","E99999999","E99999999","E06000059","E05012698","E18000010","E40000006","E92000001","E12000009","E14001031","E15000009","E24000034","E30000046","E16000142","E05012698","E99999999","E01032644","E02004277","E33046455","E38000045","E34000016","E35999999","C1","7D3",50.712584,-2.436478,"E37000009","","E23000039",12830,"E56000016","E54000041"
"DT1 1EF","DT1  1EF","DT1 1EF","198001","","0","369386","0090631","1","E00104065","E99999999","E99999999","E06000059","E05012696","E18000010","E40000006","E92000001","E12000009","E14001031","E15000009","E24000034","E30000046","E16000142","E05012696","E99999999","E01032645","E02004277","E33049582","E38000045","E34000016","E35999999","C1","5B2",50.714496,-2.434982,"E37000009","","E23000039",10948,"E56000016","E54000041"
"DT1 1EG","DT1  1EG","DT1 1EG","198402","","0","369313","0090884","1","E00104068","E99999999","E99999999","E06000059","E05012698","E18000010","E40000006","E92000001","E12000009","E14001031","E15000009","E24000034","E30000046","E16000142","E05012698","E99999999","E01032643","E02004277","E33049586","E38000045","E34000016","E35999999","C1","5B2",50.716768,-2.436037,"E37000009","","E23000039",21249,"E56000016","E54000041"
"DT1 1EH","DT1  1EH","DT1 1EH","198001","200310","1","369167","0090545","1","E00104060","E99999999","E99999999","E06000059","E05012698","E18000010","E40000006","E92000001","E12000009","E14001031","E15000009","E24000034","E30000046","E16000142","E05012698","E99999999","E01032644","E02004277","E33046459","E38000045","E34000016","E35999999","C1","7D3",50.713711,-2.438077,"E37000009","","E23000039",12830,"E56000016","E54000041"
"DT1 1EJ","DT1  1EJ","DT1 1EJ","198001","","0","369517","0090447","1","E00104063","E99999999","E99999999","E06000059","E05012698","E18000010","E40000006","E92000001","E12000009","E14001031","E15000009","E24000034","E30000046","E16000142","E05012698","E99999999","E01032645","E02004277","E33049582","E38000045","E34000016","E35999999","C1","7D1",50.712849,-2.433112,"E37000009","","E23000039",10948,"E56000016","E54000041"
"DT1 1EL","DT1  1EL","DT1 1EL","198307","","0","369575","0090555","1","E00104065","E99999999","E99999999","E06000059","E05012696","E18000010","E40000006","E92000001","E12000009","E14001031","E15000009","E24000034","E30000046","E16000142","E05012696","E99999999","E01032645","E02004277","E33049582","E38000045","E34000016","E35999999","C1","5B2",50.713823,-2.432299,"E37000009","","E23000039",10948,"E56000016","E54000041"
"DT1 1EN","DT1  1EN","DT1 1EN","198001","","0","369791","0090425","1","E00104052","E99999999","E99999999","E06000059","E05012696","E18000010","E40000006","E92000001","E12000009","E14001031","E15000009","E24000034","E30000046","E16000142","E05012696","E99999999","E01020519","E02004278","E33049589","E38000045","E34000016","E35999999","C1","8C2",50.712656,-2.429227,"E37000009","","E23000039",24769,"E56000016","E54000041"
"DT1 1EP","DT1  1EP","DT1 1EP","198001","201001","1","369716","0090411","1","E00104049","E99999999","E99999999","E06000059","E05012696","E18000010","E40000006","E92000001","E12000009","E14001031","E15000009","E24000034","E30000046","E16000142","E05012696","E99999999","E01020519","E02004278","E33049589","E38000045","E34000016","E35999999","C1","5B3",50.712535,-2.430290,"E37000009","","E23000039",24769,"E56000016","E54000041"
"DT1 1EQ","DT1  1EQ","DT1 1EQ","198001","","0","369467","0090516","1","E00104063","E99999999","E99999999","E06000059","E05012698","E18000010","E40000006","E92000001","E12000009","E14001031","E15000009","E24000034","E30000046","E16000142","E05012698","E99999999","E01032645","E02004277","E33049582","E38000045","E34000016","E35999999","C1","7D1",50.713467,-2.433826,"E37000009","","E23000039",10948,"E56000016","E54000041"
