pcd,pcd2,pcds,dointr,doterm,usertype,oseast1m,osnrth1m,osgrdind,oa11,cty,ced,laua,ward,hlthau,nhser,ctry,rgn,pcon,eer,teclec,ttwa,pct,nuts,park,lsoa11,msoa11,wz11,ccg,bua11,buasd11,ru11ind,oac11,lat,long,lep1,lep2,pfa,imd,calncv,stp
"DG1 1AA","DG1  1AA","DG1 1AA","198001","","1","297315","0576211","1","S00098280","S99999999","S99999999","S12000006","S13002888","S08000017","S99999999","S92000003","S99999999","S14000013","S15000001","S09000004","S22000055","S03000005","S31000498","S99999999","S01007612","S02001430","S34000120","S03000005","S99999999","S99999999","2","2B1",55.069708,-3.609592,"S99999999","S99999999","S23000009",361,"S99999999","S99999999"
"DG1 1AD","DG1  1AD","DG1 1AD","198608","199512","1","297310","0576200","8","S00098280","S99999999","S99999999","S12000006","S13002888","S08000017","S99999999","S92000003","S99999999","S14000013","S15000001","S09000004","S22000055","S03000005","S31000498","S99999999","S01007612","S02001430","S34000120","S03000005","S99999999","S99999999","2","2B1",55.069608,-3.609667,"S99999999","S99999999","S23000009",361,"S99999999","S99999999"
"DG1 1AE","DG1  1AE","DG1 1AE","199906","201209","1","297283","0576151","1","S00098280","S99999999","S99999999","S12000006","S13002888","S08000017","S99999999","S92000003","S99999999","S14000013","S15000001","S09000004","S22000055","S03000005","S31000498","S99999999","S01007612","S02001430","S34000120","S03000005","S99999999","S99999999","2","2B1",55.069162,-3.610072,"S99999999","S99999999","S23000009",361,"S99999999","S99999999"
"DG1 1AG","DG1  1AG","DG1 1AG","200607","","0","298292","0589202","1","S00097211","S99999999","S99999999","S12000006","S13002887","S08000017","S99999999","S92000003","S99999999","S14000013","S15000001","S09000004","S22000055","S03000005","S31000500","S99999999","S01007566","S02001421","S34000775","S03000005","S99999999","S99999999","6","1B3",55.186600,-3.598957,"S99999999","S99999999","S23000009",3628,"S99999999","S99999999"
"DG1 1AU","DG1  1AU","DG1 1AU","200006","200710","1","297316","0576211","1","S00098280","S99999999","S99999999","S12000006","S13002888","S08000017","S99999999","S92000003","S99999999","S14000013","S15000001","S09000004","S22000055","S03000005","S31000498","S99999999","S01007612","S02001430","S34000120","S03000005","S99999999","S99999999","2","2B1",55.069708,-3.609577,"S99999999","S99999999","S23000009",361,"S99999999","S99999999"
"DG1 1AX","DG1  1AX","DG1 1AX","200201","200203","1","297316","0576211","1","S00098280","S99999999","S99999999","S12000006","S13002888","S08000017","S99999999","S92000003","S99999999","S14000013","S15000001","S09000004","S22000055","S03000005","S31000498","S99999999","S01007612","S02001430","S34000120","S03000005","S99999999","S99999999","2","2B1",55.069708,-3.609577,"S99999999","S99999999","S23000009",361,"S99999999","S99999999"
"DG1 1BA","DG1  1BA","DG1 1BA","198001","","0","297325","0576210","1","S00098280","S99999999","S99999999","S12000006","S13002888","S08000017","S99999999","S92000003","S99999999","S14000013","S15000001","S09000004","S22000055","S03000005","S31000498","S99999999","S01007612","S02001430","S34000120","S03000005","S99999999","S99999999","2","2B1",55.069706,-3.609433,"S99999999","S99999999","S23000009",361,"S99999999","S99999999"
"DG1 1BB","DG1  1BB","DG1 1BB","198001","199512","1","297310","0576200","8","S00098280","S99999999","S99999999","S12000006","S13002888","S08000017","S99999999","S92000003","S99999999","S14000013","S15000001","S09000004","S22000055","S03000005","S31000498","S99999999","S01007612","S02001430","S34000120","S03000005","S99999999","S99999999","2","2B1",55.069608,-3.609667,"S99999999","S99999999","S23000009",361,"S99999999","S99999999"
"DG1 1BD","DG1  1BD","DG1 1BD","198001","","0","297311","0576170","1","S00098280","S99999999","S99999999","S12000006","S13002888","S08000017","S99999999","S92000003","S99999999","S14000013","S15000001","S09000004","S22000055","S03000005","S31000498","S99999999","S01007612","S02001430","S34000120","S03000005","S99999999","S99999999","2","2B1",55.069339,-3.609640,"S99999999","S99999999","S23000009",361,"S99999999","S99999999"
"DG1 1BF","DG1  1BF","DG1 1BF","199712","","1","297260","0576181","1","S00097787","S99999999","S99999999","S12000006","S13002888","S08000017","S99999999","S92000003","S99999999","S14000013","S15000001","S09000004","S22000055","S03000005","S31000498","S99999999","S01007612","S02001430","S34000110","S03000005","S99999999","S99999999","2","7A2",55.069432,-3.610440,"S99999999","S99999999","S23000009",361,"S99999999","S99999999"
"DG1 1BG","DG1  1BG","DG1 1BG","198001","","0","297238","0576219","1","S00097787","S99999999","S99999999","S12000006","S13002888","S08000017","S99999999","S92000003","S99999999","S14000013","S15000001","S09000004","S22000055","S03000005","S31000498","S99999999","S01007612","S02001430","S34000110","S03000005","S99999999","S99999999","2","7A2",55.069764,-3.610801,"S99999999","S99999999","S23000009",361,"S99999999","S99999999"
"DG1 1BH","DG1  1BH","DG1 1BH","198001","","0","297201","0576259","1","S00097787","S99999999","S99999999","S12000006","S13002888","S08000017","S99999999","S92000003","S99999999","S14000013","S15000001","S09000004","S22000055","S03000005","S31000498","S99999999","S01007612","S02001430","S34000108","S03000005","S99999999","S99999999","2","7A2",55.070115,-3.611394,"S99999999","S99999999","S23000009",361,"S99999999","S99999999"
"DG1 1BJ","DG1  1BJ","DG1 1BJ","198001","","1","297101","0576249","1","S00097787","S99999999","S99999999","S12000006","S13002888","S08000017","S99999999","S92000003","S99999999","S14000013","S15000001","S09000004","S22000055","S03000005","S31000498","S99999999","S01007612","S02001430","S34000108","S03000005","S99999999","S99999999","2","7A2",55.070005,-3.612956,"S99999999","S99999999","S23000009",361,"S99999999","S99999999"
"DG1 1BL","DG1  1BL","DG1 1BL","198001","","0","297223","0576178","1","S00098280","S99999999","S99999999","S12000006","S13002888","S08000017","S99999999","S92000003","S99999999","S14000013","S15000001","S09000004","S22000055","S03000005","S31000498","S99999999","S01007612","S02001430","S34000120","S03000005","S99999999","S99999999","2","2B1",55.069397,-3.611018,"S99999999","S99999999","S23000009",361,"S99999999","S99999999"
"DG1 1BN","DG1  1BN","DG1 1BN","199806","200209","1","297252","0576135","1","S00097812","S99999999","S99999999","S12000006","S13002888","S08000017","S99999999","S92000003","S99999999","S14000013","S15000001","S09000004","S22000055","S03000005","S31000498","S99999999","S01007612","S02001430","S34000111","S03000005","S99999999","S99999999","2","7B3",55.069012,-3.610551,"S99999999","S99999999","S23000009",361,"S99999999","S99999999"
"DG1 1BQ","DG1  1BQ","DG1 1BQ","198001","199502","1","297250","0576230","8","S00097787","S99999999","S99999999","S12000006","S13002888","S08000017","S99999999","S92000003","S99999999","S14000013","S15000001","S09000004","S22000055","S03000005","S31000498","S99999999","S01007612","S02001430","S34000110","S03000005","S99999999","S99999999","2","7A2",55.069865,-3.610617,"S99999999","S99999999","S23000009",361,"S99999999","S99999999"
"DG1 1BS","DG1  1BS","DG1 1BS","198001","","0","297177","0576291","1","S00097787","S99999999","S99999999","S12000006","S13002888","S08000017","S99999999","S92000003","S99999999","S14000013","S15000001","S09000004","S22000055","S03000005","S31000498","S99999999","S01007612","S02001430","S34000108","S03000005","S99999999","S99999999","2","7A2",55.070398,-3.611781,"S99999999","S99999999","S23000009",361,"S99999999","S99999999"
"DG1 1BT","DG1  1BT","DG1 1BT","198001","","0","297244","0576287","1","S00097787","S99999999","S99999999","S12000006","S13002888","S08000017","S99999999","S92000003","S99999999","S14000013","S15000001","S09000004","S22000055","S03000005","S31000498","S99999999","S01007612","S02001430","S34000110","S03000005","S99999999","S99999999","2","7A2",55.070381,-3.610728,"S99999999","S99999999","S23000009",361,"S99999999","S99999999"
"DG1 1BU","DG1  1BU","DG1 1BU","198001","","0","297214","0576323","1","S00097787","S99999999","S99999999","S12000006","S13002888","S08000017","S99999999","S92000003","S99999999","S14000013","S15000001","S09000004","S22000055","S03000005","S31000498","S99999999","S01007612","S02001430","S34000110","S03000005","S99999999","S99999999","2","7A2",55.070693,-3.611214,"S99999999","S99999999","S23000009",361,"S99999999","S99999999"
"DG1 1BW","DG1  1BW","DG1 1BW","198001","","0","297173","0576255","1","S00097787","S99999999","S99999999","S12000006","S13002888","S08000017","S99999999","S92000003","S99999999","S14000013","S15000001","S09000004","S22000055","S03000005","S31000498","S99999999","S01007612","S02001430","S34000108","S03000005","S99999999","S99999999","2","7A2",55.070079,-3.611828,"S99999999","S99999999","S23000009",361,"S99999999","S99999999"
"DG1 1BX","DG1  1BX","DG1 1BX","199512","","0","297249","0576234","1","S00097787","S99999999","S99999999","S12000006","S13002888","S08000017","S99999999","S92000003","S99999999","S14000013","S15000001","S09000004","S22000055","S03000005","S31000498","S99999999","S01007612","S02001430","S34000110","S03000005","S99999999","S99999999","2","7A2",55.069901,-3.610634,"S99999999","S99999999","S23000009",361,"S99999999","S99999999"
"DG1 1BY","DG1  1BY","DG1 1BY","198001","","0","297219","0576368","1","S00097787","S99999999","S99999999","S12000006","S13002888","S08000017","S99999999","S92000003","S99999999","S14000013","S15000001","S09000004","S22000055","S03000005","S31000498","S99999999","S01007612","S02001430","S34000110","S03000005","S99999999","S99999999","2","7A2",55.071098,-3.611152,"S99999999","S99999999","S23000009",361,"S99999999","S99999999"
"DG1 1BZ","DG1  1BZ","DG1 1BZ","198001","","0","297276","0576428","1","S00097788","S99999999","S99999999","S12000006","S13002888","S08000017","S99999999","S92000003","S99999999","S14000013","S15000001","S09000004","S22000055","S03000005","S31000499","S99999999","S01007613","S02001431","S34000917","S03000005","S99999999","S99999999","2","5A3",55.071649,-3.610281,"S99999999","S99999999","S23000009",3172,"S99999999","S99999999"
"DG1 1DA","DG1  1DA","DG1 1DA","198001","","1","297294","0576403","1","S00097788","S99999999","S99999999","S12000006","S13002888","S08000017","S99999999","S92000003","S99999999","S14000013","S15000001","S09000004","S22000055","S03000005","S31000499","S99999999","S01007613","S02001431","S34000917","S03000005","S99999999","S99999999","2","5A3",55.071428,-3.609990,"S99999999","S99999999","S23000009",3172,"S99999999","S99999999"
"DG1 1DB","DG1  1DB","DG1 1DB","198001","","0","297166","0576367","1","S00097787","S99999999","S99999999","S12000006","S13002888","S08000017","S99999999","S92000003","S99999999","S14000013","S15000001","S09000004","S22000055","S03000005","S31000498","S99999999","S01007612","S02001430","S34000110","S03000005","S99999999","S99999999","2","7A2",55.071083,-3.611978,"S99999999","S99999999","S23000009",361,"S99999999","S99999999"
"DG1 1DD","DG1  1DD","DG1 1DD","198001","","1","297220","0576469","1","S00097787","S99999999","S99999999","S12000006","S13002888","S08000017","S99999999","S92000003","S99999999","S14000013","S15000001","S09000004","S22000055","S03000005","S31000498","S99999999","S01007612","S02001430","S34000110","S03000005","S99999999","S99999999","2","7A2",55.072006,-3.611173,"S99999999","S99999999","S23000009",361,"S99999999","S99999999"
"DG1 1DE","DG1  1DE","DG1 1DE","198001","","0","297105","0576289","1","S00097787","S99999999","S99999999","S12000006","S13002888","S08000017","S99999999","S92000003","S99999999","S14000013","S15000001","S09000004","S22000055","S03000005","S31000498","S99999999","S01007612","S02001430","S34000108","S03000005","S99999999","S99999999","2","7A2",55.070370,-3.612905,"S99999999","S99999999","S23000009",361,"S99999999","S99999999"
"DG1 1DF","DG1  1DF","DG1 1DF","198001","","0","297174","0576317","1","S00097787","S99999999","S99999999","S12000006","S13002888","S08000017","S99999999","S92000003","S99999999","S14000013","S15000001","S09000004","S22000055","S03000005","S31000498","S99999999","S01007612","S02001430","S34000108","S03000005","S99999999","S99999999","2","7A2",55.070636,-3.611835,"S99999999","S99999999","S23000009",361,"S99999999","S99999999"
"DG1 1DG","DG1  1DG","DG1 1DG","198001","","1","297024","0576406","1","S00097786","S99999999","S99999999","S12000006","S13002888","S08000017","S99999999","S92000003","S99999999","S14000013","S15000001","S09000004","S22000055","S03000005","S31000498","S99999999","S01007612","S02001430","S34000869","S03000005","S99999999","S99999999","2","7D1",55.071399,-3.614218,"S99999999","S99999999","S23000009",361,"S99999999","S99999999"
"DG1 1DH","DG1  1DH","DG1 1DH","198001","199502","1","297160","0576300","8","S00097787","S99999999","S99999999","S12000006","S13002888","S08000017","S99999999","S92000003","S99999999","S14000013","S15000001","S09000004","S22000055","S03000005","S31000498","S99999999","S01007612","S02001430","S34000108","S03000005","S99999999","S99999999","2","7A2",55.070475,-3.612051,"S99999999","S99999999","S23000009",361,"S99999999","S99999999"
"DG1 1DJ","DG1  1DJ","DG1 1DJ","198001","","0","297103","0576237","1","S00097787","S99999999","S99999999","S12000006","S13002888","S08000017","S99999999","S92000003","S99999999","S14000013","S15000001","S09000004","S22000055","S03000005","S31000498","S99999999","S01007612","S02001430","S34000108","S03000005","S99999999","S99999999","2","7A2",55.069897,-3.612920,"S99999999","S99999999","S23000009",361,"S99999999","S99999999"
"DG1 1DL","DG1  1DL","DG1 1DL","198001","","0","297052","0576310","1","S00097787","S99999999","S99999999","S12000006","S13002888","S08000017","S99999999","S92000003","S99999999","S14000013","S15000001","S09000004","S22000055","S03000005","S31000498","S99999999","S01007612","S02001430","S34000109","S03000005","S99999999","S99999999","2","7A2",55.070542,-3.613745,"S99999999","S99999999","S23000009",361,"S99999999","S99999999"
"DG1 1DN","DG1  1DN","DG1 1DN","198001","199812","1","297046","0576323","1","S00097787","S99999999","S99999999","S12000006","S13002888","S08000017","S99999999","S92000003","S99999999","S14000013","S15000001","S09000004","S22000055","S03000005","S31000498","S99999999","S01007612","S02001430","S34000109","S03000005","S99999999","S99999999","2","7A2",55.070658,-3.613844,"S99999999","S99999999","S23000009",361,"S99999999","S99999999"
"DG1 1DP","DG1  1DP","DG1 1DP","198001","200508","1","297036","0576331","1","S00097787","S99999999","S99999999","S12000006","S13002888","S08000017","S99999999","S92000003","S99999999","S14000013","S15000001","S09000004","S22000055","S03000005","S31000498","S99999999","S01007612","S02001430","S34000109","S03000005","S99999999","S99999999","2","7A2",55.070728,-3.614003,"S99999999","S99999999","S23000009",361,"S99999999","S99999999"
"DG1 1DQ","DG1  1DQ","DG1 1DQ","198001","199812","1","297170","0576304","1","S00097787","S99999999","S99999999","S12000006","S13002888","S08000017","S99999999","S92000003","S99999999","S14000013","S15000001","S09000004","S22000055","S03000005","S31000498","S99999999","S01007612","S02001430","S34000108","S03000005","S99999999","S99999999","2","7A2",55.070513,-3.611896,"S99999999","S99999999","S23000009",361,"S99999999","S99999999"
"DG1 1DR","DG1  1DR","DG1 1DR","198001","","0","297089","0576316","1","S00097787","S99999999","S99999999","S12000006","S13002888","S08000017","S99999999","S92000003","S99999999","S14000013","S15000001","S09000004","S22000055","S03000005","S31000498","S99999999","S01007612","S02001430","S34000109","S03000005","S99999999","S99999999","2","7A2",55.070604,-3.613168,"S99999999","S99999999","S23000009",361,"S99999999","S99999999"
"DG1 1DS","DG1  1DS","DG1 1DS","198001","200908","1","297067","0576415","1","S00097786","S99999999","S99999999","S12000006","S13002888","S08000017","S99999999","S92000003","S99999999","S14000013","S15000001","S09000004","S22000055","S03000005","S31000498","S99999999","S01007612","S02001430","S34000869","S03000005","S99999999","S99999999","2","7D1",55.071489,-3.613548,"S99999999","S99999999","S23000009",361,"S99999999","S99999999"
"DG1 1DT","DG1  1DT","DG1 1DT","199410","","0","296964","0576414","1","S00097786","S99999999","S99999999","S12000006","S13002888","S08000017","S99999999","S92000003","S99999999","S14000013","S15000001","S09000004","S22000055","S03000005","S31000498","S99999999","S01007612","S02001430","S34000869","S03000005","S99999999","S99999999","2","7D1",55.071458,-3.615160,"S99999999","S99999999","S23000009",361,"S99999999","S99999999"
"DG1 1DU","DG1  1DU","DG1 1DU","198001","","0","296996","0576388","1","S00097786","S99999999","S99999999","S12000006","S13002888","S08000017","S99999999","S92000003","S99999999","S14000013","S15000001","S09000004","S22000055","S03000005","S31000498","S99999999","S01007612","S02001430","S34000869","S03000005","S99999999","S99999999","2","7D1",55.071232,-3.614650,"S99999999","S99999999","S23000009",361,"S99999999","S99999999"
"DG1 1DX","DG1  1DX","DG1 1DX","198001","","1","297714","0576677","1","S00097799","S99999999","S99999999","S12000006","S13002888","S08000017","S99999999","S92000003","S99999999","S14000013","S15000001","S09000004","S22000055","S03000005","S31000499","S99999999","S01007613","S02001431","S34000803","S03000005","S99999999","S99999999","2","5B2",55.073976,-3.603514,"S99999999","S99999999","S23000009",3172,"S99999999","S99999999"
"DG1 1DY","DG1  1DY","DG1 1DY","198001","201105","1","296990","0576395","1","S00097786","S99999999","S99999999","S12000006","S13002888","S08000017","S99999999","S92000003","S99999999","S14000013","S15000001","S09000004","S22000055","S03000005","S31000498","S99999999","S01007612","S02001430","S34000869","S03000005","S99999999","S99999999","2","7D1",55.071293,-3.614746,"S99999999","S99999999","S23000009",361,"S99999999","S99999999"
"DG1 1DZ","DG1  1DZ","DG1 1DZ","197308","199207","1","297010","0576400","8","S00097786","S99999999","S99999999","S12000006","S13002888","S08000017","S99999999","S92000003","S99999999","S14000013","S15000001","S09000004","S22000055","S03000005","S31000498","S99999999","S01007612","S02001430","S34000869","S03000005","S99999999","S99999999","2","7D1",55.071342,-3.614435,"S99999999","S99999999","S23000009",361,"S99999999","S99999999"
"DG1 1EA","DG1  1EA","DG1 1EA","198001","","0","297043","0576414","1","S00097786","S99999999","S99999999","S12000006","S13002888","S08000017","S99999999","S92000003","S99999999","S14000013","S15000001","S09000004","S22000055","S03000005","S31000498","S99999999","S01007612","S02001430","S34000869","S03000005","S99999999","S99999999","2","7D1",55.071475,-3.613924,"S99999999","S99999999","S23000009",361,"S99999999","S99999999"
"DG1 1EB","DG1  1EB","DG1 1EB","198110","","1","297003","0576359","1","S00097786","S99999999","S99999999","S12000006","S13002888","S08000017","S99999999","S92000003","S99999999","S14000013","S15000001","S09000004","S22000055","S03000005","S31000498","S99999999","S01007612","S02001430","S34000869","S03000005","S99999999","S99999999","2","7D1",55.070972,-3.614530,"S99999999","S99999999","S23000009",361,"S99999999","S99999999"
"DG1 1ED","DG1  1ED","DG1 1ED","198001","201505","1","296974","0576348","1","S00097786","S99999999","S99999999","S12000006","S13002888","S08000017","S99999999","S92000003","S99999999","S14000013","S15000001","S09000004","S22000055","S03000005","S31000498","S99999999","S01007612","S02001430","S34000869","S03000005","S99999999","S99999999","2","7D1",55.070868,-3.614980,"S99999999","S99999999","S23000009",361,"S99999999","S99999999"
"DG1 1EE","DG1  1EE","DG1 1EE","198001","199512","1","297030","0576380","8","S00097786","S99999999","S99999999","S12000006","S13002888","S08000017","S99999999","S92000003","S99999999","S14000013","S15000001","S09000004","S22000055","S03000005","S31000498","S99999999","S01007612","S02001430","S34000869","S03000005","S99999999","S99999999","2","7D1",55.071167,-3.614115,"S99999999","S99999999","S23000009",361,"S99999999","S99999999"
"DG1 1EF","DG1  1EF","DG1 1EF","198001","","0","296931","0576385","1","S00097786","S99999999","S99999999","S12000006","S13002888","S08000017","S99999999","S92000003","S99999999","S14000013","S15000001","S09000004","S22000055","S03000005","S31000498","S99999999","S01007612","S02001430","S34000869","S03000005","S99999999","S99999999","2","7D1",55.071191,-3.615666,"S99999999","S99999999","S23000009",361,"S99999999","S99999999"
"DG1 1EG","DG1  1EG","DG1 1EG","198001","","0","296924","0576348","1","S00097786","S99999999","S99999999","S12000006","S13002888","S08000017","S99999999","S92000003","S99999999","S14000013","S15000001","S09000004","S22000055","S03000005","S31000498","S99999999","S01007612","S02001430","S34000869","S03000005","S99999999","S99999999","2","7D1",55.070857,-3.615762,"S99999999","S99999999","S23000009",361,"S99999999","S99999999"
"DG1 1EH","DG1  1EH","DG1 1EH","198001","","0","297021","0576325","1","S00097787","S99999999","S99999999","S12000006","S13002888","S08000017","S99999999","S92000003","S99999999","S14000013","S15000001","S09000004","S22000055","S03000005","S31000498","S99999999","S01007612","S02001430","S34000109","S03000005","S99999999","S99999999","2","7A2",55.070671,-3.614236,"S99999999","S99999999","S23000009",361,"S99999999","S99999999"
"DG1 1EJ","DG1  1EJ","DG1 1EJ","198001","","0","297076","0576373","1","S00097787","S99999999","S99999999","S12000006","S13002888","S08000017","S99999999","S92000003","S99999999","S14000013","S15000001","S09000004","S22000055","S03000005","S31000498","S99999999","S01007612","S02001430","S34000109","S03000005","S99999999","S99999999","2","7A2",55.071113,-3.613392,"S99999999","S99999999","S23000009",361,"S99999999","S99999999"
"DG1 1EL","DG1  1EL","DG1 1EL","198001","","0","297124","0576362","1","S00097787","S99999999","S99999999","S12000006","S13002888","S08000017","S99999999","S92000003","S99999999","S14000013","S15000001","S09000004","S22000055","S03000005","S31000498","S99999999","S01007612","S02001430","S34000109","S03000005","S99999999","S99999999","2","7A2",55.071030,-3.612634,"S99999999","S99999999","S23000009",361,"S99999999","S99999999"
"DG1 1EN","DG1  1EN","DG1 1EN","198001","200710","1","297015","0576412","1","S00097786","S99999999","S99999999","S12000006","S13002888","S08000017","S99999999","S92000003","S99999999","S14000013","S15000001","S09000004","S22000055","S03000005","S31000498","S99999999","S01007612","S02001430","S34000869","S03000005","S99999999","S99999999","2","7D1",55.071451,-3.614361,"S99999999","S99999999","S23000009",361,"S99999999","S99999999"
"DG1 1EQ","DG1  1EQ","DG1 1EQ","198001","199512","1","296920","0576340","8","S00097786","S99999999","S99999999","S12000006","S13002888","S08000017","S99999999","S92000003","S99999999","S14000013","S15000001","S09000004","S22000055","S03000005","S31000498","S99999999","S01007612","S02001430","S34000869","S03000005","S99999999","S99999999","2","7D1",55.070785,-3.615822,"S99999999","S99999999","S23000009",361,"S99999999","S99999999"
"DG1 1ER","DG1  1ER","DG1 1ER","198001","200608","1","297144","0576341","1","S00097787","S99999999","S99999999","S12000006","S13002888","S08000017","S99999999","S92000003","S99999999","S14000013","S15000001","S09000004","S22000055","S03000005","S31000498","S99999999","S01007612","S02001430","S34000109","S03000005","S99999999","S99999999","2","7A2",55.070840,-3.612316,"S99999999","S99999999","S23000009",361,"S99999999","S99999999"
"DG1 1ES","DG1  1ES","DG1 1ES","198110","199502","1","297680","0576690","8","S00097799","S99999999","S99999999","S12000006","S13002888","S08000017","S99999999","S92000003","S99999999","S14000013","S15000001","S09000004","S22000055","S03000005","S31000499","S99999999","S01007613","S02001431","S34000803","S03000005","S99999999","S99999999","2","5B2",55.074086,-3.604051,"S99999999","S99999999","S23000009",3172,"S99999999","S99999999"
"DG1 1ET","DG1  1ET","DG1 1ET","198001","","0","297330","0576142","1","S00098280","S99999999","S99999999","S12000006","S13002888","S08000017","S99999999","S92000003","S99999999","S14000013","S15000001","S09000004","S22000055","S03000005","S31000498","S99999999","S01007612","S02001430","S34000120","S03000005","S99999999","S99999999","2","2B1",55.069096,-3.609330,"S99999999","S99999999","S23000009",361,"S99999999","S99999999"
"DG1 1EW","DG1  1EW","DG1 1EW","198001","","1","297158","0576274","1","S00097787","S99999999","S99999999","S12000006","S13002888","S08000017","S99999999","S92000003","S99999999","S14000013","S15000001","S09000004","S22000055","S03000005","S31000498","S99999999","S01007612","S02001430","S34000108","S03000005","S99999999","S99999999","2","7A2",55.070241,-3.612073,"S99999999","S99999999","S23000009",361,"S99999999","S99999999"
"DG1 1EX","DG1  1EX","DG1 1EX","198001","","0","297288","0576084","1","S00098280","S99999999","S99999999","S12000006","S13002888","S08000017","S99999999","S92000003","S99999999","S14000013","S15000001","S09000004","S22000055","S03000005","S31000498","S99999999","S01007612","S02001430","S34000120","S03000005","S99999999","S99999999","2","2B1",55.068561,-3.609969,"S99999999","S99999999","S23000009",361,"S99999999","S99999999"
"DG1 1EY","DG1  1EY","DG1 1EY","198110","199512","1","297010","0576400","8","S00097786","S99999999","S99999999","S12000006","S13002888","S08000017","S99999999","S92000003","S99999999","S14000013","S15000001","S09000004","S22000055","S03000005","S31000498","S99999999","S01007612","S02001430","S34000869","S03000005","S99999999","S99999999","2","7D1",55.071342,-3.614435,"S99999999","S99999999","S23000009",361,"S99999999","S99999999"
"DG1 1EZ","DG1  1EZ","DG1 1EZ","198602","199502","1","294960","0577560","8","S00097959","S99999999","S99999999","S12000006","S13002885","S08000017","S99999999","S92000003","S99999999","S14000013","S15000001","S09000004","S22000055","S03000005","S31000494","S99999999","S01007574","S02001423","S34000891","S03000005","S99999999","S99999999","2","8A2",55.081332,-3.646953,"S99999999","S99999999","S23000009",2756,"S99999999","S99999999"
"DG1 1FA","DG1  1FA","DG1 1FA","201303","","0","298908","0580807","1","S00097210","S99999999","S99999999","S12000006","S13002887","S08000017","S99999999","S92000003","S99999999","S14000013","S15000001","S09000004","S22000055","S03000005","S31000500","S99999999","S01007568","S02001421","S34000824","S03000005","S99999999","S99999999","6","1A1",55.111319,-3.586291,"S99999999","S99999999","S23000009",4102,"S99999999","S99999999"
"DG1 1GL","DG1  1GL","DG1 1GL","200106","","0","298163","0577736","1","S00097205","S99999999","S99999999","S12000006","S13002887","S08000017","S99999999","S92000003","S99999999","S14000013","S15000001","S09000004","S22000055","S03000005","S31000499","S99999999","S01007614","S02001431","S34000803","S03000005","S99999999","S99999999","2","6A2",55.083581,-3.596864,"S99999999","S99999999","S23000009",6454,"S99999999","S99999999"
"DG1 1GN","DG1  1GN","DG1 1GN","200112","","0","298175","0577629","1","S00097206","S99999999","S99999999","S12000006","S13002887","S08000017","S99999999","S92000003","S99999999","S14000013","S15000001","S09000004","S22000055","S03000005","S31000499","S99999999","S01007614","S02001431","S34000803","S03000005","S99999999","S99999999","2","6A2",55.082622,-3.596638,"S99999999","S99999999","S23000009",6454,"S99999999","S99999999"
"DG1 1GP","DG1  1GP","DG1 1GP","200206","","0","298255","0577626","1","S00097206","S99999999","S99999999","S12000006","S13002887","S08000017","S99999999","S92000003","S99999999","S14000013","S15000001","S09000004","S22000055","S03000005","S31000499","S99999999","S01007614","S02001431","S34000803","S03000005","S99999999","S99999999","2","6A2",55.082612,-3.595384,"S99999999","S99999999","S23000009",6454,"S99999999","S99999999"
"DG1 1GQ","DG1  1GQ","DG1 1GQ","200207","","0","298245","0577718","1","S00097205","S99999999","S99999999","S12000006","S13002887","S08000017","S99999999","S92000003","S99999999","S14000013","S15000001","S09000004","S22000055","S03000005","S31000499","S99999999","S01007614","S02001431","S34000803","S03000005","S99999999","S99999999","2","6A2",55.083436,-3.595574,"S99999999","S99999999","S23000009",6454,"S99999999","S99999999"
"DG1 1GZ","DG1  1GZ","DG1 1GZ","200610","","0","298355","0577788","1","S00098201","S99999999","S99999999","S12000006","S13002887","S08000017","S99999999","S92000003","S99999999","S14000013","S15000001","S09000004","S22000055","S03000005","S31000499","S99999999","S01007627","S02001434","S34000803","S03000005","S99999999","S99999999","2","5A1",55.084087,-3.593876,"S99999999","S99999999","S23000009",6760,"S99999999","S99999999"
"DG1 1HA","DG1  1HA","DG1 1HA","198001","","0","297619","0576314","1","S00097789","S99999999","S99999999","S12000006","S13002888","S08000017","S99999999","S92000003","S99999999","S14000013","S15000001","S09000004","S22000055","S03000005","S31000499","S99999999","S01007613","S02001431","S34000917","S03000005","S99999999","S99999999","2","5B2",55.070696,-3.604871,"S99999999","S99999999","S23000009",3172,"S99999999","S99999999"
"DG1 1HB","DG1  1HB","DG1 1HB","198206","","0","297647","0576361","1","S00097799","S99999999","S99999999","S12000006","S13002888","S08000017","S99999999","S92000003","S99999999","S14000013","S15000001","S09000004","S22000055","S03000005","S31000499","S99999999","S01007613","S02001431","S34000803","S03000005","S99999999","S99999999","2","5B2",55.071129,-3.604447,"S99999999","S99999999","S23000009",3172,"S99999999","S99999999"
"DG1 1HD","DG1  1HD","DG1 1HD","199812","","0","297666","0576313","1","S00097816","S99999999","S99999999","S12000006","S13002888","S08000017","S99999999","S92000003","S99999999","S14000013","S15000001","S09000004","S22000055","S03000005","S31000499","S99999999","S01007610","S02001430","S34000921","S03000005","S99999999","S99999999","2","7D3",55.070696,-3.604135,"S99999999","S99999999","S23000009",2618,"S99999999","S99999999"
