pcd,pcd2,pcds,dointr,doterm,usertype,oseast1m,osnrth1m,osgrdind,oa11,cty,ced,laua,ward,hlthau,nhser,ctry,rgn,pcon,eer,teclec,ttwa,pct,nuts,park,lsoa11,msoa11,wz11,ccg,bua11,buasd11,ru11ind,oac11,lat,long,lep1,lep2,pfa,imd,calncv,stp
"DG6 4AT","DG6  4AT","DG6 4AT","198001","","0","268018","0550538","1","S00097486","S99999999","S99999999","S12000006","S13002882","S08000017","S99999999","S92000003","S99999999","S14000013","S15000001","S09000004","S22000053","S03000005","S31000482","S99999999","S01007527","S02001414","S34000777","S03000005","S99999999","S99999999","4","1B1",54.832227,-4.056282,"S99999999","S99999999","S23000009",4854,"S99999999","S99999999"
"DG6 4AU","DG6  4AU","DG6 4AU","198001","","0","268357","0550612","1","S00097496","S99999999","S99999999","S12000006","S13002882","S08000017","S99999999","S92000003","S99999999","S14000013","S15000001","S09000004","S22000053","S03000005","S31000482","S99999999","S01007527","S02001414","S34000896","S03000005","S99999999","S99999999","4","1B3",54.832981,-4.051041,"S99999999","S99999999","S23000009",4854,"S99999999","S99999999"
"DG6 4AW","DG6  4AW","DG6 4AW","198001","","0","267893","0550597","1","S00098321","S99999999","S99999999","S12000006","S13002882","S08000017","S99999999","S92000003","S99999999","S14000013","S15000001","S09000004","S22000053","S03000005","S31000482","S99999999","S01007526","S02001414","S34000777","S03000005","S99999999","S99999999","4","8A2",54.832724,-4.058253,"S99999999","S99999999","S23000009",2841,"S99999999","S99999999"
"DG6 4AX","DG6  4AX","DG6 4AX","198001","","0","268318","0550627","1","S00097496","S99999999","S99999999","S12000006","S13002882","S08000017","S99999999","S92000003","S99999999","S14000013","S15000001","S09000004","S22000053","S03000005","S31000482","S99999999","S01007527","S02001414","S34000896","S03000005","S99999999","S99999999","4","1B3",54.833105,-4.051655,"S99999999","S99999999","S23000009",4854,"S99999999","S99999999"
"DG6 4AY","DG6  4AY","DG6 4AY","198001","201007","0","268327","0550739","1","S00097496","S99999999","S99999999","S12000006","S13002882","S08000017","S99999999","S92000003","S99999999","S14000013","S15000001","S09000004","S22000053","S03000005","S31000482","S99999999","S01007527","S02001414","S34000896","S03000005","S99999999","S99999999","4","1B3",54.834114,-4.051566,"S99999999","S99999999","S23000009",4854,"S99999999","S99999999"
"DG6 4AZ","DG6  4AZ","DG6 4AZ","198001","","0","268323","0550775","1","S00097496","S99999999","S99999999","S12000006","S13002882","S08000017","S99999999","S92000003","S99999999","S14000013","S15000001","S09000004","S22000053","S03000005","S31000482","S99999999","S01007527","S02001414","S34000896","S03000005","S99999999","S99999999","4","1B3",54.834436,-4.051645,"S99999999","S99999999","S23000009",4854,"S99999999","S99999999"
"DG6 4BA","DG6  4BA","DG6 4BA","198001","","0","268376","0550797","1","S00097496","S99999999","S99999999","S12000006","S13002882","S08000017","S99999999","S92000003","S99999999","S14000013","S15000001","S09000004","S22000053","S03000005","S31000482","S99999999","S01007527","S02001414","S34000896","S03000005","S99999999","S99999999","4","1B3",54.834647,-4.050830,"S99999999","S99999999","S23000009",4854,"S99999999","S99999999"
"DG6 4BB","DG6  4BB","DG6 4BB","198001","","0","268343","0550767","1","S00097496","S99999999","S99999999","S12000006","S13002882","S08000017","S99999999","S92000003","S99999999","S14000013","S15000001","S09000004","S22000053","S03000005","S31000482","S99999999","S01007527","S02001414","S34000896","S03000005","S99999999","S99999999","4","1B3",54.834369,-4.051330,"S99999999","S99999999","S23000009",4854,"S99999999","S99999999"
"DG6 4BD","DG6  4BD","DG6 4BD","198001","","0","268425","0550857","1","S00097498","S99999999","S99999999","S12000006","S13002882","S08000017","S99999999","S92000003","S99999999","S14000013","S15000001","S09000004","S22000053","S03000005","S31000482","S99999999","S01007526","S02001414","S34000896","S03000005","S99999999","S99999999","4","7A1",54.835199,-4.050095,"S99999999","S99999999","S23000009",2841,"S99999999","S99999999"
"DG6 4BE","DG6  4BE","DG6 4BE","198001","","0","268416","0550808","1","S00097496","S99999999","S99999999","S12000006","S13002882","S08000017","S99999999","S92000003","S99999999","S14000013","S15000001","S09000004","S22000053","S03000005","S31000482","S99999999","S01007527","S02001414","S34000896","S03000005","S99999999","S99999999","4","1B3",54.834766,-4.050209,"S99999999","S99999999","S23000009",4854,"S99999999","S99999999"
"DG6 4BF","DG6  4BF","DG6 4BF","200707","","0","268184","0550795","1","S00097493","S99999999","S99999999","S12000006","S13002882","S08000017","S99999999","S92000003","S99999999","S14000013","S15000001","S09000004","S22000053","S03000005","S31000482","S99999999","S01007526","S02001414","S34000870","S03000005","S99999999","S99999999","4","5B3",54.834588,-4.053812,"S99999999","S99999999","S23000009",2841,"S99999999","S99999999"
"DG6 4BG","DG6  4BG","DG6 4BG","198001","","0","268433","0550719","1","S00097496","S99999999","S99999999","S12000006","S13002882","S08000017","S99999999","S92000003","S99999999","S14000013","S15000001","S09000004","S22000053","S03000005","S31000482","S99999999","S01007527","S02001414","S34000896","S03000005","S99999999","S99999999","4","1B3",54.833962,-4.049908,"S99999999","S99999999","S23000009",4854,"S99999999","S99999999"
"DG6 4BH","DG6  4BH","DG6 4BH","198001","","0","268563","0550749","1","S00097495","S99999999","S99999999","S12000006","S13002882","S08000017","S99999999","S92000003","S99999999","S14000013","S15000001","S09000004","S22000053","S03000005","S31000482","S99999999","S01007527","S02001414","S34000896","S03000005","S99999999","S99999999","4","1A4",54.834265,-4.047899,"S99999999","S99999999","S23000009",4854,"S99999999","S99999999"
"DG6 4BJ","DG6  4BJ","DG6 4BJ","198001","","1","268391","0550781","1","S00097496","S99999999","S99999999","S12000006","S13002882","S08000017","S99999999","S92000003","S99999999","S14000013","S15000001","S09000004","S22000053","S03000005","S31000482","S99999999","S01007527","S02001414","S34000896","S03000005","S99999999","S99999999","4","1B3",54.834508,-4.050589,"S99999999","S99999999","S23000009",4854,"S99999999","S99999999"
"DG6 4BL","DG6  4BL","DG6 4BL","198001","","0","268357","0550402","1","S00097494","S99999999","S99999999","S12000006","S13002882","S08000017","S99999999","S92000003","S99999999","S14000013","S15000001","S09000004","S22000053","S03000005","S31000482","S99999999","S01007527","S02001414","S34000896","S03000005","S99999999","S99999999","4","1A4",54.831095,-4.050946,"S99999999","S99999999","S23000009",4854,"S99999999","S99999999"
"DG6 4BN","DG6  4BN","DG6 4BN","198001","","0","268374","0550405","1","S00097494","S99999999","S99999999","S12000006","S13002882","S08000017","S99999999","S92000003","S99999999","S14000013","S15000001","S09000004","S22000053","S03000005","S31000482","S99999999","S01007527","S02001414","S34000896","S03000005","S99999999","S99999999","4","1A4",54.831126,-4.050683,"S99999999","S99999999","S23000009",4854,"S99999999","S99999999"
"DG6 4BP","DG6  4BP","DG6 4BP","198001","","0","268529","0550584","1","S00097495","S99999999","S99999999","S12000006","S13002882","S08000017","S99999999","S92000003","S99999999","S14000013","S15000001","S09000004","S22000053","S03000005","S31000482","S99999999","S01007527","S02001414","S34000896","S03000005","S99999999","S99999999","4","1A4",54.832775,-4.048353,"S99999999","S99999999","S23000009",4854,"S99999999","S99999999"
"DG6 4BQ","DG6  4BQ","DG6 4BQ","198001","","0","268422","0550609","1","S00097494","S99999999","S99999999","S12000006","S13002882","S08000017","S99999999","S92000003","S99999999","S14000013","S15000001","S09000004","S22000053","S03000005","S31000482","S99999999","S01007527","S02001414","S34000896","S03000005","S99999999","S99999999","4","1A4",54.832971,-4.050029,"S99999999","S99999999","S23000009",4854,"S99999999","S99999999"
"DG6 4BS","DG6  4BS","DG6 4BS","198001","","0","268443","0550350","1","S00097494","S99999999","S99999999","S12000006","S13002882","S08000017","S99999999","S92000003","S99999999","S14000013","S15000001","S09000004","S22000053","S03000005","S31000482","S99999999","S01007527","S02001414","S34000896","S03000005","S99999999","S99999999","4","1A4",54.830651,-4.049584,"S99999999","S99999999","S23000009",4854,"S99999999","S99999999"
"DG6 4BT","DG6  4BT","DG6 4BT","198001","","0","268861","0551028","1","S00098243","S99999999","S99999999","S12000006","S13002882","S08000017","S99999999","S92000003","S99999999","S14000013","S15000001","S09000004","S22000053","S03000005","S31000481","S99999999","S01007528","S02001414","S34000896","S03000005","S99999999","S99999999","4","1B1",54.836859,-4.043385,"S99999999","S99999999","S23000009",3332,"S99999999","S99999999"
"DG6 4BU","DG6  4BU","DG6 4BU","198001","","0","268494","0550797","1","S00097495","S99999999","S99999999","S12000006","S13002882","S08000017","S99999999","S92000003","S99999999","S14000013","S15000001","S09000004","S22000053","S03000005","S31000482","S99999999","S01007527","S02001414","S34000896","S03000005","S99999999","S99999999","4","1A4",54.834678,-4.048994,"S99999999","S99999999","S23000009",4854,"S99999999","S99999999"
"DG6 4BW","DG6  4BW","DG6 4BW","198001","","0","268384","0550477","1","S00097494","S99999999","S99999999","S12000006","S13002882","S08000017","S99999999","S92000003","S99999999","S14000013","S15000001","S09000004","S22000053","S03000005","S31000482","S99999999","S01007527","S02001414","S34000896","S03000005","S99999999","S99999999","4","1A4",54.831776,-4.050560,"S99999999","S99999999","S23000009",4854,"S99999999","S99999999"
"DG6 4BX","DG6  4BX","DG6 4BX","198001","","0","268495","0550864","1","S00097498","S99999999","S99999999","S12000006","S13002882","S08000017","S99999999","S92000003","S99999999","S14000013","S15000001","S09000004","S22000053","S03000005","S31000482","S99999999","S01007526","S02001414","S34000896","S03000005","S99999999","S99999999","4","7A1",54.835290,-4.049005,"S99999999","S99999999","S23000009",2841,"S99999999","S99999999"
"DG6 4BY","DG6  4BY","DG6 4BY","198001","","0","268607","0550982","1","S00098243","S99999999","S99999999","S12000006","S13002882","S08000017","S99999999","S92000003","S99999999","S14000013","S15000001","S09000004","S22000053","S03000005","S31000481","S99999999","S01007528","S02001414","S34000896","S03000005","S99999999","S99999999","4","1B1",54.836370,-4.047320,"S99999999","S99999999","S23000009",3332,"S99999999","S99999999"
"DG6 4BZ","DG6  4BZ","DG6 4BZ","198001","","0","268612","0551026","1","S00097498","S99999999","S99999999","S12000006","S13002882","S08000017","S99999999","S92000003","S99999999","S14000013","S15000001","S09000004","S22000053","S03000005","S31000482","S99999999","S01007526","S02001414","S34000896","S03000005","S99999999","S99999999","4","7A1",54.836766,-4.047262,"S99999999","S99999999","S23000009",2841,"S99999999","S99999999"
"DG6 4DA","DG6  4DA","DG6 4DA","198001","","0","268753","0551100","1","S00098243","S99999999","S99999999","S12000006","S13002882","S08000017","S99999999","S92000003","S99999999","S14000013","S15000001","S09000004","S22000053","S03000005","S31000481","S99999999","S01007528","S02001414","S34000896","S03000005","S99999999","S99999999","4","1B1",54.837477,-4.045098,"S99999999","S99999999","S23000009",3332,"S99999999","S99999999"
"DG6 4DB","DG6  4DB","DG6 4DB","200803","","0","268386","0550227","1","S00097494","S99999999","S99999999","S12000006","S13002882","S08000017","S99999999","S92000003","S99999999","S14000013","S15000001","S09000004","S22000053","S03000005","S31000482","S99999999","S01007527","S02001414","S34000896","S03000005","S99999999","S99999999","4","1A4",54.829541,-4.050411,"S99999999","S99999999","S23000009",4854,"S99999999","S99999999"
"DG6 4DD","DG6  4DD","DG6 4DD","201608","","0","267934","0550512","2","S00097486","S99999999","S99999999","S12000006","S13002882","S08000017","S99999999","S92000003","S99999999","S14000013","S15000001","S09000004","S22000053","S03000005","S31000482","S99999999","S01007527","S02001414","S34000777","S03000005","S99999999","S99999999","4","1B1",54.831981,-4.057572,"S99999999","S99999999","S23000009",4854,"S99999999","S99999999"
"DG6 4DE","DG6  4DE","DG6 4DE","200106","","0","268723","0551294","1","S00097497","S99999999","S99999999","S12000006","S13002882","S08000017","S99999999","S92000003","S99999999","S14000013","S15000001","S09000004","S22000053","S03000005","S31000481","S99999999","S01007528","S02001414","S34000907","S03000005","S99999999","S99999999","4","7C3",54.839202,-4.045657,"S99999999","S99999999","S23000009",3332,"S99999999","S99999999"
"DG6 4DG","DG6  4DG","DG6 4DG","198212","199207","1","268620","0551380","8","S00097508","S99999999","S99999999","S12000006","S13002882","S08000017","S99999999","S92000003","S99999999","S14000013","S15000001","S09000004","S22000053","S03000005","S31000481","S99999999","S01007529","S02001414","S34000907","S03000005","S99999999","S99999999","4","1C1",54.839947,-4.047299,"S99999999","S99999999","S23000009",5915,"S99999999","S99999999"
"DG6 4DH","DG6  4DH","DG6 4DH","198001","","0","268415","0551101","1","S00097509","S99999999","S99999999","S12000006","S13002882","S08000017","S99999999","S92000003","S99999999","S14000013","S15000001","S09000004","S22000053","S03000005","S31000481","S99999999","S01007528","S02001414","S34000870","S03000005","S99999999","S99999999","4","7A1",54.837388,-4.050362,"S99999999","S99999999","S23000009",3332,"S99999999","S99999999"
"DG6 4DJ","DG6  4DJ","DG6 4DJ","198001","","0","268455","0551067","1","S00097509","S99999999","S99999999","S12000006","S13002882","S08000017","S99999999","S92000003","S99999999","S14000013","S15000001","S09000004","S22000053","S03000005","S31000481","S99999999","S01007528","S02001414","S34000870","S03000005","S99999999","S99999999","4","7A1",54.837093,-4.049724,"S99999999","S99999999","S23000009",3332,"S99999999","S99999999"
"DG6 4DL","DG6  4DL","DG6 4DL","199512","","0","268112","0550837","1","S00097490","S99999999","S99999999","S12000006","S13002882","S08000017","S99999999","S92000003","S99999999","S14000013","S15000001","S09000004","S22000053","S03000005","S31000482","S99999999","S01007526","S02001414","S34000777","S03000005","S99999999","S99999999","4","7C3",54.834937,-4.054956,"S99999999","S99999999","S23000009",2841,"S99999999","S99999999"
"DG6 4DN","DG6  4DN","DG6 4DN","198001","","0","268526","0551113","1","S00097509","S99999999","S99999999","S12000006","S13002882","S08000017","S99999999","S92000003","S99999999","S14000013","S15000001","S09000004","S22000053","S03000005","S31000481","S99999999","S01007528","S02001414","S34000870","S03000005","S99999999","S99999999","4","7A1",54.837534,-4.048636,"S99999999","S99999999","S23000009",3332,"S99999999","S99999999"
"DG6 4DP","DG6  4DP","DG6 4DP","198001","","0","268467","0551151","1","S00097509","S99999999","S99999999","S12000006","S13002882","S08000017","S99999999","S92000003","S99999999","S14000013","S15000001","S09000004","S22000053","S03000005","S31000481","S99999999","S01007528","S02001414","S34000870","S03000005","S99999999","S99999999","4","7A1",54.837850,-4.049575,"S99999999","S99999999","S23000009",3332,"S99999999","S99999999"
"DG6 4DQ","DG6  4DQ","DG6 4DQ","198001","","1","268643","0551434","1","S00097508","S99999999","S99999999","S12000006","S13002882","S08000017","S99999999","S92000003","S99999999","S14000013","S15000001","S09000004","S22000053","S03000005","S31000481","S99999999","S01007529","S02001414","S34000907","S03000005","S99999999","S99999999","4","1C1",54.840438,-4.046966,"S99999999","S99999999","S23000009",5915,"S99999999","S99999999"
"DG6 4DR","DG6  4DR","DG6 4DR","198001","","0","268605","0551348","1","S00097508","S99999999","S99999999","S12000006","S13002882","S08000017","S99999999","S92000003","S99999999","S14000013","S15000001","S09000004","S22000053","S03000005","S31000481","S99999999","S01007529","S02001414","S34000907","S03000005","S99999999","S99999999","4","1C1",54.839656,-4.047518,"S99999999","S99999999","S23000009",5915,"S99999999","S99999999"
"DG6 4DS","DG6  4DS","DG6 4DS","199210","","0","268610","0551151","1","S00097509","S99999999","S99999999","S12000006","S13002882","S08000017","S99999999","S92000003","S99999999","S14000013","S15000001","S09000004","S22000053","S03000005","S31000481","S99999999","S01007528","S02001414","S34000870","S03000005","S99999999","S99999999","4","7A1",54.837897,-4.047346,"S99999999","S99999999","S23000009",3332,"S99999999","S99999999"
"DG6 4DT","DG6  4DT","DG6 4DT","198001","","0","268622","0551110","1","S00097497","S99999999","S99999999","S12000006","S13002882","S08000017","S99999999","S92000003","S99999999","S14000013","S15000001","S09000004","S22000053","S03000005","S31000481","S99999999","S01007528","S02001414","S34000907","S03000005","S99999999","S99999999","4","7C3",54.837523,-4.047145,"S99999999","S99999999","S23000009",3332,"S99999999","S99999999"
"DG6 4DU","DG6  4DU","DG6 4DU","198001","","0","268561","0551093","1","S00097509","S99999999","S99999999","S12000006","S13002882","S08000017","S99999999","S92000003","S99999999","S14000013","S15000001","S09000004","S22000053","S03000005","S31000481","S99999999","S01007528","S02001414","S34000870","S03000005","S99999999","S99999999","4","7A1",54.837354,-4.048086,"S99999999","S99999999","S23000009",3332,"S99999999","S99999999"
"DG6 4DW","DG6  4DW","DG6 4DW","198001","","0","268516","0551199","1","S00097508","S99999999","S99999999","S12000006","S13002882","S08000017","S99999999","S92000003","S99999999","S14000013","S15000001","S09000004","S22000053","S03000005","S31000481","S99999999","S01007529","S02001414","S34000907","S03000005","S99999999","S99999999","4","1C1",54.838294,-4.048835,"S99999999","S99999999","S23000009",5915,"S99999999","S99999999"
"DG6 4DX","DG6  4DX","DG6 4DX","198001","","0","268581","0551054","1","S00097498","S99999999","S99999999","S12000006","S13002882","S08000017","S99999999","S92000003","S99999999","S14000013","S15000001","S09000004","S22000053","S03000005","S31000482","S99999999","S01007526","S02001414","S34000896","S03000005","S99999999","S99999999","4","7A1",54.837009,-4.047757,"S99999999","S99999999","S23000009",2841,"S99999999","S99999999"
"DG6 4DY","DG6  4DY","DG6 4DY","198001","","1","268524","0551029","1","S00097498","S99999999","S99999999","S12000006","S13002882","S08000017","S99999999","S92000003","S99999999","S14000013","S15000001","S09000004","S22000053","S03000005","S31000482","S99999999","S01007526","S02001414","S34000896","S03000005","S99999999","S99999999","4","7A1",54.836770,-4.048633,"S99999999","S99999999","S23000009",2841,"S99999999","S99999999"
"DG6 4DZ","DG6  4DZ","DG6 4DZ","198001","","0","268581","0551013","1","S00097498","S99999999","S99999999","S12000006","S13002882","S08000017","S99999999","S92000003","S99999999","S14000013","S15000001","S09000004","S22000053","S03000005","S31000482","S99999999","S01007526","S02001414","S34000896","S03000005","S99999999","S99999999","4","7A1",54.836651,-4.047735,"S99999999","S99999999","S23000009",2841,"S99999999","S99999999"
"DG6 4EA","DG6  4EA","DG6 4EA","198001","","0","268633","0551068","1","S00098243","S99999999","S99999999","S12000006","S13002882","S08000017","S99999999","S92000003","S99999999","S14000013","S15000001","S09000004","S22000053","S03000005","S31000481","S99999999","S01007528","S02001414","S34000896","S03000005","S99999999","S99999999","4","1B1",54.837149,-4.046955,"S99999999","S99999999","S23000009",3332,"S99999999","S99999999"
"DG6 4EB","DG6  4EB","DG6 4EB","198001","","0","268683","0551143","1","S00098243","S99999999","S99999999","S12000006","S13002882","S08000017","S99999999","S92000003","S99999999","S14000013","S15000001","S09000004","S22000053","S03000005","S31000481","S99999999","S01007528","S02001414","S34000896","S03000005","S99999999","S99999999","4","1B1",54.837835,-4.046211,"S99999999","S99999999","S23000009",3332,"S99999999","S99999999"
"DG6 4ED","DG6  4ED","DG6 4ED","198001","","0","268673","0551164","1","S00097497","S99999999","S99999999","S12000006","S13002882","S08000017","S99999999","S92000003","S99999999","S14000013","S15000001","S09000004","S22000053","S03000005","S31000481","S99999999","S01007528","S02001414","S34000907","S03000005","S99999999","S99999999","4","7C3",54.838021,-4.046376,"S99999999","S99999999","S23000009",3332,"S99999999","S99999999"
"DG6 4EE","DG6  4EE","DG6 4EE","198001","199708","0","268730","0551160","8","S00098243","S99999999","S99999999","S12000006","S13002882","S08000017","S99999999","S92000003","S99999999","S14000013","S15000001","S09000004","S22000053","S03000005","S31000481","S99999999","S01007528","S02001414","S34000896","S03000005","S99999999","S99999999","4","1B1",54.838000,-4.045487,"S99999999","S99999999","S23000009",3332,"S99999999","S99999999"
"DG6 4EF","DG6  4EF","DG6 4EF","198001","","0","268765","0551269","1","S00097497","S99999999","S99999999","S12000006","S13002882","S08000017","S99999999","S92000003","S99999999","S14000013","S15000001","S09000004","S22000053","S03000005","S31000481","S99999999","S01007528","S02001414","S34000907","S03000005","S99999999","S99999999","4","7C3",54.838988,-4.044992,"S99999999","S99999999","S23000009",3332,"S99999999","S99999999"
"DG6 4EG","DG6  4EG","DG6 4EG","198001","201705","0","268680","0551188","1","S00097509","S99999999","S99999999","S12000006","S13002882","S08000017","S99999999","S92000003","S99999999","S14000013","S15000001","S09000004","S22000053","S03000005","S31000481","S99999999","S01007528","S02001414","S34000870","S03000005","S99999999","S99999999","4","7A1",54.838239,-4.046278,"S99999999","S99999999","S23000009",3332,"S99999999","S99999999"
"DG6 4EH","DG6  4EH","DG6 4EH","198001","","0","268706","0551290","1","S00097501","S99999999","S99999999","S12000006","S13002882","S08000017","S99999999","S92000003","S99999999","S14000013","S15000001","S09000004","S22000053","S03000005","S31000481","S99999999","S01007528","S02001414","S34000907","S03000005","S99999999","S99999999","4","7D2",54.839162,-4.045920,"S99999999","S99999999","S23000009",3332,"S99999999","S99999999"
"DG6 4EJ","DG6  4EJ","DG6 4EJ","198001","","0","268753","0551444","1","S00097499","S99999999","S99999999","S12000006","S13002882","S08000017","S99999999","S92000003","S99999999","S14000013","S15000001","S09000004","S22000053","S03000005","S31000481","S99999999","S01007528","S02001414","S34000907","S03000005","S99999999","S99999999","4","1C2",54.840557,-4.045258,"S99999999","S99999999","S23000009",3332,"S99999999","S99999999"
"DG6 4EL","DG6  4EL","DG6 4EL","198001","","0","268777","0551394","1","S00097499","S99999999","S99999999","S12000006","S13002882","S08000017","S99999999","S92000003","S99999999","S14000013","S15000001","S09000004","S22000053","S03000005","S31000481","S99999999","S01007528","S02001414","S34000907","S03000005","S99999999","S99999999","4","1C2",54.840114,-4.044862,"S99999999","S99999999","S23000009",3332,"S99999999","S99999999"
"DG6 4EN","DG6  4EN","DG6 4EN","198001","","0","268908","0551613","1","S00097502","S99999999","S99999999","S12000006","S13002882","S08000017","S99999999","S92000003","S99999999","S14000013","S15000001","S09000004","S22000053","S03000005","S31000481","S99999999","S01007528","S02001414","S34000907","S03000005","S99999999","S99999999","4","8C2",54.842115,-4.042923,"S99999999","S99999999","S23000009",3332,"S99999999","S99999999"
"DG6 4EP","DG6  4EP","DG6 4EP","198001","","0","268920","0551731","1","S00097503","S99999999","S99999999","S12000006","S13002882","S08000017","S99999999","S92000003","S99999999","S14000013","S15000001","S09000004","S22000053","S03000005","S31000481","S99999999","S01007529","S02001414","S34000907","S03000005","S99999999","S99999999","4","7C3",54.843178,-4.042790,"S99999999","S99999999","S23000009",5915,"S99999999","S99999999"
"DG6 4EQ","DG6  4EQ","DG6 4EQ","198001","","0","268673","0551329","1","S00097499","S99999999","S99999999","S12000006","S13002882","S08000017","S99999999","S92000003","S99999999","S14000013","S15000001","S09000004","S22000053","S03000005","S31000481","S99999999","S01007528","S02001414","S34000907","S03000005","S99999999","S99999999","4","1C2",54.839503,-4.046451,"S99999999","S99999999","S23000009",3332,"S99999999","S99999999"
"DG6 4ER","DG6  4ER","DG6 4ER","198001","","0","268950","0551607","1","S00097503","S99999999","S99999999","S12000006","S13002882","S08000017","S99999999","S92000003","S99999999","S14000013","S15000001","S09000004","S22000053","S03000005","S31000481","S99999999","S01007529","S02001414","S34000907","S03000005","S99999999","S99999999","4","7C3",54.842072,-4.042267,"S99999999","S99999999","S23000009",5915,"S99999999","S99999999"
"DG6 4ES","DG6  4ES","DG6 4ES","198001","","0","269066","0551694","1","S00097503","S99999999","S99999999","S12000006","S13002882","S08000017","S99999999","S92000003","S99999999","S14000013","S15000001","S09000004","S22000053","S03000005","S31000481","S99999999","S01007529","S02001414","S34000907","S03000005","S99999999","S99999999","4","7C3",54.842884,-4.040501,"S99999999","S99999999","S23000009",5915,"S99999999","S99999999"
"DG6 4ET","DG6  4ET","DG6 4ET","198001","199512","1","269130","0551740","8","S00097503","S99999999","S99999999","S12000006","S13002882","S08000017","S99999999","S92000003","S99999999","S14000013","S15000001","S09000004","S22000053","S03000005","S31000481","S99999999","S01007529","S02001414","S34000907","S03000005","S99999999","S99999999","4","7C3",54.843314,-4.039526,"S99999999","S99999999","S23000009",5915,"S99999999","S99999999"
"DG6 4EU","DG6  4EU","DG6 4EU","198001","","0","269111","0551809","1","S00097503","S99999999","S99999999","S12000006","S13002882","S08000017","S99999999","S92000003","S99999999","S14000013","S15000001","S09000004","S22000053","S03000005","S31000481","S99999999","S01007529","S02001414","S34000907","S03000005","S99999999","S99999999","4","7C3",54.843929,-4.039853,"S99999999","S99999999","S23000009",5915,"S99999999","S99999999"
"DG6 4EW","DG6  4EW","DG6 4EW","198001","","0","268831","0551625","1","S00097502","S99999999","S99999999","S12000006","S13002882","S08000017","S99999999","S92000003","S99999999","S14000013","S15000001","S09000004","S22000053","S03000005","S31000481","S99999999","S01007528","S02001414","S34000907","S03000005","S99999999","S99999999","4","8C2",54.842203,-4.044127,"S99999999","S99999999","S23000009",3332,"S99999999","S99999999"
"DG6 4EX","DG6  4EX","DG6 4EX","198001","","0","269154","0551871","1","S00097504","S99999999","S99999999","S12000006","S13002882","S08000017","S99999999","S92000003","S99999999","S14000013","S15000001","S09000004","S22000053","S03000005","S31000481","S99999999","S01007529","S02001414","S34000907","S03000005","S99999999","S99999999","4","1A4",54.844497,-4.039212,"S99999999","S99999999","S23000009",5915,"S99999999","S99999999"
"DG6 4EY","DG6  4EY","DG6 4EY","198001","","0","269088","0551828","1","S00097504","S99999999","S99999999","S12000006","S13002882","S08000017","S99999999","S92000003","S99999999","S14000013","S15000001","S09000004","S22000053","S03000005","S31000481","S99999999","S01007529","S02001414","S34000907","S03000005","S99999999","S99999999","4","1A4",54.844093,-4.040220,"S99999999","S99999999","S23000009",5915,"S99999999","S99999999"
"DG6 4EZ","DG6  4EZ","DG6 4EZ","198001","","0","269034","0551572","1","S00097500","S99999999","S99999999","S12000006","S13002882","S08000017","S99999999","S92000003","S99999999","S14000013","S15000001","S09000004","S22000053","S03000005","S31000481","S99999999","S01007528","S02001414","S34000907","S03000005","S99999999","S99999999","4","8C2",54.841780,-4.040944,"S99999999","S99999999","S23000009",3332,"S99999999","S99999999"
"DG6 4GS","DG6  4GS","DG6 4GS","201803","","0","268095","0550781","1","S00097490","S99999999","S99999999","S12000006","S13002882","S08000017","S99999999","S92000003","S99999999","S14000013","S15000001","S09000004","S22000053","S03000005","S31000482","S99999999","S01007526","S02001414","S34000777","S03000005","S99999999","S99999999","4","7C3",54.834439,-4.055191,"S99999999","S99999999","S23000009",2841,"S99999999","S99999999"
"DG6 4HA","DG6  4HA","DG6 4HA","198001","","0","269005","0551618","1","S00097500","S99999999","S99999999","S12000006","S13002882","S08000017","S99999999","S92000003","S99999999","S14000013","S15000001","S09000004","S22000053","S03000005","S31000481","S99999999","S01007528","S02001414","S34000907","S03000005","S99999999","S99999999","4","8C2",54.842186,-4.041416,"S99999999","S99999999","S23000009",3332,"S99999999","S99999999"
"DG6 4HB","DG6  4HB","DG6 4HB","198001","","0","268853","0551458","1","S00097500","S99999999","S99999999","S12000006","S13002882","S08000017","S99999999","S92000003","S99999999","S14000013","S15000001","S09000004","S22000053","S03000005","S31000481","S99999999","S01007528","S02001414","S34000907","S03000005","S99999999","S99999999","4","8C2",54.840718,-4.043705,"S99999999","S99999999","S23000009",3332,"S99999999","S99999999"
"DG6 4HD","DG6  4HD","DG6 4HD","198001","","0","268064","0550470","1","S00097486","S99999999","S99999999","S12000006","S13002882","S08000017","S99999999","S92000003","S99999999","S14000013","S15000001","S09000004","S22000053","S03000005","S31000482","S99999999","S01007527","S02001414","S34000777","S03000005","S99999999","S99999999","4","1B1",54.831629,-4.055535,"S99999999","S99999999","S23000009",4854,"S99999999","S99999999"
"DG6 4HE","DG6  4HE","DG6 4HE","198001","","0","268493","0550978","1","S00097498","S99999999","S99999999","S12000006","S13002882","S08000017","S99999999","S92000003","S99999999","S14000013","S15000001","S09000004","S22000053","S03000005","S31000482","S99999999","S01007526","S02001414","S34000896","S03000005","S99999999","S99999999","4","7A1",54.836304,-4.049092,"S99999999","S99999999","S23000009",2841,"S99999999","S99999999"
