time,n_v count,e_v count,w_v count,s_v count,n_avg speed,e_avg speed,w_avg speed,s_avg speed,timestamp
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1616865271.6911502
2.0,11.0,0.0,0.0,27.0,6.587275983864132,0.0,0.0,16.09377439509021,1616865271.6911502
3.0,14.0,0.0,0.0,34.0,8.718422185302064,0.0,0.0,15.327163887909698,1616865271.6911502
4.0,27.0,0.0,0.0,47.0,19.50424671626783,0.0,0.0,15.589934037873991,1616865271.6911502
5.0,28.0,0.0,0.0,51.0,18.95901050824919,0.0,0.0,15.782689896095246,1616865271.6911502
6.0,36.0,0.0,0.0,85.0,25.524164595101286,0.0,0.0,18.7554457477968,1616865271.6911502
7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1616870941.2205875
8.0,4.0,0.0,0.0,13.0,46.984292584952485,0.0,0.0,13.619446534958646,1616870941.2205875
9.0,6.0,0.0,0.0,28.0,37.75793331447917,0.0,0.0,16.68354540641214,1616870941.2205875
10.0,10.0,0.0,0.0,39.0,42.18407505428637,0.0,0.0,17.975655002602984,1616870941.2205875
11.0,14.0,0.0,0.0,51.0,30.8129212991136,0.0,0.0,18.38534445826089,1616870941.2205875
12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1616873842.3242335
13.0,8.0,0.0,0.0,19.0,14.57687170211756,0.0,0.0,12.379613899381685,1616873842.3242335
14.0,22.0,0.0,0.0,34.0,17.596405282238127,0.0,0.0,13.02573346024048,1616873842.3242335
15.0,40.0,0.0,0.0,50.0,17.198424971846116,0.0,0.0,15.550726554823909,1616873842.3242335
16.0,40.0,0.0,0.0,53.0,17.198424971846116,0.0,0.0,17.478925031531272,1616873842.3242335
17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1616877204.8183944
18.0,1.0,0.0,0.0,6.0,13.97539764156999,0.0,0.0,9.008558968494198,1616877204.8183944
19.0,10.0,0.0,0.0,48.0,44.56188542355783,0.0,0.0,23.07692769719606,1616877204.8183944
20.0,17.0,0.0,0.0,72.0,31.819573194359776,0.0,0.0,19.34451893209262,1616877204.8183944
21.0,30.0,0.0,0.0,81.0,27.987765190819573,0.0,0.0,17.670504984312288,1616877204.8183944
