frame_num,id,d2x,d2y,rx,ry,heading
0,V7,907,426,83444,39192,
0,V6,1288,439,118496,40388,
0,V5,1102,432,101384,39744,
0,V4,1504,440,138368,40480,
0,V3,1361,362,125212,33304,
0,V2,1213,361,111596,33212,
0,V1,1133,322,104236,29624,
1,V7,905,426,83260,39192,
1,V6,1289,439,118588,40388,
1,V5,1102,433,101384,39836,
1,V4,1508,440,138736,40480,
1,V3,1356,363,124752,33396,
2,V7,904,425,83168,39100,
2,V6,1293,440,118956,40480,
2,V5,1103,434,101476,39928,
2,V4,1509,443,138828,40756,
2,V3,1361,363,125212,33396,
3,V7,907,431,83444,39652,
3,V6,1303,447,119876,41124,
3,V5,1104,441,101568,40572,
3,V4,1516,452,139472,41584,
4,V7,906,432,83352,39744,
4,V6,1312,451,120704,41492,
4,V5,1111,447,102212,41124,
4,V4,1530,456,140760,41952,
5,V7,908,433,83536,39836,
5,V6,1322,454,121624,41768,
5,V5,1120,454,103040,41768,
5,V4,1544,458,142048,42136,
5,V2,1230,386,113160,35512,
6,V7,908,432,83536,39744,
6,V6,1328,462,122176,42504,
6,V5,1131,465,104052,42780,
6,V4,1553,469,142876,43148,
6,V2,1237,387,113804,35604,
7,V9,1057,404,97244,37168,
7,V7,907,429,83444,39468,
7,V6,1339,471,123188,43332,
7,V5,1142,477,105064,43884,
7,V4,1570,475,144440,43700,
8,V9,1065,404,97980,37168,
8,V7,906,428,83352,39376,
8,V6,1356,479,124752,44068,
8,V5,1165,483,107180,44436,
8,V4,1585,480,145820,44160,
9,V9,1068,408,98256,37536,
9,V7,907,429,83444,39468,
9,V6,1372,491,126224,45172,
9,V5,1179,494,108468,45448,
9,V4,1600,490,147200,45080,
9,V2,1256,389,115552,35788,
10,V9,1075,410,98900,37720,
10,V7,907,428,83444,39376,
10,V6,1385,497,127420,45724,
10,V5,1191,502,109572,46184,
10,V3,1404,384,129168,35328,
11,V9,1083,414,99636,38088,
11,V7,908,431,83536,39652,
11,V6,1402,503,128984,46276,
11,V5,1213,518,111596,47656,
11,V3,1416,389,130272,35788,
12,V11,715,114,65780,10488,
12,V9,1096,422,100832,38824,
12,V7,908,429,83536,39468,
12,V6,1428,515,131376,47380,
12,V5,1238,533,113896,49036,
12,V3,1425,394,131100,36248,
12,V2,1290,411,118680,37812,
