frame_num,id,d2x,d2y,rx,ry,heading
0,V3,938,591,82544,52008,
0,V2,924,569,81312,50072,
0,V1,506,410,44528,36080,
1,V3,939,590,82632,51920,
1,V2,923,566,81224,49808,
2,V3,938,591,82544,52008,
2,V2,922,565,81136,49720,
3,V3,938,592,82544,52096,
3,V2,924,566,81312,49808,
4,V3,940,590,82720,51920,
4,V2,924,566,81312,49808,
5,V5,543,282,47784,24816,
5,V3,940,592,82720,52096,
5,V2,923,564,81224,49632,
6,V7,474,656,41712,57728,
6,V5,530,292,46640,25696,
6,V3,939,590,82632,51920,
6,V2,923,565,81224,49720,
7,V7,469,739,41272,65032,
7,V5,517,300,45496,26400,
7,V3,938,592,82544,52096,
7,V2,922,565,81136,49720,
8,V7,456,853,40128,75064,
8,V3,939,591,82632,52008,
8,V2,923,566,81224,49808,
9,V8,650,282,57200,24816,
9,V7,452,965,39776,84920,
9,V3,938,590,82544,51920,
9,V2,921,566,81048,49808,
10,V10,642,426,56496,37488,
10,V5,485,342,42680,30096,
10,V3,939,590,82632,51920,
10,V2,922,566,81136,49808,
11,V10,651,463,57288,40744,
11,V5,480,359,42240,31592,
11,V3,939,591,82632,52008,
11,V2,921,564,81048,49632,
12,V10,669,507,58872,44616,
12,V5,479,380,42152,33440,
12,V3,940,590,82720,51920,
12,V2,924,565,81312,49720,
13,V10,683,566,60104,49808,
13,V5,479,403,42152,35464,
13,V3,940,590,82720,51920,
13,V2,924,565,81312,49720,
14,V10,706,644,62128,56672,
14,V8,552,338,48576,29744,
14,V4,483,438,42504,38544,
14,V3,940,590,82720,51920,
14,V2,926,566,81488,49808,
15,V8,535,351,47080,30888,
15,V3,940,590,82720,51920,
15,V2,924,565,81312,49720,
16,V8,518,372,45584,32736,
16,V3,939,590,82632,51920,
16,V2,924,567,81312,49896,
17,V12,478,602,42064,52976,
17,V8,504,395,44352,34760,
17,V3,937,591,82456,52008,
17,V2,922,567,81136,49896,
18,V12,475,683,41800,60104,
18,V3,937,590,82456,51920,
18,V2,924,567,81312,49896,
19,V4,491,452,43208,39776,
19,V3,937,592,82456,52096,
19,V2,922,565,81136,49720,
20,V3,937,592,82456,52096,
20,V2,921,565,81048,49720,
21,V3,937,591,82456,52008,
21,V2,922,566,81136,49808,
22,V18,481,623,42328,54824,
22,V3,939,591,82632,52008,
22,V2,923,566,81224,49808,
23,V18,479,704,42152,61952,
23,V11,329,399,28952,35112,
23,V3,940,593,82720,52184,
23,V2,923,566,81224,49808,
24,V18,466,824,41008,72512,
24,V11,306,417,26928,36696,
24,V3,939,592,82632,52096,
24,V2,923,566,81224,49808,
25,V11,284,435,24992,38280,
25,V3,938,593,82544,52184,
25,V2,922,564,81136,49632,
26,V3,939,592,82632,52096,
26,V2,923,566,81224,49808,
27,V3,938,591,82544,52008,
27,V2,923,566,81224,49808,
28,V3,938,590,82544,51920,
28,V2,924,566,81312,49808,
29,V3,939,590,82632,51920,
29,V2,925,566,81400,49808,
30,V3,939,591,82632,52008,
30,V2,924,566,81312,49808,
31,V3,939,590,82632,51920,
31,V2,925,566,81400,49808,
32,V3,939,590,82632,51920,
32,V2,923,566,81224,49808,
33,V3,939,591,82632,52008,
33,V2,926,567,81488,49896,
34,V3,937,592,82456,52096,
34,V2,924,565,81312,49720,
35,V3,940,591,82720,52008,
35,V2,924,565,81312,49720,
36,V3,939,591,82632,52008,
36,V2,923,566,81224,49808,
37,V28,347,423,30536,37224,
37,V3,940,591,82720,52008,
37,V2,924,566,81312,49808,
38,V3,939,592,82632,52096,
38,V2,920,565,80960,49720,
39,V3,939,591,82632,52008,
39,V2,923,566,81224,49808,
40,V3,937,592,82456,52096,
40,V2,921,564,81048,49632,
41,V3,939,590,82632,51920,
41,V2,923,567,81224,49896,
42,V3,937,591,82456,52008,
42,V2,922,566,81136,49808,
43,V3,940,591,82720,52008,
43,V2,923,565,81224,49720,
44,V3,939,590,82632,51920,
44,V2,922,565,81136,49720,
45,V3,940,589,82720,51832,
45,V2,924,566,81312,49808,
46,V3,937,590,82456,51920,
46,V2,923,565,81224,49720,
47,V3,940,590,82720,51920,
47,V2,923,565,81224,49720,
48,V3,940,590,82720,51920,
48,V2,924,565,81312,49720,
49,V3,938,589,82544,51832,
49,V2,923,566,81224,49808,
50,V3,939,590,82632,51920,
50,V2,923,564,81224,49632,
51,V3,937,590,82456,51920,
51,V2,922,565,81136,49720,
52,V3,938,590,82544,51920,
52,V2,923,564,81224,49632,
53,V37,616,312,54208,27456,
53,V3,939,592,82632,52096,
53,V2,921,564,81048,49632,
54,V37,617,324,54296,28512,
54,V3,937,590,82456,51920,
54,V2,921,564,81048,49632,
55,V37,614,340,54032,29920,
55,V3,938,591,82544,52008,
55,V2,922,565,81136,49720,
56,V37,616,347,54208,30536,
56,V3,939,591,82632,52008,
56,V2,922,565,81136,49720,
57,V3,938,592,82544,52096,
57,V2,920,565,80960,49720,
58,V3,940,592,82720,52096,
58,V2,924,565,81312,49720,
59,V37,632,399,55616,35112,
59,V3,940,592,82720,52096,
59,V2,922,564,81136,49632,
60,V37,637,418,56056,36784,
60,V3,941,591,82808,52008,
60,V2,922,564,81136,49632,
61,V37,645,438,56760,38544,
61,V3,940,590,82720,51920,
61,V2,922,564,81136,49632,
62,V45,574,293,50512,25784,
62,V37,650,454,57200,39952,
62,V3,941,590,82808,51920,
62,V2,925,564,81400,49632,
63,V45,557,301,49016,26488,
63,V3,940,590,82720,51920,
63,V2,923,565,81224,49720,
64,V44,666,505,58608,44440,
64,V3,941,590,82808,51920,
64,V2,925,565,81400,49720,
65,V44,674,527,59312,46376,
65,V3,943,591,82984,52008,
65,V2,925,565,81400,49720,
66,V48,639,299,56232,26312,
66,V45,513,339,45144,29832,
66,V37,675,528,59400,46464,
66,V3,943,590,82984,51920,
66,V2,926,565,81488,49720,
67,V48,634,304,55792,26752,
67,V45,506,355,44528,31240,
67,V37,678,547,59664,48136,
67,V3,941,590,82808,51920,
67,V2,925,566,81400,49808,
68,V48,631,315,55528,27720,
68,V45,499,374,43912,32912,
68,V37,684,564,60192,49632,
68,V3,943,590,82984,51920,
68,V2,926,566,81488,49808,
69,V48,630,325,55440,28600,
69,V45,496,390,43648,34320,
69,V3,943,590,82984,51920,
69,V2,926,566,81488,49808,
70,V48,629,340,55352,29920,
70,V45,493,411,43384,36168,
70,V44,698,584,61424,51392,
70,V3,942,590,82896,51920,
70,V2,926,566,81488,49808,
71,V48,630,347,55440,30536,
71,V45,492,430,43296,37840,
71,V44,701,587,61688,51656,
71,V3,943,590,82984,51920,
71,V2,926,566,81488,49808,
72,V54,637,301,56056,26488,
72,V48,632,361,55616,31768,
72,V45,490,453,43120,39864,
72,V44,701,588,61688,51744,
72,V3,942,589,82896,51832,
72,V2,927,567,81576,49896,
73,V48,633,371,55704,32648,
73,V45,489,474,43032,41712,
73,V44,702,588,61776,51744,
73,V3,943,589,82984,51832,
73,V2,928,567,81664,49896,
74,V48,636,381,55968,33528,
