15 car [1268, 482]
14 car [392, 469]
13 car [1581, 497]
12 car [1447, 447]
11 car [1061, 492]
10 car [603, 472]
9 car [829, 476]
8 car [1459, 459]
7 car [980, 389]
6 car [822, 404]
5 car [949, 322]
4 car [953, 337]
3 car [1381, 409]
2 car [1005, 429]
1 car [801, 322]
0 frame changed

19 car [1205, 426]
18 car [402, 449]
17 car [1269, 504]
16 car [1198, 431]
15 car [1272, 482]
14 car [391, 466]
13 car [1579, 496]
12 car [1447, 446]
11 car [1055, 497]
10 car [603, 470]
9 car [829, 481]
8 car [1459, 459]
7 car [982, 392]
6 car [821, 403]
5 car [943, 301]
4 car [952, 339]
3 car [1381, 409]
0 frame changed

15 car [1269, 477]
14 car [390, 467]
13 car [1581, 496]
12 car [1446, 446]
11 car [1054, 497]
10 car [602, 470]
9 car [829, 478]
7 car [981, 392]
6 car [821, 403]
3 car [1383, 409]
0 frame changed

16 car [1202, 434]
15 car [1264, 476]
14 car [392, 467]
13 car [1581, 495]
12 car [1446, 445]
11 car [1055, 497]
10 car [602, 470]
9 car [829, 476]
7 car [979, 387]
6 car [822, 403]
0 frame changed

16 car [1201, 433]
15 car [1255, 477]
14 car [391, 467]
13 car [1582, 496]
12 car [1444, 445]
11 car [1055, 497]
10 car [602, 472]
9 car [829, 476]
8 car [1457, 459]
7 car [979, 386]
6 car [822, 403]
0 frame changed

20 car [947, 320]
16 car [1199, 433]
15 car [1265, 478]
14 car [390, 466]
13 car [1582, 496]
12 car [1445, 445]
11 car [1056, 497]
10 car [603, 471]
9 car [829, 476]
7 car [979, 386]
1 car [801, 321]
0 frame changed

20 car [948, 320]
18 car [403, 450]
16 car [1199, 433]
15 car [1266, 477]
14 car [391, 466]
13 car [1582, 496]
12 car [1448, 444]
11 car [1057, 497]
10 car [602, 471]
9 car [829, 475]
7 car [978, 386]
0 frame changed

20 car [948, 321]
18 car [402, 449]
16 car [1201, 433]
15 car [1260, 477]
14 car [391, 466]
13 car [1582, 495]
12 car [1448, 443]
11 car [1056, 497]
10 car [603, 471]
9 car [829, 476]
7 car [980, 387]
0 frame changed

20 car [949, 321]
16 car [1201, 431]
15 car [1258, 479]
14 car [390, 467]
13 car [1583, 495]
12 car [1445, 445]
11 car [1056, 495]
10 car [602, 470]
9 car [828, 480]
8 car [1458, 459]
7 car [981, 390]
6 car [822, 404]
0 frame changed

21 car [822, 420]
20 car [949, 320]
17 car [1265, 504]
15 car [1257, 479]
14 car [392, 466]
13 car [1582, 496]
12 car [1444, 446]
11 car [1056, 495]
10 car [602, 469]
9 car [829, 478]
8 car [1459, 460]
7 car [979, 389]
6 car [823, 405]
3 car [1381, 410]
0 frame changed

21 car [822, 419]
20 car [949, 320]
18 car [401, 449]
15 car [1258, 478]
14 car [392, 466]
13 car [1586, 494]
12 car [1444, 447]
11 car [1058, 496]
10 car [602, 469]
9 car [828, 481]
8 car [1458, 460]
7 car [980, 389]
6 car [823, 404]
3 car [1381, 410]
0 frame changed

20 car [949, 320]
15 car [1255, 479]
14 car [391, 467]
13 car [1585, 493]
12 car [1443, 447]
11 car [1058, 497]
10 car [602, 473]
9 car [828, 482]
7 car [979, 388]
6 car [822, 403]
3 car [1380, 410]
0 frame changed

15 car [1256, 479]
14 car [391, 466]
13 car [1585, 493]
12 car [1443, 446]
11 car [1057, 495]
10 car [602, 472]
9 car [829, 480]
7 car [978, 388]
6 car [822, 403]
3 car [1381, 410]
0 frame changed

15 car [1256, 479]
14 car [391, 468]
12 car [1444, 445]
11 car [1055, 493]
10 car [602, 471]
9 car [829, 478]
8 car [1456, 460]
7 car [979, 387]
6 car [823, 403]
0 frame changed

15 car [1257, 479]
14 car [391, 468]
12 car [1444, 445]
11 car [1055, 493]
10 car [603, 471]
9 car [830, 482]
8 car [1457, 460]
7 car [978, 388]
6 car [822, 402]
0 frame changed

16 car [1200, 430]
15 car [1256, 479]
14 car [393, 468]
13 car [1583, 494]
12 car [1445, 445]
11 car [1057, 494]
10 car [602, 471]
9 car [830, 478]
8 car [1459, 459]
7 car [978, 387]
6 car [822, 403]
0 frame changed

16 car [1200, 430]
15 car [1258, 479]
14 car [391, 468]
13 car [1582, 495]
12 car [1444, 445]
11 car [1058, 496]
10 car [603, 470]
9 car [830, 476]
8 car [1458, 459]
7 car [984, 394]
6 car [822, 403]
0 frame changed

28 car [1006, 425]
16 car [1202, 429]
15 car [1256, 479]
14 car [392, 468]
13 car [1581, 495]
12 car [1443, 445]
11 car [1057, 497]
10 car [603, 470]
9 car [829, 476]
8 car [1457, 459]
7 car [982, 393]
6 car [823, 404]
0 frame changed

28 car [1006, 432]
20 car [949, 322]
16 car [1202, 432]
15 car [1256, 479]
14 car [391, 467]
