frame_num,id,d2x,d2y,rx,ry,heading
0,V2,1071,61,116739,6649,S
0,V1,1020,81,111180,8829,N
1,V6,1169,93,127421,10137,N
1,V5,1118,44,121862,4796,S
1,V4,1041,24,113469,2616,S
1,V3,1076,25,117284,2725,S
1,V2,1066,57,116194,6213,S
1,V1,1020,81,111180,8829,N
2,V2,1064,51,115976,5559,S
2,V1,1022,80,111398,8720,N
3,V6,1151,78,125459,8502,N
3,V3,1074,21,117066,2289,S
3,V2,1061,47,115649,5123,S
3,V1,1023,80,111507,8720,N
7,V6,1121,57,122189,6213,S
7,V2,1048,33,114232,3597,S
7,V1,1021,80,111289,8720,N
8,V6,1115,51,121535,5559,S
8,V2,1047,30,114123,3270,S
8,V1,1021,80,111289,8720,N
9,V9,1129,381,123061,41529,N
9,V6,1109,47,120881,5123,S
9,V2,1046,29,114014,3161,S
9,V1,1022,81,111398,8829,N
10,V6,1105,43,120445,4687,S
10,V1,1023,81,111507,8829,N
11,V10,718,43,78262,4687,S
11,V6,1101,41,120009,4469,S
11,V1,1021,80,111289,8720,N
12,V10,721,42,78589,4578,S
12,V6,1097,36,119573,3924,S
12,V1,1023,81,111507,8829,N
13,V12,1120,232,122080,25288,N
13,V10,723,43,78807,4687,S
13,V6,1096,35,119464,3815,S
13,V1,1024,81,111616,8829,N
14,V12,1116,207,121644,22563,N
14,V6,1095,32,119355,3488,S
14,V1,1024,81,111616,8829,N
15,V12,1115,184,121535,20056,N
15,V6,1096,29,119464,3161,S
15,V1,1023,81,111507,8829,N
16,V12,1113,159,121317,17331,N
16,V10,724,48,78916,5232,S
16,V1,1022,81,111398,8829,N
17,V17,1209,30,131781,3270,S
17,V10,723,50,78807,5450,S
17,V1,1022,81,111398,8829,N
18,V21,1181,247,128729,26923,N
18,V19,1108,135,120772,14715,N
18,V17,1198,29,130582,3161,S
18,V10,721,50,78589,5450,S
18,V1,1022,81,111398,8829,N
19,V21,1181,212,128729,23108,N
19,V19,1107,123,120663,13407,N
19,V17,1192,29,129928,3161,S
19,V1,1022,81,111398,8829,N
20,V21,1181,184,128729,20056,N
20,V19,1105,113,120445,12317,N
20,V1,1022,81,111398,8829,N
21,V21,1179,164,128511,17876,N
21,V1,1022,80,111398,8720,N
22,V23,1097,91,119573,9919,N
22,V1,1022,81,111398,8829,N
23,V1,1021,80,111289,8720,N
24,V1,1022,81,111398,8829,N
25,V25,1176,110,128184,11990,N
25,V23,1084,70,118156,7630,S
25,V1,1022,81,111398,8829,N
26,V25,1175,101,128075,11009,N
26,V23,1076,63,117284,6867,S
26,V1,1023,81,111507,8829,N
27,V25,1170,94,127530,10246,N
27,V23,1072,61,116848,6649,S
27,V18,1216,344,132544,37496,N
27,V1,1023,81,111507,8829,N
28,V25,1163,87,126767,9483,N
28,V23,1068,56,116412,6104,S
28,V1,1025,81,111725,8829,N
29,V1,1023,80,111507,8720,N
30,V30,1211,210,131999,22890,N
30,V1,1022,81,111398,8829,N
31,V30,1206,184,131454,20056,N
31,V1,1023,81,111507,8829,N
32,V30,1200,162,130800,17658,N
32,V1,1024,81,111616,8829,N
36,V27,1180,110,128620,11990,N
50,V33,938,103,102242,11227,N
51,V36,874,71,95266,7739,S
51,V35,1023,81,111507,8829,N
51,V34,1162,31,126658,3379,S
51,V33,940,112,102460,12208,N
51,V32,1106,120,120554,13080,N
52,V44,1089,32,118701,3488,S
52,V43,842,37,91778,4033,S
52,V42,1196,45,130364,4905,S
52,V36,866,82,94394,8938,N
52,V35,1025,81,111725,8829,N
52,V34,1151,29,125459,3161,S
52,V33,941,123,102569,13407,N
52,V32,1105,109,120445,11881,N
53,V47,885,56,96465,6104,S
53,V46,1075,58,117175,6322,S
53,V43,828,41,90252,4469,S
53,V42,1187,37,129383,4033,S
53,V36,860,88,93740,9592,N
53,V35,1025,81,111725,8829,N
53,V34,1149,25,125241,2725,S
53,V33,939,136,102351,14824,N
53,V32,1103,97,120227,10573,N
54,V47,882,62,96138,6758,S
54,V46,1072,51,116848,5559,S
54,V43,814,45,88726,4905,S
54,V42,1177,34,128293,3706,S
54,V36,854,99,93086,10791,N
54,V35,1024,81,111616,8829,N
54,V34,1145,23,124805,2507,S
54,V33,937,149,102133,16241,N
55,V57,418,174,45562,18966,N
55,V56,751,35,81859,3815,S
55,V47,878,63,95702,6867,S
55,V46,1066,46,116194,5014,S
55,V43,794,49,86546,5341,S
55,V42,1171,30,127639,3270,S
55,V36,843,106,91887,11554,N
55,V35,1023,81,111507,8829,N
55,V34,1142,20,124478,2180,S
55,V33,935,161,101915,17549,N
56,V58,1086,69,118374,7521,S
56,V57,381,185,41529,20165,N
56,V56,749,35,81641,3815,S
56,V47,871,73,94939,7957,S
56,V43,776,55,84584,5995,S
56,V42,1165,27,126985,2943,S
56,V36,833,117,90797,12753,N
56,V35,1022,81,111398,8829,N
56,V34,1139,19,124151,2071,S
56,V33,931,173,101479,18857,N
57,V58,1083,60,118047,6540,S
57,V57,351,192,38259,20928,N
57,V47,866,78,94394,8502,N
57,V43,758,61,82622,6649,S
57,V42,1159,23,126331,2507,S
57,V36,823,129,89707,14061,N
57,V35,1022,80,111398,8720,N
57,V33,929,186,101261,20274,N
58,V60,798,42,86982,4578,S
58,V57,300,204,32700,22236,N
58,V47,863,85,94067,9265,N
58,V43,740,66,80660,7194,S
58,V36,815,141,88835,15369,N
58,V35,1023,81,111507,8829,N
58,V33,926,198,100934,21582,N
59,V65,899,34,97991,3706,S
59,V60,792,44,86328,4796,S
59,V57,239,217,26051,23653,N
59,V47,860,92,93740,10028,N
59,V43,719,73,78371,7957,S
59,V36,807,152,87963,16568,N
59,V35,1023,81,111507,8829,N
59,V33,923,211,100607,22999,N
60,V65,897,36,97773,3924,S
60,V63,943,51,102787,5559,S
60,V60,782,49,85238,5341,S
60,V58,1078,41,117502,4469,S
60,V57,176,227,19184,24743,N
60,V47,855,99,93195,10791,N
60,V43,695,80,75755,8720,N
60,V36,799,162,87091,17658,N
60,V35,1022,81,111398,8829,N
61,V71,1146,248,124914,27032,N
61,V70,918,214,100062,23326,N
61,V65,895,42,97555,4578,S
61,V63,939,59,102351,6431,S
61,V60,777,52,84693,5668,S
61,V57,106,238,11554,25942,N
61,V47,850,106,92650,11554,N
61,V43,668,88,72812,9592,N
61,V36,791,172,86219,18748,N
61,V35,1022,81,111398,8829,N
62,V70,919,213,100171,23217,N
62,V65,893,44,97337,4796,S
62,V63,937,63,102133,6867,S
62,V60,769,56,83821,6104,S
62,V56,741,47,80769,5123,S
62,V55,822,33,89598,3597,S
62,V47,842,114,91778,12426,N
62,V43,638,99,69542,10791,N
62,V36,783,181,85347,19729,N
62,V35,1022,80,111398,8720,N
63,V72,949,31,103441,3379,S
63,V70,916,214,99844,23326,N
63,V65,889,47,96901,5123,S
63,V63,936,71,102024,7739,S
63,V60,758,59,82622,6431,S
63,V58,1077,29,117393,3161,S
63,V47,836,121,91124,13189,N
63,V43,604,110,65836,11990,N
63,V36,779,191,84911,20819,N
63,V35,1021,80,111289,8720,N
64,V72,948,34,103332,3706,S
64,V70,916,213,99844,23217,N
64,V65,887,51,96683,5559,S
64,V60,750,63,81750,6867,S
64,V47,831,128,90579,13952,N
64,V43,566,123,61694,13407,N
64,V36,773,199,84257,21691,N
64,V35,1020,79,111180,8611,N
65,V72,948,37,103332,4033,S
65,V70,915,214,99735,23326,N
65,V65,883,56,96247,6104,S
65,V60,744,64,81096,6976,S
65,V47,825,134,89925,14606,N
65,V43,526,138,57334,15042,N
65,V36,768,204,83712,22236,N
65,V35,1021,81,111289,8829,N
66,V78,1139,139,124151,15151,N
66,V72,946,44,103114,4796,S
66,V70,914,214,99626,23326,N
66,V65,878,62,95702,6758,S
66,V63,933,90,101697,9810,N
66,V60,735,73,80115,7957,S
66,V47,821,140,89489,15260,N
66,V43,485,150,52865,16350,N
66,V36,764,208,83276,22672,N
66,V35,1020,81,111180,8829,N
67,V78,1132,127,123388,13843,N
67,V72,944,49,102896,5341,S
67,V70,914,215,99626,23435,N
67,V65,871,64,94939,6976,S
67,V63,934,98,101806,10682,N
67,V60,722,78,78698,8502,N
67,V47,817,147,89053,16023,N
67,V43,446,165,48614,17985,N
67,V36,762,211,83058,22999,N
67,V35,1019,80,111071,8720,N
68,V78,1127,113,122843,12317,N
68,V72,946,52,103114,5668,S
68,V70,915,215,99735,23435,N
68,V65,867,71,94503,7739,S
68,V63,936,105,102024,11445,N
68,V60,714,85,77826,9265,N
68,V47,813,151,88617,16459,N
68,V43,401,178,43709,19402,N
68,V36,761,213,82949,23217,N
68,V35,1020,81,111180,8829,N
69,V78,1121,103,122189,11227,N
69,V73,946,59,103114,6431,S
69,V70,914,214,99626,23326,N
69,V65,864,77,94176,8393,S
69,V63,936,112,102024,12208,N
69,V60,702,91,76518,9919,N
69,V47,809,156,88181,17004,N
69,V43,359,190,39131,20710,N
69,V36,761,213,82949,23217,N
69,V35,1020,80,111180,8720,N
70,V85,690,60,75210,6540,S
70,V78,1111,93,121099,10137,N
70,V77,1207,63,131563,6867,S
70,V70,916,215,99844,23435,N
70,V65,859,81,93631,8829,N
70,V63,935,117,101915,12753,N
70,V60,692,97,75428,10573,N
70,V47,803,159,87527,17331,N
70,V43,299,205,32591,22345,N
70,V36,761,214,82949,23326,N
70,V35,1021,81,111289,8829,N
71,V86,774,78,84366,8502,N
71,V85,682,64,74338,6976,S
71,V84,849,40,92541,4360,S
71,V78,1103,84,120227,9156,N
71,V72,945,65,103005,7085,S
71,V70,917,214,99953,23326,N
71,V65,853,86,92977,9374,N
71,V63,936,125,102024,13625,N
