time,n_v count,e_v count,w_v count,s_v count,n_avg speed,e_avg speed,w_avg speed,s_avg speed,timestamp
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1616866332.7026436
2.0,20.0,0.0,0.0,5.0,44.67362812190991,0.0,0.0,26.65830558304405,1616866332.7026436
3.0,36.0,0.0,0.0,20.0,38.90132330512663,0.0,0.0,54.21617441111067,1616866332.7026436
4.0,53.0,0.0,0.0,43.0,40.7991851887112,0.0,0.0,51.34083996927393,1616866332.7026436
5.0,58.0,0.0,0.0,49.0,37.59937905993366,0.0,0.0,43.90868132881614,1616866332.7026436
6.0,69.0,0.0,0.0,56.0,35.188665635974424,0.0,0.0,51.810810803307824,1616866332.7026436
7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1616871535.2567005
8.0,8.0,0.0,0.0,5.0,13.180314323396274,0.0,0.0,24.794879006372742,1616871535.2567005
9.0,17.0,0.0,0.0,10.0,29.16361717571739,0.0,0.0,21.137586759783098,1616871535.2567005
10.0,19.0,0.0,0.0,13.0,35.24025871947907,0.0,0.0,26.63274141584785,1616871535.2567005
11.0,21.0,0.0,0.0,29.0,34.71305208116321,0.0,0.0,35.89929190748825,1616871535.2567005
12.0,43.0,0.0,0.0,49.0,30.816371411139848,0.0,0.0,38.17294397333518,1616871535.2567005
13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1616874656.4240017
14.0,5.0,0.0,0.0,5.0,10.780096127059435,0.0,0.0,30.933911540445404,1616874656.4240017
15.0,10.0,0.0,0.0,7.0,31.14768969582231,0.0,0.0,40.26131096916616,1616874656.4240017
16.0,14.0,0.0,0.0,8.0,45.892419594225615,0.0,0.0,43.96735409619809,1616874656.4240017
17.0,19.0,0.0,0.0,10.0,33.65334231223796,0.0,0.0,38.84116884461686,1616874656.4240017
18.0,28.0,0.0,0.0,20.0,37.5643811996913,0.0,0.0,41.19516910200135,1616874656.4240017
19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1616877918.8371534
20.0,11.0,0.0,0.0,16.0,27.45482773370384,0.0,0.0,32.53100110817818,1616877918.8371534
21.0,22.0,0.0,0.0,22.0,25.267295195995576,0.0,0.0,29.316444034643165,1616877918.8371534
22.0,24.0,0.0,0.0,24.0,24.21634003053519,0.0,0.0,28.100670765143136,1616877918.8371534
23.0,24.0,0.0,0.0,25.0,24.14990661416971,0.0,0.0,27.29906006316624,1616877918.8371534
24.0,26.0,0.0,0.0,26.0,30.07843486868976,0.0,0.0,27.459827325311142,1616877918.8371534
25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1616880262.2950542
26.0,17.0,0.0,0.0,2.0,26.070687595761463,0.0,0.0,13.407296191791486,1616880262.2950542
27.0,31.0,0.0,0.0,8.0,25.513267388692224,0.0,0.0,18.018776491640864,1616880262.2950542
28.0,43.0,0.0,0.0,24.0,29.01583142978545,0.0,0.0,26.323058244728543,1616880262.2950542
29.0,56.0,0.0,0.0,40.0,24.81025130399235,0.0,0.0,31.12060817712757,1616880262.2950542
30.0,61.0,0.0,0.0,46.0,23.16248039738618,0.0,0.0,32.66917588806515,1616880262.2950542
31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1616882097.430442
32.0,1.0,0.0,0.0,0.0,80.01564097100015,0.0,0.0,0.0,1616882097.430442
33.0,1.0,0.0,0.0,2.0,80.01564097100015,0.0,0.0,165.9686901149166,1616882097.430442
34.0,2.0,0.0,0.0,8.0,42.89122125542437,0.0,0.0,64.96622203552624,1616882097.430442
35.0,19.0,0.0,0.0,28.0,38.987900612641035,0.0,0.0,38.86204503038456,1616882097.430442
36.0,23.0,0.0,0.0,31.0,39.467847831341125,0.0,0.0,46.98466898160737,1616882097.430442
