frame_num,id,d2x,d2y,rx,ry,heading
0,V2,738,489,69372,45966,N
0,V1,651,132,61194,12408,S
1,V5,758,550,71252,51700,N
1,V4,698,128,65612,12032,S
1,V3,800,129,75200,12126,S
1,V1,643,132,60442,12408,S
4,V8,602,310,56588,29140,S
5,V8,591,336,55554,31584,S
6,V8,574,355,53956,33370,S
7,V8,554,374,52076,35156,S
7,V4,703,130,66082,12220,S
8,V8,528,397,49632,37318,N
11,V13,693,147,65142,13818,S
12,V8,417,493,39198,46342,N
13,V14,692,168,65048,15792,S
13,V8,382,517,35908,48598,N
14,V15,623,241,58562,22654,S
14,V14,691,173,64954,16262,S
14,V8,317,547,29798,51418,N
15,V15,619,257,58186,24158,S
15,V14,692,182,65048,17108,S
15,V8,219,575,20586,54050,N
16,V15,616,274,57904,25756,S
16,V14,691,189,64954,17766,S
17,V15,613,290,57622,27260,S
18,V18,621,213,58374,20022,S
18,V15,608,309,57152,29046,S
19,V15,600,329,56400,30926,S
19,V14,692,220,65048,20680,S
20,V20,617,275,57998,25850,S
20,V15,593,348,55742,32712,S
20,V14,692,236,65048,22184,S
21,V20,613,294,57622,27636,S
21,V15,582,366,54708,34404,S
21,V14,692,245,65048,23030,S
22,V20,612,309,57528,29046,S
22,V15,572,387,53768,36378,N
22,V14,695,257,65330,24158,S
23,V21,608,280,57152,26320,S
23,V20,606,330,56964,31020,S
23,V15,559,407,52546,38258,N
23,V14,698,270,65612,25380,S
24,V21,607,293,57058,27542,S
24,V20,597,349,56118,32806,S
24,V15,542,429,50948,40326,N
24,V14,699,283,65706,26602,S
25,V21,605,309,56870,29046,S
25,V20,585,368,54990,34592,S
25,V14,703,297,66082,27918,S
26,V29,1166,525,109604,49350,N
26,V21,603,323,56682,30362,S
26,V20,572,387,53768,36378,N
26,V14,704,313,66176,29422,S
27,V21,599,339,56306,31866,S
27,V20,554,408,52076,38352,N
27,V14,707,328,66458,30832,S
28,V21,594,357,55836,33558,S
28,V20,532,431,50008,40514,N
28,V14,709,343,66646,32242,S
29,V21,589,374,55366,35156,S
29,V20,510,454,47940,42676,N
29,V14,712,361,66928,33934,S
30,V32,1089,422,102366,39668,N
30,V25,933,608,87702,57152,N
30,V21,578,391,54332,36754,N
30,V20,481,475,45214,44650,N
30,V14,714,373,67116,35062,S
31,V32,1061,403,99734,37882,N
31,V25,978,576,91932,54144,N
31,V21,564,412,53016,38728,N
31,V20,447,499,42018,46906,N
31,V14,719,389,67586,36566,N
32,V35,619,228,58186,21432,S
32,V32,1033,381,97102,35814,S
32,V25,1005,545,94470,51230,N
32,V21,549,428,51606,40232,N
32,V14,722,401,67868,37694,N
33,V35,616,249,57904,23406,S
33,V32,1009,362,94846,34028,S
33,V25,1019,518,95786,48692,N
33,V21,533,448,50102,42112,N
33,V14,723,413,67962,38822,N
34,V32,983,341,92402,32054,S
34,V25,1018,492,95692,46248,N
34,V21,513,466,48222,43804,N
34,V14,725,425,68150,39950,N
35,V40,1140,438,107160,41172,N
35,V32,962,321,90428,30174,S
35,V25,1011,464,95034,43616,N
35,V21,486,487,45684,45778,N
35,V14,727,433,68338,40702,N
36,V40,1104,417,103776,39198,N
36,V32,944,301,88736,28294,S
36,V25,992,438,93248,41172,N
36,V21,443,515,41642,48410,N
36,V14,728,442,68432,41548,N
37,V40,1074,399,100956,37506,N
37,V32,926,285,87044,26790,S
37,V25,976,415,91744,39010,N
37,V14,731,446,68714,41924,N
38,V40,1046,380,98324,35720,S
38,V14,731,447,68714,42018,N
39,V40,1020,363,95880,34122,S
42,V50,886,321,83284,30174,S
42,V25,969,314,91086,29516,S
45,V50,848,276,79712,25944,S
51,V55,944,285,88736,26790,S
51,V14,735,448,69090,42112,N
52,V54,845,201,79430,18894,S
52,V14,733,445,68902,41830,N
53,V63,870,222,81780,20868,S
53,V14,733,444,68902,41736,N
54,V67,767,186,72098,17484,S
54,V63,863,211,81122,19834,S
54,V60,804,223,75576,20962,S
57,V67,753,167,70782,15698,S
57,V60,779,190,73226,17860,S
57,V14,731,443,68714,41642,N
58,V67,751,161,70594,15134,S
58,V66,799,214,75106,20116,S
58,V14,731,443,68714,41642,N
59,V67,749,156,70406,14664,S
59,V14,732,443,68808,41642,N
60,V74,803,155,75482,14570,S
60,V67,747,153,70218,14382,S
60,V63,821,172,77174,16168,S
60,V61,492,467,46248,43898,N
60,V14,733,443,68902,41642,N
