frame_num,id,d2x,d2y,rx,ry,heading
0,V9,1132,401,69052,24461,N
0,V8,524,391,31964,23851,N
0,V7,1062,344,64782,20984,N
0,V6,722,413,44042,25193,N
0,V5,909,386,55449,23546,N
0,V4,973,258,59353,15738,S
0,V3,940,214,57340,13054,S
0,V2,1017,297,62037,18117,N
0,V1,715,283,43615,17263,N
1,V11,604,197,36844,12017,S
1,V10,1210,338,73810,20618,N
1,V9,1131,403,68991,24583,N
1,V8,525,395,32025,24095,N
1,V7,1060,344,64660,20984,N
1,V6,725,403,44225,24583,N
1,V5,909,385,55449,23485,N
1,V4,973,256,59353,15616,S
1,V3,941,214,57401,13054,S
2,V8,523,395,31903,24095,N
2,V7,1060,344,64660,20984,N
2,V6,727,410,44347,25010,N
2,V4,968,255,59048,15555,S
3,V8,523,396,31903,24156,N
3,V7,1059,343,64599,20923,N
3,V6,727,405,44347,24705,N
3,V4,970,255,59170,15555,S
3,V2,1019,295,62159,17995,N
4,V9,1129,399,68869,24339,N
4,V8,524,397,31964,24217,N
4,V7,1062,343,64782,20923,N
4,V6,725,403,44225,24583,N
4,V5,906,383,55266,23363,N
4,V4,972,255,59292,15555,S
4,V2,1016,297,61976,18117,N
5,V9,1128,399,68808,24339,N
5,V8,523,391,31903,23851,N
5,V7,1061,340,64721,20740,N
5,V6,723,408,44103,24888,N
5,V5,905,385,55205,23485,N
5,V4,971,257,59231,15677,S
5,V2,1015,297,61915,18117,N
6,V9,1129,398,68869,24278,N
6,V8,523,394,31903,24034,N
6,V7,1061,342,64721,20862,N
6,V6,724,404,44164,24644,N
6,V5,906,383,55266,23363,N
6,V4,971,255,59231,15555,S
6,V2,1015,297,61915,18117,N
7,V9,1129,399,68869,24339,N
7,V8,524,396,31964,24156,N
7,V7,1060,342,64660,20862,N
7,V6,725,405,44225,24705,N
7,V5,904,383,55144,23363,N
7,V4,971,256,59231,15616,S
7,V3,940,214,57340,13054,S
7,V2,1017,296,62037,18056,N
8,V9,1130,397,68930,24217,N
8,V8,524,394,31964,24034,N
8,V7,1062,341,64782,20801,N
8,V6,727,404,44347,24644,N
8,V5,904,382,55144,23302,N
8,V4,971,256,59231,15616,S
8,V3,940,213,57340,12993,S
8,V2,1016,295,61976,17995,N
9,V9,1128,397,68808,24217,N
9,V8,527,390,32147,23790,N
9,V7,1062,340,64782,20740,N
9,V6,726,403,44286,24583,N
9,V5,907,384,55327,23424,N
9,V4,974,256,59414,15616,S
9,V3,943,212,57523,12932,S
9,V2,1016,297,61976,18117,N
10,V9,1131,398,68991,24278,N
10,V8,524,393,31964,23973,N
10,V6,725,404,44225,24644,N
10,V5,906,384,55266,23424,N
10,V4,973,255,59353,15555,S
10,V3,940,211,57340,12871,S
10,V2,1015,297,61915,18117,N
11,V9,1130,399,68930,24339,N
11,V8,526,390,32086,23790,N
11,V6,725,408,44225,24888,N
11,V5,907,384,55327,23424,N
11,V4,973,257,59353,15677,S
11,V3,942,213,57462,12993,S
11,V2,1015,297,61915,18117,N
12,V9,1128,398,68808,24278,N
12,V8,528,394,32208,24034,N
12,V7,1062,342,64782,20862,N
12,V6,727,405,44347,24705,N
12,V5,905,383,55205,23363,N
12,V4,972,257,59292,15677,S
12,V3,941,214,57401,13054,S
12,V2,1017,295,62037,17995,N
13,V9,1128,398,68808,24278,N
13,V8,527,395,32147,24095,N
13,V7,1062,340,64782,20740,N
13,V6,726,403,44286,24583,N
13,V5,906,384,55266,23424,N
13,V4,973,257,59353,15677,S
13,V3,941,215,57401,13115,S
13,V2,1016,295,61976,17995,N
14,V9,1130,399,68930,24339,N
14,V8,527,395,32147,24095,N
14,V7,1061,343,64721,20923,N
14,V6,725,402,44225,24522,N
14,V4,973,256,59353,15616,S
14,V3,942,213,57462,12993,S
14,V2,1015,296,61915,18056,N
15,V9,1129,399,68869,24339,N
15,V8,526,395,32086,24095,N
15,V7,1062,341,64782,20801,N
15,V6,726,404,44286,24644,N
15,V4,969,256,59109,15616,S
15,V3,941,212,57401,12932,S
15,V2,1015,295,61915,17995,N
16,V9,1129,400,68869,24400,N
16,V8,526,397,32086,24217,N
16,V7,1059,341,64599,20801,N
16,V6,726,404,44286,24644,N
16,V5,906,384,55266,23424,N
16,V4,969,257,59109,15677,S
16,V3,940,215,57340,13115,S
16,V2,1016,297,61976,18117,N
17,V9,1131,400,68991,24400,N
17,V8,528,398,32208,24278,N
17,V7,1060,343,64660,20923,N
17,V6,725,403,44225,24583,N
17,V5,908,384,55388,23424,N
17,V4,970,256,59170,15616,S
17,V3,944,214,57584,13054,S
17,V2,1015,297,61915,18117,N
18,V9,1132,400,69052,24400,N
18,V8,526,397,32086,24217,N
18,V7,1060,344,64660,20984,N
18,V6,724,405,44164,24705,N
18,V5,906,384,55266,23424,N
18,V4,969,255,59109,15555,S
18,V3,941,213,57401,12993,S
18,V2,1016,295,61976,17995,N
19,V13,721,234,43981,14274,S
19,V9,1133,400,69113,24400,N
19,V8,527,396,32147,24156,N
19,V7,1063,341,64843,20801,N
19,V6,723,405,44103,24705,N
19,V5,908,385,55388,23485,N
19,V4,973,257,59353,15677,S
19,V3,943,213,57523,12993,S
19,V2,1016,295,61976,17995,N
20,V9,1131,400,68991,24400,N
20,V8,526,396,32086,24156,N
20,V7,1060,342,64660,20862,N
20,V6,726,404,44286,24644,N
20,V5,907,384,55327,23424,N
20,V4,971,255,59231,15555,S
20,V3,941,212,57401,12932,S
20,V2,1018,295,62098,17995,N
21,V9,1133,400,69113,24400,N
21,V8,527,397,32147,24217,N
21,V7,1061,341,64721,20801,N
21,V6,726,403,44286,24583,N
21,V5,908,385,55388,23485,N
21,V4,971,256,59231,15616,S
21,V3,942,212,57462,12932,S
21,V2,1016,295,61976,17995,N
22,V11,604,199,36844,12139,S
22,V9,1134,401,69174,24461,N
22,V8,526,397,32086,24217,N
22,V7,1062,340,64782,20740,N
22,V6,725,407,44225,24827,N
22,V5,909,387,55449,23607,N
22,V4,972,257,59292,15677,S
22,V3,943,213,57523,12993,S
22,V2,1016,297,61976,18117,N
23,V9,1135,401,69235,24461,N
23,V8,524,396,31964,24156,N
23,V6,725,410,44225,25010,N
23,V5,908,394,55388,24034,N
23,V4,971,256,59231,15616,S
23,V2,1015,296,61915,18056,N
24,V8,525,396,32025,24156,N
24,V6,725,406,44225,24766,N
25,V8,523,391,31903,23851,N
25,V6,725,406,44225,24766,N
26,V9,1135,401,69235,24461,N
26,V8,524,395,31964,24095,N
26,V7,1060,342,64660,20862,N
26,V6,724,404,44164,24644,N
26,V5,914,398,55754,24278,N
26,V4,971,256,59231,15616,S
26,V3,941,213,57401,12993,S
26,V2,1017,295,62037,17995,N
29,V8,526,395,32086,24095,N
30,V9,1131,401,68991,24461,N
30,V8,526,395,32086,24095,N
30,V7,1062,342,64782,20862,N
30,V6,725,409,44225,24949,N
30,V5,914,397,55754,24217,N
30,V4,971,256,59231,15616,S
30,V3,940,213,57340,12993,S
30,V2,1017,295,62037,17995,N
31,V9,1132,400,69052,24400,N
31,V8,526,396,32086,24156,N
31,V7,1061,340,64721,20740,N
31,V6,725,405,44225,24705,N
31,V5,913,398,55693,24278,N
31,V4,971,256,59231,15616,S
31,V3,940,214,57340,13054,S
31,V2,1015,295,61915,17995,N
32,V9,1133,399,69113,24339,N
32,V8,527,397,32147,24217,N
32,V7,1061,343,64721,20923,N
32,V6,724,404,44164,24644,N
32,V5,912,395,55632,24095,N
32,V4,973,255,59353,15555,S
32,V3,941,213,57401,12993,S
32,V2,1016,296,61976,18056,N
33,V13,720,234,43920,14274,S
33,V9,1132,399,69052,24339,N
33,V8,523,391,31903,23851,N
33,V7,1061,344,64721,20984,N
33,V6,725,404,44225,24644,N
33,V5,912,398,55632,24278,N
33,V4,971,255,59231,15555,S
33,V3,939,213,57279,12993,S
33,V2,1016,297,61976,18117,N
34,V13,722,233,44042,14213,S
34,V9,1131,401,68991,24461,N
34,V8,524,394,31964,24034,N
34,V7,1063,344,64843,20984,N
34,V6,724,402,44164,24522,N
34,V5,911,394,55571,24034,N
34,V4,974,256,59414,15616,S
34,V3,942,214,57462,13054,S
34,V2,1017,298,62037,18178,N
35,V35,1208,335,73688,20435,N
35,V13,720,234,43920,14274,S
35,V9,1132,401,69052,24461,N
35,V8,523,395,31903,24095,N
35,V7,1062,345,64782,21045,N
35,V6,726,403,44286,24583,N
35,V5,912,398,55632,24278,N
35,V4,972,255,59292,15555,S
35,V3,940,213,57340,12993,S
35,V2,1015,298,61915,18178,N
36,V35,1208,338,73688,20618,N
36,V13,720,233,43920,14213,S
36,V9,1134,401,69174,24461,N
36,V8,526,396,32086,24156,N
36,V7,1061,344,64721,20984,N
36,V6,724,403,44164,24583,N
36,V5,914,395,55754,24095,N
36,V4,973,256,59353,15616,S
36,V2,1016,296,61976,18056,N
37,V35,1208,336,73688,20496,N
37,V11,604,198,36844,12078,S
37,V9,1134,401,69174,24461,N
37,V8,527,396,32147,24156,N
37,V7,1062,344,64782,20984,N
37,V6,723,403,44103,24583,N
37,V5,913,394,55693,24034,N
37,V4,973,257,59353,15677,S
37,V2,1017,297,62037,18117,N
38,V9,1135,401,69235,24461,N
38,V8,525,396,32025,24156,N
38,V7,1060,344,64660,20984,N
38,V6,725,408,44225,24888,N
38,V5,914,397,55754,24217,N
38,V4,973,255,59353,15555,S
38,V2,1015,296,61915,18056,N
39,V9,1134,400,69174,24400,N
39,V8,526,396,32086,24156,N
39,V7,1061,345,64721,21045,N
39,V6,724,406,44164,24766,N
39,V5,912,395,55632,24095,N
39,V4,973,256,59353,15616,S
39,V2,1015,297,61915,18117,N
40,V13,718,233,43798,14213,S
40,V9,1132,399,69052,24339,N
40,V8,526,396,32086,24156,N
40,V7,1061,342,64721,20862,N
40,V6,725,410,44225,25010,N
40,V5,913,397,55693,24217,N
40,V4,973,256,59353,15616,S
40,V3,942,213,57462,12993,S
40,V2,1017,295,62037,17995,N
41,V9,1131,399,68991,24339,N
41,V8,526,396,32086,24156,N
41,V7,1060,342,64660,20862,N
41,V6,726,406,44286,24766,N
41,V5,914,397,55754,24217,N
41,V4,974,256,59414,15616,S
41,V3,941,214,57401,13054,S
41,V2,1016,295,61976,17995,N
42,V9,1132,401,69052,24461,N
42,V8,526,397,32086,24217,N
42,V7,1063,344,64843,20984,N
42,V6,724,403,44164,24583,N
42,V5,911,395,55571,24095,N
42,V4,974,257,59414,15677,S
42,V3,944,213,57584,12993,S
42,V2,1015,297,61915,18117,N
43,V9,1133,401,69113,24461,N
43,V8,527,396,32147,24156,N
43,V7,1061,343,64721,20923,N
43,V6,726,403,44286,24583,N
43,V5,913,394,55693,24034,N
43,V4,973,257,59353,15677,S
43,V3,942,214,57462,13054,S
43,V2,1017,296,62037,18056,N
44,V35,1207,336,73627,20496,N
44,V9,1133,402,69113,24522,N
44,V8,527,396,32147,24156,N
44,V7,1061,344,64721,20984,N
44,V6,725,401,44225,24461,N
44,V5,912,393,55632,23973,N
44,V4,973,257,59353,15677,S
44,V3,943,214,57523,13054,S
44,V2,1015,298,61915,18178,N
45,V47,1294,389,78934,23729,N
45,V35,1208,337,73688,20557,N
45,V13,719,232,43859,14152,S
45,V11,604,198,36844,12078,S
45,V9,1134,402,69174,24522,N
45,V8,525,397,32025,24217,N
45,V7,1060,343,64660,20923,N
45,V6,725,402,44225,24522,N
45,V5,913,396,55693,24156,N
45,V4,973,257,59353,15677,S
45,V3,941,214,57401,13054,S
46,V47,1296,390,79056,23790,N
46,V35,1208,336,73688,20496,N
46,V13,720,234,43920,14274,S
46,V9,1134,402,69174,24522,N
46,V8,524,396,31964,24156,N
46,V7,1062,343,64782,20923,N
46,V6,726,403,44286,24583,N
46,V5,913,397,55693,24217,N
46,V4,972,255,59292,15555,S
46,V3,940,214,57340,13054,S
47,V47,1295,390,78995,23790,N
47,V35,1207,335,73627,20435,N
47,V13,720,234,43920,14274,S
47,V9,1132,403,69052,24583,N
47,V8,525,396,32025,24156,N
47,V7,1060,343,64660,20923,N
47,V6,726,402,44286,24522,N
47,V5,912,393,55632,23973,N
47,V4,972,257,59292,15677,S
47,V3,942,214,57462,13054,S
48,V13,719,235,43859,14335,S
48,V9,1134,401,69174,24461,N
48,V8,525,396,32025,24156,N
48,V7,1061,345,64721,21045,N
48,V6,725,403,44225,24583,N
48,V5,913,396,55693,24156,N
48,V4,971,255,59231,15555,S
48,V3,941,214,57401,13054,S
49,V9,1136,401,69296,24461,N
49,V8,525,395,32025,24095,N
49,V7,1062,342,64782,20862,N
49,V6,725,402,44225,24522,N
49,V5,914,394,55754,24034,N
49,V4,972,255,59292,15555,S
49,V3,942,215,57462,13115,S
49,V2,1016,296,61976,18056,N
50,V9,1135,407,69235,24827,N
50,V8,525,396,32025,24156,N
50,V7,1063,341,64843,20801,N
50,V6,725,407,44225,24827,N
50,V5,914,397,55754,24217,N
50,V4,972,256,59292,15616,S
50,V2,1016,296,61976,18056,N
51,V9,1135,404,69235,24644,N
51,V8,525,396,32025,24156,N
51,V7,1060,342,64660,20862,N
51,V6,726,409,44286,24949,N
51,V5,914,398,55754,24278,N
51,V4,971,255,59231,15555,S
51,V2,1016,295,61976,17995,N
52,V9,1135,403,69235,24583,N
52,V8,525,396,32025,24156,N
52,V7,1059,343,64599,20923,N
52,V6,725,405,44225,24705,N
52,V5,913,395,55693,24095,N
52,V4,972,255,59292,15555,S
52,V2,1016,296,61976,18056,N
53,V9,1135,401,69235,24461,N
53,V8,526,396,32086,24156,N
53,V7,1061,342,64721,20862,N
53,V6,727,405,44347,24705,N
53,V5,912,395,55632,24095,N
53,V4,973,256,59353,15616,S
53,V3,942,217,57462,13237,S
53,V2,1019,295,62159,17995,N
54,V9,1135,402,69235,24522,N
54,V8,526,398,32086,24278,N
54,V7,1061,341,64721,20801,N
54,V6,724,402,44164,24522,N
54,V5,914,394,55754,24034,N
54,V4,973,256,59353,15616,S
54,V3,940,215,57340,13115,S
55,V35,1209,338,73749,20618,N
55,V11,603,198,36783,12078,S
55,V9,1136,403,69296,24583,N
55,V8,526,398,32086,24278,N
55,V7,1059,342,64599,20862,N
