time,n_v count,e_v count,w_v count,s_v count,n_avg speed,e_avg speed,w_avg speed,s_avg speed,timestamp
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1616866260.152835
2.0,11.0,0.0,0.0,23.0,36.98111996798541,0.0,0.0,19.747469028336752,1616866260.152835
3.0,12.0,0.0,0.0,27.0,36.20214398521761,0.0,0.0,25.427004955947613,1616866260.152835
4.0,14.0,0.0,0.0,30.0,37.76504019354264,0.0,0.0,23.697366804091462,1616866260.152835
5.0,19.0,0.0,0.0,31.0,33.47732468612873,0.0,0.0,23.525781433905863,1616866260.152835
6.0,27.0,0.0,0.0,32.0,29.619416580883268,0.0,0.0,23.594493209580307,1616866260.152835
7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1616871638.7576156
8.0,12.0,0.0,0.0,4.0,34.83868865466625,0.0,0.0,24.286937663028617,1616871638.7576156
9.0,14.0,0.0,0.0,7.0,30.684247063931217,0.0,0.0,9.987297019182074,1616871638.7576156
10.0,14.0,0.0,0.0,7.0,30.684247063931217,0.0,0.0,9.987297019182074,1616871638.7576156
11.0,16.0,0.0,0.0,8.0,30.40525076338965,0.0,0.0,8.770503502294776,1616871638.7576156
12.0,17.0,0.0,0.0,8.0,31.255501638526727,0.0,0.0,8.770503502294776,1616871638.7576156
13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1616874743.3732078
14.0,10.0,0.0,0.0,17.0,5.389414480206241,0.0,0.0,10.89240036592706,1616874743.3732078
15.0,21.0,0.0,0.0,31.0,27.77038807379248,0.0,0.0,14.434580118928514,1616874743.3732078
16.0,33.0,0.0,0.0,39.0,28.99672562223104,0.0,0.0,13.750938794661732,1616874743.3732078
17.0,37.0,0.0,0.0,45.0,32.28804190823132,0.0,0.0,19.31147604944912,1616874743.3732078
18.0,39.0,0.0,0.0,46.0,30.78688888881668,0.0,0.0,19.0706758708372,1616874743.3732078
19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1616877628.623921
20.0,11.0,0.0,0.0,10.0,3.853070522534528,0.0,0.0,5.101654957149285,1616877628.623921
21.0,16.0,0.0,0.0,14.0,8.340820615662045,0.0,0.0,3.788861722414716,1616877628.623921
22.0,19.0,0.0,0.0,23.0,8.091681977485598,0.0,0.0,9.281535525636572,1616877628.623921
23.0,32.0,0.0,0.0,46.0,10.711115463554362,0.0,0.0,11.169629625788025,1616877628.623921
24.0,36.0,0.0,0.0,60.0,13.912506206712456,0.0,0.0,11.697733452772566,1616877628.623921
25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1616880028.539775
26.0,10.0,0.0,0.0,23.0,36.48093893764928,0.0,0.0,16.968623742995714,1616880028.539775
27.0,12.0,0.0,0.0,25.0,44.59451508333252,0.0,0.0,17.892525878881102,1616880028.539775
28.0,15.0,0.0,0.0,27.0,37.23644878875829,0.0,0.0,18.399687059893008,1616880028.539775
29.0,19.0,0.0,0.0,30.0,37.501891286992965,0.0,0.0,17.722797509314123,1616880028.539775
30.0,24.0,0.0,0.0,36.0,31.2276033606813,0.0,0.0,16.77891940735595,1616880028.539775
31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1616881819.0524282
32.0,5.0,0.0,0.0,15.0,11.97075275860852,0.0,0.0,21.265202106927543,1616881819.0524282
33.0,19.0,0.0,0.0,33.0,29.864943765209784,0.0,0.0,22.089191542790495,1616881819.0524282
34.0,21.0,0.0,0.0,37.0,26.99431293338915,0.0,0.0,22.39238499959014,1616881819.0524282
35.0,22.0,0.0,0.0,42.0,28.3247852497649,0.0,0.0,20.194137723200527,1616881819.0524282
36.0,26.0,0.0,0.0,48.0,23.94219094501188,0.0,0.0,18.074850324352976,1616881819.0524282
