time,n_v count,e_v count,w_v count,s_v count,n_avg speed,e_avg speed,w_avg speed,s_avg speed,timestamp
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1617041696.393888
2.0,7.0,0.0,0.0,41.0,17.6942661458423,0.0,0.0,19.92722404463082,1617041696.393888
3.0,12.0,0.0,0.0,64.0,11.478555762245236,0.0,0.0,14.58725981919587,1617041696.393888
4.0,12.0,0.0,0.0,69.0,11.146015150171854,0.0,0.0,13.609809652646453,1617041696.393888
5.0,13.0,0.0,0.0,77.0,11.06591109054032,0.0,0.0,14.72886560757603,1617041696.393888
6.0,22.0,0.0,0.0,91.0,10.374803792838978,0.0,0.0,16.226758053825453,1617041696.393888
7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1617044896.0051148
8.0,9.0,0.0,0.0,20.0,10.945786776208667,0.0,0.0,21.13896850264154,1617044896.0051148
9.0,21.0,0.0,0.0,38.0,16.581320376692094,0.0,0.0,16.025155796644203,1617044896.0051148
10.0,28.0,0.0,0.0,74.0,13.305028688612635,0.0,0.0,14.905592161582597,1617044896.0051148
11.0,30.0,0.0,0.0,86.0,12.43007573774646,0.0,0.0,12.914750688173704,1617044896.0051148
12.0,38.0,0.0,0.0,103.0,11.62270613781222,0.0,0.0,13.036821650444065,1617044896.0051148
13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1617048485.4437282
14.0,8.0,0.0,0.0,10.0,4.4133125844045455,0.0,0.0,9.3783607481328,1617048485.4437282
15.0,8.0,0.0,0.0,26.0,1.8165912522784256,0.0,0.0,25.532580421806184,1617048485.4437282
16.0,14.0,0.0,0.0,40.0,5.157410971908402,0.0,0.0,27.253641395387383,1617048485.4437282
17.0,22.0,0.0,0.0,60.0,7.511176796382716,0.0,0.0,25.201419248051668,1617048485.4437282
18.0,31.0,0.0,0.0,101.0,13.96703941696932,0.0,0.0,22.427738341095623,1617048485.4437282
19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1617051876.823655
20.0,14.0,0.0,0.0,50.0,13.67967027800378,0.0,0.0,18.86151855953553,1617051876.823655
21.0,15.0,0.0,0.0,67.0,13.601750503038344,0.0,0.0,14.41483112540628,1617051876.823655
22.0,17.0,0.0,0.0,77.0,19.38368913160488,0.0,0.0,14.014761470984686,1617051876.823655
23.0,24.0,0.0,0.0,100.0,19.77198988369056,0.0,0.0,13.84875538048792,1617051876.823655
24.0,28.0,0.0,0.0,124.0,19.610601771025724,0.0,0.0,13.544045572638147,1617051876.823655
25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1617055389.232893
26.0,17.0,0.0,0.0,34.0,8.9881473619584,0.0,0.0,16.90832588381504,1617055389.232893
27.0,25.0,0.0,0.0,65.0,11.501461605492684,0.0,0.0,14.840084428762223,1617055389.232893
28.0,28.0,0.0,0.0,69.0,11.634004648275877,0.0,0.0,16.23961775859226,1617055389.232893
29.0,29.0,0.0,0.0,73.0,11.246675697835352,0.0,0.0,16.886056604386827,1617055389.232893
30.0,29.0,0.0,0.0,78.0,11.237725272552668,0.0,0.0,16.159374604334282,1617055389.232893
31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1617059013.6573255
32.0,10.0,0.0,0.0,21.0,3.358431475329435,0.0,0.0,10.09167013264979,1617059013.6573255
33.0,15.0,0.0,0.0,43.0,2.928250153990428,0.0,0.0,15.849176384175912,1617059013.6573255
34.0,24.0,0.0,0.0,79.0,4.138617962090009,0.0,0.0,15.385533913293932,1617059013.6573255
35.0,38.0,0.0,0.0,118.0,5.794259193851538,0.0,0.0,16.687229879823846,1617059013.6573255
36.0,47.0,0.0,0.0,142.0,9.46576112565877,0.0,0.0,16.878228917279166,1617059013.6573255
37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1617062384.9546716
38.0,5.0,0.0,0.0,35.0,1.2355996559722329,0.0,0.0,22.71959476385843,1617062384.9546716
39.0,8.0,0.0,0.0,58.0,9.467602975353158,0.0,0.0,21.4045695600926,1617062384.9546716
40.0,12.0,0.0,0.0,76.0,17.036180244461896,0.0,0.0,18.94196003541914,1617062384.9546716
41.0,12.0,0.0,0.0,88.0,17.021468904956407,0.0,0.0,21.220603495361875,1617062384.9546716
42.0,28.0,0.0,0.0,131.0,11.455169456820096,0.0,0.0,20.01308857159309,1617062384.9546716
43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1617065934.197136
44.0,12.0,0.0,0.0,34.0,8.784213913065006,0.0,0.0,25.49051878305819,1617065934.197136
45.0,21.0,0.0,0.0,56.0,9.77092155357978,0.0,0.0,22.594204833412324,1617065934.197136
46.0,27.0,0.0,0.0,78.0,13.840685628125517,0.0,0.0,21.916531814894768,1617065934.197136
47.0,31.0,0.0,0.0,87.0,18.58528101716151,0.0,0.0,22.443008989569936,1617065934.197136
48.0,33.0,0.0,0.0,95.0,17.757380023455347,0.0,0.0,22.279406215353884,1617065934.197136
49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1617069149.2584236
50.0,8.0,0.0,0.0,11.0,0.3755352299490507,0.0,0.0,24.88149041412339,1617069149.2584236
51.0,11.0,0.0,0.0,25.0,3.330153625743924,0.0,0.0,23.995785602295697,1617069149.2584236
52.0,17.0,0.0,0.0,40.0,3.1750356960940858,0.0,0.0,21.86833302454863,1617069149.2584236
53.0,45.0,0.0,0.0,81.0,6.838681328736515,0.0,0.0,20.244323386327498,1617069149.2584236
54.0,54.0,0.0,0.0,107.0,9.300014105617032,0.0,0.0,22.117868956117,1617069149.2584236
55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1617072986.3308823
56.0,16.0,0.0,0.0,43.0,26.388326885746835,0.0,0.0,17.467330325539805,1617072986.3308823
57.0,20.0,0.0,0.0,76.0,22.24304414815132,0.0,0.0,17.541502473787403,1617072986.3308823
58.0,24.0,0.0,0.0,101.0,19.150035516974928,0.0,0.0,17.570182033167768,1617072986.3308823
59.0,24.0,0.0,0.0,117.0,19.0906031822798,0.0,0.0,16.53215081574344,1617072986.3308823
60.0,33.0,0.0,0.0,151.0,16.267175269031174,0.0,0.0,17.613975798677863,1617072986.3308823
61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1617076601.7761846
62.0,23.0,0.0,0.0,41.0,5.553109290338326,0.0,0.0,18.648933375781123,1617076601.7761846
63.0,30.0,0.0,0.0,82.0,8.163530779165646,0.0,0.0,17.045372592415834,1617076601.7761846
64.0,36.0,0.0,0.0,124.0,9.323115942490242,0.0,0.0,17.188523116004387,1617076601.7761846
65.0,40.0,0.0,0.0,153.0,9.043967855544038,0.0,0.0,17.160021674054562,1617076601.7761846
66.0,42.0,0.0,0.0,164.0,8.912990980332275,0.0,0.0,17.05329417320034,1617076601.7761846
