frame_num,id,d2x,d2y,rx,ry,heading
114,V20,896,514,46592,26728,
114,V19,572,359,29744,18668,
114,V15,643,271,33436,14092,
115,V23,651,480,33852,24960,
115,V19,577,369,30004,19188,
115,V15,645,272,33540,14144,
116,V23,677,511,35204,26572,
129,V30,424,331,22048,17212,
130,V33,543,619,28236,32188,
130,V32,463,432,24076,22464,
130,V30,428,338,22256,17576,
131,V33,563,654,29276,34008,
131,V32,467,457,24284,23764,
132,V33,575,681,29900,35412,
132,V32,471,483,24492,25116,
133,V32,478,517,24856,26884,
134,V41,977,586,50804,30472,
134,V32,487,554,25324,28808,
135,V32,503,599,26156,31148,
136,V32,525,647,27300,33644,
146,V49,885,509,46020,26468,
147,V49,962,580,50024,30160,
148,V49,1067,636,55484,33072,
156,V61,479,276,24908,14352,
157,V61,498,292,25896,15184,
158,V61,516,312,26832,16224,
159,V61,538,336,27976,17472,
160,V61,560,365,29120,18980,
169,V82,477,267,24804,13884,
170,V82,491,279,25532,14508,
173,V85,428,200,22256,10400,
174,V89,417,281,21684,14612,
175,V89,429,293,22308,15236,
176,V89,441,307,22932,15964,
177,V89,457,324,23764,16848,
177,V78,417,227,21684,11804,
178,V89,474,347,24648,18044,
179,V101,926,370,48152,19240,
179,V89,500,371,26000,19292,
180,V101,936,376,48672,19552,
180,V89,526,405,27352,21060,
181,V111,749,288,38948,14976,
181,V107,494,279,25688,14508,
181,V101,951,384,49452,19968,
181,V89,556,444,28912,23088,
182,V111,772,298,40144,15496,
182,V107,507,289,26364,15028,
182,V101,960,388,49920,20176,
182,V89,587,490,30524,25480,
183,V111,793,308,41236,16016,
183,V107,525,318,27300,16536,
183,V101,967,389,50284,20228,
183,V92,425,287,22100,14924,
183,V78,415,229,21580,11908,
184,V111,812,312,42224,16224,
184,V107,543,336,28236,17472,
184,V101,970,389,50440,20228,
184,V80,433,240,22516,12480,
185,V111,832,322,43264,16744,
185,V107,566,371,29432,19292,
185,V101,971,387,50492,20124,
186,V124,464,364,24128,18928,
186,V111,850,327,44200,17004,
186,V107,592,391,30784,20332,
186,V101,971,388,50492,20176,
187,V124,476,394,24752,20488,
187,V111,867,337,45084,17524,
187,V101,969,387,50388,20124,
188,V124,498,429,25896,22308,
188,V111,882,342,45864,17784,
188,V101,970,387,50440,20124,
188,V87,671,261,34892,13572,
189,V135,412,297,21424,15444,
189,V124,523,477,27196,24804,
189,V101,968,388,50336,20176,
191,V80,443,242,23036,12584,
192,V135,435,354,22620,18408,
192,V132,744,286,38688,14872,
193,V148,894,347,46488,18044,
193,V135,440,383,22880,19916,
193,V132,757,291,39364,15132,
193,V101,969,387,50388,20124,
194,V148,894,347,46488,18044,
194,V135,435,417,22620,21684,
194,V132,771,295,40092,15340,
194,V101,970,386,50440,20072,
195,V148,893,346,46436,17992,
195,V135,413,453,21476,23556,
195,V132,785,303,40820,15756,
195,V101,969,386,50388,20072,
196,V148,894,346,46488,17992,
196,V132,799,309,41548,16068,
196,V101,969,386,50388,20072,
197,V160,411,297,21372,15444,
