time,n_v count,e_v count,w_v count,s_v count,n_avg speed,e_avg speed,w_avg speed,s_avg speed,timestamp
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1617085070.0289834
2.0,7.0,0.0,0.0,9.0,6.925383369828852,0.0,0.0,5.942134613376907,1617085070.0289834
3.0,7.0,0.0,0.0,10.0,6.925383369828852,0.0,0.0,9.234001152039216,1617085070.0289834
4.0,8.0,0.0,0.0,12.0,6.682300731209924,0.0,0.0,8.808710685084133,1617085070.0289834
5.0,13.0,0.0,0.0,19.0,22.62332122282088,0.0,0.0,6.874925339833858,1617085070.0289834
6.0,13.0,0.0,0.0,28.0,22.59743224834729,0.0,0.0,15.864777955373688,1617085070.0289834
7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1617087119.1389728
8.0,4.0,0.0,0.0,7.0,0.4152633739639563,0.0,0.0,25.284548382380297,1617087119.1389728
9.0,19.0,0.0,0.0,25.0,11.147889266385455,0.0,0.0,14.086516194660827,1617087119.1389728
10.0,31.0,0.0,0.0,44.0,10.900028323610982,0.0,0.0,9.103923766453567,1617087119.1389728
11.0,31.0,0.0,0.0,44.0,10.900028323610982,0.0,0.0,9.103923766453567,1617087119.1389728
12.0,34.0,0.0,0.0,54.0,10.911066800451746,0.0,0.0,8.184358508215533,1617087119.1389728
13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1617088820.175227
14.0,2.0,0.0,0.0,8.0,1.1997141939290583,0.0,0.0,17.82846785626546,1617088820.175227
15.0,9.0,0.0,0.0,23.0,47.75778199187021,0.0,0.0,13.06266077461744,1617088820.175227
16.0,11.0,0.0,0.0,36.0,41.82616841236997,0.0,0.0,12.834930464478646,1617088820.175227
17.0,18.0,0.0,0.0,47.0,32.00731683104244,0.0,0.0,12.200085869799649,1617088820.175227
18.0,38.0,0.0,0.0,62.0,19.96942483394297,0.0,0.0,10.63200810759993,1617088820.175227
19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1617090714.8115966
20.0,16.0,0.0,0.0,16.0,8.305969483857723,0.0,0.0,10.831243253939622,1617090714.8115966
21.0,18.0,0.0,0.0,18.0,8.82361214433178,0.0,0.0,9.88216820997926,1617090714.8115966
22.0,22.0,0.0,0.0,26.0,14.682308005923437,0.0,0.0,7.994773922856988,1617090714.8115966
23.0,32.0,0.0,0.0,41.0,25.889171142183585,0.0,0.0,6.586847247523266,1617090714.8115966
24.0,33.0,0.0,0.0,46.0,27.9993527702037,0.0,0.0,5.472360562206984,1617090714.8115966
25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1617092672.7675595
26.0,6.0,0.0,0.0,8.0,21.616400573296275,0.0,0.0,31.075200965548103,1617092672.7675595
27.0,15.0,0.0,0.0,14.0,16.253448546182906,0.0,0.0,20.91186330454721,1617092672.7675595
28.0,32.0,0.0,0.0,34.0,12.347337501140354,0.0,0.0,12.80805145726788,1617092672.7675595
29.0,37.0,0.0,0.0,40.0,10.817529045233435,0.0,0.0,11.865391836755167,1617092672.7675595
30.0,37.0,0.0,0.0,46.0,10.817529045233435,0.0,0.0,12.83125245170254,1617092672.7675595
31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1617094774.6543243
32.0,5.0,0.0,0.0,5.0,3.285158707368196,0.0,0.0,3.913264507873075,1617094774.6543243
33.0,8.0,0.0,0.0,18.0,15.591351200498044,0.0,0.0,4.996710296102074,1617094774.6543243
34.0,12.0,0.0,0.0,19.0,10.84531272629547,0.0,0.0,9.350851896778504,1617094774.6543243
35.0,16.0,0.0,0.0,20.0,11.32290161030908,0.0,0.0,8.887258692456571,1617094774.6543243
36.0,25.0,0.0,0.0,25.0,9.58672208413482,0.0,0.0,8.678532613284721,1617094774.6543243
37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1617096736.3510184
38.0,7.0,0.0,0.0,9.0,7.982208423557907,0.0,0.0,3.6182010717753337,1617096736.3510184
39.0,9.0,0.0,0.0,13.0,32.84318348808753,0.0,0.0,14.906365038877611,1617096736.3510184
40.0,11.0,0.0,0.0,17.0,27.21451138608703,0.0,0.0,11.525491136707952,1617096736.3510184
41.0,14.0,0.0,0.0,22.0,21.436535427764905,0.0,0.0,10.419289676963247,1617096736.3510184
42.0,14.0,0.0,0.0,26.0,21.365272459149228,0.0,0.0,10.376886320962427,1617096736.3510184
43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1617098603.2868192
44.0,3.0,0.0,0.0,8.0,0.3433455927833848,0.0,0.0,7.121367343206696,1617098603.2868192
45.0,10.0,0.0,0.0,16.0,7.233213741352077,0.0,0.0,5.860918819655201,1617098603.2868192
