time,n_v count,e_v count,w_v count,s_v count,n_avg speed,e_avg speed,w_avg speed,s_avg speed,timestamp
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1617041691.4994504
2.0,39.0,0.0,0.0,8.0,19.916280921535567,0.0,0.0,22.65337078226903,1617041691.4994504
3.0,44.0,0.0,0.0,12.0,21.324883814109928,0.0,0.0,41.79930543635496,1617041691.4994504
4.0,70.0,0.0,0.0,37.0,26.17020125816782,0.0,0.0,41.40135630231746,1617041691.4994504
5.0,91.0,0.0,0.0,46.0,29.71775599221773,0.0,0.0,39.51340336380897,1617041691.4994504
6.0,100.0,0.0,0.0,60.0,28.107752060499305,0.0,0.0,40.70420477480682,1617041691.4994504
7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1617044910.6324368
8.0,16.0,0.0,0.0,1.0,20.587563987347025,0.0,0.0,44.881006450390565,1617044910.6324368
9.0,25.0,0.0,0.0,1.0,22.82611701479857,0.0,0.0,44.881006450390565,1617044910.6324368
10.0,57.0,0.0,0.0,7.0,17.787558286637264,0.0,0.0,31.36742428589511,1617044910.6324368
11.0,63.0,0.0,0.0,16.0,20.72058342145797,0.0,0.0,34.44568225723172,1617044910.6324368
12.0,79.0,0.0,0.0,45.0,20.36669624048292,0.0,0.0,38.51675417009744,1617044910.6324368
13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1617048386.8532429
14.0,17.0,0.0,0.0,15.0,38.5890778961931,0.0,0.0,35.082377995322865,1617048386.8532429
15.0,40.0,0.0,0.0,42.0,27.44646067375594,0.0,0.0,47.56010470669766,1617048386.8532429
16.0,60.0,0.0,0.0,55.0,29.891418206252546,0.0,0.0,42.75263253570375,1617048386.8532429
17.0,75.0,0.0,0.0,57.0,27.4100810663912,0.0,0.0,44.96334148087838,1617048386.8532429
18.0,87.0,0.0,0.0,58.0,28.210722398102817,0.0,0.0,44.99885299528938,1617048386.8532429
19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1617051808.219585
20.0,45.0,0.0,0.0,7.0,8.81899477899166,0.0,0.0,68.53033863803424,1617051808.219585
21.0,49.0,0.0,0.0,12.0,13.114334402434626,0.0,0.0,61.72812825441036,1617051808.219585
22.0,65.0,0.0,0.0,31.0,17.012986897442097,0.0,0.0,50.9755017606512,1617051808.219585
23.0,88.0,0.0,0.0,44.0,21.18793704632984,0.0,0.0,49.89324516106676,1617051808.219585
24.0,95.0,0.0,0.0,51.0,20.37422951639305,0.0,0.0,48.720621176244,1617051808.219585
25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1617055215.8013315
26.0,7.0,0.0,0.0,0.0,10.688158036364207,0.0,0.0,0.0,1617055215.8013315
