time,n_v count,e_v count,w_v count,s_v count,n_avg speed,e_avg speed,w_avg speed,s_avg speed,timestamp
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1617041687.4657404
2.0,11.0,0.0,0.0,14.0,9.29986837215494,0.0,0.0,47.92809638386588,1617041687.4657404
3.0,15.0,0.0,0.0,20.0,18.24228148271688,0.0,0.0,44.66187628728294,1617041687.4657404
4.0,21.0,0.0,0.0,27.0,19.11421060543612,0.0,0.0,39.112880135879486,1617041687.4657404
5.0,28.0,0.0,0.0,35.0,19.971994301614263,0.0,0.0,34.62825835025182,1617041687.4657404
6.0,39.0,0.0,0.0,65.0,22.374262054317445,0.0,0.0,26.21640746520848,1617041687.4657404
7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1617044615.115901
8.0,7.0,0.0,0.0,25.0,33.1726503739919,0.0,0.0,36.4031088179593,1617044615.115901
9.0,12.0,0.0,0.0,49.0,29.354005077042995,0.0,0.0,32.933508759749536,1617044615.115901
10.0,19.0,0.0,0.0,65.0,24.24737998288353,0.0,0.0,34.7597063205932,1617044615.115901
11.0,20.0,0.0,0.0,71.0,23.615613233158925,0.0,0.0,38.34499803790033,1617044615.115901
12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1617048017.7232375
13.0,5.0,0.0,0.0,26.0,1.1557444427824706,0.0,0.0,28.7411140835456,1617048017.7232375
14.0,12.0,0.0,0.0,45.0,27.62573227382869,0.0,0.0,29.75109666865936,1617048017.7232375
15.0,19.0,0.0,0.0,62.0,27.877064031296424,0.0,0.0,26.145324840627424,1617048017.7232375
16.0,22.0,0.0,0.0,79.0,28.55033488936345,0.0,0.0,23.345389449249986,1617048017.7232375
17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1617051233.885174
18.0,16.0,0.0,0.0,38.0,27.20257205062208,0.0,0.0,17.061602932790496,1617051233.885174
19.0,21.0,0.0,0.0,59.0,21.455011192033787,0.0,0.0,27.91407182334401,1617051233.885174
20.0,23.0,0.0,0.0,67.0,19.43052914489539,0.0,0.0,30.06808398889351,1617051233.885174
21.0,26.0,0.0,0.0,68.0,17.555205434773253,0.0,0.0,31.684601960053413,1617051233.885174
22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1617054333.0495076
23.0,11.0,0.0,0.0,17.0,21.839998986562883,0.0,0.0,54.30475800964822,1617054333.0495076
24.0,15.0,0.0,0.0,33.0,28.28914630742233,0.0,0.0,32.794731568811514,1617054333.0495076
25.0,33.0,0.0,0.0,76.0,31.52151842084921,0.0,0.0,28.257433713720456,1617054333.0495076
26.0,50.0,0.0,0.0,110.0,26.29829951741769,0.0,0.0,24.6958848048666,1617054333.0495076
27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1617057600.2451315
28.0,4.0,0.0,0.0,20.0,11.582638735453958,0.0,0.0,58.198559251979546,1617057600.2451315
29.0,5.0,0.0,0.0,30.0,1.2384770967566048,0.0,0.0,48.17110888086999,1617057600.2451315
30.0,7.0,0.0,0.0,35.0,1.2233529416412334,0.0,0.0,47.23566433624761,1617057600.2451315
