frame_num,id,d2x,d2y,rx,ry,heading
24,V2,1487,281,139778,26414,
25,V2,1487,280,139778,26320,
26,V2,1487,280,139778,26320,
27,V2,1488,280,139872,26320,
28,V10,898,156,84412,14664,
28,V2,1489,280,139966,26320,
29,V10,900,159,84600,14946,
30,V10,898,167,84412,15698,
31,V17,1169,283,109886,26602,
31,V10,899,172,84506,16168,
32,V17,1150,263,108100,24722,
32,V10,901,177,84694,16638,
33,V19,1326,256,124644,24064,
33,V17,1127,244,105938,22936,
33,V2,1486,282,139684,26508,
34,V19,1296,242,121824,22748,
34,V2,1486,282,139684,26508,
35,V19,1269,228,119286,21432,
35,V10,904,198,84976,18612,
35,V2,1486,282,139684,26508,
36,V19,1250,214,117500,20116,
36,V17,1080,201,101520,18894,
36,V10,906,203,85164,19082,
36,V2,1487,280,139778,26320,
37,V19,1227,201,115338,18894,
37,V17,1066,189,100204,17766,
37,V10,906,210,85164,19740,
37,V2,1487,280,139778,26320,
38,V19,1208,192,113552,18048,
38,V17,1056,177,99264,16638,
38,V10,910,217,85540,20398,
38,V2,1486,280,139684,26320,
39,V27,1324,310,124456,29140,
39,V19,1190,183,111860,17202,
39,V17,1043,168,98042,15792,
39,V10,913,222,85822,20868,
39,V2,1487,281,139778,26414,
40,V27,1298,292,122012,27448,
40,V19,1172,173,110168,16262,
40,V10,916,232,86104,21808,
40,V2,1488,280,139872,26320,
41,V27,1269,276,119286,25944,
41,V19,1152,163,108288,15322,
41,V10,917,239,86198,22466,
41,V2,1487,279,139778,26226,
42,V27,1247,262,117218,24628,
42,V19,1135,154,106690,14476,
42,V10,920,252,86480,23688,
43,V27,1226,247,115244,23218,
43,V19,1116,146,104904,13724,
43,V10,921,262,86574,24628,
44,V27,1204,233,113176,21902,
44,V19,1097,138,103118,12972,
44,V10,921,273,86574,25662,
44,V2,1488,281,139872,26414,
45,V27,1184,221,111296,20774,
45,V19,1082,132,101708,12408,
45,V10,922,284,86668,26696,
45,V2,1488,281,139872,26414,
46,V40,1288,240,121072,22560,
46,V27,1165,209,109510,19646,
46,V10,925,296,86950,27824,
47,V40,1261,223,118534,20962,
47,V27,1147,200,107818,18800,
47,V10,928,308,87232,28952,
48,V40,1242,211,116748,19834,
48,V27,1131,188,106314,17672,
48,V10,933,322,87702,30268,
49,V40,1219,200,114586,18800,
49,V10,938,335,88172,31490,
50,V40,1203,191,113082,17954,
50,V10,942,350,88548,32900,
51,V40,1184,180,111296,16920,
51,V10,944,366,88736,34404,
51,V2,1486,283,139684,26602,
52,V40,1168,170,109792,15980,
52,V10,949,383,89206,36002,
52,V2,1487,282,139778,26508,
53,V40,1149,159,108006,14946,
53,V10,956,402,89864,37788,
54,V40,1132,149,106408,14006,
54,V10,963,417,90522,39198,
55,V10,973,437,91462,41078,
56,V10,980,453,92120,42582,
57,V10,986,475,92684,44650,
57,V2,1486,280,139684,26320,
58,V10,991,491,93154,46154,
58,V2,1486,281,139684,26414,
59,V10,997,502,93718,47188,
59,V2,1486,281,139684,26414,
60,V10,1000,519,94000,48786,
