time,n_v count,e_v count,w_v count,s_v count,n_avg speed,e_avg speed,w_avg speed,s_avg speed,timestamp
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1617041671.6447978
2.0,1.0,0.0,0.0,4.0,9.997581933647757,0.0,0.0,0.99277015535837,1617041671.6447978
3.0,3.0,0.0,0.0,9.0,16.55551156480904,0.0,0.0,2.88295818835911,1617041671.6447978
4.0,4.0,0.0,0.0,15.0,13.88389812829789,0.0,0.0,2.826724787858112,1617041671.6447978
5.0,8.0,0.0,0.0,26.0,15.495158191727125,0.0,0.0,3.8364940714790414,1617041671.6447978
6.0,9.0,0.0,0.0,29.0,14.028984495929372,0.0,0.0,3.769240113348686,1617041671.6447978
7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1617044627.058084
8.0,4.0,0.0,0.0,11.0,14.17388937285827,0.0,0.0,3.198174596108564,1617044627.058084
9.0,4.0,0.0,0.0,15.0,14.17388937285827,0.0,0.0,2.4549549519539027,1617044627.058084
10.0,4.0,0.0,0.0,19.0,14.17388937285827,0.0,0.0,2.3808855190727094,1617044627.058084
11.0,5.0,0.0,0.0,31.0,12.76540923662879,0.0,0.0,2.3611538122183218,1617044627.058084
12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1617047836.02032
13.0,3.0,0.0,0.0,11.0,2.664756694305447,0.0,0.0,3.5853607683974507,1617047836.02032
14.0,4.0,0.0,0.0,15.0,3.04081298605863,0.0,0.0,5.230326054419832,1617047836.02032
15.0,4.0,0.0,0.0,20.0,3.04081298605863,0.0,0.0,4.536022253765793,1617047836.02032
16.0,7.0,0.0,0.0,28.0,6.408568888760011,0.0,0.0,6.15564899530024,1617047836.02032
17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1617051194.785673
18.0,1.0,0.0,0.0,14.0,20.08901973218206,0.0,0.0,2.189162068179784,1617051194.785673
19.0,7.0,0.0,0.0,27.0,5.166786581760107,0.0,0.0,3.6011686486932315,1617051194.785673
20.0,8.0,0.0,0.0,34.0,6.98131411294941,0.0,0.0,2.383370120749845,1617051194.785673
21.0,12.0,0.0,0.0,39.0,8.62716205196423,0.0,0.0,2.5373567459856874,1617051194.785673
22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1617054495.1266994
23.0,2.0,0.0,0.0,17.0,8.309817812181546,0.0,0.0,2.0006310567334133,1617054495.1266994
24.0,5.0,0.0,0.0,25.0,5.221708325595097,0.0,0.0,5.717985940683989,1617054495.1266994
25.0,6.0,0.0,0.0,34.0,6.354745942779939,0.0,0.0,5.0026479358269,1617054495.1266994
26.0,9.0,0.0,0.0,43.0,8.83323848768101,0.0,0.0,4.857537447976094,1617054495.1266994
27.0,10.0,0.0,0.0,53.0,8.586595020266065,0.0,0.0,3.94527436243284,1617054495.1266994
28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1617057902.0806472
29.0,3.0,0.0,0.0,14.0,10.046278549590824,0.0,0.0,3.0797163108042898,1617057902.0806472
30.0,10.0,0.0,0.0,19.0,12.362960847558698,0.0,0.0,4.173305274010018,1617057902.0806472
31.0,13.0,0.0,0.0,20.0,11.237334349731016,0.0,0.0,3.174590355168276,1617057902.0806472
32.0,13.0,0.0,0.0,21.0,11.237334349731016,0.0,0.0,2.933148418949929,1617057902.0806472
33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1617061135.1371827
34.0,1.0,0.0,0.0,9.0,50.67456213920353,0.0,0.0,3.024328543797381,1617061135.1371827
35.0,5.0,0.0,0.0,27.0,19.234280314336225,0.0,0.0,3.991445566166954,1617061135.1371827
