time,n_v count,e_v count,w_v count,s_v count,n_avg speed,e_avg speed,w_avg speed,s_avg speed,timestamp
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1617085048.870747
2.0,10.0,0.0,0.0,8.0,25.50502190492714,0.0,0.0,51.038505654442105,1617085048.870747
3.0,31.0,0.0,0.0,26.0,16.597323242829397,0.0,0.0,22.092758584202947,1617085048.870747
4.0,32.0,0.0,0.0,32.0,16.17570611598934,0.0,0.0,20.60433892445409,1617085048.870747
5.0,48.0,0.0,0.0,50.0,13.79416544788343,0.0,0.0,17.63401306211914,1617085048.870747
6.0,50.0,0.0,0.0,54.0,13.490961386294115,0.0,0.0,17.889982015363422,1617085048.870747
7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1617086959.3190603
8.0,2.0,0.0,0.0,0.0,0.4427242424925277,0.0,0.0,0.0,1617086959.3190603
9.0,3.0,0.0,0.0,0.0,1.2942896862304205,0.0,0.0,0.0,1617086959.3190603
10.0,3.0,0.0,0.0,0.0,1.2908230224946522,0.0,0.0,0.0,1617086959.3190603
11.0,9.0,0.0,0.0,0.0,10.724693710052277,0.0,0.0,0.0,1617086959.3190603
12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1617088541.2653823
13.0,27.0,0.0,0.0,19.0,7.2020890056065925,0.0,0.0,17.488488171913602,1617088541.2653823
14.0,44.0,0.0,0.0,37.0,6.828970221323667,0.0,0.0,18.333301809772315,1617088541.2653823
15.0,55.0,0.0,0.0,50.0,6.38757305596871,0.0,0.0,18.066018041357328,1617088541.2653823
16.0,64.0,0.0,0.0,57.0,5.707403337413309,0.0,0.0,17.05477211371647,1617088541.2653823
17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1617090231.492092
18.0,5.0,0.0,0.0,6.0,21.083726851339133,0.0,0.0,14.672136815367258,1617090231.492092
19.0,7.0,0.0,0.0,14.0,30.447209326962906,0.0,0.0,28.17275243883086,1617090231.492092
20.0,8.0,0.0,0.0,22.0,26.624376808103104,0.0,0.0,42.24332299983618,1617090231.492092
21.0,34.0,0.0,0.0,41.0,18.65834503788906,0.0,0.0,33.48932768730105,1617090231.492092
22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1617091965.4698195
23.0,25.0,0.0,0.0,23.0,7.745651621407212,0.0,0.0,13.973350498621343,1617091965.4698195
24.0,33.0,0.0,0.0,38.0,8.433586139256606,0.0,0.0,15.173968483670263,1617091965.4698195
25.0,44.0,0.0,0.0,50.0,7.7408471479493555,0.0,0.0,13.695905943404425,1617091965.4698195
