frame_num,id,d2x,d2y,rx,ry,heading
0,V1,40,565,2600,36725,
49,V6,203,853,13195,55445,
77,V19,470,347,30550,22555,
78,V19,489,362,31785,23530,
79,V19,502,380,32630,24700,
80,V19,517,402,33605,26130,
81,V19,524,416,34060,27040,
82,V19,523,432,33995,28080,
83,V19,508,456,33020,29640,
84,V19,473,478,30745,31070,
84,V18,573,204,37245,13260,
85,V18,592,204,38480,13260,
86,V18,611,203,39715,13195,
87,V18,622,202,40430,13130,
88,V18,635,202,41275,13130,
108,V28,1266,638,82290,41470,
109,V28,1349,611,87685,39715,
112,V29,1163,621,75595,40365,
113,V29,1245,594,80925,38610,
120,V30,1301,450,84565,29250,
121,V30,1271,430,82615,27950,
122,V30,1231,412,80015,26780,
123,V30,1187,394,77155,25610,
124,V31,1692,540,109980,35100,
125,V31,1590,519,103350,33735,
126,V31,1491,497,96915,32305,
126,V30,1043,341,67795,22165,
127,V31,1407,471,91455,30615,
128,V31,1326,452,86190,29380,
129,V31,1256,429,81640,27885,
130,V31,1188,410,77220,26650,
131,V33,1661,527,107965,34255,
131,V31,1129,386,73385,25090,
132,V33,1532,498,99580,32370,
133,V33,1427,466,92755,30290,
134,V33,1334,445,86710,28925,
135,V33,1254,419,81510,27235,
151,V39,1742,541,113230,35165,
152,V39,1648,526,107120,34190,
153,V39,1574,512,102310,33280,
166,V52,1625,654,105625,42510,
167,V52,1650,620,107250,40300,
168,V57,1399,599,90935,38935,
186,V65,1334,653,86710,42445,
189,V63,1817,658,118105,42770,
201,V74,1715,648,111475,42120,
204,V85,1721,552,111865,35880,
204,V78,489,635,31785,41275,
205,V85,1623,535,105495,34775,
205,V78,475,678,30875,44070,
206,V85,1528,509,99320,33085,
207,V85,1454,492,94510,31980,
208,V85,1390,467,90350,30355,
209,V85,1333,450,86645,29250,
210,V85,1280,433,83200,28145,
211,V85,1235,415,80275,26975,
212,V85,1178,398,76570,25870,
213,V85,1133,381,73645,24765,
216,V85,1019,337,66235,21905,
219,V91,423,321,27495,20865,
220,V91,423,322,27495,20930,
221,V91,423,322,27495,20930,
222,V91,423,322,27495,20930,
223,V91,424,320,27560,20800,
224,V91,427,320,27755,20800,
225,V91,428,321,27820,20865,
226,V91,428,320,27820,20800,
227,V91,430,319,27950,20735,
228,V91,431,321,28015,20865,
231,V91,435,320,28275,20800,
232,V91,438,321,28470,20865,
233,V100,447,344,29055,22360,
234,V100,451,344,29315,22360,
235,V105,420,193,27300,12545,
