frame_num,id,d2x,d2y,rx,ry,heading
24,V2,1487,281,139778,26414,S
25,V2,1487,280,139778,26320,S
26,V2,1487,280,139778,26320,S
27,V2,1488,280,139872,26320,S
28,V10,898,156,84412,14664,S
28,V2,1489,280,139966,26320,S
29,V10,900,159,84600,14946,S
30,V10,898,167,84412,15698,S
31,V17,1169,283,109886,26602,S
31,V10,899,172,84506,16168,S
32,V17,1150,263,108100,24722,S
32,V10,901,177,84694,16638,S
33,V19,1326,256,124644,24064,S
33,V17,1127,244,105938,22936,S
33,V2,1486,282,139684,26508,S
34,V19,1296,242,121824,22748,S
34,V2,1486,282,139684,26508,S
35,V19,1269,228,119286,21432,S
35,V10,904,198,84976,18612,S
35,V2,1486,282,139684,26508,S
36,V19,1250,214,117500,20116,S
36,V17,1080,201,101520,18894,S
36,V10,906,203,85164,19082,S
36,V2,1487,280,139778,26320,S
37,V19,1227,201,115338,18894,S
37,V17,1066,189,100204,17766,S
37,V10,906,210,85164,19740,S
37,V2,1487,280,139778,26320,S
38,V19,1208,192,113552,18048,S
38,V17,1056,177,99264,16638,S
38,V10,910,217,85540,20398,S
38,V2,1486,280,139684,26320,S
39,V27,1324,310,124456,29140,S
39,V19,1190,183,111860,17202,S
39,V17,1043,168,98042,15792,S
39,V10,913,222,85822,20868,S
39,V2,1487,281,139778,26414,S
40,V27,1298,292,122012,27448,S
40,V19,1172,173,110168,16262,S
40,V10,916,232,86104,21808,S
40,V2,1488,280,139872,26320,S
41,V27,1269,276,119286,25944,S
41,V19,1152,163,108288,15322,S
41,V10,917,239,86198,22466,S
41,V2,1487,279,139778,26226,S
42,V27,1247,262,117218,24628,S
42,V19,1135,154,106690,14476,S
42,V10,920,252,86480,23688,S
43,V27,1226,247,115244,23218,S
43,V19,1116,146,104904,13724,S
43,V10,921,262,86574,24628,S
44,V27,1204,233,113176,21902,S
44,V19,1097,138,103118,12972,S
44,V10,921,273,86574,25662,S
44,V2,1488,281,139872,26414,S
45,V27,1184,221,111296,20774,S
45,V19,1082,132,101708,12408,S
45,V10,922,284,86668,26696,S
45,V2,1488,281,139872,26414,S
46,V40,1288,240,121072,22560,S
46,V27,1165,209,109510,19646,S
46,V10,925,296,86950,27824,S
47,V40,1261,223,118534,20962,S
47,V27,1147,200,107818,18800,S
47,V10,928,308,87232,28952,S
48,V40,1242,211,116748,19834,S
48,V27,1131,188,106314,17672,S
48,V10,933,322,87702,30268,S
49,V40,1219,200,114586,18800,S
49,V10,938,335,88172,31490,S
50,V40,1203,191,113082,17954,S
50,V10,942,350,88548,32900,S
51,V40,1184,180,111296,16920,S
51,V10,944,366,88736,34404,S
51,V2,1486,283,139684,26602,S
52,V40,1168,170,109792,15980,S
52,V10,949,383,89206,36002,S
52,V2,1487,282,139778,26508,S
53,V40,1149,159,108006,14946,S
53,V10,956,402,89864,37788,S
54,V40,1132,149,106408,14006,S
54,V10,963,417,90522,39198,S
55,V10,973,437,91462,41078,N
56,V10,980,453,92120,42582,N
57,V10,986,475,92684,44650,N
57,V2,1486,280,139684,26320,S
58,V10,991,491,93154,46154,N
58,V2,1486,281,139684,26414,S
59,V10,997,502,93718,47188,N
59,V2,1486,281,139684,26414,S
60,V10,1000,519,94000,48786,N
61,V10,1004,527,94376,49538,N
62,V10,1006,537,94564,50478,N
63,V10,1007,541,94658,50854,N
64,V10,1007,543,94658,51042,N
65,V10,1008,543,94752,51042,N
65,V2,1488,281,139872,26414,S
66,V10,1008,543,94752,51042,N
67,V10,1008,542,94752,50948,N
68,V10,1007,542,94658,50948,N
69,V10,1007,542,94658,50948,N
70,V77,1778,525,167132,49350,N
70,V10,1007,541,94658,50854,N
71,V77,1724,483,162056,45402,N
71,V75,696,264,65424,24816,S
71,V73,977,208,91838,19552,S
71,V10,1007,540,94658,50760,N
72,V82,793,138,74542,12972,S
72,V81,1322,259,124268,24346,S
72,V80,898,137,84412,12878,S
72,V79,696,222,65424,20868,S
72,V77,1669,451,156886,42394,N
72,V75,672,285,63168,26790,S
72,V73,991,219,93154,20586,S
72,V10,1008,540,94752,50760,N
72,V2,1487,281,139778,26414,S
73,V81,1297,245,121918,23030,S
73,V79,687,236,64578,22184,S
73,V77,1621,417,152374,39198,S
73,V75,652,303,61288,28482,S
73,V73,1005,231,94470,21714,S
73,V68,789,151,74166,14194,S
73,V10,1008,540,94752,50760,N
73,V2,1486,282,139684,26508,S
74,V81,1274,235,119756,22090,S
74,V79,674,253,63356,23782,S
74,V77,1569,387,147486,36378,S
74,V75,629,324,59126,30456,S
74,V73,1018,245,95692,23030,S
74,V68,784,157,73696,14758,S
74,V10,1008,540,94752,50760,N
74,V2,1486,282,139684,26508,S
75,V81,1256,223,118064,20962,S
75,V80,918,160,86292,15040,S
75,V79,663,271,62322,25474,S
75,V77,1525,364,143350,34216,S
75,V75,604,346,56776,32524,S
75,V73,1032,260,97008,24440,S
75,V10,1008,540,94752,50760,N
75,V2,1486,282,139684,26508,S
76,V84,1044,125,98136,11750,S
76,V81,1235,211,116090,19834,S
76,V80,928,168,87232,15792,S
76,V79,647,288,60818,27072,S
76,V77,1486,342,139684,32148,S
76,V75,577,364,54238,34216,S
76,V73,1048,279,98512,26226,S
76,V10,1008,539,94752,50666,N
76,V2,1486,281,139684,26414,S
77,V80,938,175,88172,16450,S
77,V79,629,304,59126,28576,S
77,V77,1449,324,136206,30456,S
77,V75,561,380,52734,35720,S
77,V73,1066,297,100204,27918,S
77,V10,1008,538,94752,50572,N
77,V2,1488,281,139872,26414,S
78,V89,898,133,84412,12502,S
78,V79,613,320,57622,30080,S
78,V73,1084,316,101896,29704,S
78,V10,1008,537,94752,50478,N
78,V2,1488,280,139872,26320,S
79,V89,900,135,84600,12690,S
79,V79,597,336,56118,31584,S
79,V73,1103,337,103682,31678,S
79,V10,1008,537,94752,50478,N
80,V89,905,136,85070,12784,S
80,V88,781,157,73414,14758,S
80,V79,578,351,54332,32994,S
80,V73,1118,357,105092,33558,S
80,V10,1008,537,94752,50478,N
81,V80,982,211,92308,19834,S
81,V79,562,365,52828,34310,S
81,V73,1135,376,106690,35344,S
81,V10,1007,538,94658,50572,N
82,V97,1829,839,171926,78866,N
82,V80,991,224,93154,21056,S
82,V10,1007,537,94658,50478,N
83,V104,1227,254,115338,23876,S
83,V97,1851,716,173994,67304,N
83,V80,1001,233,94094,21902,S
83,V10,1007,538,94658,50572,N
84,V102,1375,256,129250,24064,S
84,V82,752,198,70688,18612,S
84,V73,1167,428,109698,40232,S
84,V10,1009,538,94846,50572,N
85,V108,646,305,60724,28670,S
85,V102,1395,250,131130,23500,S
85,V73,1174,444,110356,41736,N
85,V10,1010,537,94940,50478,N
86,V108,627,322,58938,30268,S
86,V102,1422,246,133668,23124,S
86,V80,1020,264,95880,24816,S
86,V73,1183,455,111202,42770,N
86,V10,1011,537,95034,50478,N
87,V111,720,175,67680,16450,S
87,V108,608,339,57152,31866,S
87,V106,1098,130,103212,12220,S
87,V104,1142,199,107348,18706,S
87,V102,1449,244,136206,22936,S
87,V80,1032,277,97008,26038,S
87,V73,1190,462,111860,43428,N
87,V10,1011,536,95034,50384,N
88,V113,792,136,74448,12784,S
88,V111,713,181,67022,17014,S
88,V108,593,354,55742,33276,S
88,V106,1090,127,102460,11938,S
88,V104,1124,187,105656,17578,S
88,V103,708,252,66552,23688,S
88,V80,1042,290,97948,27260,S
88,V10,1011,536,95034,50384,N
89,V113,793,145,74542,13630,S
89,V111,705,195,66270,18330,S
89,V108,577,365,54238,34310,S
89,V104,1108,174,104152,16356,S
89,V103,701,266,65894,25004,S
89,V98,988,237,92872,22278,S
89,V80,1052,302,98888,28388,S
89,V10,1012,537,95128,50478,N
89,V2,1485,282,139590,26508,S
90,V113,789,150,74166,14100,S
90,V111,697,210,65518,19740,S
90,V108,563,376,52922,35344,S
90,V104,1097,164,103118,15416,S
90,V103,687,279,64578,26226,S
90,V80,1062,313,99828,29422,S
90,V73,1194,486,112236,45684,N
90,V10,1011,536,95034,50384,N
90,V2,1487,280,139778,26320,S
91,V125,1452,336,136488,31584,S
91,V124,1008,237,94752,22278,S
91,V113,784,159,73696,14946,S
91,V111,683,219,64202,20586,S
91,V108,555,381,52170,35814,S
91,V104,1083,153,101802,14382,S
91,V103,667,292,62698,27448,S
91,V80,1071,326,100674,30644,S
91,V73,1199,494,112706,46436,N
91,V10,1013,537,95222,50478,N
92,V128,1469,407,138086,38258,S
92,V127,1737,420,163278,39480,S
92,V125,1415,312,133010,29328,S
92,V124,1017,254,95598,23876,S
92,V113,780,168,73320,15792,S
92,V111,674,232,63356,21808,S
92,V108,545,386,51230,36284,S
92,V103,657,306,61758,28764,S
92,V98,1015,246,95410,23124,S
92,V80,1083,339,101802,31866,S
92,V73,1202,497,112988,46718,N
92,V10,1011,536,95034,50384,N
93,V127,1696,400,159424,37600,S
93,V125,1383,293,130002,27542,S
93,V124,1027,269,96538,25286,S
93,V111,667,239,62698,22466,S
93,V103,643,318,60442,29892,S
93,V80,1092,351,102648,32994,S
93,V73,1203,498,113082,46812,N
93,V10,1012,537,95128,50478,N
94,V131,1053,134,98982,12596,S
94,V127,1651,382,155194,35908,S
94,V124,1033,278,97102,26132,S
94,V111,656,255,61664,23970,S
94,V103,634,325,59596,30550,S
94,V80,1099,361,103306,33934,S
94,V73,1204,498,113176,46812,N
94,V10,1013,537,95222,50478,N
95,V131,1046,128,98324,12032,S
95,V127,1604,368,150776,34592,S
95,V114,986,178,92684,16732,S
95,V113,756,199,71064,18706,S
95,V111,645,262,60630,24628,S
95,V103,624,334,58656,31396,S
95,V73,1204,497,113176,46718,N
95,V10,1012,537,95128,50478,N
95,V2,1484,281,139496,26414,S
96,V133,237,578,22278,54332,N
96,V127,1557,350,146358,32900,S
96,V114,992,188,93248,17672,S
96,V113,748,208,70312,19552,S
96,V111,637,270,59878,25380,S
96,V103,620,338,58280,31772,S
96,V73,1203,497,113082,46718,N
96,V10,1012,538,95128,50572,N
96,V2,1486,281,139684,26414,S
97,V135,837,178,78678,16732,S
97,V133,193,583,18142,54802,N
97,V127,1510,335,141940,31490,S
97,V114,999,196,93906,18424,S
97,V113,735,218,69090,20492,S
97,V111,629,279,59126,26226,S
97,V108,529,395,49726,37130,S
97,V103,619,341,58186,32054,S
97,V73,1203,497,113082,46718,N
97,V10,1011,538,95034,50572,N
97,V2,1486,280,139684,26320,S
98,V138,1411,249,132634,23406,S
98,V135,836,191,78584,17954,S
98,V133,151,593,14194,55742,N
98,V127,1463,317,137522,29798,S
98,V124,1069,319,100486,29986,S
98,V113,722,229,67868,21526,S
98,V111,622,311,58468,29234,S
98,V108,528,392,49632,36848,S
98,V103,618,343,58092,32242,S
98,V80,1132,399,106408,37506,S
98,V73,1205,497,113270,46718,N
98,V10,1010,537,94940,50478,N
99,V144,1429,514,134326,48316,N
99,V135,835,197,78490,18518,S
99,V133,105,600,9870,56400,N
99,V132,899,156,84506,14664,S
99,V127,1420,301,133480,28294,S
99,V124,1075,337,101050,31678,S
99,V113,712,238,66928,22372,S
99,V111,619,323,58186,30362,S
99,V108,526,399,49444,37506,S
99,V80,1135,402,106690,37788,S
99,V73,1203,496,113082,46624,N
99,V10,1010,536,94940,50384,N
100,V144,1391,471,130754,44274,N
100,V111,617,338,57998,31772,S
100,V73,1203,497,113082,46718,N
100,V10,1009,536,94846,50384,N
101,V144,1347,433,126618,40702,N
101,V111,613,343,57622,32242,S
101,V73,1205,497,113270,46718,N
101,V10,1009,536,94846,50384,N
102,V144,1309,395,123046,37130,S
102,V141,904,173,84976,16262,S
102,V135,824,234,77456,21996,S
102,V134,927,293,87138,27542,S
102,V127,1325,263,124550,24722,S
102,V114,1032,236,97008,22184,S
102,V113,678,264,63732,24816,S
102,V80,1134,406,106596,38164,S
102,V73,1205,495,113270,46530,N
102,V10,1009,536,94846,50384,N
102,V2,1485,281,139590,26414,S
103,V158,742,214,69748,20116,S
103,V155,613,340,57622,31960,S
103,V154,128,605,12032,56870,N
103,V144,1271,366,119474,34404,S
103,V141,907,179,85258,16826,S
103,V135,820,245,77080,23030,S
103,V134,931,309,87514,29046,S
103,V127,1298,249,122012,23406,S
103,V114,1037,245,97478,23030,S
103,V113,671,273,63074,25662,S
