frame_num,id,d2x,d2y,rx,ry,heading
0,V3,938,591,82544,52008,N
0,V2,924,569,81312,50072,N
0,V1,506,410,44528,36080,S
1,V3,939,590,82632,51920,N
1,V2,923,566,81224,49808,N
2,V3,938,591,82544,52008,N
2,V2,922,565,81136,49720,N
3,V3,938,592,82544,52096,N
3,V2,924,566,81312,49808,N
4,V3,940,590,82720,51920,N
4,V2,924,566,81312,49808,N
5,V5,543,282,47784,24816,S
5,V3,940,592,82720,52096,N
5,V2,923,564,81224,49632,N
6,V7,474,656,41712,57728,N
6,V5,530,292,46640,25696,S
6,V3,939,590,82632,51920,N
6,V2,923,565,81224,49720,N
7,V7,469,739,41272,65032,N
7,V5,517,300,45496,26400,S
7,V3,938,592,82544,52096,N
7,V2,922,565,81136,49720,N
8,V7,456,853,40128,75064,N
8,V3,939,591,82632,52008,N
8,V2,923,566,81224,49808,N
9,V8,650,282,57200,24816,S
9,V7,452,965,39776,84920,N
9,V3,938,590,82544,51920,N
9,V2,921,566,81048,49808,N
10,V10,642,426,56496,37488,S
10,V5,485,342,42680,30096,S
10,V3,939,590,82632,51920,N
10,V2,922,566,81136,49808,N
11,V10,651,463,57288,40744,S
11,V5,480,359,42240,31592,S
11,V3,939,591,82632,52008,N
11,V2,921,564,81048,49632,N
12,V10,669,507,58872,44616,S
12,V5,479,380,42152,33440,S
12,V3,940,590,82720,51920,N
12,V2,924,565,81312,49720,N
13,V10,683,566,60104,49808,N
13,V5,479,403,42152,35464,S
13,V3,940,590,82720,51920,N
13,V2,924,565,81312,49720,N
14,V10,706,644,62128,56672,N
14,V8,552,338,48576,29744,S
14,V4,483,438,42504,38544,S
14,V3,940,590,82720,51920,N
14,V2,926,566,81488,49808,N
15,V8,535,351,47080,30888,S
15,V3,940,590,82720,51920,N
15,V2,924,565,81312,49720,N
16,V8,518,372,45584,32736,S
16,V3,939,590,82632,51920,N
16,V2,924,567,81312,49896,N
17,V12,478,602,42064,52976,N
17,V8,504,395,44352,34760,S
17,V3,937,591,82456,52008,N
17,V2,922,567,81136,49896,N
18,V12,475,683,41800,60104,N
18,V3,937,590,82456,51920,N
18,V2,924,567,81312,49896,N
19,V4,491,452,43208,39776,S
19,V3,937,592,82456,52096,N
19,V2,922,565,81136,49720,N
20,V3,937,592,82456,52096,N
20,V2,921,565,81048,49720,N
21,V3,937,591,82456,52008,N
21,V2,922,566,81136,49808,N
22,V18,481,623,42328,54824,N
22,V3,939,591,82632,52008,N
22,V2,923,566,81224,49808,N
23,V18,479,704,42152,61952,N
23,V11,329,399,28952,35112,S
23,V3,940,593,82720,52184,N
23,V2,923,566,81224,49808,N
24,V18,466,824,41008,72512,N
24,V11,306,417,26928,36696,S
24,V3,939,592,82632,52096,N
24,V2,923,566,81224,49808,N
25,V11,284,435,24992,38280,S
25,V3,938,593,82544,52184,N
25,V2,922,564,81136,49632,N
26,V3,939,592,82632,52096,N
26,V2,923,566,81224,49808,N
27,V3,938,591,82544,52008,N
27,V2,923,566,81224,49808,N
28,V3,938,590,82544,51920,N
28,V2,924,566,81312,49808,N
29,V3,939,590,82632,51920,N
29,V2,925,566,81400,49808,N
30,V3,939,591,82632,52008,N
30,V2,924,566,81312,49808,N
31,V3,939,590,82632,51920,N
31,V2,925,566,81400,49808,N
32,V3,939,590,82632,51920,N
32,V2,923,566,81224,49808,N
33,V3,939,591,82632,52008,N
33,V2,926,567,81488,49896,N
34,V3,937,592,82456,52096,N
34,V2,924,565,81312,49720,N
35,V3,940,591,82720,52008,N
35,V2,924,565,81312,49720,N
36,V3,939,591,82632,52008,N
36,V2,923,566,81224,49808,N
37,V28,347,423,30536,37224,S
37,V3,940,591,82720,52008,N
37,V2,924,566,81312,49808,N
38,V3,939,592,82632,52096,N
38,V2,920,565,80960,49720,N
39,V3,939,591,82632,52008,N
39,V2,923,566,81224,49808,N
40,V3,937,592,82456,52096,N
40,V2,921,564,81048,49632,N
41,V3,939,590,82632,51920,N
41,V2,923,567,81224,49896,N
42,V3,937,591,82456,52008,N
42,V2,922,566,81136,49808,N
43,V3,940,591,82720,52008,N
43,V2,923,565,81224,49720,N
44,V3,939,590,82632,51920,N
44,V2,922,565,81136,49720,N
45,V3,940,589,82720,51832,N
45,V2,924,566,81312,49808,N
46,V3,937,590,82456,51920,N
46,V2,923,565,81224,49720,N
47,V3,940,590,82720,51920,N
47,V2,923,565,81224,49720,N
48,V3,940,590,82720,51920,N
48,V2,924,565,81312,49720,N
49,V3,938,589,82544,51832,N
49,V2,923,566,81224,49808,N
50,V3,939,590,82632,51920,N
50,V2,923,564,81224,49632,N
51,V3,937,590,82456,51920,N
51,V2,922,565,81136,49720,N
52,V3,938,590,82544,51920,N
52,V2,923,564,81224,49632,N
53,V37,616,312,54208,27456,S
53,V3,939,592,82632,52096,N
53,V2,921,564,81048,49632,N
54,V37,617,324,54296,28512,S
54,V3,937,590,82456,51920,N
54,V2,921,564,81048,49632,N
55,V37,614,340,54032,29920,S
55,V3,938,591,82544,52008,N
55,V2,922,565,81136,49720,N
56,V37,616,347,54208,30536,S
56,V3,939,591,82632,52008,N
56,V2,922,565,81136,49720,N
57,V3,938,592,82544,52096,N
57,V2,920,565,80960,49720,N
58,V3,940,592,82720,52096,N
58,V2,924,565,81312,49720,N
59,V37,632,399,55616,35112,S
59,V3,940,592,82720,52096,N
59,V2,922,564,81136,49632,N
60,V37,637,418,56056,36784,S
60,V3,941,591,82808,52008,N
60,V2,922,564,81136,49632,N
61,V37,645,438,56760,38544,S
61,V3,940,590,82720,51920,N
61,V2,922,564,81136,49632,N
62,V45,574,293,50512,25784,S
62,V37,650,454,57200,39952,S
62,V3,941,590,82808,51920,N
62,V2,925,564,81400,49632,N
63,V45,557,301,49016,26488,S
63,V3,940,590,82720,51920,N
63,V2,923,565,81224,49720,N
64,V44,666,505,58608,44440,S
64,V3,941,590,82808,51920,N
64,V2,925,565,81400,49720,N
65,V44,674,527,59312,46376,S
65,V3,943,591,82984,52008,N
65,V2,925,565,81400,49720,N
66,V48,639,299,56232,26312,S
66,V45,513,339,45144,29832,S
66,V37,675,528,59400,46464,S
66,V3,943,590,82984,51920,N
66,V2,926,565,81488,49720,N
67,V48,634,304,55792,26752,S
67,V45,506,355,44528,31240,S
67,V37,678,547,59664,48136,N
67,V3,941,590,82808,51920,N
67,V2,925,566,81400,49808,N
68,V48,631,315,55528,27720,S
68,V45,499,374,43912,32912,S
68,V37,684,564,60192,49632,N
68,V3,943,590,82984,51920,N
68,V2,926,566,81488,49808,N
69,V48,630,325,55440,28600,S
69,V45,496,390,43648,34320,S
69,V3,943,590,82984,51920,N
69,V2,926,566,81488,49808,N
70,V48,629,340,55352,29920,S
70,V45,493,411,43384,36168,S
70,V44,698,584,61424,51392,N
70,V3,942,590,82896,51920,N
70,V2,926,566,81488,49808,N
71,V48,630,347,55440,30536,S
71,V45,492,430,43296,37840,S
71,V44,701,587,61688,51656,N
71,V3,943,590,82984,51920,N
71,V2,926,566,81488,49808,N
72,V54,637,301,56056,26488,S
72,V48,632,361,55616,31768,S
72,V45,490,453,43120,39864,S
72,V44,701,588,61688,51744,N
72,V3,942,589,82896,51832,N
72,V2,927,567,81576,49896,N
73,V48,633,371,55704,32648,S
73,V45,489,474,43032,41712,S
73,V44,702,588,61776,51744,N
73,V3,943,589,82984,51832,N
73,V2,928,567,81664,49896,N
74,V48,636,381,55968,33528,S
74,V45,487,500,42856,44000,S
74,V44,702,587,61776,51656,N
74,V3,941,592,82808,52096,N
74,V2,925,566,81400,49808,N
75,V56,460,399,40480,35112,S
75,V54,628,332,55264,29216,S
75,V48,640,396,56320,34848,S
75,V45,483,524,42504,46112,S
75,V44,703,586,61864,51568,N
75,V3,942,591,82896,52008,N
75,V2,927,568,81576,49984,N
76,V56,468,415,41184,36520,S
76,V54,625,341,55000,30008,S
76,V48,644,404,56672,35552,S
76,V45,479,547,42152,48136,N
76,V44,701,586,61688,51568,N
76,V3,943,590,82984,51920,N
76,V2,927,567,81576,49896,N
77,V56,471,435,41448,38280,S
77,V54,629,352,55352,30976,S
77,V48,646,416,56848,36608,S
77,V45,482,565,42416,49720,N
77,V44,701,585,61688,51480,N
77,V3,943,589,82984,51832,N
77,V2,928,568,81664,49984,N
78,V59,1843,882,162184,77616,N
78,V56,472,454,41536,39952,S
78,V54,630,361,55440,31768,S
78,V48,650,426,57200,37488,S
78,V45,479,578,42152,50864,N
78,V44,702,585,61776,51480,N
78,V3,941,590,82808,51920,N
78,V2,927,567,81576,49896,N
79,V56,477,469,41976,41272,S
79,V54,635,372,55880,32736,S
79,V48,655,442,57640,38896,S
79,V45,477,586,41976,51568,N
79,V44,702,585,61776,51480,N
79,V3,944,590,83072,51920,N
79,V2,929,567,81752,49896,N
80,V56,480,483,42240,42504,S
80,V54,637,382,56056,33616,S
80,V48,661,449,58168,39512,S
80,V45,474,596,41712,52448,N
80,V44,699,585,61512,51480,N
80,V3,944,591,83072,52008,N
80,V2,928,565,81664,49720,N
81,V54,640,392,56320,34496,S
81,V48,663,460,58344,40480,S
81,V45,475,599,41800,52712,N
81,V44,699,584,61512,51392,N
81,V3,944,591,83072,52008,N
81,V2,929,566,81752,49808,N
82,V58,629,342,55352,30096,S
82,V54,643,400,56584,35200,S
82,V48,666,470,58608,41360,S
82,V45,475,603,41800,53064,N
82,V44,697,584,61336,51392,N
82,V3,943,591,82984,52008,N
82,V2,927,565,81576,49720,N
83,V58,629,349,55352,30712,S
83,V54,646,409,56848,35992,S
83,V48,672,479,59136,42152,S
83,V45,478,603,42064,53064,N
83,V44,697,584,61336,51392,N
83,V3,944,591,83072,52008,N
83,V2,929,568,81752,49984,N
84,V58,631,359,55528,31592,S
84,V54,652,419,57376,36872,S
84,V48,676,486,59488,42768,S
84,V45,478,603,42064,53064,N
84,V44,697,589,61336,51832,N
84,V3,944,590,83072,51920,N
84,V2,928,568,81664,49984,N
85,V58,634,367,55792,32296,S
85,V54,654,427,57552,37576,S
85,V48,681,491,59928,43208,S
85,V45,479,603,42152,53064,N
85,V44,697,592,61336,52096,N
85,V3,943,591,82984,52008,N
85,V2,928,568,81664,49984,N
86,V58,635,377,55880,33176,S
86,V54,655,440,57640,38720,S
86,V48,683,501,60104,44088,S
86,V45,479,601,42152,52888,N
86,V44,696,595,61248,52360,N
86,V3,943,589,82984,51832,N
86,V2,929,569,81752,50072,N
87,V69,514,368,45232,32384,S
87,V58,639,383,56232,33704,S
87,V54,661,446,58168,39248,S
87,V48,685,507,60280,44616,S
87,V45,479,600,42152,52800,N
87,V44,696,594,61248,52272,N
87,V3,944,590,83072,51920,N
87,V2,929,567,81752,49896,N
88,V69,510,386,44880,33968,S
88,V58,640,392,56320,34496,S
88,V54,665,451,58520,39688,S
88,V48,687,507,60456,44616,S
88,V45,481,600,42328,52800,N
88,V44,696,596,61248,52448,N
88,V3,944,590,83072,51920,N
88,V2,929,568,81752,49984,N
89,V76,1676,957,147488,84216,N
89,V75,698,569,61424,50072,N
89,V58,642,400,56496,35200,S
89,V54,669,454,58872,39952,S
89,V48,688,507,60544,44616,S
89,V45,482,599,42416,52712,N
89,V44,696,596,61248,52448,N
89,V3,945,590,83160,51920,N
89,V2,929,567,81752,49896,N
90,V76,1789,914,157432,80432,N
90,V58,646,406,56848,35728,S
90,V54,673,463,59224,40744,S
90,V48,687,508,60456,44704,S
90,V45,481,598,42328,52624,N
90,V44,696,594,61248,52272,N
90,V3,944,590,83072,51920,N
90,V2,929,568,81752,49984,N
91,V69,505,435,44440,38280,S
91,V58,647,413,56936,36344,S
91,V54,674,467,59312,41096,S
91,V48,687,508,60456,44704,S
91,V45,480,599,42240,52712,N
91,V44,697,596,61336,52448,N
91,V3,943,591,82984,52008,N
91,V2,928,568,81664,49984,N
92,V63,1843,839,162184,73832,N
92,V58,651,419,57288,36872,S
92,V54,673,470,59224,41360,S
92,V48,684,510,60192,44880,S
92,V45,480,598,42240,52624,N
92,V44,697,598,61336,52624,N
92,V3,943,589,82984,51832,N
92,V2,930,570,81840,50160,N
93,V74,632,362,55616,31856,S
93,V63,1862,795,163856,69960,N
93,V58,655,424,57640,37312,S
93,V54,672,472,59136,41536,S
93,V48,682,510,60016,44880,S
93,V45,479,597,42152,52536,N
93,V44,698,597,61424,52536,N
93,V3,943,590,82984,51920,N
93,V2,929,568,81752,49984,N
94,V81,1762,906,155056,79728,N
94,V74,631,367,55528,32296,S
94,V63,1858,758,163504,66704,N
94,V58,656,426,57728,37488,S
94,V54,672,472,59136,41536,S
94,V48,682,511,60016,44968,S
94,V45,479,595,42152,52360,N
94,V44,697,596,61336,52448,N
94,V3,940,590,82720,51920,N
94,V2,928,568,81664,49984,N
95,V81,1821,866,160248,76208,N
95,V74,634,368,55792,32384,S
95,V63,1830,712,161040,62656,N
95,V54,671,472,59048,41536,S
95,V48,681,510,59928,44880,S
95,V45,478,597,42064,52536,N
95,V44,698,594,61424,52272,N
95,V3,942,590,82896,51920,N
95,V2,927,567,81576,49896,N
96,V81,1859,824,163592,72512,N
96,V79,1648,988,145024,86944,N
96,V75,699,568,61512,49984,N
96,V74,636,369,55968,32472,S
96,V54,672,471,59136,41448,S
96,V48,681,511,59928,44968,S
96,V45,477,597,41976,52536,N
96,V44,699,594,61512,52272,N
96,V3,943,590,82984,51920,N
96,V2,927,567,81576,49896,N
97,V83,1018,309,89584,27192,S
97,V79,1801,953,158488,83864,N
97,V75,699,567,61512,49896,N
97,V74,641,378,56408,33264,S
97,V48,680,510,59840,44880,S
97,V45,477,596,41976,52448,N
97,V44,699,594,61512,52272,N
97,V3,942,590,82896,51920,N
97,V2,927,568,81576,49984,N
98,V77,1279,393,112552,34584,S
98,V74,645,384,56760,33792,S
98,V48,681,509,59928,44792,S
98,V45,476,598,41888,52624,N
98,V44,699,593,61512,52184,N
98,V3,943,590,82984,51920,N
98,V2,927,566,81576,49808,N
99,V74,647,387,56936,34056,S
99,V63,1824,711,160512,62568,N
99,V48,680,509,59840,44792,S
99,V45,477,598,41976,52624,N
99,V44,699,593,61512,52184,N
99,V3,942,590,82896,51920,N
99,V2,926,568,81488,49984,N
100,V74,649,389,57112,34232,S
100,V48,681,510,59928,44880,S
100,V45,478,597,42064,52536,N
100,V44,698,594,61424,52272,N
100,V3,942,591,82896,52008,N
100,V2,927,567,81576,49896,N
101,V74,652,391,57376,34408,S
101,V48,681,509,59928,44792,S
101,V45,477,595,41976,52360,N
101,V44,697,594,61336,52272,N
101,V3,941,591,82808,52008,N
101,V2,927,567,81576,49896,N
102,V94,1812,934,159456,82192,N
102,V48,683,510,60104,44880,S
102,V45,478,596,42064,52448,N
102,V44,699,595,61512,52360,N
102,V3,941,591,82808,52008,N
102,V2,926,568,81488,49984,N
103,V48,683,510,60104,44880,S
103,V45,478,595,42064,52360,N
103,V44,698,594,61424,52272,N
103,V3,941,591,82808,52008,N
103,V2,926,567,81488,49896,N
104,V88,1846,962,162448,84656,N
104,V48,684,510,60192,44880,S
104,V45,478,595,42064,52360,N
104,V44,697,594,61336,52272,N
104,V3,941,591,82808,52008,N
104,V2,926,567,81488,49896,N
105,V63,1761,603,154968,53064,N
105,V58,672,469,59136,41272,S
105,V48,684,510,60192,44880,S
105,V45,478,595,42064,52360,N
105,V44,698,594,61424,52272,N
105,V3,941,591,82808,52008,N
105,V2,925,567,81400,49896,N
106,V48,685,509,60280,44792,S
