frame_num,id,d2x,d2y,rx,ry,heading
0,V1,40,565,2600,36725,N
49,V6,203,853,13195,55445,N
77,V19,470,347,30550,22555,S
78,V19,489,362,31785,23530,S
79,V19,502,380,32630,24700,S
80,V19,517,402,33605,26130,S
81,V19,524,416,34060,27040,S
82,V19,523,432,33995,28080,S
83,V19,508,456,33020,29640,S
84,V19,473,478,30745,31070,N
84,V18,573,204,37245,13260,S
85,V18,592,204,38480,13260,S
86,V18,611,203,39715,13195,S
87,V18,622,202,40430,13130,S
88,V18,635,202,41275,13130,S
108,V28,1266,638,82290,41470,N
109,V28,1349,611,87685,39715,N
112,V29,1163,621,75595,40365,N
113,V29,1245,594,80925,38610,N
120,V30,1301,450,84565,29250,S
121,V30,1271,430,82615,27950,S
122,V30,1231,412,80015,26780,S
123,V30,1187,394,77155,25610,S
124,V31,1692,540,109980,35100,N
125,V31,1590,519,103350,33735,N
126,V31,1491,497,96915,32305,N
126,V30,1043,341,67795,22165,S
127,V31,1407,471,91455,30615,
128,V31,1326,452,86190,29380,S
129,V31,1256,429,81640,27885,S
130,V31,1188,410,77220,26650,S
131,V33,1661,527,107965,34255,N
131,V31,1129,386,73385,25090,S
132,V33,1532,498,99580,32370,N
133,V33,1427,466,92755,30290,S
134,V33,1334,445,86710,28925,S
135,V33,1254,419,81510,27235,S
151,V39,1742,541,113230,35165,N
152,V39,1648,526,107120,34190,N
153,V39,1574,512,102310,33280,N
166,V52,1625,654,105625,42510,N
167,V52,1650,620,107250,40300,N
168,V57,1399,599,90935,38935,N
186,V65,1334,653,86710,42445,N
189,V63,1817,658,118105,42770,N
201,V74,1715,648,111475,42120,N
204,V85,1721,552,111865,35880,N
204,V78,489,635,31785,41275,N
205,V85,1623,535,105495,34775,N
205,V78,475,678,30875,44070,N
206,V85,1528,509,99320,33085,N
207,V85,1454,492,94510,31980,N
208,V85,1390,467,90350,30355,S
209,V85,1333,450,86645,29250,S
210,V85,1280,433,83200,28145,S
211,V85,1235,415,80275,26975,S
212,V85,1178,398,76570,25870,S
213,V85,1133,381,73645,24765,S
216,V85,1019,337,66235,21905,S
219,V91,423,321,27495,20865,S
220,V91,423,322,27495,20930,S
221,V91,423,322,27495,20930,S
222,V91,423,322,27495,20930,S
223,V91,424,320,27560,20800,S
224,V91,427,320,27755,20800,S
225,V91,428,321,27820,20865,S
226,V91,428,320,27820,20800,S
227,V91,430,319,27950,20735,S
228,V91,431,321,28015,20865,S
231,V91,435,320,28275,20800,S
232,V91,438,321,28470,20865,S
233,V100,447,344,29055,22360,S
234,V100,451,344,29315,22360,S
235,V105,420,193,27300,12545,S
235,V104,561,206,36465,13390,S
235,V100,457,344,29705,22360,S
235,V91,444,303,28860,19695,S
236,V104,587,203,38155,13195,S
236,V100,466,355,30290,23075,S
236,V91,445,301,28925,19565,S
237,V104,617,202,40105,13130,S
237,V100,470,349,30550,22685,S
238,V104,633,202,41145,13130,S
238,V100,482,371,31330,24115,S
241,V100,507,395,32955,25675,S
242,V100,513,401,33345,26065,S
243,V100,521,400,33865,26000,S
246,V107,498,449,32370,29185,S
247,V109,546,370,35490,24050,S
247,V107,485,456,31525,29640,S
248,V109,563,380,36595,24700,S
248,V107,468,465,30420,30225,S
249,V109,572,390,37180,25350,S
249,V107,453,469,29445,30485,S
250,V109,577,399,37505,25935,S
250,V107,435,476,28275,30940,
251,V109,584,402,37960,26130,S
251,V107,420,479,27300,31135,N
251,V100,579,404,37635,26260,S
252,V109,587,405,38155,26325,S
252,V107,400,484,26000,31460,N
253,V109,590,407,38350,26455,S
253,V107,377,493,24505,32045,N
254,V109,591,409,38415,26585,S
254,V107,348,499,22620,32435,N
255,V109,592,409,38480,26585,S
255,V107,308,503,20020,32695,N
256,V109,592,408,38480,26520,S
256,V107,258,512,16770,33280,N
257,V107,192,520,12480,33800,N
258,V100,588,407,38220,26455,S
259,V117,72,522,4680,33930,N
259,V100,586,406,38090,26390,S
260,V100,587,406,38155,26390,S
261,V100,586,406,38090,26390,S
262,V100,587,406,38155,26390,S
263,V100,587,406,38155,26390,S
264,V100,588,407,38220,26455,S
265,V100,586,406,38090,26390,S
266,V100,586,406,38090,26390,S
267,V100,585,405,38025,26325,S
268,V100,587,406,38155,26390,S
269,V100,584,406,37960,26390,S
270,V100,587,406,38155,26390,S
271,V120,582,406,37830,26390,S
271,V100,588,405,38220,26325,S
272,V100,587,405,38155,26325,S
273,V100,588,406,38220,26390,S
274,V120,581,405,37765,26325,S
274,V100,587,405,38155,26325,S
275,V100,587,405,38155,26325,S
276,V100,587,405,38155,26325,S
277,V120,581,406,37765,26390,S
277,V100,587,405,38155,26325,S
