hrPow,logHr
0,00
0,01
0,02
0,03
0,04
0,05
0,06
6300,07
14200,08
19600,09
36500,10
30800,11
22800,12
33900,13
18400,14
37600,15
5700,16
3500,17
500,18
0,19
0,20
0,21
0,22
