hrPow,logHr
0,00
0,01
0,02
0,03
0,04
0,05
300,06
5900,07
24400,08
47100,09
59100,10
76400,11
51300,12
56300,13
65800,14
45600,15
17900,16
4700,17
200,18
0,19
0,20
0,21
0,22
