hrPow,logHr
0,00
0,01
0,02
0,03
0,04
0,05
0,06
600,07
1000,08
2400,09
10200,10
7700,11
5900,12
5900,13
8200,14
8000,15
10000,16
4800,17
600,18
0,19
0,20
0,21
0,22
