hrPow,logHr
0,00
0,01
0,02
0,03
0,04
0,05
1100,06
13700,07
32200,08
53700,09
66100,10
66200,11
61400,12
39700,13
23900,14
33700,15
26400,16
8500,17
800,18
0,19
0,20
0,21
0,22
