hrPow,logHr
0,00
0,01
0,02
0,03
0,04
0,05
800,06
9100,07
25800,08
29300,09
30400,10
37200,11
64700,12
41000,13
13700,14
36400,15
25200,16
7400,17
800,18
0,19
0,20
0,21
0,22
