hrPow,logHr
0,00
0,01
0,02
0,03
0,04
0,05
1800,06
10200,07
6900,08
16100,09
27400,10
26000,11
12700,12
18100,13
18600,14
13900,15
5500,16
2000,17
400,18
0,19
0,20
0,21
0,22
