hrPow,logHr
0,00
0,01
0,02
0,03
0,04
0,05
0,06
800,07
2100,08
13000,09
7000,10
6900,11
6700,12
30200,13
22700,14
14600,15
8200,16
2700,17
100,18
0,19
0,20
0,21
0,22
