220705,user10-2-2,-2028469580,31,130.175306,460.565227
220706,user10-2-2,-2028469564,31,127.864298,458.440066
220707,user10-2-2,-2028469549,31,130.063299,461.007512
220708,user10-2-2,-2028469532,31,130.063299,461.007512
220709,user10-2-2,-2028469516,31,121.366987,442.063996
220710,user10-2-2,-2028469499,31,121.366987,442.063996
220711,user10-2-2,-2028469482,31,139.228131,472.91418
220712,user10-2-2,-2028469465,31,140.786228,479.693444
220713,user10-2-2,-2028469448,31,140.786228,479.693444
220714,user10-2-2,-2028469431,31,140.786228,479.693444
220715,user10-2-2,-2028469415,31,149.592405,489.345383
220716,user10-2-2,-2028469400,31,149.592405,489.345383
220717,user10-2-2,-2028469383,31,149.295332,489.343988
220718,user10-2-2,-2028469366,31,174.08032,297.538985
220719,user10-2-2,-2028469350,31,174.587094,290.678696
220720,user10-2-2,-2028469333,32,174.70814,290.899091
220721,user10-2-2,-2028469315,32,174.70814,290.899091
220722,user10-2-2,-2028469298,32,174.818116,292.927887
220723,user10-2-2,-2028469282,32,174.818116,292.927887
220724,user10-2-2,-2028469264,32,174.818116,292.927887
220725,user10-2-2,-2028469248,32,175.782795,294.366192
220726,user10-2-2,-2028469230,32,175.576718,293.990445
220727,user10-2-2,-2028469216,32,175.576718,293.990445
220728,user10-2-2,-2028469199,32,205.950596,334.821895
220729,user10-2-2,-2028469182,32,205.950596,334.821895
220730,user10-2-2,-2028469166,32,198.903621,321.593092
220731,user10-2-2,-2028469149,32,197.745913,315.767174
220732,user10-2-2,-2028469133,32,197.745913,315.767174
220733,user10-2-2,-2028469116,32,197.315586,309.79851
220734,user10-2-2,-2028469099,32,275.232474,339.929186
220735,user10-2-2,-2028469081,32,275.232474,339.929186
220736,user10-2-2,-2028469064,32,323.523891,334.44066
220737,user10-2-2,-2028469048,32,341.270503,314.234828
220738,user10-2-2,-2028469031,32,354.03787,300.149117
220739,user10-2-2,-2028469014,32,361.168825,277.421117
220740,user10-2-2,-2028468999,32,361.168825,277.421117
220741,user10-2-2,-2028468982,32,361.168825,277.421117
220742,user10-2-2,-2028468965,32,379.079944,234.239686
220743,user10-2-2,-2028468949,32,379.079944,234.239686
220744,user10-2-2,-2028468932,32,392.399168,225.468641
220745,user10-2-2,-2028468916,32,412.815203,237.067018
220746,user10-2-2,-2028468899,32,422.791657,240.83909
220747,user10-2-2,-2028468882,32,433.101734,242.856776
220748,user10-2-2,-2028468866,32,433.101734,242.856776
220749,user10-2-2,-2028468849,32,438.359077,243.072214
220750,user10-2-2,-2028468833,32,438.359077,243.072214
220751,user10-2-2,-2028468816,32,469.048719,224.213223
