250661,ev20-1-24,-753617365,0,537.877771,305.080749
250662,ev20-1-24,-753617351,0,514.446759,284.081094
250663,ev20-1-24,-753617335,0,519.507098,277.967076
250664,ev20-1-24,-753617317,0,528.945273,291.536511
250665,ev20-1-24,-753617300,0,548.468295,310.446051
250666,ev20-1-24,-753617284,0,531.996097,295.241681
250667,ev20-1-24,-753617267,0,553.101652,323.611221
250668,ev20-1-24,-753617250,0,553.101652,323.611221
250669,ev20-1-24,-753617234,0,536.007639,312.750691
250670,ev20-1-24,-753617217,0,550.765485,338.600957
250671,ev20-1-24,-753617200,0,522.389218,292.088628
250672,ev20-1-24,-753617185,0,559.811483,330.790361
250673,ev20-1-24,-753617168,0,540.281845,309.843145
250674,ev20-1-24,-753617152,0,550.948124,320.623235
250675,ev20-1-24,-753617135,0,560.159211,333.477808
250676,ev20-1-24,-753617118,0,557.208014,327.550948
250677,ev20-1-24,-753617102,0,557.208014,327.550948
250678,ev20-1-24,-753617085,0,561.208205,316.865071
250679,ev20-1-24,-753617068,0,544.616169,293.878343
250680,ev20-1-24,-753617052,0,557.513751,311.824381
250681,ev20-1-24,-753617035,0,515.65728,313.346798
250682,ev20-1-24,-753617017,0,508.706108,311.5908
250683,ev20-1-24,-753617001,0,527.340311,313.175511
250684,ev20-1-24,-753616985,0,527.605193,310.060035
250685,ev20-1-24,-753616968,0,522.233258,303.80959
250686,ev20-1-24,-753616951,0,522.233258,303.80959
250687,ev20-1-24,-753616935,0,501.790123,279.306943
250688,ev20-1-24,-753616918,0,497.33441,278.747825
250689,ev20-1-24,-753616901,0,504.972569,287.735773
250690,ev20-1-24,-753616885,0,507.323392,273.484296
250691,ev20-1-24,-753616868,0,522.777364,289.581881
250692,ev20-1-24,-753616851,0,535.764263,300.945595
250693,ev20-1-24,-753616835,0,524.353464,287.687799
250694,ev20-1-24,-753616818,0,550.358489,299.779816
250695,ev20-1-24,-753616801,0,550.358489,299.779816
250696,ev20-1-24,-753616785,0,545.625368,286.635014
250697,ev20-1-24,-753616768,0,563.292806,299.810779
250698,ev20-1-24,-753616751,0,526.198978,242.82517
250699,ev20-1-24,-753616735,0,564.236043,283.346515
250700,ev20-1-24,-753616718,0,534.265048,281.261775
250701,ev20-1-24,-753616701,0,516.067662,273.96986
250702,ev20-1-24,-753616683,0,528.240014,297.604671
250703,ev20-1-24,-753616668,0,521.538332,292.91436
250704,ev20-1-24,-753616650,0,521.538332,292.91436
250705,ev20-1-24,-753616635,0,537.973132,314.209271
250706,ev20-1-24,-753616617,1,535.370759,308.396397
250707,ev20-1-24,-753616601,1,545.763319,331.662994
250708,ev20-1-24,-753616585,1,541.783079,307.77123
250709,ev20-1-24,-753616568,1,534.361233,295.950613
250710,ev20-1-24,-753616551,1,544.607862,315.357396
250711,ev20-1-24,-753616535,1,540.631173,308.937352
250712,ev20-1-24,-753616518,1,532.28024,294.471249
250713,ev20-1-24,-753616501,1,532.28024,294.471249
250714,ev20-1-24,-753616485,1,518.254759,266.278125
250715,ev20-1-24,-753616468,1,515.506052,264.97855
250716,ev20-1-24,-753616451,1,546.599506,306.770226
250717,ev20-1-24,-753616434,1,516.253713,271.089378
250718,ev20-1-24,-753616418,1,537.77261,301.788005
250719,ev20-1-24,-753616400,1,542.702607,311.96016
250720,ev20-1-24,-753616384,1,532.102709,302.190658
250721,ev20-1-24,-753616368,1,554.838683,331.72213
250722,ev20-1-24,-753616351,1,554.838683,331.72213
250723,ev20-1-24,-753616334,1,534.132574,324.245732
250724,ev20-1-24,-753616318,1,554.290908,338.14606
250725,ev20-1-24,-753616301,1,519.658702,313.491332
250726,ev20-1-24,-753616284,1,562.513769,327.039749
250727,ev20-1-24,-753616268,1,542.733938,310.855932
250728,ev20-1-24,-753616251,1,535.850399,306.547108
250729,ev20-1-24,-753616234,1,550.62741,323.588717
250730,ev20-1-24,-753616218,1,530.764294,315.138651
250731,ev20-1-24,-753616201,1,530.764294,315.138651
250732,ev20-1-24,-753616184,1,545.278597,327.13511
250733,ev20-1-24,-753616168,1,536.222923,321.633801
250734,ev20-1-24,-753616151,1,545.903917,326.966234
250735,ev20-1-24,-753616134,1,543.111594,307.064168
250736,ev20-1-24,-753616118,1,533.570023,292.150286
250737,ev20-1-24,-753616101,1,568.945961,288.157413
250738,ev20-1-24,-753616084,1,555.197947,277.695553
250739,ev20-1-24,-753616068,1,538.861146,270.512953
250740,ev20-1-24,-753616051,1,538.861146,270.512953
250741,ev20-1-24,-753616034,1,512.43483,257.878127
250742,ev20-1-24,-753616017,1,526.995026,284.077869
250743,ev20-1-24,-753616001,1,508.319029,263.566286
250744,ev20-1-24,-753615984,1,503.552824,260.042401
250745,ev20-1-24,-753615968,1,514.462247,278.024804
250746,ev20-1-24,-753615951,1,522.021441,284.588327
250747,ev20-1-24,-753615934,1,517.65299,281.924978
